family,horizon,event_count,mean_forward_return,median_forward_return,loss_tail_rate,mean_max_adverse_excursion,worst_event_concentration,positive_year_count
trend_damage,5,56,0.013110164914118644,0.014824779344140726,0.0,-0.015056958991828365,0.061727249931188576,3
trend_damage,10,56,0.00946396934715486,0.006342030975814428,0.10714285714285714,-0.025966897566736587,0.07229548206383234,2
negative_persistence,5,12,0.01275897167139875,0.019271913366906923,0.0,-0.019629168783365653,0.2977281365631926,1
negative_persistence,10,12,0.0028557846400274847,-0.011230665424943831,0.08333333333333333,-0.03044647278504073,0.21327614989598898,1
intraday_pressure,5,15,-0.007607317040614007,-0.009944751381215533,0.0,-0.029677831921112723,0.15753592404432565,0
intraday_pressure,10,15,-0.013906780874142306,-0.020699500356887834,0.13333333333333333,-0.040523818086940756,0.14738730276894987,0
