candidate_id,stage,anchor_name,sample_index,is_anchor,weight__raw__30m__cxt_bi_status_V230101,weight__raw__30m__cxt_third_buy_V230228__di_1,weight__raw__daily__cxt_bi_status_V230101,weight__raw__daily__cxt_five_bi_V230619__di_1,weight__raw__daily__cxt_seven_bi_V230620__di_1,weight__raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,weight__raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,weight__raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,weight__raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,weight__raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,weight__raw__daily__pressure_support_V240406__di_1__w_20,weight__raw__weekly__cxt_bi_status_V230101,parent_seed_id,structure_share,trend_share,volume_position_share,minimum_factor_weight
0,1,control,0,True,0.0508465339633371,0.0509736502982454,0.0406772271706696,0.0511023555873401,0.0406772271706696,0.0894641040973542,0.0762698009450056,0.0762698009450056,0.0762698009450056,0.2033861358533485,0.2033861358533485,0.0406772271706696,,0.2749542213609318,0.3182735069323713,0.406772271706697,0.0406772271706696
36,1,control,36,False,0.0180162040792136,0.044220888465378,0.0299182398464099,0.0817682116499746,0.0783549503043507,0.0741387973849962,0.0674195023180743,0.1342405995652101,0.0710705364805501,0.2004642590064969,0.16002750168921,0.0403603092101349,,0.292638803555462,0.3468694357488309,0.360491760695707,0.0180162040792136
977,2,seed_36,24,False,0.0189097834453986,0.0312270135435657,0.0428757490511942,0.0686425613942787,0.0711764397888251,0.075489583849655,0.0523416192374753,0.1414514028077559,0.0787504071826475,0.2318814696345847,0.145788571796981,0.0414653982676378,36.0,0.2742969454909004,0.3480330130775338,0.3776700414315657,0.0189097834453986
1010,2,seed_705,26,False,0.1508011045207158,0.0747334177189966,0.109274399115032,0.1813179928852404,0.1104742435358808,0.0147429948555159,0.045673796639212,0.0343560500028214,0.0471964215760533,0.0872148899575842,0.0977526938195518,0.0464619953733953,705.0,0.6730631531492611,0.1419692630736028,0.184967583777136,0.0147429948555159
1036,2,seed_296,21,False,0.0559247406547661,0.0737255248830355,0.1026232148368759,0.0127127144842194,0.3686403196062607,0.0525857574532025,0.0679272845412026,0.0271354931126433,0.0081748598917277,0.0059111372953879,0.1208195693362455,0.1038193839044325,296.0,0.7174458983695904,0.1558233949987762,0.1267307066316335,0.0059111372953879
1157,3,seed_984,18,False,0.00956104757965004,0.03246790220612952,0.0401246370158205,0.07303177880487145,0.06687085602378384,0.09565672637274633,0.07519707725809396,0.11317249925504667,0.10770279895077525,0.18439255302905733,0.16440201126162185,0.037420112242403096,984.0,0.25947633387265845,0.3917291018366622,0.3487945642906792,0.00956104757965004
1205,3,seed_977,4,False,0.015774903394973252,0.025354891550564883,0.03353551638384348,0.06876461821251684,0.06159818946595644,0.07715858258056346,0.06920645463949046,0.1426694985986419,0.08661802226063675,0.23379452948084226,0.15430549719979253,0.031219296232177795,977.0,0.23624741524003268,0.37565255807933257,0.3881000266806348,0.015774903394973252
1236,3,seed_923,4,False,0.08367467925715522,0.08578423448698623,0.08710324819542059,0.16299765069870475,0.11126357486476317,0.022967560713370413,0.021820232718803723,0.05039788118189949,0.07742643164268544,0.06948774625037998,0.15329080381071641,0.07378595617911453,923.0,0.6046093436821445,0.17261210625675905,0.2227785500610964,0.021820232718803723
1239,3,seed_923,7,False,0.08074290967552704,0.09270507075324605,0.07691309746163591,0.14250785533877103,0.10727686923732124,0.016685468375167583,0.022369074500971257,0.07618274473325141,0.0673379022754364,0.06781263267744175,0.14996451004659905,0.09950186492463133,923.0,0.5996476673911325,0.18257518988482666,0.2177771427240408,0.016685468375167583
1245,3,seed_923,13,False,0.08144917395325077,0.12435588200328783,0.06817239488659733,0.17375868414623932,0.10925850065237783,0.01768820261516425,0.03294656653761047,0.035623944909775516,0.06469376509630734,0.0697749772670964,0.12808228405384786,0.09419562387844513,923.0,0.6511902595201983,0.15095247915885757,0.19785726132094428,0.01768820261516425
