object_type,object_id,counterfactual,window,champion_return,counterfactual_return,return_delta,champion_sharpe,counterfactual_sharpe,sharpe_delta,dominant_share,trade_count,exposure,max_drawdown
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2021,0.0029406556554447683,-0.0032312868408964635,-0.006171942496341232,0.13294054781997158,0.09238999686148758,-0.040550550958484005,0.0,31,0.654320987654321,-0.2201854331393145
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2022,-0.07098337536211052,-0.04907634845970399,0.021907026902406534,-0.3925555936985177,-0.24045497448796527,0.15210061921055246,0.5766137377610969,25,0.512396694214876,-0.16695414364654082
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2023,-0.06031910763728798,-0.0660213773872077,-0.0057022697499197195,-0.3898777490492146,-0.4533443917890577,-0.06346664273984315,0.4862945871417384,29,0.6033057851239669,-0.1892914469159297
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2024,0.06821503071757551,0.17450955735373852,0.10629452663616301,0.429718323504386,0.7376066934932531,0.30788836998886715,0.6243163817743715,25,0.47520661157024796,-0.18357160128619576
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2025,0.5165797353772803,0.4567606324341371,-0.05981910294314319,2.1935321360904703,2.03622552042791,-0.1573066156625602,0.6078589905942904,19,0.6831275720164609,-0.13690346751518834
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2021H1,0.24893799167194453,0.241252219415502,-0.0076857722564425135,3.071835242807882,2.9918488417662,-0.07998640104168198,0.0,5,0.635593220338983,-0.07616618755034055
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2021H2,-0.19785984963082448,-0.19785984963082448,0.0,-2.7932256547119008,-2.7932256547119008,0.0,0.0,27,0.672,-0.22018543313931405
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2022H1,-0.06477702515250938,-0.0481290769091508,0.01664794824335858,-0.7230789850675907,-0.49904917382476177,0.22402981124282895,0.0,13,0.5213675213675214,-0.16695414364654082
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2022H2,-0.004512956055262585,0.0011401585037249529,0.0056531145589875376,0.027823439228323324,0.10969186485369252,0.0818684256253692,0.576613737761093,13,0.504,-0.09330383229475037
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2023H1,0.0509484040161825,0.05789534442815181,0.0069469404119693046,0.7678236149964333,0.8613537082915005,0.09353009329506723,0.856391837660485,15,0.7796610169491526,-0.0825967456341915
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2023H2,-0.10632026926329408,-0.11757635422427837,-0.011256084960984292,-2.295242649962902,-2.747369347585194,-0.45212669762229174,0.9999999999999951,15,0.43548387096774194,-0.12735763810602885
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2024H1,-0.09485536840967668,-0.04020162383281167,0.054653744576865004,-1.2263976900051408,-0.5406359233230692,0.6857617666820716,0.8582803987989517,12,0.47863247863247865,-0.08766782107561466
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2024H2,0.18015949433488965,0.22370446389372578,0.04354496955883613,1.0655359885390128,1.2394715384014172,0.17393554986240445,1.0,13,0.472,-0.18357160128619598
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2025H1,0.03483459850082471,0.05635020994792228,0.02151561144709757,0.5727132492529325,0.8565655787693994,0.2838523295164669,1.0,11,0.6324786324786325,-0.12500239103219724
state,raw__30m__cxt_bi_status_V230101::向上,zero_mapped_state,2025H2,0.466221134770592,0.37970246660728724,-0.08651866816330478,3.257468496072225,2.8284594936460628,-0.42900900242616213,0.764390510946998,9,0.7301587301587301,-0.13690346751518845
state,raw__30m__cxt_bi_status_V230101::向下,zero_mapped_state,2021,0.0029406556554447683,-0.020069592098330258,-0.023010247753775026,0.13294054781997158,-0.016250479451355163,-0.14919102727132674,0.9999999999999906,33,0.6831275720164609,-0.2110916898638895
state,raw__30m__cxt_bi_status_V230101::向下,zero_mapped_state,2022,-0.07098337536211052,-0.04032610864094954,0.03065726672116098,-0.3925555936985177,-0.16337532943701077,0.22918026426150695,0.0,25,0.5495867768595041,-0.1398939361902225
