symbol,family,configuration,cost_bps_one_way,period,annualized_return,max_drawdown,calmar,entries,exposure,annual_turnover,positive_years,evaluated_years,worst_year,top2_positive_year_concentration
518880.SH,BUY_HOLD,always_long,10,FULL,0.07337368580363557,0.22846975088967936,0.3211527369286858,1,1.0,0.08756892831455286,9,12,-0.09322912505017011,0.4076670346195883
518880.SH,BUY_HOLD,always_long,10,P1,0.007415362210318577,0.22846975088967936,0.032456647680677936,1,1.0,0.22644141351518907,3,5,-0.09322912505017011,0.9547544854049801
518880.SH,BUY_HOLD,always_long,10,P2,0.07383476874370332,0.21240345297592012,0.3476156705986972,0,1.0,0.0,3,4,-0.07159353348729935,0.906110451402845
518880.SH,BUY_HOLD,always_long,10,P3,0.17881948278921156,0.10899653979238766,1.6405977944787964,0,1.0,0.0,3,3,0.10088446655610883,0.8132924417858476
518880.SH,BUY_HOLD,always_long,30,FULL,0.0731861225621917,0.22846975088967936,0.32033178255414174,1,1.0,0.08756892831455286,9,12,-0.09503691922345758,0.4076670346195883
518880.SH,BUY_HOLD,always_long,30,P1,0.006960215927974467,0.22846975088967936,0.03046449650717801,1,1.0,0.22644141351518907,3,5,-0.09503691922345758,0.9547544854049801
518880.SH,BUY_HOLD,always_long,30,P2,0.07383476874370332,0.21240345297592012,0.3476156705986972,0,1.0,0.0,3,4,-0.07159353348729935,0.906110451402845
518880.SH,BUY_HOLD,always_long,30,P3,0.17881948278921156,0.10899653979238766,1.6405977944787964,0,1.0,0.0,3,3,0.10088446655610883,0.8132924417858476
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,10,FULL,0.009380098281258853,0.2254720252808946,0.0416020491658469,39,0.41705649514213744,6.742807480220571,7,12,-0.09699943402196975,0.4175554216280666
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,10,P1,0.03555244012393133,0.14652007322156246,0.24264552523236996,17,0.4801110083256244,7.47256664600124,3,5,-0.009905007595480742,0.7750905415221154
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,10,P2,-0.029158316786421667,0.22039165310245845,-0.13230227359321173,16,0.4419321685508736,8.010966415352982,2,4,-0.09699943402196975,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,10,P3,0.023898277397893963,0.07233913701741046,0.33036442489135814,6,0.2896551724137931,4.017415215398717,2,3,-0.00656859268133303,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,30,FULL,-0.004167957604014116,0.26660243548638696,-0.015633606633825885,39,0.41705649514213744,6.742807480220571,7,12,-0.12209068230851072,0.444635543290595
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,30,P1,0.020188752871048266,0.15669764972189393,0.12883890030819956,17,0.4801110083256244,7.47256664600124,3,5,-0.03339399275906485,0.8441784774478662
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,30,P2,-0.04464910491045704,0.2543613046599811,-0.17553418736447346,16,0.4419321685508736,8.010966415352982,2,4,-0.12209068230851072,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0,30,P3,0.01568651438904034,0.07419631592228038,0.21141904680916704,6,0.2896551724137931,4.017415215398717,2,3,-0.010551444347636663,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,10,FULL,0.01164856429597494,0.15391879912245854,0.07567993229148887,28,0.2878733357322778,4.816291057300408,7,12,-0.06769340561385173,0.515684138645034
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,10,P1,0.014431045361146477,0.12269322489484324,0.11761892617554802,14,0.3598519888991674,6.340359578425294,3,5,-0.05031013094864789,0.8455623775805495
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,10,P2,0.00554464088990092,0.115590773677831,0.04796784997178646,10,0.2446043165467626,4.756511309115833,2,4,-0.06769340561385173,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,10,P3,0.01582245591868947,0.07993417012057757,0.1979435815099089,4,0.2386206896551724,2.678276810265811,2,3,0.0,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,30,FULL,0.0019418512883977446,0.17065085679239578,0.011379089006040512,28,0.2878733357322778,4.816291057300408,6,12,-0.08248684930284866,0.5781027876060315
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,30,P1,0.001632656747443617,0.1366514378558331,0.011947600208686172,14,0.3598519888991674,6.340359578425294,3,5,-0.06727194725276175,0.9235620884375041
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,30,P2,-0.003987551990060512,0.12263911380467918,-0.03251452058281565,10,0.2446043165467626,4.756511309115833,2,4,-0.08248684930284866,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.05;recovery_return=0.02,30,P3,0.010401800515390747,0.08359355256915157,0.12443304771364999,4,0.2386206896551724,2.678276810265811,1,3,-0.00277545499098264,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,10,FULL,0.020593017751980858,0.11947655230755405,0.17236032806647064,18,0.20115149334292912,3.152481419323903,6,12,-0.07345251105270556,0.43097258686286155
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,10,P1,0.05033443965567597,0.08900326264273939,0.5655347698625304,8,0.24421831637372804,3.623062616243025,4,5,0.0,0.613561712201413
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,10,P2,-0.011604567211725092,0.11947655230755216,-0.09712840710245003,9,0.23227132579650564,4.506168608636052,1,4,-0.07345251105270556,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,10,P3,0.021154550583559972,0.022595901208617653,0.9362118548957022,1,0.09517241379310344,0.6695692025664528,1,3,0.0,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,30,FULL,0.014159945364830229,0.14908372105069334,0.094979822512046,18,0.20115149334292912,3.152481419323903,6,12,-0.09002738121530507,0.44868719439673604
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,30,P1,0.042750580518684744,0.09082707993474648,0.47068099678420067,8,0.24421831637372804,3.623062616243025,4,5,0.0,0.6333040007906859
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,30,P2,-0.020525285484183642,0.14908372105069367,-0.13767623547043292,9,0.23227132579650564,4.506168608636052,1,4,-0.09002738121530507,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0,30,P3,0.019791336242064306,0.02259590120861754,0.8758816946197463,1,0.09517241379310344,0.6695692025664528,1,3,0.0,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,10,FULL,0.017490740607442712,0.1275276639987032,0.13715252094338193,15,0.1486146095717884,2.627067849436586,6,12,-0.07655728566535713,0.5471443304141896
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,10,P1,0.038202578173426094,0.09119373900523264,0.418916677725365,7,0.17206290471785385,3.170179789212647,3,5,-0.015569963266661047,0.8818886025442871
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,10,P2,-0.003755422751816284,0.12032550948069842,-0.031210528573898926,7,0.1644398766700925,3.504797806716929,2,4,-0.07655728566535713,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,10,P3,0.01602048709369086,0.022595901208617653,0.7089996962626544,1,0.09241379310344827,0.6695692025664528,1,3,0.0,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,30,FULL,0.012161201270745048,0.1379144516516304,0.08817931061687458,15,0.1486146095717884,2.627067849436586,6,12,-0.08939221896353777,0.5754496999743967
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,30,P1,0.03164398219770259,0.10145712135866558,0.31189513140074754,7,0.17206290471785385,3.170179789212647,3,5,-0.02924938286388179,0.8952334863535145
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,30,P2,-0.010714364450734593,0.12907424550686852,-0.08300931304041162,7,0.1644398766700925,3.504797806716929,2,4,-0.08939221896353777,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.08;recovery_return=0.02,30,P3,0.01466582103715841,0.022595901208617875,0.6490478472956412,1,0.09241379310344827,0.6695692025664528,1,3,0.0,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,10,FULL,0.019507329134364815,0.07937654313373,0.24575684911724807,8,0.08420295070169126,1.4011028530328458,4,12,-0.026694942508805775,0.710298856729817
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,10,P1,0.04472549240751955,0.04318173707499717,1.0357501906382602,4,0.11563367252543941,1.8115313081215125,3,5,-0.0028939393939395597,0.8812226356944248
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,10,P2,0.00688180832332419,0.07937654313372944,0.08669826187479694,4,0.11202466598150052,2.0027416038382455,1,4,-0.026694942508805775,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,10,P3,0.0,-0.0,0.0,0,0.0,0.0,0,3,0.0,0.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,30,FULL,0.016651412941725674,0.08671469504773499,0.192025272447298,8,0.08420295070169126,1.4011028530328458,4,12,-0.03638603858775691,0.7102486997350109
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,30,P1,0.040952027068979824,0.04701263747658613,0.8710855052404858,4,0.11563367252543941,1.8115313081215125,3,5,-0.0048939393939395615,0.8825042046205834
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,30,P2,0.002843133043376911,0.08671469504773455,0.032787211461815416,4,0.11202466598150052,2.0027416038382455,1,4,-0.03638603858775691,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0,30,P3,0.0,-0.0,0.0,0,0.0,0.0,0,3,0.0,0.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,10,FULL,0.01701720245996219,0.05537856777231942,0.30728859817981996,7,0.0723281756027348,1.22596499640374,4,12,-0.0013237110736260549,0.8361145593015206
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,10,P1,0.02813776373968979,0.03959983326385985,0.7105525811738522,4,0.09898242368177614,1.8115313081215125,3,5,0.0,0.915462449943122
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,10,P2,0.017716573456153073,0.055378567772320086,0.3199175090441462,3,0.09660842754367935,1.502056202878684,1,4,-0.0013237110736260549,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,10,P3,0.0,-0.0,0.0,0,0.0,0.0,0,3,0.0,0.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,30,FULL,0.014532338523575161,0.059150718866213814,0.24568321065453458,7,0.0723281756027348,1.22596499640374,4,12,-0.007303087031960365,0.8600364279750496
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,30,P1,0.024434401224040947,0.04155453987796831,0.5880079841046624,4,0.09898242368177614,1.8115313081215125,3,5,0.0,0.9387159997906356
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,30,P2,0.014663906250848457,0.059150718866213925,0.24790749008503224,3,0.09660842754367935,1.502056202878684,1,4,-0.007303087031960365,1.0
518880.SH,DRAWDOWN_RECOVERY,drawdown_trigger=0.12;recovery_return=0.02,30,P3,0.0,-0.0,0.0,0,0.0,0.0,0,3,0.0,0.0
518800.SH,BUY_HOLD,always_long,10,FULL,0.0721479157012328,0.23232682060390586,0.31054492767426894,1,1.0,0.08756892831455286,9,12,-0.10146698723477576,0.41172218280889294
518800.SH,BUY_HOLD,always_long,10,P1,0.006567933955107019,0.23232682060390586,0.02827023560187523,1,1.0,0.22644141351518907,3,5,-0.10146698723477576,0.999999999999995
