parameter,normalized_minimum,normalized_q10,normalized_median,normalized_q90,normalized_maximum,lower_boundary_share,upper_boundary_share,dependency_side
opportunity_total,0.002368585403901724,0.040492704301975824,0.05605043468265425,0.05605043468265425,0.2552258973103183,0.4868804664723032,0.0,NONE
confirmation_total,0.0028290422391675785,0.015784834283622096,0.015784834283622096,0.07883417405725712,0.14486398237108522,0.6705539358600583,0.0,LOWER
entry_timing_total,0.9409765564206543,0.9754144635375158,0.9930781509309308,0.9930781509309308,0.9930781509309308,0.0,0.9912536443148688,UPPER
opp_spx_fraction,0.40799214204237644,0.5118571748016464,0.6482656433306526,0.654594706894553,0.9751501891823624,0.0,0.0058309037900874635,NONE
confirm_share_fraction,0.5083616800118849,0.7624283676735564,0.797918305788692,0.8496275461380243,0.9562441820124752,0.0,0.0029154518950437317,NONE
risk_shibor_fraction,0.5337661374136529,0.6349444736906946,0.6717200031550212,0.9111937024346655,0.949851170879273,0.0,0.0,NONE
entry_quantile,0.8387634397276412,0.9163754712275859,0.9179167395587849,0.9553836064538349,0.9947670920398258,0.0,0.1282798833819242,NONE
exit_quantile,0.7762354359315076,0.9926507789854017,0.9926507789854017,0.9926507789854017,0.9978137183948054,0.0,0.9795918367346939,UPPER
confirmation_gate_quantile,0.08710865111145805,0.3404491984738669,0.3404491984738669,0.6943110524158247,0.8905830320458034,0.0,0.0,NONE
