trial_id,distance,cagr,maximum_drawdown,calmar,profit_factor
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02446,0.02607845281622878,0.24038964488269943,-0.1220545458849317,1.9695263551210087,2.0051529272296564
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-01916,0.03141031613686179,0.2255398888899085,-0.10811626155851295,2.086086640794969,1.7488517113183488
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02136,0.03149856733514783,0.2412233750508126,-0.10646395096832184,2.2657751554100054,1.8997500033763213
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-01894,0.034637182072769,0.23192836777615655,-0.12204005795780348,1.9004282008481839,2.0566561259686407
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02544,0.03911046617184,0.2459496861928283,-0.10810451990819758,2.275110110120177,1.9001885313680753
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02941,0.040873390409260246,0.23879146307793553,-0.10648592543846636,2.2424697169573165,1.9531208187263032
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02431,0.04910940710549466,0.24812738426902947,-0.10648184836938634,2.3302317537565056,1.8709336773368996
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02820,0.05146460958710136,0.2473629090569598,-0.10649969819785587,2.3226630050857726,1.895531479971456
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02986,0.055576208247984094,0.2545136048036798,-0.12687469297012988,2.00602341448503,1.8540349201507897
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02305,0.05916538931230314,0.22980765514253076,-0.1186576227784304,1.9367289665970389,1.922333109807837
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02334,0.0607319204349544,0.24951975148520034,-0.1220625108753457,2.044196450620438,2.0908930679327744
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-01986,0.06231194923434097,0.23419348148259278,-0.10645349466623966,2.19996048243275,1.9045493110249874
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02090,0.06388237597116037,0.23974153007415655,-0.10813495862491096,2.2170585083936722,1.8804414787866592
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02521,0.06422801390641852,0.24173041556858776,-0.10647115692854192,2.2703840414810657,1.9005480834532635
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02322,0.06512925948696607,0.24678485828535335,-0.1064942832316853,2.317353108508714,1.856461950303711
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02616,0.06893506582766357,0.2498396092344679,-0.12207412726303724,2.0466221208047637,2.0413596295904233
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02073,0.06989876483870933,0.22911099965630033,-0.12914067855706135,1.774119527760315,2.087634409866441
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-01908,0.07208552136386953,0.24489262152479085,-0.1081370690108312,2.2646500757317733,1.8828994297554476
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02552,0.07263596745119777,0.24680781180528566,-0.10647516720660177,2.3179847309033654,1.8752585710179877
S007-EX27-DECOUPLED-ENTRY-BOUNDARY-02638,0.07274115832365824,0.24737256230819438,-0.1064942832316853,2.322871752373967,1.862615889625232
