scenario_id,cagr,maximum_drawdown,calmar,profit_factor,closed_trades
fee_x2,0.21145638576411985,-0.1603424207721087,1.31878005050615,2.2466815521641217,139
slippage_15bp,0.19734818034608836,-0.21346193888062603,0.9245122637832455,2.040582156053541,139
slippage_30bp,0.1499036441800352,-0.3906654355584589,0.3837136089752781,1.544473711691699,139
slippage_50bp,0.06882953613507437,-0.6899539559999917,0.09975960792240925,1.0960825334837876,139
