representative,annualized_return,maximum_drawdown_magnitude,exposure_ratio,position_agreement_ratio,oracle_long_recall,oracle_cash_recall,false_cash_sessions,false_long_sessions,positive_log_return_capture_ratio,negative_log_return_avoidance_ratio,positive_capture_deficit_vs_oracle,negative_avoidance_deficit_vs_oracle,missed_positive_log_return_during_oracle_long,suffered_negative_log_return_during_oracle_cash,gross_log_return_gap_annualized
P02_REGIME_RECOVERY,0.1093271186401063,0.1261365421494198,0.5647198105761642,0.6341752170481453,0.6196581196581197,0.705607476635514,801,126,0.6221854363468888,0.46855674130857705,0.22503937007291763,-0.22914751975828196,2.0786677818274697,0.3774768506628888,0.015843685140738716
P06_CORE_CARRY_REGIME_VETO,0.1024975656807771,0.1756268036407703,0.9005524861878453,0.8808208366219415,0.9700854700854701,0.441588785046729,63,239,0.929996176859938,0.10882427248900028,-0.0827713704401315,0.1305849490612948,0.10500025074186407,0.9703117488163797,0.024839982661225727
P05_TRANSLATION_LED,0.1001599251891329,0.1807636782767466,0.6412786108918705,0.6846882399368587,0.6961063627730294,0.6285046728971962,640,159,0.6660499830603046,0.4040140653470682,0.18117482335950186,-0.1646048437967731,1.7343933967058645,0.5397587098125294,0.025920755248689635
P05_RISK_OFF_LED,0.099180076254886,0.1261605602675595,0.8003157063930545,0.9352801894238358,0.9425451092117759,0.8995327102803738,121,43,0.7978028384520787,0.24951073454734984,0.0494219679677278,-0.010101512997054751,0.5087268529230332,0.176078635244344,0.030120049677955688
P04_CORE_CARRY_DRAWDOWN_SHIELD,0.0882248248314538,0.1728964984839501,0.8970007892659826,0.8196527229676401,0.9311490978157645,0.27102803738317754,145,312,0.8763988870968489,0.143963013003654,-0.029174080677042413,0.0954462085466411,0.5613913225135271,1.0235049196480654,0.04148707969854741
P03_SAFE_HAVEN_PULSE,0.0783129604189198,0.1652358040691269,0.5402525651144435,0.558405682715075,0.5593542260208927,0.5537383177570093,928,191,0.5776235217360086,0.48047703567723565,0.26960128468379785,-0.24106781412694056,2.5626233998906223,0.7442959889964617,0.041139234607435626
P01_COMPOSITE_GATE,0.0710870233816551,0.077546964082621,0.3579321231254933,0.4179163378058406,0.3651471984805318,0.677570093457944,1337,138,0.37464142431001196,0.6836554603431895,0.4725833821097945,-0.4442462387928944,3.990335687205496,0.37778929067599315,0.05775420930723854
