representative,experiment,trial_number,annualized_return,maximum_drawdown_magnitude,behavior_sha256
P01_COMPOSITE_GATE,EX38,1345,0.0710870233816551,0.077546964082621,955a5f5df6b5569f6ebc9cbb67ead66417a8445c1e490d7f7643955fa86df756
P02_REGIME_RECOVERY,EX38,942,0.1093271186401063,0.1261365421494198,0f219334fd5c789842dd132787e55ef58e4bcef010630177d6df57dec7e7c52b
P03_SAFE_HAVEN_PULSE,EX38,712,0.0783129604189198,0.1652358040691269,6e547ffa45e1a9bae6ce85c125178f2f46ed0a58cece18791d1ce75d53027cf2
P04_CORE_CARRY_DRAWDOWN_SHIELD,EX41,314,0.0882248248314538,0.1728964984839501,8c1e00f330951f9e6cb2f7e424e43f23b3b1cc1b33f8e9d9f1967f6c51af7ee2
P05_RISK_OFF_LED,EX45,480,0.099180076254886,0.1261605602675595,87ea356f6f6ffdcc8db28956da9e4029a5c5fe6b4a2099f89484c96664ec0376
P05_TRANSLATION_LED,EX45,8,0.1001599251891329,0.1807636782767466,d4138b285332ce2a39b898148355ebcbacd12b8f42440baf8d492359085ea31c
P06_CORE_CARRY_REGIME_VETO,EX46,188,0.1024975656807771,0.1756268036407703,d782f8253a49c8642171c737ab386c6a9cb3fb56b1a7c977b8bbc8b10df41b96
