trade_date,event_time,first_hour_open,first_hour_close,first_hour_return,signed_volume_imbalance,imbalance_magnitude,imbalance_threshold,pressure_side,price_direction_agrees,is_volume_imbalance_event,regime,shock_side
2021-01-12,2021-01-12 10:30:00,1.9993799,2.0086298,0.0046263844104863,0.3568154224177005,0.3568154224177005,0.1503957182241398,buy_pressure,True,True,range,down
2021-01-15,2021-01-15 10:30:00,2.0007814,1.9968572,-0.0019613337069207,-0.1895186258237495,0.1895186258237495,0.1487236975442494,sell_pressure,True,True,range,up
2021-02-01,2021-02-01 10:30:00,1.9682666,1.9769559,0.0044146966676161,0.161514202818775,0.161514202818775,0.1600782632526968,buy_pressure,True,True,range,down
2021-02-03,2021-02-03 10:30:00,2.001342,1.9974178,-0.0019607843137255,0.1852063797641669,0.1852063797641669,0.1535896614735886,buy_pressure,False,True,range,down
2021-02-09,2021-02-09 10:30:00,1.9606985,1.9831225,0.0114367405289492,0.2023219142080124,0.2023219142080124,0.1577744028566668,buy_pressure,True,True,range,down
2021-02-10,2021-02-10 10:30:00,2.004145,2.0080692,0.001958041958042,-0.1799113718198171,0.1799113718198171,0.163818063214805,sell_pressure,False,True,range,up
2021-02-19,2021-02-19 10:30:00,2.0509551,2.043387,-0.0036900369003689,-0.2575358039206992,0.2575358039206992,0.163818063214805,sell_pressure,True,True,range,up
2021-02-26,2021-02-26 10:30:00,1.9909709,1.9968572,0.0029564972546811,-0.2376288189013451,0.2376288189013451,0.1577744028566668,sell_pressure,False,True,range,up
2021-03-01,2021-03-01 10:30:00,1.984524,2.0030238,0.0093220338983051,0.1848001226452579,0.1848001226452579,0.1577744028566668,buy_pressure,True,True,range,down
2021-03-08,2021-03-08 10:30:00,2.0002208,1.9932133,-0.0035033632286995,0.1649807159504183,0.1649807159504183,0.1577744028566668,buy_pressure,False,True,range,down
2021-03-17,2021-03-17 10:30:00,1.9175323,1.9251004,0.0039467914047655,0.1615977266981793,0.1615977266981793,0.1556751698064472,buy_pressure,True,True,range,down
2021-03-18,2021-03-18 10:30:00,1.9326685,1.9407972,0.004205946337926,0.2305066883894188,0.2305066883894188,0.1577744028566668,buy_pressure,True,True,range,down
2021-03-19,2021-03-19 10:30:00,1.9281837,1.9385548,0.0053786887629014,0.3434027083894175,0.3434027083894175,0.1577744028566668,buy_pressure,True,True,range,down
2021-03-30,2021-03-30 10:30:00,1.9405169,1.9441608,0.0018777986422071,0.2870003727336035,0.2870003727336035,0.1539883900353537,buy_pressure,True,True,range,down
2021-04-06,2021-04-06 10:30:00,1.9679863,1.970509,0.0012818686796753,0.3006058046989476,0.3006058046989476,0.152660148262044,buy_pressure,True,True,range,down
2021-04-08,2021-04-08 10:30:00,1.9691075,1.9682666,-0.0004270462633452,0.187571796596953,0.187571796596953,0.1525861083472405,buy_pressure,False,True,range,down
2021-04-12,2021-04-12 10:30:00,1.9665848,1.9539713,-0.0064139110604332,-0.2492541121679058,0.2492541121679058,0.1539883900353537,sell_pressure,True,True,range,up
2021-04-22,2021-04-22 10:30:00,1.9993799,2.0038647,0.0022430954717509,0.1785153226323933,0.1785153226323933,0.1507929543021527,buy_pressure,True,True,range,down
2021-04-26,2021-04-26 10:30:00,2.0105919,2.0332962,0.0112923462986198,0.3796337392419851,0.3796337392419851,0.1507929543021527,buy_pressure,True,True,range,down
2021-04-28,2021-04-28 10:30:00,2.0024632,2.0091904,0.003359462486002,0.2937394269813831,0.2937394269813831,0.1507929543021527,buy_pressure,True,True,range,down
2021-05-07,2021-05-07 10:30:00,2.0173191,2.0274099,0.0050020842017506,-0.3033406037535057,0.3033406037535057,0.1507929543021527,sell_pressure,False,True,range,up
2021-05-10,2021-05-10 10:30:00,2.0063874,2.0131146,0.0033528918692373,0.1954518195877915,0.1954518195877915,0.1507929543021527,buy_pressure,True,True,range,down
2021-05-11,2021-05-11 10:30:00,2.0033041,1.9797589,-0.0117531831537707,-0.2900736478906264,0.2900736478906264,0.1525861083472405,sell_pressure,True,True,range,up
2021-05-12,2021-05-12 10:30:00,2.0021829,2.0080692,0.0029399412011759,0.1658685610146668,0.1658685610146668,0.1525861083472405,buy_pressure,True,True,range,down
2021-05-17,2021-05-17 10:30:00,2.0375007,2.051796,0.0070160957490714,0.169860075834314,0.169860075834314,0.1539883900353537,buy_pressure,True,True,range,down
2021-05-18,2021-05-18 10:30:00,2.0478718,2.0503945,0.0012318642211881,0.2729057551966034,0.2729057551966034,0.1539883900353537,buy_pressure,True,True,range,down
2021-05-21,2021-05-21 10:30:00,2.0422658,2.0358189,-0.0031567389514135,0.2309974452439155,0.2309974452439155,0.1507929543021527,buy_pressure,False,True,range,down
2021-05-25,2021-05-25 10:30:00,2.0403037,2.0560005,0.007693364473142,0.3352494018729165,0.3352494018729165,0.1525861083472405,buy_pressure,True,True,range,down
2021-05-27,2021-05-27 10:30:00,2.0638489,2.0773033,0.0065190818959663,0.3826354791250729,0.3826354791250729,0.1560773973930182,buy_pressure,True,True,range,down
2021-07-14,2021-07-14 10:30:00,2.1840976,2.1740068,-0.0046201232032854,-0.2403852653575987,0.2403852653575987,0.1668914787218254,sell_pressure,True,True,trend_up,up
2021-07-15,2021-07-15 10:30:00,2.1672796,2.1546661,-0.0058199689601655,-0.3800862401880984,0.3800862401880984,0.1691652955148377,sell_pressure,True,True,trend_up,up
2021-07-28,2021-07-28 10:30:00,2.1030909,2.096644,-0.0030654404904706,-0.3571422010312399,0.3571422010312399,0.1646414258474782,sell_pressure,True,True,trend_up,up
2021-08-16,2021-08-16 10:30:00,2.2334304,2.2250214,-0.0037650602409637,-0.2842020335031517,0.2842020335031517,0.1656643435546368,sell_pressure,True,True,trend_up,up
2021-08-27,2021-08-27 10:30:00,2.236794,2.245203,0.0037593984962405,-0.1661031732161069,0.1661031732161069,0.1656643435546368,sell_pressure,False,True,trend_up,up
2021-09-03,2021-09-03 10:30:00,2.312475,2.3079902,-0.001939393939394,-0.2080685015760744,0.2080685015760744,0.1703361965813467,sell_pressure,True,True,trend_up,up
2021-09-17,2021-09-17 10:30:00,2.3388232,2.3365808,-0.0009587727708533,-0.1887866323231874,0.1887866323231874,0.1647235401179823,sell_pressure,True,True,trend_up,up
2021-09-27,2021-09-27 10:30:00,2.3273309,2.2830435,-0.01902926653017,-0.2232936874134948,0.2232936874134948,0.1479630008993639,sell_pressure,True,True,trend_up,up
2021-10-11,2021-10-11 10:30:00,2.228385,2.233991,0.0025157232704402,0.2173598674908381,0.2173598674908381,0.1382122071116516,buy_pressure,True,True,range,down
2021-10-14,2021-10-14 10:30:00,2.1877415,2.2014762,0.0062780269058295,0.259235924165187,0.259235924165187,0.1479630008993639,buy_pressure,True,True,range,down
2021-10-15,2021-10-15 10:30:00,2.2037186,2.2042792,0.0002543881963876,-0.2423973675207593,0.2423973675207593,0.1608309420232303,sell_pressure,False,True,range,up
2021-10-19,2021-10-19 10:30:00,2.2216578,2.2289456,0.0032803431743628,0.3346659229846105,0.3346659229846105,0.1479630008993639,buy_pressure,True,True,range,down
2021-10-20,2021-10-20 10:30:00,2.2264229,2.2387561,0.0055394687145913,0.397704542780434,0.397704542780434,0.1608309420232303,buy_pressure,True,True,range,down
2021-10-25,2021-10-25 10:30:00,2.2110064,2.2241805,0.0059584178498985,0.2527768937082844,0.2527768937082844,0.1740423839035851,buy_pressure,True,True,range,down
