factor_id,observations,spearman_ic,top_observations,top_stress_mean,bottom_observations,bottom_stress_mean,top_bottom_spread,residual_spearman_ic,positive_year_ics,observed_years,positive_leave_one_year_out_ics,leave_one_year_out_tests,bootstrap_ic_positive_probability,bootstrap_spread_positive_probability,maximum_absolute_reference_correlation,maximum_correlation_reference,high_state_days,high_state_entries,rolling_60_high_days_median,rolling_60_high_days_p10,frequency_policy,label
F-PROJECT-EXTERNAL-INDUSTRY-MONEYFLOW,1121,0.03350461725555803,217,0.002505502441842593,215,-0.00518530818329741,0.007690810625140003,0.011251744740387187,3,5,5,5,0.9464,0.9974,0.37408450939435756,TARGET_PAST_3D_RETURN,217,197,12.0,9.0,REPORT_ONLY,REGIME_DEPENDENT
F-PROJECT-SELL-SIDE-REVISION-BREADTH,1216,0.02826848453431052,237,-0.0011819280734066966,278,-0.002311803162098303,0.0011298750886916064,-0.05256838052868738,3,6,5,6,0.8088,0.6482,0.3133060275887496,TARGET_20D_VOLATILITY,237,28,5.0,0.0,REPORT_ONLY,REGIME_DEPENDENT
