hypothesis_id,exit_clock,regime,episodes,mean_return,median_return,win_rate,profit_factor,cagr,max_drawdown,calmar
M01,09:45,range,171,-0.003260121960626363,-0.003392839845141271,0.3333333333333333,0.5313682889059181,-0.09745168473131272,-0.4275373103411386,-0.22793726389295593
M01,09:45,trend_down,134,-0.0021073963788637707,-0.0021053408517728855,0.3880597014925373,0.6413927263700909,-0.05085796390209607,-0.2881690252499598,-0.17648657366273673
M01,09:45,trend_up,47,-0.0006842918043634635,0.0009673154892313462,0.5319148936170213,0.9113865341321691,-0.007329754333137872,-0.13707920543220797,-0.05347094265703762
M01,09:45,warmup,9,-0.0026323900303112874,0.0008672038156416484,0.5555555555555556,0.5047830917184686,-0.00425631357422207,-0.04280450987134932,-0.09943610117285755
M02,09:45,range,178,-0.004758247345873557,-0.004223807836589322,0.33146067415730335,0.371055654341362,-0.14198811749484308,-0.5741725787053568,-0.24729170768655936
M02,09:45,trend_down,128,-0.005224571418942737,-0.00350555455770285,0.2734375,0.2612215747716168,-0.11298664230401745,-0.5248219206069029,-0.21528567666030402
M02,09:45,trend_up,46,-0.00477062726402912,-0.0015073620849080371,0.4782608695652174,0.5199294430400937,-0.03972284403184767,-0.22599934660110077,-0.17576530476417843
M02,09:45,warmup,9,-0.001072452466165842,-0.0005085468774058688,0.4444444444444444,0.7359746784597352,-0.0017662687915612763,-0.029760148604487946,-0.05935013346320845
M03,09:45,range,183,-0.0046585210321294975,-0.0034692820671232694,0.366120218579235,0.3588790327798444,-0.142572509227042,-0.5759171228156839,-0.24755733694806437
M03,09:45,trend_down,130,-0.0036289026428273294,-0.00415669549768144,0.3,0.4748755124666081,-0.08218202225769666,-0.38268625610139106,-0.2147503887255436
M03,09:45,trend_up,47,-0.004210932168934154,-0.002982853145255704,0.3617021276595745,0.5321993650399878,-0.035694747336436405,-0.21516246775352554,-0.16589671846172405
M03,09:45,warmup,9,0.0021789859306805917,0.003579670379590505,0.6666666666666666,1.7767622167391308,0.0034069480739147284,-0.014572933477404848,0.23378601701552806
M04,09:45,range,146,-0.002550693642492225,-0.003956793663557945,0.3904109589041096,0.6001673964388926,-0.0659992290234841,-0.4017654742775698,-0.1642730230669021
M04,09:45,trend_down,123,-0.0022066820905758517,-0.0031693015748737174,0.36585365853658536,0.6504931623756928,-0.04902935689765908,-0.29824798157351284,-0.16439124462464874
M04,09:45,trend_up,44,-0.0037255372056801002,-0.001026244204576643,0.4772727272727273,0.5912992627073221,-0.02991924169532789,-0.18204619897149055,-0.16434971927105937
M04,09:45,warmup,8,-0.0038467274638030458,-0.003657956670138629,0.375,0.4983413814381852,-0.005555561663910247,-0.05210542339854629,-0.10662156262346471
M05,09:45,range,173,-0.0046078330411621635,-0.004569811543894797,0.3236994219653179,0.3885102026566564,-0.13434427831169438,-0.5519471729511718,-0.24340060950648115
M05,09:45,trend_down,125,-0.004357127606553748,-0.003513998205943225,0.344,0.36419355158276406,-0.09330907040282177,-0.4302978186362981,-0.21684764914341725
M05,09:45,trend_up,51,-0.004815587318047399,-0.0026170245333282383,0.45098039215686275,0.4779829033565864,-0.043909847170217176,-0.23029182108749857,-0.19067045873736777
M05,09:45,warmup,8,-0.001836845878091159,-0.0001285831402886295,0.5,0.7142774311684013,-0.0027187286727229365,-0.02681471255017287,-0.10138943938466383
M06,09:45,range,173,-0.003718021146718661,-0.0033020187887268238,0.35260115606936415,0.45056546207776876,-0.10996111269765363,-0.4765542892378465,-0.2307420480330048
M06,09:45,trend_down,134,-0.002128084641640155,-0.0022036051899491094,0.40298507462686567,0.6207586989491701,-0.05105395199187257,-0.2854507313065632,-0.17885381396007907
