mechanism,signal_date,event_date,signal_clock,execution_clock,relative_strength_5,relative_amount_impulse,composite_score,threshold
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-07-26,2021-07-27,15:00,NEXT_OPEN,0.0111129550414742,0.1940669714339411,1.0091614807282396,0.3265845624244791
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-07-27,2021-07-28,15:00,NEXT_OPEN,0.0253603802981481,0.5328637684981019,2.377604242279824,0.39421411579212057
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-07-28,2021-07-29,15:00,NEXT_OPEN,0.0191240392981602,0.8650611904499028,2.3961042185119448,0.4572506467504502
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-07-29,2021-07-30,15:00,NEXT_OPEN,0.0065272863118912,0.5934424347186473,1.1659134482589952,0.47113466419209415
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-07-30,2021-08-02,15:00,NEXT_OPEN,0.0020189214197907,0.4554315188921743,0.6846270606130862,0.5033936262815375
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-08-17,2021-08-18,15:00,NEXT_OPEN,0.0178774166613824,0.536835669566464,1.5230350232547663,0.5033936262815375
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-08-30,2021-08-31,15:00,NEXT_OPEN,0.027641416415384,-0.4248719837503633,0.923994634400803,0.5033936262815375
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-08-31,2021-09-01,15:00,NEXT_OPEN,0.0301602559078477,-0.4593615101086051,0.9063508735074435,0.6058319591542924
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-09-02,2021-09-03,15:00,NEXT_OPEN,0.0187460858961199,-0.0343264737127269,0.6964634065966222,0.6058319591542924
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-09-03,2021-09-06,15:00,NEXT_OPEN,0.0168181899988099,0.1217960968171709,0.7557842196834171,0.640357103119979
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-09-08,2021-09-09,15:00,NEXT_OPEN,0.0182991483450902,0.1844185496878284,0.8713202101149595,0.6583309212437352
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-09-09,2021-09-10,15:00,NEXT_OPEN,0.0191137159312561,0.0614481191013951,0.7398990259457124,0.6875861471089701
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-09-13,2021-09-14,15:00,NEXT_OPEN,0.0200500335770714,0.3191467489148208,1.0867092054927219,0.6875861471089701
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-09-23,2021-09-24,15:00,NEXT_OPEN,0.0074884202837389,0.6155763963822287,0.7984466678317169,0.6875861471089701
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-11-02,2021-11-03,15:00,NEXT_OPEN,0.0052587601398804,0.4193681274328852,0.4408171774586651,0.38692662457282045
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-11-29,2021-11-30,15:00,NEXT_OPEN,0.0023117144122641,0.3072908986033112,0.33156396259047094,0.2643398718528825
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-16,2021-12-17,15:00,NEXT_OPEN,0.0093143719124777,0.0947024696370499,0.7183699166457432,0.03167106347369318
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-17,2021-12-20,15:00,NEXT_OPEN,0.0204897062669147,0.3639731054127623,1.5638050122156997,0.03167106347369318
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-20,2021-12-21,15:00,NEXT_OPEN,0.015749676743369,0.9482469387634114,1.8686790317457609,0.03167106347369318
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-21,2021-12-22,15:00,NEXT_OPEN,0.0156819960091672,0.5544357203312033,1.4039852079285242,0.08408207936695057
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-22,2021-12-23,15:00,NEXT_OPEN,0.0106000671261112,-0.128242777857989,0.4592094443231304,0.08408207936695057
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-23,2021-12-24,15:00,NEXT_OPEN,0.0076806093833653,0.246353303590311,0.6887217262047839,0.08408207936695057
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-24,2021-12-27,15:00,NEXT_OPEN,0.0057852049559445,1.139350986300484,1.4965256768277242,0.08408207936695057
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-27,2021-12-28,15:00,NEXT_OPEN,0.0031324114869523,1.0250357334905116,1.2444972104236978,0.08408207936695057
PRICE_VOLUME_ROTATION_CONFIRMATION,2021-12-29,2021-12-30,15:00,NEXT_OPEN,0.0014185965364038,0.7775096646791982,0.9311858834814177,0.12235931064248527
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-01-05,2022-01-06,15:00,NEXT_OPEN,0.0044893105682908,0.2718867267423408,0.5801183784214652,0.24412074734507364
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-01-19,2022-01-20,15:00,NEXT_OPEN,0.0045252933630581,0.1897532154612153,0.5492007306318998,0.2018441945174852
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-02-08,2022-02-09,15:00,NEXT_OPEN,0.008315798732606,-0.2808519650112691,0.28975796432924156,0.2747071464525702
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-02-09,2022-02-10,15:00,NEXT_OPEN,0.0134576316137664,-0.076901917158938,0.8533231616370403,0.3002094638945489
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-02-10,2022-02-11,15:00,NEXT_OPEN,0.0158939869079662,-0.4010366800510997,0.6100218911521325,0.3541688052129747
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-02-11,2022-02-14,15:00,NEXT_OPEN,0.0195038604889421,-0.0500391320295948,1.1899677629711565,0.4312898608911471
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-02-14,2022-02-15,15:00,NEXT_OPEN,0.0181735200789273,0.475387355938883,1.619180006228714,0.48170726590032276
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-03-03,2022-03-04,15:00,NEXT_OPEN,0.0085612599926447,0.2353262298362214,0.677954601487012,0.552596495425399
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-03-04,2022-03-07,15:00,NEXT_OPEN,0.014903261103766,0.0781082773608794,0.8507195217993676,0.567117436959789
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-03-07,2022-03-08,15:00,NEXT_OPEN,0.0212665351273021,0.111565742389333,1.2307443297872274,0.587594256604132
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-03-08,2022-03-09,15:00,NEXT_OPEN,0.0108560862028329,0.6466579312137227,1.2237306460656965,0.621364278866582
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-03-29,2022-03-30,15:00,NEXT_OPEN,0.0138810715077954,-0.0713496469291073,0.616108658188939,0.5134690871902289
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-04-18,2022-04-19,15:00,NEXT_OPEN,0.0004367796940092,0.2792892816500785,0.40536216210682147,0.317054744126061
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-05-09,2022-05-10,15:00,NEXT_OPEN,0.0068077382441732,0.5204954589248593,1.148527069006831,0.317054744126061
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-05-16,2022-05-17,15:00,NEXT_OPEN,0.000935107394272,0.1638695865089257,0.28134940089899196,0.23793889120085382
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-05-19,2022-05-20,15:00,NEXT_OPEN,0.0006081244426687,0.2032238514789874,0.35435624812253413,0.23793889120085382
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-05-26,2022-05-27,15:00,NEXT_OPEN,0.0081862153506777,-0.1200900437653379,0.3168631714285074,0.2559652922677639
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-05-31,2022-06-01,15:00,NEXT_OPEN,0.0119338158314181,0.2131441639202724,1.065844572361533,0.2559652922677639
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-06-14,2022-06-15,15:00,NEXT_OPEN,0.0064732481850414,0.1124959369182785,0.7559662238042572,0.16641710488277367
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-07-04,2022-07-05,15:00,NEXT_OPEN,0.0068727221414633,0.4322414841285535,1.585340146841642,0.16641710488277367
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-07-05,2022-07-06,15:00,NEXT_OPEN,0.0034527693788888,0.1480329941680593,0.757956502678343,0.16641710488277367
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-08,2022-08-09,15:00,NEXT_OPEN,0.000361295085969,0.1951489864110284,0.6792125848661891,0.1340028994964117
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-09,2022-08-10,15:00,NEXT_OPEN,0.0028479453002764,0.0432309698546006,0.7051302279853167,0.1340028994964117
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-10,2022-08-11,15:00,NEXT_OPEN,0.0052943714687229,-0.2394712077337707,0.5640831911267469,0.1340028994964117
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-11,2022-08-12,15:00,NEXT_OPEN,0.0106120123930305,-0.1186866821047508,1.1525811740727787,0.1569718631871783
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-12,2022-08-15,15:00,NEXT_OPEN,0.011858932843466,0.0648761260106128,1.4427843894954246,0.16641710488277367
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-15,2022-08-16,15:00,NEXT_OPEN,0.0077104603974611,0.7853380519964386,1.9718002770181218,0.16641710488277367
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-16,2022-08-17,15:00,NEXT_OPEN,0.0089614470891369,0.3396500222221779,1.429207824966323,0.18569176253867045
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-17,2022-08-18,15:00,NEXT_OPEN,0.006711356658961,0.3159125210203075,1.177706743075594,0.23874781790443023
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-18,2022-08-19,15:00,NEXT_OPEN,0.0025701469140743,-0.0360334315343873,0.4303448187704708,0.30610197733906697
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-22,2022-08-23,15:00,NEXT_OPEN,0.0056620160357138,-0.2976903558154826,0.37716895056179994,0.33218284557048705
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-23,2022-08-24,15:00,NEXT_OPEN,0.0043018406495346,0.0645136537518561,0.6909050436538955,0.34637934348107957
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-24,2022-08-25,15:00,NEXT_OPEN,0.0018680205804705,0.0522641441869566,0.4764044435732972,0.35990131657444985
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-25,2022-08-26,15:00,NEXT_OPEN,0.0060260872530877,0.1994137950939685,1.0087433278954416,0.35990131657444985
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-26,2022-08-29,15:00,NEXT_OPEN,0.0087821813022443,0.0572403766153027,1.0537604623986925,0.3904629176139677
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-29,2022-08-30,15:00,NEXT_OPEN,0.0029432132038776,0.5311904271786303,1.1166878473926232,0.4418597249711774
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-08-30,2022-08-31,15:00,NEXT_OPEN,0.0054630308828119,0.294843383857875,1.0255838909726753,0.49832413046165963
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-10-11,2022-10-12,15:00,NEXT_OPEN,0.012948921386514,0.4698151135901753,1.7420950623233804,0.7155911332991289
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-10-12,2022-10-13,15:00,NEXT_OPEN,0.0156809863714879,0.2170063327879867,1.6334208485203434,0.7968070439744546
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-10-13,2022-10-14,15:00,NEXT_OPEN,0.0164731783371562,-0.095079763508858,1.2660868628918336,0.9619158031059509
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-10-14,2022-10-17,15:00,NEXT_OPEN,0.0173924285521477,0.1923876217252694,1.6143724648951563,1.0129534686647501
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-10-24,2022-10-25,15:00,NEXT_OPEN,0.0141841962078554,0.1128705913082613,1.0813692411401528,1.0326280338291796
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-11-18,2022-11-21,15:00,NEXT_OPEN,0.0071656788372232,0.6209162150399673,1.586097784932954,0.9273971578553734
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-11-21,2022-11-22,15:00,NEXT_OPEN,0.0067445034105838,0.8347478634156142,1.886821193562848,0.9525633681319532
PRICE_VOLUME_ROTATION_CONFIRMATION,2022-11-23,2022-11-24,15:00,NEXT_OPEN,0.0038098855768615,0.6890451347186547,1.230554722913993,0.9806860229734482
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-01-19,2023-01-20,15:00,NEXT_OPEN,0.0002322652293262,0.1807063110856352,0.4017253883393107,0.1355603738230277
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-01-30,2023-01-31,15:00,NEXT_OPEN,0.0040179661273351,0.1748628747088353,0.7328553685282976,0.10879805494127709
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-01,2023-02-02,15:00,NEXT_OPEN,0.0024458952333853,0.332342515957171,0.8946957283118795,0.09348645342003734
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-02,2023-02-03,15:00,NEXT_OPEN,0.0045089627156842,-0.0472696944803139,0.459588894945855,0.10879805494127709
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-03,2023-02-06,15:00,NEXT_OPEN,0.0060466856517,-0.2631358389063887,0.22786524571165212,0.14726202475768407
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-06,2023-02-07,15:00,NEXT_OPEN,0.0110557612402485,0.1294459037178047,1.2337058491050776,0.1994546941408584
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-07,2023-02-08,15:00,NEXT_OPEN,0.0042220486534418,0.675621175310828,1.502658600217731,0.24415493205291816
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-08,2023-02-09,15:00,NEXT_OPEN,0.002848132624868,0.7535713619836537,1.4535356119380518,0.30190283210495716
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-20,2023-02-21,15:00,NEXT_OPEN,0.0012775714868896,0.1447147826926931,0.38516419960591597,0.35512427965239846
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-22,2023-02-23,15:00,NEXT_OPEN,0.0044256128312709,0.3834443493812616,1.0901336544093831,0.33130216058145034
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-23,2023-02-24,15:00,NEXT_OPEN,0.0059160636338048,0.5744929646134705,1.5123704417648787,0.3509839824690498
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-02-27,2023-02-28,15:00,NEXT_OPEN,0.0102442552410275,0.1557883389268555,1.1995118147027195,0.3509839824690498
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-03-08,2023-03-09,15:00,NEXT_OPEN,0.0051579109651784,0.2182194063950046,0.8464917254415488,0.38930449678926465
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-03-09,2023-03-10,15:00,NEXT_OPEN,0.0021741200498452,0.162698684272724,0.4660999218837993,0.4161912649909468
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-03-21,2023-03-22,15:00,NEXT_OPEN,0.0037999207180853,0.2050803958863984,0.6228877979477023,0.46121665168034104
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-03-28,2023-03-29,15:00,NEXT_OPEN,0.0042776899516212,0.2177133034086656,0.7177702646069128,0.46121665168034104
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-03-30,2023-03-31,15:00,NEXT_OPEN,0.0013666581064804,0.5772389936604361,1.036461283897672,0.4161912649909468
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-03-31,2023-04-03,15:00,NEXT_OPEN,0.00200009055803,0.362736222135209,0.7027049105145781,0.46121665168034104
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-04-12,2023-04-13,15:00,NEXT_OPEN,0.0011971013015235,0.7180935251301197,1.0688566226447693,0.5743788522417117
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-04-13,2023-04-14,15:00,NEXT_OPEN,0.0032708125209844,0.3528578080218154,0.7014181726174689,0.6428420760894212
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-05-18,2023-05-19,15:00,NEXT_OPEN,0.0034082492588282,-0.0482085665934936,0.4241133456226635,0.348379418524232
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-05-26,2023-05-29,15:00,NEXT_OPEN,0.0015825775418358,0.0781310782014689,0.38483475836500636,0.314456451260985
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-05-29,2023-05-30,15:00,NEXT_OPEN,0.0065097074398595,0.3164348151573026,1.738757270303498,0.314456451260985
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-05-30,2023-05-31,15:00,NEXT_OPEN,0.0079352185171045,0.1174089672303902,1.711692424226233,0.3264600622676919
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-05-31,2023-06-01,15:00,NEXT_OPEN,0.0109183560105263,-0.1925693279548699,1.6822062289732405,0.3482970582140046
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-06-01,2023-06-02,15:00,NEXT_OPEN,0.0112233207162608,0.4070442973999648,2.4187743367706727,0.39465440517942063
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-06-02,2023-06-05,15:00,NEXT_OPEN,0.0056872473851389,0.2394775495990523,1.157143987172519,0.42786382208231155
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-04,2023-07-05,15:00,NEXT_OPEN,0.0013444538846759,0.1704321471827738,0.5640896339859359,0.22674489558828795
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-05,2023-07-06,15:00,NEXT_OPEN,0.0014332759006282,0.4657349505669587,0.9887309916654794,0.27902413680952487
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-06,2023-07-07,15:00,NEXT_OPEN,0.0022579825063364,-0.0515228953868397,0.3301182506907568,0.3083428554455374
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-13,2023-07-14,15:00,NEXT_OPEN,0.0035683802393857,-0.1452499470610604,0.4101616203921906,0.19626944711227057
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-17,2023-07-18,15:00,NEXT_OPEN,0.0012184723920893,0.1044039955832533,0.5447837235845868,0.19626944711227057
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-18,2023-07-19,15:00,NEXT_OPEN,1.5682524402538256e-05,0.3069859600541716,0.7015517222671775,0.22674489558828795
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-07-21,2023-07-24,15:00,NEXT_OPEN,0.0022863622267237,-0.0464902936352964,0.3747974868795716,0.27902413680952487
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-03,2023-08-04,15:00,NEXT_OPEN,0.0032986755123584,0.1846970870253294,0.9114109345038894,0.28601356963936575
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-04,2023-08-07,15:00,NEXT_OPEN,0.0055860381914729,-0.1074934898639079,0.7253618607360843,0.32951292812398414
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-07,2023-08-08,15:00,NEXT_OPEN,0.0039869532338651,0.5069589111500235,1.4543869529139042,0.3412880597379605
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-08,2023-08-09,15:00,NEXT_OPEN,0.0007711475164077,0.3060195881492432,0.7247532130914127,0.37730680475093026
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-14,2023-08-15,15:00,NEXT_OPEN,0.0025841717341971,0.1675194790139428,0.6717643585849642,0.4136495516998088
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-16,2023-08-17,15:00,NEXT_OPEN,0.0057814609756839,0.1410436885064145,1.0024621465840495,0.44381714619028967
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-17,2023-08-18,15:00,NEXT_OPEN,0.0065099868081885,0.2283506597492118,1.1805757428930617,0.5496102011849241
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-18,2023-08-21,15:00,NEXT_OPEN,0.0059917980671025,0.3402611871688308,1.2489575014111147,0.591008315135693
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-21,2023-08-22,15:00,NEXT_OPEN,0.0017240263180009,0.3171201107403062,0.7138931631950759,0.6792111995055176
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-08-29,2023-08-30,15:00,NEXT_OPEN,0.0006459180736482,0.7014824494342405,1.3093451798607192,0.44381714619028967
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-08,2023-09-11,15:00,NEXT_OPEN,0.0002079744207083,0.1989380783157363,0.5085926724182679,0.44381714619028967
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-11,2023-09-12,15:00,NEXT_OPEN,0.0014046010891403,0.2935887980636658,0.7865607893308804,0.5176404352098476
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-12,2023-09-13,15:00,NEXT_OPEN,0.003799926659905,0.2425558219109553,1.014376555375155,0.5496102011849241
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-13,2023-09-14,15:00,NEXT_OPEN,0.0043201636787253,0.0962908229010763,0.8491023345082401,0.591008315135693
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-14,2023-09-15,15:00,NEXT_OPEN,0.0043307996448959,0.0008927638385326,0.6816124213063242,0.6792111995055176
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-18,2023-09-19,15:00,NEXT_OPEN,0.0045686616492857,0.7268137479062792,1.7794060017446314,0.6865972465465375
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-09-20,2023-09-21,15:00,NEXT_OPEN,0.003392419237806,0.2947407201736734,0.9112966671011344,0.7046370824991521
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-10-24,2023-10-25,15:00,NEXT_OPEN,0.0015431787966705,0.6585096464143949,1.2310069721391002,0.6896826067785121
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-10-30,2023-10-31,15:00,NEXT_OPEN,0.0017366288892582,0.3822822550800576,0.7960265962712162,0.7165066146238934
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-11-10,2023-11-13,15:00,NEXT_OPEN,0.0020963219698894,0.2929126349706631,0.7516751722567798,0.6247575202295447
PRICE_VOLUME_ROTATION_CONFIRMATION,2023-11-13,2023-11-14,15:00,NEXT_OPEN,0.0029693664641393,0.480392595667883,1.1604679106163927,0.6700485876219384
