candidate_id,structure_share,trend_share,volume_share,is_control,range_to_range_count,range_to_range_loss_count,range_to_range_loss_rate,range_to_range_short_loss_count,range_to_range_compound_return,range_to_range_median_holding_sessions,range_to_range_fees,range_to_trend_count,range_to_trend_loss_count,range_to_trend_loss_rate,range_to_trend_short_loss_count,range_to_trend_compound_return,range_to_trend_median_holding_sessions,range_to_trend_fees,trend_to_range_count,trend_to_range_loss_count,trend_to_range_loss_rate,trend_to_range_short_loss_count,trend_to_range_compound_return,trend_to_range_median_holding_sessions,trend_to_range_fees,trend_to_trend_count,trend_to_trend_loss_count,trend_to_trend_loss_rate,trend_to_trend_short_loss_count,trend_to_trend_compound_return,trend_to_trend_median_holding_sessions,trend_to_trend_fees,range_days,range_transition_count,range_signal_density_per_100,first_front_count,mean_pareto_layer,worst_pareto_layer,max_drawdown,calmar,win_loss_ratio,strategy_return,sharpe,exposure,trade_count
110,0.375,0.375,0.25,False,30,24,0.8,24,-0.21014477221171346,4.0,34939.567684810856,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.14633222567305637,8.5,13041.115475617737,19,13,0.6842105263157895,12,0.6720442554051127,7.0,23202.671338848708,592,75,12.66891891891892,0,4.25,8,-0.20792032203072897,0.6474707189176052,3.935054431212391,0.8357297362625675,0.6468960735267162,0.49174917491749176,129
111,0.375,0.4,0.225,False,29,23,0.7931034482758621,23,-0.19190579406528507,4.0,34691.62097627316,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.1463322256730566,8.5,13270.858850651724,19,13,0.6842105263157895,12,0.6720442554051147,7.0,23615.66865881379,592,73,12.33108108108108,1,3.25,6,-0.19994404548303057,0.7002996280336077,3.955913836641557,0.8781195734941283,0.6675932655261252,0.4892739273927393,127
112,0.375,0.425,0.2,False,32,23,0.71875,23,-0.14505143269900966,4.0,40232.95838082109,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103512,10.0,14726.81043998919,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23334.293361899894,592,80,13.513513513513514,1,3.5,6,-0.18962997789112834,0.7906831281552603,3.5751440503130714,0.9580044980384967,0.705903795706931,0.4793729372937294,133
113,0.375,0.45,0.175,False,32,23,0.71875,23,-0.14505143269900966,4.0,40232.95838082109,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103512,10.0,14726.81043998919,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23334.293361899894,592,80,13.513513513513514,1,3.5,6,-0.18962997789112834,0.7906831281552603,3.5751440503130714,0.9580044980384967,0.705903795706931,0.4793729372937294,133
114,0.375,0.475,0.15,False,29,20,0.6896551724137931,20,-0.11820771403435981,4.0,36355.12686060582,2,0,0.0,0,0.1880957509539003,23.0,2155.6755819981645,13,6,0.46153846153846156,6,0.13555306277769663,10.0,14727.808716201052,18,13,0.7222222222222222,12,0.6678289491664751,7.0,23548.730712924556,592,74,12.5,0,2.75,4,-0.20271322444035178,0.7794819439779026,3.4765186240275927,1.0250148504631071,0.736869193794964,0.46534653465346537,127
115,0.375,0.5,0.125,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
116,0.375,0.525,0.1,False,29,20,0.6896551724137931,20,-0.1411298556127818,4.0,36617.50993973323,2,0,0.0,0,0.18809575095390008,23.0,2198.555281913974,14,6,0.42857142857142855,6,0.16321484378297502,10.5,15846.207792063084,17,12,0.7058823529411765,12,0.6759435491748778,7.0,22752.579992746898,592,75,12.66891891891892,0,5.0,7,-0.21680137346553352,0.7316986875151867,3.2111836079415013,1.030251333885889,0.7399822820048533,0.4628712871287129,127
117,0.4,0.1,0.5,False,18,13,0.7222222222222222,9,-0.2916455097100915,6.5,15563.383563528832,6,4,0.6666666666666666,2,0.06384403141307526,19.5,4901.14349401946,6,1,0.16666666666666666,1,0.2818349042471855,21.5,4991.664060629567,23,17,0.7391304347826086,14,0.38767163897366386,8.0,20840.87166973536,592,49,8.277027027027026,0,18.75,27,-0.417385455634666,0.15741896395445004,2.6819501718264145,0.35806207803488244,0.374316316298347,0.6336633663366337,109
118,0.4,0.125,0.475,False,17,13,0.7647058823529411,9,-0.2674517927745089,7.0,15363.435833717305,6,4,0.6666666666666666,2,0.06384403141307549,19.5,5011.923908444957,6,1,0.16666666666666666,1,0.2818349042471857,21.5,5068.256324157408,23,17,0.7391304347826086,14,0.38767163897366297,8.0,21264.803033284647,592,47,7.939189189189189,0,15.25,26,-0.39049394204006627,0.18738357480079493,2.922804961048978,0.40444643776905576,0.40225608259933954,0.6295379537953796,107
119,0.4,0.15,0.45,False,27,22,0.8148148148148148,18,-0.3885882571444208,6.0,25424.321525879623,5,3,0.6,2,0.12015606295019676,22.0,4515.446656479372,8,3,0.375,3,0.1675284886603614,16.0,7195.768448004017,21,15,0.7142857142857143,14,0.7242591946836414,7.0,20498.92710305592,592,68,11.486486486486488,0,10.5,19,-0.322918088563503,0.22135037466948956,3.383263315227892,0.39381544532311286,0.3992117710238793,0.5948844884488449,125
120,0.4,0.175,0.425,False,30,24,0.8,20,-0.3859243186968476,5.0,28342.646609949694,5,3,0.6,2,0.1201560629501972,22.0,4559.288311702839,9,4,0.4444444444444444,4,0.09939519351917192,14.0,8090.054263743241,20,14,0.7,13,0.8063726270678797,7.5,19977.7304162965,592,75,12.66891891891892,0,14.5,21,-0.3600743003544966,0.19278655310800533,3.3318998093434486,0.38097092908846886,0.3924863735015054,0.5825082508250825,131
121,0.4,0.2,0.4,False,30,23,0.7666666666666667,20,-0.2555160809131506,5.0,29075.61177861148,5,3,0.6,2,0.12161205717221324,18.0,4587.223200708755,11,7,0.6363636363636364,5,-0.057402595214628316,14.0,9881.493873751266,19,13,0.6842105263157895,12,0.8284344643683781,7.0,19432.09490509259,592,77,13.006756756756758,0,10.25,19,-0.3362193648142153,0.24113130317053394,3.5284499969689613,0.45487792833961094,0.43806806432558465,0.5684818481848185,133
122,0.4,0.225,0.375,False,31,24,0.7741935483870968,23,-0.21451821872472754,5.0,33157.53295947175,5,3,0.6,2,0.1216120571722128,18.0,5042.384097129538,11,7,0.6363636363636364,6,0.012621293066154449,10.0,10884.382581709098,19,13,0.6842105263157895,12,0.8284344643683794,7.0,21439.77139097402,592,79,13.344594594594595,0,8.25,12,-0.28180214948846993,0.38892357661297483,4.086196462677166,0.6490285164485101,0.5480805711636203,0.5495049504950495,135
123,0.4,0.25,0.35,False,28,22,0.7857142857142857,21,-0.1983106150201167,4.5,31177.26227338706,4,2,0.5,1,0.14675160331969495,19.0,4161.496655344589,11,7,0.6363636363636364,6,0.021662554611389107,10.0,11138.553211111453,19,13,0.6842105263157895,12,0.8284344643683779,7.0,22072.264097403706,592,72,12.162162162162163,0,5.75,10,-0.2620410669178711,0.4638203886272019,4.306721112102479,0.7361421875103189,0.5949670995331049,0.5272277227722773,127
124,0.4,0.275,0.325,False,30,23,0.7666666666666667,22,-0.17498750143676245,4.0,34768.88788394989,3,1,0.3333333333333333,1,0.17884970604155326,22.0,3244.62501536634,12,6,0.5,5,0.11297335138098319,12.5,13026.053657929942,19,13,0.6842105263157895,12,0.6720442554051138,7.0,23113.01934007555,592,76,12.837837837837837,0,6.5,8,-0.22136821161439046,0.6046191435293552,3.8017782971115763,0.8296769953203207,0.6410179505599507,0.5148514851485149,131
125,0.4,0.3,0.3,False,27,21,0.7777777777777778,20,-0.16582929214930808,4.0,32010.172122579505,3,1,0.3333333333333333,1,0.17884970604155281,22.0,3283.4779962298835,12,6,0.5,5,0.11297335138098319,12.5,13372.91334868556,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23665.035835210507,592,70,11.824324324324325,1,3.75,6,-0.22136821161439046,0.6265467406532482,3.8509808970173536,0.8676583878659585,0.6600663844688159,0.504950495049505,125
126,0.4,0.325,0.275,False,30,24,0.8,24,-0.22059460160431366,4.0,35037.54414611682,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.1463322256730566,8.5,13108.635374513564,19,13,0.6842105263157895,12,0.6720442554051131,7.0,23198.194806682786,592,75,12.66891891891892,0,4.75,7,-0.20792032203072897,0.6323802872047647,3.871576792229075,0.8114429278956956,0.6351099723880791,0.4933993399339934,129
127,0.4,0.35,0.25,False,30,24,0.8,24,-0.2294095338650861,4.0,34797.709930946265,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.14633222567305637,8.5,13006.547494683891,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23040.448887069324,592,75,12.66891891891892,0,5.75,8,-0.20792032203072897,0.6195256640287001,3.8186283255705415,0.7909558402561636,0.6251708001977953,0.4909240924092409,129
128,0.4,0.375,0.225,False,32,23,0.71875,23,-0.15865796424280643,4.0,38882.78503191123,2,0,0.0,0,0.1880957509539003,23.0,2162.3997705922934,13,6,0.46153846153846156,6,0.13245045878103556,10.0,14474.111358980676,18,13,0.7222222222222222,12,0.6678289491664744,7.0,22975.007183169622,592,80,13.513513513513514,0,4.5,6,-0.20792032203072897,0.7027104915883887,3.5027378370410864,0.9268427989791448,0.6909803999224117,0.48267326732673266,133
129,0.4,0.4,0.2,False,31,22,0.7096774193548387,22,-0.13923007611346638,4.0,38725.8933072376,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103467,10.0,14736.944824048369,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23382.74738586295,592,78,13.175675675675674,1,3.5,6,-0.18962997789112834,0.7992452481358779,3.5213763218809704,0.9713365776689271,0.711819658498335,0.4801980198019802,131
130,0.4,0.425,0.175,False,31,22,0.7096774193548387,22,-0.13923007611346638,4.0,38725.8933072376,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103467,10.0,14736.944824048369,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23382.74738586295,592,78,13.175675675675674,1,3.5,6,-0.18962997789112834,0.7992452481358779,3.5213763218809704,0.9713365776689271,0.711819658498335,0.4801980198019802,131
131,0.4,0.45,0.15,False,29,20,0.6896551724137931,20,-0.11820771403435981,4.0,36355.12686060582,2,0,0.0,0,0.1880957509539003,23.0,2155.6755819981645,13,6,0.46153846153846156,6,0.13555306277769663,10.0,14727.808716201052,18,13,0.7222222222222222,12,0.6678289491664751,7.0,23548.730712924556,592,74,12.5,0,2.75,4,-0.20271322444035178,0.7794819439779026,3.4765186240275927,1.0250148504631071,0.736886725056776,0.4661716171617162,127
132,0.4,0.475,0.125,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
133,0.4,0.5,0.1,False,29,20,0.6896551724137931,20,-0.1411298556127818,4.0,36617.50993973323,2,0,0.0,0,0.18809575095390008,23.0,2198.555281913974,14,6,0.42857142857142855,6,0.16321484378297502,10.5,15846.207792063084,17,12,0.7058823529411765,12,0.6759435491748778,7.0,22752.579992746898,592,75,12.66891891891892,0,5.0,7,-0.21680137346553352,0.7316986875151867,3.2111836079415013,1.030251333885889,0.7399822820048533,0.4628712871287129,127
134,0.425,0.1,0.475,False,17,12,0.7058823529411765,9,-0.2565866029981744,8.0,15402.48229211193,6,4,0.6666666666666666,2,0.06384403141307504,19.5,4930.904950122018,8,1,0.125,1,0.3784905701479868,17.0,6750.059901989476,23,18,0.782608695652174,15,0.3026587675945043,8.0,21478.384351247834,592,49,8.277027027027026,0,17.0,27,-0.3755641039737976,0.20924676405415385,2.6540762090294954,0.4388483237139176,0.4229542346907398,0.6270627062706271,111
135,0.425,0.125,0.45,False,31,24,0.7741935483870968,21,-0.37298352046879657,5.0,27970.401963265635,5,3,0.6,2,0.12015606295019654,22.0,4343.581565601812,8,3,0.375,3,0.16752848866036074,16.0,6923.298344763102,21,15,0.7142857142857143,14,0.7242591946836408,7.0,19899.784841200173,592,76,12.837837837837837,0,14.25,24,-0.3726191948502877,0.20824749720288574,3.195782060615449,0.43251682148703696,0.42118125875477624,0.5981848184818482,133
136,0.425,0.15,0.425,False,27,21,0.7777777777777778,19,-0.3423458195422129,6.0,26469.487594137314,5,3,0.6,2,0.1201560629501972,22.0,4691.452680809386,10,5,0.5,4,0.06544023904394591,14.5,9127.129426750435,20,14,0.7,13,0.8063726270678773,7.5,20521.895315543854,592,70,11.824324324324325,0,13.25,17,-0.3416076929309426,0.22750848295900925,3.2973789899990544,0.4332946629838075,0.42382621884590915,0.5882838283828383,127
137,0.425,0.175,0.4,False,28,22,0.7857142857142857,19,-0.3475445723624694,4.5,26661.342590813172,5,3,0.6,2,0.10463401278739215,22.0,4565.478821422035,10,5,0.5,4,0.05104239797578414,14.5,8895.136468150717,20,14,0.7,13,0.8063726270678793,7.5,19994.4342300063,592,72,12.162162162162163,0,15.0,23,-0.355338631213859,0.19641539792585647,3.264824499097301,0.38331079118559486,0.3942740900667068,0.5759075907590759,129
138,0.425,0.2,0.375,False,29,22,0.7586206896551724,19,-0.21926616783296127,5.0,29394.270568991316,5,3,0.6,2,0.12161205717221324,18.0,4797.306407572426,11,7,0.6363636363636364,5,-0.05740259521462843,14.0,10324.129076701456,19,13,0.6842105263157895,12,0.828434464368379,7.0,20310.898636799815,592,75,12.66891891891892,0,8.75,15,-0.32770935667080825,0.28016476536250673,3.6210706609338295,0.5257178714095498,0.47919517195368544,0.5651815181518152,131
139,0.425,0.225,0.35,False,30,22,0.7333333333333333,21,-0.1892454905750246,6.0,32416.841956658776,4,2,0.5,1,0.12150140842250723,19.0,4150.747284925772,11,7,0.6363636363636364,6,0.012621293066155115,10.0,10972.280317566936,19,13,0.6842105263157895,12,0.8284344643683792,7.0,21801.9993268142,592,76,12.837837837837837,0,9.5,11,-0.2692699235621776,0.43416208549113844,3.782972914181662,0.7019177845497859,0.5763532247839507,0.5404290429042904,131
140,0.425,0.25,0.325,False,29,22,0.7586206896551724,21,-0.19278889927947462,5.0,32558.29292027431,3,1,0.3333333333333333,1,0.17884970604155326,22.0,3204.5346374470155,11,7,0.6363636363636364,6,0.021662554611387996,10.0,11311.706672074526,19,13,0.6842105263157895,12,0.8284344643683785,7.0,22529.311260677423,592,73,12.33108108108108,0,6.25,9,-0.24385462879096798,0.531492654167555,4.1547830471409,0.7970301612551445,0.6254417966157697,0.5198019801980198,127
141,0.425,0.275,0.3,False,28,21,0.75,20,-0.14429978455948622,4.0,33228.31461146017,3,1,0.3333333333333333,1,0.17884970604155326,22.0,3263.7966788601057,12,6,0.5,5,0.1129733513809843,12.5,13302.51131329785,19,13,0.6842105263157895,12,0.6720442554051136,7.0,23590.898456743696,592,72,12.162162162162163,0,4.0,7,-0.22136821161439046,0.6436614163889498,3.800849482684727,0.8977348849971936,0.6736285078063093,0.5066006600660066,127
142,0.425,0.3,0.275,False,27,21,0.7777777777777778,20,-0.16582929214930797,4.0,32128.15516749675,2,0,0.0,0,0.1880957509539003,23.0,2149.3668417386193,12,6,0.5,5,0.11297335138098341,12.5,13445.915237206853,19,13,0.6842105263157895,12,0.6720442554051138,7.0,23778.0554767677,592,69,11.655405405405405,1,4.0,7,-0.22136821161439046,0.6349093879885206,3.7953740176815045,0.8823069501437708,0.6670241415600605,0.5024752475247525,123
143,0.425,0.325,0.25,False,30,24,0.8,24,-0.21984155291021124,4.0,35055.67793277749,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.14633222567305681,8.5,13117.356615053754,19,13,0.6842105263157895,12,0.6720442554051131,7.0,23211.670844302877,592,75,12.66891891891892,0,3.75,6,-0.20792032203072897,0.6334730935433919,3.8761303072100644,0.81319311429946,0.6359637975284798,0.49257425742574257,129
144,0.425,0.35,0.225,False,32,23,0.71875,23,-0.17917850170029892,4.0,38696.496507470016,2,0,0.0,0,0.1880957509539003,23.0,2162.3997705922934,13,6,0.46153846153846156,6,0.13245045878103534,10.0,14438.387210384923,18,13,0.7222222222222222,12,0.6678289491664748,7.0,22804.20462210084,592,80,13.513513513513514,0,5.5,7,-0.20792032203072897,0.6744825565544608,3.3970847521719962,0.8798466331503847,0.6691757465548316,0.48184818481848185,133
145,0.425,0.375,0.2,False,32,23,0.71875,23,-0.15865796424280643,4.0,38882.78503191123,2,0,0.0,0,0.1880957509539003,23.0,2162.3997705922934,13,6,0.46153846153846156,6,0.13245045878103556,10.0,14474.111358980676,18,13,0.7222222222222222,12,0.6678289491664744,7.0,22975.007183169622,592,80,13.513513513513514,0,4.5,6,-0.20792032203072897,0.7027104915883887,3.5027378370410864,0.9268427989791448,0.6909803999224117,0.48267326732673266,133
146,0.425,0.4,0.175,False,32,23,0.71875,23,-0.16598671866686043,4.0,38778.84234611024,2,0,0.0,0,0.18809575095390008,23.0,2155.6436909320532,13,6,0.46153846153846156,6,0.13555306277769552,10.0,14436.16198499024,18,13,0.7222222222222222,12,0.6678289491664751,7.0,22923.504336881007,592,80,13.513513513513514,0,4.75,8,-0.18962997789112834,0.7629373777275777,3.471838684734906,0.9152915114624645,0.6866381226520265,0.47854785478547857,133
147,0.425,0.425,0.15,False,29,20,0.6896551724137931,20,-0.11820771403435981,4.0,36355.12686060582,2,0,0.0,0,0.1880957509539003,23.0,2155.6755819981645,13,6,0.46153846153846156,6,0.13555306277769663,10.0,14727.808716201052,18,13,0.7222222222222222,12,0.6678289491664751,7.0,23548.730712924556,592,74,12.5,0,2.75,4,-0.20271322444035178,0.7794819439779026,3.4765186240275927,1.0250148504631071,0.736886725056776,0.4661716171617162,127
148,0.425,0.45,0.125,False,29,20,0.6896551724137931,20,-0.11820771403435981,4.0,36355.12686060582,2,0,0.0,0,0.1880957509539003,23.0,2155.6755819981645,13,6,0.46153846153846156,6,0.13555306277769663,10.0,14727.808716201052,18,13,0.7222222222222222,12,0.6678289491664751,7.0,23548.730712924556,592,74,12.5,0,2.75,4,-0.20271322444035178,0.7794819439779026,3.4765186240275927,1.0250148504631071,0.736886725056776,0.4661716171617162,127
149,0.425,0.475,0.1,False,29,20,0.6896551724137931,20,-0.1411298556127818,4.0,36617.50993973323,2,0,0.0,0,0.18809575095390008,23.0,2198.555281913974,14,6,0.42857142857142855,6,0.16321484378297502,10.5,15846.207792063084,17,12,0.7058823529411765,12,0.6759435491748778,7.0,22752.579992746898,592,75,12.66891891891892,0,5.0,7,-0.21680137346553352,0.7316986875151867,3.2111836079415013,1.030251333885889,0.7399822820048533,0.4628712871287129,127
150,0.45,0.1,0.45,False,20,15,0.75,12,-0.2363395625083995,6.0,19571.582407742822,6,4,0.6666666666666666,2,0.06384403141307504,19.5,4998.870106573113,8,1,0.125,1,0.3784905701479868,17.0,6798.558020004648,23,18,0.782608695652174,15,0.3026587675945036,8.0,21839.089378366378,592,55,9.29054054054054,0,14.75,26,-0.35349002860637113,0.2394085344455789,2.942678802541975,0.47803569965625425,0.4459381953743312,0.6212871287128713,117
151,0.45,0.125,0.425,False,27,22,0.8148148148148148,20,-0.340626928012689,6.0,26498.25930826393,5,3,0.6,2,0.12015606295019698,22.0,4698.720875193803,10,5,0.5,4,0.06544023904394591,14.5,9141.091920355284,20,14,0.7,13,0.806372627067879,7.5,20553.123724334037,592,70,11.824324324324325,0,9.75,16,-0.33988687218144686,0.23182385335417746,3.5633346495789673,0.4401853328560352,0.428064649421369,0.5825082508250825,127
152,0.45,0.15,0.4,False,27,21,0.7777777777777778,18,-0.3385864653925801,6.0,26034.584580231684,5,3,0.6,2,0.10463401278739282,22.0,4618.8376267359,10,5,0.5,4,0.051042397975783915,14.5,8998.717417201087,20,14,0.7,13,0.8063726270678788,7.5,20227.050927333978,592,70,11.824324324324325,0,14.75,20,-0.35217437338565727,0.2068051335310673,3.235649221370651,0.4023034235021208,0.40568122590344485,0.5816831683168316,127
153,0.45,0.175,0.375,False,31,24,0.7741935483870968,21,-0.26520191571668306,5.0,30126.078261266048,5,3,0.6,2,0.12161205717221324,18.0,4587.223200708755,11,7,0.6363636363636364,5,-0.057402595214628316,14.0,9881.493873751266,19,13,0.6842105263157895,12,0.8284344643683783,7.0,19417.777748622557,592,79,13.344594594594595,0,10.25,19,-0.3362193648142153,0.23238828482704177,3.5588573556443084,0.43594977299343896,0.4266732238568042,0.5701320132013201,135
154,0.45,0.2,0.35,False,31,22,0.7096774193548387,21,-0.16384499872153868,6.0,34334.45198139389,4,2,0.5,1,0.121501408422507,19.0,4190.025175386379,11,7,0.6363636363636364,6,0.012621293066155115,10.0,11172.857125946204,19,13,0.6842105263157895,12,0.8284344643683805,7.0,22256.908360253918,592,78,13.175675675675674,0,9.5,12,-0.2355449913139508,0.5268367235607782,3.7108904680617765,0.7552379305609624,0.6027194134676279,0.5453795379537953,133
155,0.45,0.225,0.325,False,33,25,0.7575757575757576,24,-0.21717933085046737,5.0,35042.94688850726,4,2,0.5,2,0.13990442381167933,14.0,4105.099484503649,11,7,0.6363636363636364,6,0.012621293066154893,10.0,10831.921975929132,19,13,0.6842105263157895,12,0.8284344643683799,7.0,21520.80996095602,592,82,13.85135135135135,0,9.25,12,-0.28286897787559384,0.39789715054673663,3.952354400259017,0.6702447042492115,0.5606235278701002,0.533003300330033,137
156,0.45,0.25,0.3,False,29,22,0.7586206896551724,21,-0.17686513051815989,4.0,33776.37528960469,3,1,0.3333333333333333,1,0.17884970604155326,22.0,3268.174601235162,12,6,0.5,5,0.11297335138098408,12.5,13105.615566319939,19,13,0.6842105263157895,12,0.6720442554051129,7.0,23131.243269601837,592,74,12.5,0,7.0,8,-0.22136821161439046,0.6021932214846496,3.7708846418695456,0.8255128708471045,0.6400660403914975,0.5123762376237624,129
157,0.45,0.275,0.275,False,28,22,0.7857142857142857,21,-0.17087194699079233,4.0,33269.88122384984,2,0,0.0,0,0.18809575095390052,23.0,2139.614513075581,12,6,0.5,5,0.11297335138098408,12.5,13362.349761045134,19,13,0.6842105263157895,12,0.6720442554051136,7.0,23644.1538383398,592,71,11.993243243243242,0,5.25,8,-0.22136821161439046,0.6284179174315984,3.8811778926642813,0.8709281949729517,0.6614919281588895,0.504950495049505,125
158,0.45,0.3,0.25,False,29,23,0.7931034482758621,22,-0.19232794757201643,4.0,35057.30201114358,2,0,0.0,0,0.18809575095390008,23.0,2168.6057728064357,12,6,0.5,6,0.14633222567305726,8.5,13435.998387032429,19,13,0.6842105263157895,12,0.6720442554051145,7.0,23776.83892099382,592,73,12.33108108108108,1,2.5,4,-0.20792032203072897,0.6728389299420777,3.953812767580054,0.8771384319908393,0.6660912970993731,0.49422442244224424,127
159,0.45,0.325,0.225,False,32,23,0.71875,23,-0.17917850170029892,4.0,38696.496507470016,2,0,0.0,0,0.1880957509539003,23.0,2162.3997705922934,13,6,0.46153846153846156,6,0.13245045878103534,10.0,14438.387210384923,18,13,0.7222222222222222,12,0.6678289491664748,7.0,22804.20462210084,592,80,13.513513513513514,0,5.5,7,-0.20792032203072897,0.6744825565544608,3.3970847521719962,0.8798466331503847,0.6691757465548316,0.48184818481848185,133
160,0.45,0.35,0.2,False,32,23,0.71875,23,-0.17917850170029892,4.0,38696.496507470016,2,0,0.0,0,0.1880957509539003,23.0,2162.3997705922934,13,6,0.46153846153846156,6,0.13245045878103534,10.0,14438.387210384923,18,13,0.7222222222222222,12,0.6678289491664748,7.0,22804.20462210084,592,80,13.513513513513514,0,5.5,7,-0.20792032203072897,0.6744825565544608,3.3970847521719962,0.8798466331503847,0.6691757465548316,0.48184818481848185,133
161,0.45,0.375,0.175,False,33,24,0.7272727272727273,24,-0.1848106997081178,4.0,38934.53899184906,2,0,0.0,0,0.1880957509539003,23.0,2130.3601578285707,13,6,0.46153846153846156,6,0.1355530627776962,10.0,14180.11729725632,18,13,0.7222222222222222,12,0.6678289491664751,7.0,22526.12941570131,592,82,13.85135135135135,0,5.5,8,-0.20792032203072897,0.669753360296646,3.4554572351870987,0.8720626901628554,0.6658243263241473,0.48102310231023104,135
162,0.45,0.4,0.15,False,29,20,0.6896551724137931,20,-0.11820771403435981,4.0,36355.12686060582,2,0,0.0,0,0.1880957509539003,23.0,2155.6755819981645,13,6,0.46153846153846156,6,0.13555306277769663,10.0,14727.808716201052,18,13,0.7222222222222222,12,0.6678289491664751,7.0,23548.730712924556,592,74,12.5,0,2.75,4,-0.20271322444035178,0.7794819439779026,3.4765186240275927,1.0250148504631071,0.736886725056776,0.4661716171617162,127
163,0.45,0.425,0.125,False,29,20,0.6896551724137931,20,-0.11820771403435981,4.0,36355.12686060582,2,0,0.0,0,0.1880957509539003,23.0,2155.6755819981645,13,6,0.46153846153846156,6,0.13555306277769663,10.0,14727.808716201052,18,13,0.7222222222222222,12,0.6678289491664751,7.0,23548.730712924556,592,74,12.5,0,2.75,4,-0.20271322444035178,0.7794819439779026,3.4765186240275927,1.0250148504631071,0.736886725056776,0.4661716171617162,127
164,0.45,0.45,0.1,False,29,20,0.6896551724137931,20,-0.1411298556127818,4.0,36617.50993973323,2,0,0.0,0,0.18809575095390008,23.0,2198.555281913974,14,6,0.42857142857142855,6,0.16321484378297502,10.5,15846.207792063084,17,12,0.7058823529411765,12,0.6759435491748778,7.0,22752.579992746898,592,75,12.66891891891892,0,5.0,7,-0.21680137346553352,0.7316986875151867,3.2111836079415013,1.030251333885889,0.7399999933765333,0.4636963696369637,127
165,0.475,0.1,0.425,False,31,23,0.7419354838709677,22,-0.2858413888538537,4.0,28923.253810684706,5,3,0.6,2,0.12015606295019654,22.0,4360.441166162569,12,5,0.4166666666666667,4,0.145778850078087,12.0,10241.967159369862,20,15,0.75,14,0.6957088940241345,7.5,19879.210003136486,592,80,13.513513513513514,0,13.75,23,-0.3243497121079044,0.3052555283674895,3.173867038295926,0.5746988655961609,0.5029317665142883,0.5841584158415841,139
166,0.475,0.125,0.4,False,27,22,0.8148148148148148,20,-0.3302934694218431,5.0,26509.547399795174,5,3,0.6,2,0.12015606295019698,22.0,4698.720875193803,10,5,0.5,4,0.06544023904394591,14.5,9141.091920355284,20,14,0.7,13,0.806372627067879,7.5,20553.123724334037,592,70,11.824324324324325,0,9.25,16,-0.33988687218144686,0.2421025424773581,3.6015255161427757,0.4627554015052715,0.44179286080272007,0.58003300330033,127
167,0.475,0.15,0.375,False,32,25,0.78125,22,-0.34707368776563874,4.0,31058.035161487343,4,2,0.5,1,0.13442937854841497,20.0,3725.4739850650385,11,6,0.5454545454545454,5,0.08095951236349941,14.0,9955.430141097982,19,13,0.6842105263157895,12,0.8284344643683781,7.0,19597.989507983177,592,80,13.513513513513514,0,12.25,20,-0.33155946693569627,0.2561343159685352,3.4389443604544856,0.4799716225910702,0.45228703653028596,0.5701320132013201,135
168,0.475,0.175,0.35,False,30,22,0.7333333333333333,19,-0.19594756592441986,5.5,31031.185511201184,4,2,0.5,1,0.121501408422507,19.0,3965.2708317494807,11,7,0.6363636363636364,5,-0.05740259521462776,14.0,10482.724216690494,19,13,0.6842105263157895,12,0.8284344643683785,7.0,20720.239869872734,592,76,12.837837837837837,0,11.25,14,-0.30633653063161004,0.32151414959924607,3.467954119964044,0.5711323068177798,0.5045760470239339,0.5618811881188119,131
