candidate_id,structure_share,trend_share,volume_share,is_control,range_to_range_count,range_to_range_loss_count,range_to_range_loss_rate,range_to_range_short_loss_count,range_to_range_compound_return,range_to_range_median_holding_sessions,range_to_range_fees,range_to_trend_count,range_to_trend_loss_count,range_to_trend_loss_rate,range_to_trend_short_loss_count,range_to_trend_compound_return,range_to_trend_median_holding_sessions,range_to_trend_fees,trend_to_range_count,trend_to_range_loss_count,trend_to_range_loss_rate,trend_to_range_short_loss_count,trend_to_range_compound_return,trend_to_range_median_holding_sessions,trend_to_range_fees,trend_to_trend_count,trend_to_trend_loss_count,trend_to_trend_loss_rate,trend_to_trend_short_loss_count,trend_to_trend_compound_return,trend_to_trend_median_holding_sessions,trend_to_trend_fees,range_days,range_transition_count,range_signal_density_per_100,first_front_count,mean_pareto_layer,worst_pareto_layer,max_drawdown,calmar,win_loss_ratio,strategy_return,sharpe,exposure,trade_count
51,0.3,0.4,0.3,False,29,24,0.8275862068965517,24,-0.21751288757728693,4.0,35004.14243963486,3,0,0.0,0,0.21055183957055923,22.0,3235.688929128087,12,6,0.5,6,0.14633222567305748,8.5,13277.536446820553,19,13,0.6842105263157895,12,0.6720442554051138,7.0,23513.205236950416,592,74,12.5,1,3.0,5,-0.20527915066069014,0.6665595543072822,4.0237854310135965,0.8529785362336662,0.6555488401151097,0.49257425742574257,129
52,0.3,0.425,0.275,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
53,0.3,0.45,0.25,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
54,0.3,0.475,0.225,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.6616759033849929,0.4876237623762376,129
55,0.3,0.5,0.2,False,32,23,0.71875,23,-0.14505143269900966,4.0,40232.95838082109,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103512,10.0,14726.81043998919,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23334.293361899894,592,80,13.513513513513514,1,3.5,6,-0.18962997789112834,0.7906831281552603,3.5751440503130714,0.9580044980384967,0.7058874459061844,0.47854785478547857,133
56,0.3,0.525,0.175,False,28,19,0.6785714285714286,19,-0.0899182352814426,4.0,36249.698989688244,2,0,0.0,0,0.18809575095390008,23.0,2188.4559721399105,13,6,0.46153846153846156,6,0.13245045878103467,10.0,15037.628966839638,18,13,0.7222222222222222,12,0.6678289491664755,7.0,24027.172267043527,592,72,12.162162162162163,1,2.0,3,-0.20271322444035178,0.8138421678951402,3.531176357884059,1.084270629901412,0.7620726365995756,0.466996699669967,125
57,0.3,0.55,0.15,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
58,0.3,0.575,0.125,False,28,20,0.7142857142857143,20,-0.14280165329891392,4.0,34523.42024463597,2,0,0.0,0,0.1903915881538112,24.5,2134.848269089942,13,6,0.46153846153846156,6,0.13555306277769552,10.0,14441.871913830422,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23099.013554703466,592,72,12.162162162162163,1,4.0,7,-0.2168013734655332,0.6996387106425032,3.5048928227640967,0.9723393916474565,0.7132155288592238,0.46204620462046203,125
59,0.3,0.6,0.1,False,27,19,0.7037037037037037,19,-0.1624161249109941,4.0,34199.60886488598,2,0,0.0,0,0.1903915881538112,24.5,2218.8133481319855,14,6,0.42857142857142855,6,0.16321484378297568,10.5,15796.578435556092,17,12,0.7058823529411765,12,0.6759435491748762,7.0,22492.294375789017,592,71,11.993243243243242,0,5.5,8,-0.21680137346553352,0.7060193249813199,3.2246555203073486,0.9837594685083955,0.720348106321652,0.4570957095709571,123
60,0.325,0.1,0.575,False,12,7,0.5833333333333334,5,-0.0401234196717839,7.5,10647.32054449614,12,9,0.75,5,-0.24447055911531623,11.0,9871.15353191374,6,1,0.16666666666666666,1,0.2818349042471855,21.5,4958.626708828788,23,17,0.7391304347826086,14,0.3876716389736632,8.0,20504.463127939172,592,43,7.263513513513513,0,21.0,27,-0.42388316600441256,0.13503047506725574,2.3805282358335287,0.3069464624491107,0.34198930834501196,0.6551155115511551,109
61,0.325,0.125,0.55,False,15,11,0.7333333333333333,8,-0.24676012498701871,7.0,12971.676663641516,7,5,0.7142857142857143,2,-0.048535900674539056,18.0,5778.1256205889285,6,1,0.16666666666666666,1,0.28183490424718594,21.5,4891.035729976891,23,17,0.7391304347826086,14,0.3876716389736641,8.0,20318.01459926191,592,44,7.4324324324324325,0,19.75,29,-0.4206804039167793,0.12988041927808402,2.642003833813862,0.29156634082694355,0.3323443705535742,0.6410891089108911,105
62,0.325,0.15,0.525,False,15,12,0.8,8,-0.3369515617379524,10.0,13603.320842941168,6,4,0.6666666666666666,2,0.08263617328298234,19.5,5027.950883556398,6,1,0.16666666666666666,1,0.2818349042471857,21.5,5103.743502908095,23,17,0.7391304347826086,14,0.3876716389736643,8.0,21155.4343430339,592,43,7.263513513513513,0,16.25,26,-0.37208443253159085,0.14779628628471092,2.8381357755117027,0.2936559785215693,0.3345543871410815,0.6287128712871287,103
63,0.325,0.175,0.5,False,27,22,0.8148148148148148,18,-0.4025399759941608,6.0,24215.18260198908,5,3,0.6,2,0.12015606295019676,22.0,4402.59813234991,8,3,0.375,3,0.16752848866036096,16.0,7027.334131301008,21,15,0.7142857142857143,14,0.7242591946836408,7.0,19974.81978524356,592,68,11.486486486486488,0,11.75,21,-0.3443717826529016,0.192663339483037,3.3110723837010103,0.3620101660676798,0.3792669062869246,0.5981848184818482,125
64,0.325,0.2,0.475,False,27,22,0.8148148148148148,17,-0.39050325498958316,6.0,24636.937666248476,5,3,0.6,2,0.1201560629501972,22.0,4460.499945470121,8,3,0.375,3,0.16203456840725394,19.0,7112.745875772505,21,15,0.7142857142857143,14,0.724259194683641,7.0,20258.317510594265,592,68,11.486486486486488,0,11.0,17,-0.33431045438064055,0.20857797502489414,3.3611911404022643,0.38291169383659307,0.3920536638042279,0.5965346534653465,125
65,0.325,0.225,0.45,False,29,23,0.7931034482758621,18,-0.28752791634856123,4.0,28746.20905412223,5,3,0.6,2,0.1046340127873926,22.0,4786.643282338818,9,5,0.5555555555555556,4,0.0007989879073320161,15.0,8359.757517749069,20,14,0.7,13,0.806372627067879,7.5,20691.04996896945,592,73,12.33108108108108,0,9.25,14,-0.3209883827001937,0.24457981991793562,3.6160354523676603,0.4383460699059831,0.4272992247221671,0.5816831683168316,129
66,0.325,0.25,0.425,False,33,27,0.8181818181818182,24,-0.24688977767718367,4.0,36156.25558117988,5,3,0.6,2,0.12161205717221302,18.0,5074.621331799262,10,6,0.6,6,0.06866374192086289,8.5,10056.22579898838,19,13,0.6842105263157895,12,0.8284344643683796,7.0,21570.655729266262,592,82,13.85135135135135,1,4.5,11,-0.2707609938851795,0.4148338435617719,4.528800602401195,0.6685706936567652,0.5578722026569312,0.5528052805280528,137
67,0.325,0.275,0.4,False,33,27,0.8181818181818182,24,-0.240898910170795,4.0,37225.952520944615,5,3,0.6,2,0.12161205717221324,18.0,5190.393641160412,10,6,0.6,6,0.06866374192086311,8.5,10251.772658945752,19,13,0.6842105263157895,12,0.8284344643683799,7.0,21921.220633504116,592,82,13.85135135135135,0,4.0,9,-0.26729679931783856,0.42707135638711463,4.58950300934298,0.6818438981020698,0.5650755538228303,0.5486798679867987,137
68,0.325,0.3,0.375,False,30,24,0.8,23,-0.2293425932923916,3.5,34420.65100992982,4,1,0.25,1,0.2011310360129268,17.0,4212.215113660938,11,7,0.6363636363636364,6,0.021662554611388662,10.0,11379.709975695288,19,13,0.6842105263157895,12,0.828434464368379,7.0,22449.493624510265,592,76,12.837837837837837,0,5.5,9,-0.22723365546046226,0.5419056830995681,4.174421990840767,0.7480809768849912,0.6005662791154524,0.5181518151815182,131
69,0.325,0.325,0.35,False,28,23,0.8214285714285714,23,-0.2377114679970732,3.0,31088.188293346557,4,1,0.25,1,0.20113103601292703,17.0,4186.83879441994,12,6,0.5,5,0.11297335138098363,12.5,12698.951714100815,19,13,0.6842105263157895,12,0.6720442554051149,7.0,22444.653809907602,592,73,12.33108108108108,0,8.0,10,-0.22136821161439046,0.5507588716439714,3.751522889523374,0.7389770191860401,0.5971850383395991,0.5066006600660066,129
70,0.325,0.35,0.325,False,30,25,0.8333333333333334,25,-0.25382819938806045,4.0,34962.751937823916,4,1,0.25,1,0.20113103601292703,17.0,4268.20843616144,12,6,0.5,6,0.14633222567305704,8.5,12944.03093505602,19,13,0.6842105263157895,12,0.672044255405114,7.0,22835.915446692787,592,77,13.006756756756758,0,4.75,6,-0.21146385813049706,0.5855673469957499,3.931402486016765,0.7532305283963174,0.6061967953901949,0.4966996699669967,133
71,0.325,0.375,0.3,False,29,24,0.8275862068965517,24,-0.23659793909979188,4.0,34860.951768417384,3,0,0.0,0,0.21055183957055923,22.0,3235.688929128087,12,6,0.5,6,0.14633222567305726,8.5,13242.64365980204,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23349.45851797338,592,74,12.5,0,3.75,5,-0.20527915066069014,0.638199858735579,3.9006785581622676,0.8077839377889422,0.6337996468869412,0.49174917491749176,129
72,0.325,0.4,0.275,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
73,0.325,0.425,0.25,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
74,0.325,0.45,0.225,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
75,0.325,0.475,0.2,False,32,23,0.71875,23,-0.14505143269900966,4.0,40232.95838082109,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103512,10.0,14726.81043998919,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23334.293361899894,592,80,13.513513513513514,1,3.5,6,-0.18962997789112834,0.7906831281552603,3.5751440503130714,0.9580044980384967,0.7058874459061844,0.47854785478547857,133
76,0.325,0.5,0.175,False,28,19,0.6785714285714286,19,-0.0899182352814426,4.0,36249.698989688244,2,0,0.0,0,0.18809575095390008,23.0,2188.4559721399105,13,6,0.46153846153846156,6,0.13245045878103467,10.0,15037.628966839638,18,13,0.7222222222222222,12,0.6678289491664755,7.0,24027.172267043527,592,72,12.162162162162163,1,2.0,3,-0.20271322444035178,0.8138421678951402,3.531176357884059,1.084270629901412,0.7620726365995756,0.466996699669967,125
77,0.325,0.525,0.15,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
78,0.325,0.55,0.125,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
79,0.325,0.575,0.1,False,28,20,0.7142857142857143,20,-0.1428016532989137,4.0,35536.46269196958,2,0,0.0,0,0.1903915881538112,24.5,2197.4924654030638,14,6,0.42857142857142855,6,0.1632148437829748,10.5,15846.034963218977,17,12,0.7058823529411765,12,0.6759435491748769,7.0,22752.305526007163,592,73,12.33108108108108,1,4.25,7,-0.21680137346553352,0.7316787948002578,3.345330261454436,1.0302149876957958,0.7396451384421417,0.4612211221122112,125
80,0.35,0.1,0.55,False,16,11,0.6875,8,-0.23562583747598476,5.5,13884.935375154259,9,6,0.6666666666666666,3,-0.04558490950419347,12.0,7747.3381708092675,6,1,0.16666666666666666,1,0.2818349042471857,21.5,4987.125333741089,23,17,0.7391304347826086,14,0.38767163897366363,8.0,20711.190323781735,592,48,8.108108108108109,0,20.0,28,-0.40954500518240855,0.1429441676842531,2.4738003238321036,0.31472313648732286,0.3469657525779759,0.6468646864686468,111
81,0.35,0.125,0.525,False,16,12,0.75,8,-0.31481215485724146,9.0,14093.775310295443,6,4,0.6666666666666666,2,0.08263617328298212,19.5,4916.286824565896,6,1,0.16666666666666666,1,0.2818349042471857,21.5,5004.482111516169,23,17,0.7391304347826086,14,0.38767163897366475,8.0,20845.001877643263,592,45,7.601351351351352,0,18.25,27,-0.4137127089995678,0.1503992046890818,2.712892469080893,0.3368515799579064,0.36098376383371306,0.636963696369637,105
82,0.35,0.15,0.5,False,16,13,0.8125,9,-0.3153191740564286,8.5,14528.084939509534,6,4,0.6666666666666666,2,0.06384403141307482,19.5,5055.999721066323,6,1,0.16666666666666666,1,0.28183490424718505,21.5,5121.302488808216,23,17,0.7391304347826086,14,0.3876716389736643,8.0,21234.649331939578,592,45,7.601351351351352,0,14.25,25,-0.3694999191526075,0.1562060849789344,2.972009066806476,0.30980866457431655,0.3450555322081605,0.6303630363036303,105
83,0.35,0.175,0.475,False,27,22,0.8148148148148148,18,-0.4025399759941608,6.0,24215.18260198908,5,3,0.6,2,0.12015606295019676,22.0,4402.59813234991,8,3,0.375,3,0.16752848866036096,16.0,7027.334131301008,21,15,0.7142857142857143,14,0.7242591946836408,7.0,19974.81978524356,592,68,11.486486486486488,0,11.75,21,-0.3443717826529016,0.192663339483037,3.3110723837010103,0.3620101660676798,0.3792669062869246,0.5981848184818482,125
84,0.35,0.2,0.45,False,29,24,0.8275862068965517,19,-0.3674410386096919,5.0,27910.97858945149,5,3,0.6,2,0.12015606295019743,22.0,4640.068432098997,9,4,0.4444444444444444,4,0.0993951935191717,14.0,8220.810250380826,20,14,0.7,13,0.8063726270678779,7.5,20324.365726149677,592,73,12.33108108108108,0,10.0,17,-0.34081295146600754,0.2230895932444161,3.6167100719201546,0.42253725918705554,0.4176122616800847,0.5833333333333334,129
85,0.35,0.225,0.425,False,29,23,0.7931034482758621,18,-0.28752791634856123,4.0,28746.20905412223,5,3,0.6,2,0.1046340127873926,22.0,4786.643282338818,9,5,0.5555555555555556,4,0.0007989879073320161,15.0,8359.757517749069,20,14,0.7,13,0.806372627067879,7.5,20691.04996896945,592,73,12.33108108108108,0,9.25,14,-0.3209883827001937,0.24457981991793562,3.6160354523676603,0.4383460699059831,0.4272992247221671,0.5816831683168316,129
86,0.35,0.25,0.4,False,32,25,0.78125,24,-0.21993677186100502,4.0,34319.500431716755,5,3,0.6,2,0.1216120571722128,18.0,5035.648051286858,11,7,0.6363636363636364,6,0.02166255461138844,10.0,10882.477213690332,19,13,0.6842105263157895,12,0.8284344643683774,7.0,21425.30028946866,592,81,13.682432432432432,0,7.25,12,-0.28179914918247995,0.39053815171216744,4.1640701305798915,0.6522747891161422,0.5500361058785691,0.5470297029702971,137
87,0.35,0.275,0.375,False,29,23,0.7931034482758621,22,-0.21042388252116917,4.0,32358.019174898818,4,2,0.5,1,0.14675160331969495,19.0,4159.53783809537,11,7,0.6363636363636364,6,0.021662554611389107,10.0,11131.792800784355,19,13,0.6842105263157895,12,0.828434464368379,7.0,21973.772271291517,592,74,12.5,0,6.5,11,-0.2627452262051633,0.4490862365115253,4.3247324967487755,0.709909640178161,0.5816114844072926,0.5305280528052805,129
88,0.35,0.3,0.35,False,27,21,0.7777777777777778,20,-0.19164459530957922,4.0,31406.697076251814,4,1,0.25,1,0.20113103601292726,17.0,4297.978400573061,12,6,0.5,5,0.1129733513809843,12.5,13024.769734097013,19,13,0.6842105263157895,12,0.6720442554051125,7.0,23084.031722874075,592,71,11.993243243243242,0,7.25,8,-0.22136821161439046,0.6028386044715258,3.6567329054523996,0.8266199449055598,0.6398392528410939,0.5074257425742574,127
89,0.35,0.325,0.325,False,26,22,0.8461538461538461,22,-0.22017652777812624,3.5,30099.67016525938,4,1,0.25,1,0.20113103601292703,17.0,4268.20843616144,12,6,0.5,5,0.11297335138098386,12.5,12957.900476207677,19,13,0.6842105263157895,12,0.6720442554051129,7.0,22950.077017175146,592,69,11.655405405405405,0,4.25,6,-0.20826870161122224,0.6109329498388257,3.9498634874238276,0.778978746607319,0.6182604248895266,0.5,125
90,0.35,0.35,0.3,False,31,25,0.8064516129032258,25,-0.22586569277844804,4.0,36446.378903394005,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.14633222567305704,8.5,13099.177122058207,19,13,0.6842105263157895,12,0.6720442554051136,7.0,23153.808618614876,592,77,13.006756756756758,0,4.5,7,-0.20792032203072897,0.6247074998820968,3.9285580579736674,0.7991922033698813,0.6292124067967666,0.49257425742574257,131
91,0.35,0.375,0.275,False,31,25,0.8064516129032258,25,-0.22511773692606019,4.0,36465.87388305687,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.1463322256730566,8.5,13107.889224190265,19,13,0.6842105263157895,12,0.6720442554051131,7.0,23167.241771029563,592,77,13.006756756756758,0,3.5,6,-0.20792032203072897,0.625798765426596,3.9331399925373667,0.8009305533248263,0.6300662777295906,0.49174917491749176,131
92,0.35,0.4,0.25,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
93,0.35,0.425,0.225,False,30,24,0.8,24,-0.19737090663127388,4.0,36115.70477741282,2,0,0.0,0,0.1880957509539003,23.0,2155.279229522508,12,6,0.5,6,0.14633222567305681,8.5,13261.052453335233,19,13,0.6842105263157895,12,0.6720442554051134,7.0,23569.64867810227,592,75,12.66891891891892,1,3.25,6,-0.19994404548303057,0.692260560325555,4.014763818847368,0.8654179171697147,0.66169059479864,0.4884488448844885,129
94,0.35,0.45,0.2,False,32,23,0.71875,23,-0.14505143269900966,4.0,40232.95838082109,2,0,0.0,0,0.1880957509539003,23.0,2188.423147880593,13,6,0.46153846153846156,6,0.13245045878103512,10.0,14726.81043998919,18,13,0.7222222222222222,12,0.6678289491664757,7.0,23334.293361899894,592,80,13.513513513513514,1,3.5,6,-0.18962997789112834,0.7906831281552603,3.5751440503130714,0.9580044980384967,0.705903795706931,0.4793729372937294,133
95,0.35,0.475,0.175,False,28,19,0.6785714285714286,19,-0.0899182352814426,4.0,36249.698989688244,2,0,0.0,0,0.18809575095390008,23.0,2188.4559721399105,13,6,0.46153846153846156,6,0.13245045878103467,10.0,15037.628966839638,18,13,0.7222222222222222,12,0.6678289491664755,7.0,24027.172267043527,592,72,12.162162162162163,1,2.0,3,-0.20271322444035178,0.8138421678951402,3.531176357884059,1.084270629901412,0.7620726365995756,0.466996699669967,125
96,0.35,0.5,0.15,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
97,0.35,0.525,0.125,False,29,20,0.6896551724137931,20,-0.1411298556127809,4.0,35573.64994145007,2,0,0.0,0,0.1880957509539003,23.0,2135.880787755823,13,6,0.46153846153846156,6,0.13555306277769508,10.0,14442.039815820675,18,13,0.7222222222222222,12,0.6678289491664748,7.0,23099.280197185413,592,74,12.5,0,5.25,7,-0.2168013734655332,0.6996584840945348,3.358501432841036,0.9723747017121005,0.7135347163892284,0.4636963696369637,127
98,0.35,0.55,0.1,False,29,20,0.6896551724137931,20,-0.1411298556127818,4.0,36617.50993973323,2,0,0.0,0,0.18809575095390008,23.0,2198.555281913974,14,6,0.42857142857142855,6,0.16321484378297502,10.5,15846.207792063084,17,12,0.7058823529411765,12,0.6759435491748778,7.0,22752.579992746898,592,75,12.66891891891892,0,5.0,7,-0.21680137346553352,0.7316986875151867,3.2111836079415013,1.030251333885889,0.7399822820048533,0.4628712871287129,127
99,0.375,0.1,0.525,False,17,12,0.7058823529411765,8,-0.25544344233848826,6.0,14642.019736984374,9,6,0.6666666666666666,3,-0.024042665067094737,12.0,7722.25161172829,6,1,0.16666666666666666,1,0.28183490424718594,21.5,4977.572751232589,23,17,0.7391304347826086,14,0.3876716389736621,8.0,20664.48526558028,592,50,8.445945945945946,0,19.75,28,-0.4118717642186701,0.1400275900259174,2.5248453006571183,0.30954231158982215,0.34370602745287415,0.6460396039603961,113
100,0.375,0.125,0.5,False,17,13,0.7647058823529411,9,-0.2674517927745089,7.0,15363.435833717305,6,4,0.6666666666666666,2,0.06384403141307549,19.5,5011.923908444957,6,1,0.16666666666666666,1,0.2818349042471857,21.5,5068.256324157408,23,17,0.7391304347826086,14,0.38767163897366297,8.0,21264.803033284647,592,47,7.939189189189189,0,15.25,26,-0.39049394204006627,0.18738357480079493,2.922804961048978,0.40444643776905576,0.40225608259933954,0.6295379537953796,107
101,0.375,0.15,0.475,False,26,21,0.8076923076923077,17,-0.3829896817168166,6.5,24046.002436820123,5,3,0.6,2,0.12015606295019676,22.0,4515.446656479372,8,3,0.375,3,0.1675284886603614,16.0,7195.768448004017,21,15,0.7142857142857143,14,0.7242591946836414,7.0,20498.92710305592,592,66,11.14864864864865,0,10.5,19,-0.322918088563503,0.22764490541677418,3.339304018499175,0.40657833546054434,0.4067940406021859,0.5957095709570958,123
102,0.375,0.175,0.45,False,28,23,0.8214285714285714,18,-0.36190563484960436,6.0,27224.85218588751,5,3,0.6,2,0.1201560629501972,22.0,4680.724436730916,9,4,0.4444444444444444,4,0.09939519351917103,14.0,8292.85215240266,20,14,0.7,13,0.8063726270678786,7.5,20502.453396189896,592,71,11.993243243243242,0,10.25,16,-0.340830944883843,0.22880224800415022,3.569235951428346,0.4349856135286998,0.42475304535103764,0.5874587458745875,127
103,0.375,0.2,0.425,False,30,23,0.7666666666666667,19,-0.3201600172896131,5.0,28395.637448136724,5,3,0.6,2,0.10463401278739237,22.0,4572.285261729555,9,5,0.5555555555555556,4,-0.008057640304237612,14.0,8048.077302019403,20,14,0.7,13,0.8063726270678784,7.5,19938.039530320006,592,75,12.66891891891892,0,14.75,22,-0.3511719124854513,0.188149795923645,3.2598015030303054,0.3603223094350334,0.38016616741664183,0.5759075907590759,131
104,0.375,0.225,0.4,False,30,23,0.7666666666666667,22,-0.21633387733442588,5.0,32344.210348859233,5,3,0.6,2,0.12161205717221302,18.0,5060.89923184479,11,7,0.6363636363636364,6,0.021662554611388662,10.0,10925.029805148228,19,13,0.6842105263157895,12,0.8284344643683788,7.0,21525.792894169474,592,77,13.006756756756758,0,8.5,13,-0.27848353301892115,0.39900883381588004,4.013555271137082,0.6599061856226962,0.5535824774525917,0.551980198019802,133
105,0.375,0.25,0.375,False,31,24,0.7741935483870968,23,-0.21154883974738248,4.0,33825.32368321538,5,3,0.6,2,0.1216120571722128,18.0,5098.356717131371,11,7,0.6363636363636364,6,0.021662554611387774,10.0,10996.39352847567,19,13,0.6842105263157895,12,0.8284344643683794,7.0,21656.156535962913,592,79,13.344594594594595,0,8.0,12,-0.274076416250977,0.410559286139855,4.14520989854069,0.670041513997176,0.5595598496331251,0.5437293729372937,135
106,0.375,0.275,0.35,False,29,23,0.7931034482758621,22,-0.201954643465727,4.0,32956.58535050692,4,1,0.25,1,0.20113103601292726,17.0,4202.979203899334,11,7,0.6363636363636364,6,0.02166255461138822,10.0,11328.469892267869,19,13,0.6842105263157895,12,0.8284344643683779,7.0,22601.788645945824,592,74,12.5,0,5.5,9,-0.23980431448507622,0.5476294193500243,4.259212990851288,0.8102050201643627,0.6309709992146089,0.5214521452145214,129
107,0.375,0.3,0.325,False,26,21,0.8076923076923077,20,-0.1984916827871328,3.5,29584.246692134504,4,1,0.25,1,0.20113103601292726,17.0,4297.978400573061,12,6,0.5,5,0.1129733513809843,12.5,13024.769734097013,19,13,0.6842105263157895,12,0.6720442554051125,7.0,23084.031722874075,592,69,11.655405405405405,0,6.75,8,-0.22136821161439046,0.603903311082956,3.8090670050591675,0.828447478617321,0.6407185647259539,0.5082508250825083,125
108,0.375,0.325,0.3,False,30,24,0.8,24,-0.22059460160431366,4.0,35037.54414611682,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.1463322256730566,8.5,13108.635374513564,19,13,0.6842105263157895,12,0.6720442554051131,7.0,23198.194806682786,592,75,12.66891891891892,0,4.75,7,-0.20792032203072897,0.6323802872047647,3.871576792229075,0.8114429278956956,0.6351099723880791,0.4933993399339934,129
109,0.375,0.35,0.275,False,30,24,0.8,24,-0.21984155291021124,4.0,35055.67793277749,2,0,0.0,0,0.18809575095390008,23.0,2130.0039224446155,12,6,0.5,6,0.14633222567305681,8.5,13117.356615053754,19,13,0.6842105263157895,12,0.6720442554051131,7.0,23211.670844302877,592,75,12.66891891891892,0,3.75,6,-0.20792032203072897,0.6334730935433919,3.8761303072100644,0.81319311429946,0.6359637975284798,0.49257425742574257,129
