factor,factor_kind,endpoint,direction,conditional_effect,closest_reference,max_abs_correlation
conditional__dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第1层__exit__target_0,event,max_drawdown_20,1,0.02365186510449385,target_position,0.1230213619347066
conditional__dynamic__state__raw__daily__cxt_bi_zdf_V230601__di_1__v2::第1层__exit__target_1,event,max_drawdown_20,1,0.018657451823668604,target_position,0.11243887918763525
