trade_date,late_return,previous_hour_return,late_efficiency,late_volume_share,session_vwap,close,LATE_PATH_SELLING_score,CLOSE_VWAP_DISLOCATION_score,LATE_VOLUME_PRESSURE_score,LATE_ACCELERATION_score,LATE_PATH_SELLING_threshold,LATE_PATH_SELLING_raw_event,CLOSE_VWAP_DISLOCATION_threshold,CLOSE_VWAP_DISLOCATION_raw_event,LATE_VOLUME_PRESSURE_threshold,LATE_VOLUME_PRESSURE_raw_event,LATE_ACCELERATION_threshold,LATE_ACCELERATION_raw_event
2020-11-16,-0.004807692307692291,-0.0006863417982155839,0.24078979108019646,0.18487773033256716,1.4619634508939598,1.449,0.0011576432263470944,0.008946480948212487,0.0008888352419834927,1.9814185141714866e-05,,False,,False,,False,,False
2020-11-17,0.00419580419580412,-0.002789400278940035,0.1581153213279182,0.23088997759154734,1.435341163327194,1.436,0.0,0.0,0.0,0.0,,False,,False,,False,,False
2020-11-18,-0.0007012622720896644,-0.002797202797202747,0.034429378146776525,0.23267484687764398,1.4300879233647248,1.425,2.4144023945842746e-05,0.0035704725366489942,0.00016316609177953137,0.0,,False,,False,,False,,False
2020-11-19,0.0006958942240777866,0.004192872117400492,0.039974350906897826,0.2547317888790242,1.4300334034836901,1.438,0.0,0.0,0.0,0.0,,False,,False,,False,,False
2020-11-20,0.0,0.0013956734124214165,0.0,0.2848177915779943,1.434455300967757,1.435,-0.0,0.0,-0.0,-0.0,,False,,False,,False,,False
2020-11-23,0.0,0.0021156558533146352,0.0,0.19945444303023585,1.4199754156538757,1.422,-0.0,0.0,-0.0,-0.0,,False,,False,,False,,False
2020-11-24,0.0,-0.0021126760563379143,0.0,0.31217364190740515,1.4175955719179079,1.417,-0.0,0.00042030481150878707,-0.0,-0.0,,False,,False,,False,,False
2020-11-25,-0.0007163323782234388,-0.0035688793718773315,0.03028655348711658,0.2442583424663174,1.402915348536548,1.395,2.1695238887617602e-05,0.005674084972435711,0.0001749701593598123,0.0,,False,,False,,False,,False
2020-11-26,-0.0007183908045975684,0.0014388489208632116,0.03220422041803762,0.2432157568552456,1.3917828711597737,1.391,2.3135215817551484e-05,0.0005628117611600203,0.00017472396325804646,1.5497411820836073e-06,,False,,False,,False,,False
2020-11-27,0.005043227665706196,0.0,0.24176852966176524,0.2361113069178216,1.3919689520681582,1.395,0.0,0.0,0.0,0.0,,False,,False,,False,,False
2020-11-30,-0.0042949176807444145,0.0,0.1760911288903966,0.19792315504674454,1.394988549824478,1.391,0.0007562969028936079,0.0028673974295312377,0.0008500636580389812,1.844631788437098e-05,,False,,False,,False,,False
2020-12-01,0.001421464108031234,0.003566333808844524,0.0667377180059638,0.25961324066022584,1.4039202268744138,1.409,0.0,0.0,0.0,0.0,,False,,False,,False,,False
2020-12-02,-0.0007067137809187996,-0.002115655853314413,0.04347156423696864,0.2080113711007958,1.414347385655917,1.414,3.0721953524362576e-05,0.00024567585284085425,0.0001470045025447469,0.0,,False,,False,,False,,False
