feature,event_mean,control_mean,standardized_mean_difference
prior_return_1d,0.008848331495463583,0.008452640198226696,0.05800944710633325
prior_return_5d,0.0029764452311201706,0.0075688582813850935,-0.13658716601932097
prior_volatility_20d,0.011394145064437786,0.011745028340959737,-0.06341093577939956
prior_trend_60d,-0.00032256642248588383,0.022304835934620734,-0.38929562420352865
prior_amount_ratio_20d,1.386955920875463,1.2421992393068093,0.11771428962169425
opening_gap,-5.1689300425386987e-05,-0.000916081111146827,0.2230239187589413
