step,rounds,allow_sign_flip,enter,exit,optimizer_id,factor_count,pass_count,min_return_delta,min_sharpe_delta,mean_return_delta,mean_sharpe_delta,weight_shift,2023_return,2023_sharpe,2023_return_delta,2023_sharpe_delta,2023_pass,2024_return,2024_sharpe,2024_return_delta,2024_sharpe_delta,2024_pass,2025_return,2025_sharpe,2025_return_delta,2025_sharpe_delta,2025_pass
0.05,2,False,0.2,-0.05,step0.050_r2_keep_en+0.20_ex-0.05,12,2,-0.156132327917192,-0.5024650469606069,-0.02725943833956886,-0.08471959763790955,0.26630281683641344,-0.05400715225956576,-0.34213260271745516,0.006311955377722223,0.047745146331759414,True,0.1362570882383387,0.6302794312195048,0.0680420575207632,0.2005611077151188,True,0.3604474074600883,1.6910670891298634,-0.156132327917192,-0.5024650469606069,False
0.05,2,True,0.1,0.0,step0.050_r2_flip_en+0.10_ex+0.00,12,2,-0.15798684088164028,-0.5451199088972711,-0.02354600609082284,-0.05157876142922876,0.43474786740092863,-0.032822892118553715,-0.17546135412056194,0.02749621551873427,0.21441639492865264,True,0.128067637808013,0.6056855531853182,0.05985260709043749,0.17596722968093226,True,0.35859289449564,1.6484122271931991,-0.15798684088164028,-0.5451199088972711,False
0.05,1,True,0.1,0.0,step0.050_r1_flip_en+0.10_ex+0.00,12,2,-0.15798684088164028,-0.5451199088972711,-0.030051489993932184,-0.10718038012711828,0.41625094482237346,-0.052339343827881746,-0.34226621021423054,0.007979763809406237,0.047611538834984035,True,0.128067637808013,0.6056855531853182,0.05985260709043749,0.17596722968093226,True,0.35859289449564,1.6484122271931991,-0.15798684088164028,-0.5451199088972711,False
0.05,2,True,0.2,0.0,step0.050_r2_flip_en+0.20_ex+0.00,12,2,-0.17222453821800188,-0.5818329617451825,-0.029587511417397017,-0.08068463338412817,0.43474786740092863,-0.03923603144630061,-0.23341824092500726,0.02108307619098737,0.1564595081242073,True,0.13059395849239896,0.6130378769729767,0.062378927774823456,0.18331955346859075,True,0.3443551971592784,1.6116991743452878,-0.17222453821800188,-0.5818329617451825,False
0.05,1,True,0.2,0.0,step0.050_r1_flip_en+0.20_ex+0.00,12,2,-0.17222453821800188,-0.5818329617451825,-0.03512393039979367,-0.1289093300881393,0.41625094482237346,-0.055845288393490566,-0.37809233103704065,0.004473819243797417,0.01178541801217392,True,0.13059395849239896,0.6130378769729767,0.062378927774823456,0.18331955346859075,True,0.3443551971592784,1.6116991743452878,-0.17222453821800188,-0.5818329617451825,False
0.05,2,False,0.2,0.0,step0.050_r2_keep_en+0.20_ex+0.00,12,2,-0.18045977782041778,-0.5897794235889757,-0.02142769621449055,-0.012357325344299305,0.26630281683641344,-0.018470822250749808,-0.056005348957800356,0.041848285386538175,0.3338724000914142,True,0.14254343450798346,0.6485533709690495,0.07432840379040795,0.21883504746466353,True,0.3361199575568625,1.6037527125014945,-0.18045977782041778,-0.5897794235889757,False
0.025,2,False,0.15,-0.05,step0.025_r2_keep_en+0.15_ex-0.05,12,2,-0.18959599254029946,-0.653698955383271,-0.040448404346033216,-0.11296657904956031,0.1287048433582566,-0.03877001638199973,-0.21033509961887623,0.021549091255288255,0.17954264943033835,True,0.11491671896448707,0.5649748923086377,0.046701688246911566,0.13525656880425174,True,0.32698374283698084,1.5398331807071992,-0.18959599254029946,-0.653698955383271,False
0.025,2,False,0.15,0.0,step0.025_r2_keep_en+0.15_ex+0.00,12,2,-0.19092231312284524,-0.658713959390627,-0.048642955055180646,-0.11565666390128203,0.1287048433582566,-0.023593854781044366,-0.10263082338793232,0.03672525285624362,0.28724692566128224,True,0.0764832258186352,0.45421536552988473,0.008268195101059694,0.02449704202549874,True,0.32565742225443506,1.5348181766998432,-0.19092231312284524,-0.658713959390627,False
0.05,1,False,0.2,0.0,step0.050_r1_keep_en+0.20_ex+0.00,12,2,-0.19838910283271338,-0.6619617855620854,-0.022719894379110334,0.001431978826393232,0.2702142224973843,-0.004418091732313556,0.05754492552738704,0.05590101590497443,0.4474226745766016,True,0.14254343450798346,0.6485533709690495,0.07432840379040795,0.21883504746466353,True,0.3181906325445669,1.5315703505283849,-0.19838910283271338,-0.6619617855620854,False
0.05,1,False,0.2,-0.05,step0.050_r1_keep_en+0.20_ex-0.05,12,2,-0.21105681663695308,-0.7252719027973589,-0.04371630483160057,-0.15379114334130728,0.2702142224973843,-0.05400715225956576,-0.34213260271745516,0.006311955377722223,0.047745146331759414,True,0.14181097748200466,0.6458716499460636,0.07359594676442915,0.21615332644167762,True,0.3055229187403272,1.4682602332931114,-0.21105681663695308,-0.7252719027973589,False
0.025,1,False,0.1,-0.05,step0.025_r1_keep_en+0.10_ex-0.05,12,1,-0.027044934749999028,-0.14340207288832119,-0.013769738471584062,-0.045123753075387775,0.09965098176335103,-0.05267285786380371,-0.31759564757761705,0.0076462497734842705,0.07228210147159753,True,0.04630450027933808,0.3654670356949463,-0.02191053043823743,-0.06425128780943967,False,0.4895348006272813,2.050130063202149,-0.027044934749999028,-0.14340207288832119,False
0.025,1,False,0.2,0.05,step0.025_r1_keep_en+0.20_ex+0.05,12,1,-0.058385512591817124,-0.12793556397427075,0.033717544547222165,0.1027404958406173,0.09965098176335103,-0.05427098803046959,-0.3922146628338154,0.006048119606818392,-0.0023369137846008248,False,0.22170505734424073,0.8682122887851095,0.15349002662666522,0.4384939652807235,True,0.4581942227854632,2.0655965721161995,-0.058385512591817124,-0.12793556397427075,False
0.025,2,False,0.2,0.05,step0.025_r2_keep_en+0.20_ex+0.05,12,1,-0.06493179710193586,-0.15028384443336007,0.03153544971051592,0.09529106902092087,0.1287048433582566,-0.05427098803046959,-0.3922146628338154,0.006048119606818392,-0.0023369137846008248,False,0.22170505734424073,0.8682122887851095,0.15349002662666522,0.4384939652807235,True,0.45164793827534444,2.04324829165711,-0.06493179710193586,-0.15028384443336007,False
0.05,1,False,0.15,0.05,step0.050_r1_keep_en+0.15_ex+0.05,12,1,-0.08851675143222781,-0.8200634461956778,-0.05367725008384997,-0.3398762632219851,0.2702142224973843,-0.1488358590695158,-1.2099411952448924,-0.08851675143222781,-0.8200634461956778,False,0.07815334128422013,0.4592996097473195,0.009938310566644626,0.02958128624293349,True,0.43412642599131357,1.9643855063772593,-0.08245330938596673,-0.22914662971321098,False
0.05,1,False,0.2,0.05,step0.050_r1_keep_en+0.20_ex+0.05,12,1,-0.0931804974773307,-0.5462067915733381,-0.008761319323887426,-0.14687745829893353,0.2702142224973843,-0.11717538820579798,-0.9360845406225526,-0.05685628056851,-0.5462067915733381,False,0.19196785079175394,0.7879339137818994,0.12375282007417843,0.3582155902775134,True,0.4233992378999496,1.9408909624894943,-0.0931804974773307,-0.25264117360097593,False
0.025,1,True,0.15,0.05,step0.025_r1_flip_en+0.15_ex+0.05,12,1,-0.09451848590414547,-0.3379682999020852,-0.0056270485296197785,-0.10409586393751787,0.38367729831144465,-0.09259601091293956,-0.7278460489512998,-0.03227690327565158,-0.3379682999020852,False,0.17812927430851322,0.7474083879631039,0.10991424359093771,0.31769006445871795,True,0.42206124947313484,1.901522779721284,-0.09451848590414547,-0.29200935636918635,False
0.025,1,True,0.1,0.05,step0.025_r1_flip_en+0.10_ex+0.05,12,1,-0.09451848590414547,-0.6100206351346594,-0.022619991291066028,-0.21219067443267703,0.38367729831144465,-0.12487444409563697,-0.999898384183874,-0.06455533645834899,-0.6100206351346594,False,0.15942887920687188,0.6951762917102007,0.09121384848929637,0.2654579682058147,True,0.42206124947313484,1.901522779721284,-0.09451848590414547,-0.29200935636918635,False
0.05,2,True,0.1,0.05,step0.050_r2_flip_en+0.10_ex+0.05,12,1,-0.09451848590414547,-0.7961819478210675,-0.02836624935617497,-0.2742444453281464,0.43474786740092863,-0.1421132182909638,-1.1860596968702821,-0.08179411065367581,-0.7961819478210675,False,0.15942887920687188,0.6951762917102007,0.09121384848929637,0.2654579682058147,True,0.42206124947313484,1.901522779721284,-0.09451848590414547,-0.29200935636918635,False
0.05,2,True,0.15,0.05,step0.050_r2_flip_en+0.15_ex+0.05,12,1,-0.09451848590414547,-0.8115823496013154,-0.02240402682563584,-0.26196721383726124,0.43474786740092863,-0.14292694580098775,-1.20146009865053,-0.08260783816369976,-0.8115823496013154,False,0.17812927430851322,0.7474083879631039,0.10991424359093771,0.31769006445871795,True,0.42206124947313484,1.901522779721284,-0.09451848590414547,-0.29200935636918635,False
0.05,1,True,0.1,0.05,step0.050_r1_flip_en+0.10_ex+0.05,12,1,-0.09451848590414547,-0.821103511909587,-0.029207575250087252,-0.2825516333576529,0.41625094482237346,-0.14463719597270064,-1.2109812609588015,-0.08431808833541266,-0.821103511909587,False,0.15942887920687188,0.6951762917102007,0.09121384848929637,0.2654579682058147,True,0.42206124947313484,1.901522779721284,-0.09451848590414547,-0.29200935636918635,False
0.05,1,True,0.15,0.05,step0.050_r1_flip_en+0.15_ex+0.05,12,1,-0.09451848590414547,-0.8889366076863908,-0.024825137148232018,-0.2877519665322864,0.41625094482237346,-0.15019027676877628,-1.2788143567356054,-0.0898711691314883,-0.8889366076863908,False,0.17812927430851322,0.7474083879631039,0.10991424359093771,0.31769006445871795,True,0.42206124947313484,1.901522779721284,-0.09451848590414547,-0.29200935636918635,False
0.025,1,True,0.2,0.05,step0.025_r1_flip_en+0.20_ex+0.05,12,1,-0.10226420247509926,-0.42044363741646085,-0.015034078835552559,-0.14862820690213566,0.38367729831144465,-0.09696754470987579,-0.8103213864656754,-0.0366484370725878,-0.42044363741646085,False,0.1620254337586049,0.7026124616108044,0.09381040304102939,0.2728941381064184,True,0.41431553290218104,1.8951970146941057,-0.10226420247509926,-0.29833512139636453,False
0.05,1,True,0.2,0.05,step0.050_r1_flip_en+0.20_ex+0.05,12,1,-0.10226420247509926,-0.9780484348409059,-0.035701615485931835,-0.334496472710284,0.41625094482237346,-0.1589701546610136,-1.3679261838901204,-0.09865104702372562,-0.9780484348409059,False,0.1620254337586049,0.7026124616108044,0.09381040304102939,0.2728941381064184,True,0.41431553290218104,1.8951970146941057,-0.10226420247509926,-0.29833512139636453,False
0.05,2,True,0.2,0.05,step0.050_r2_flip_en+0.20_ex+0.05,12,1,-0.10226420247509926,-0.9780484348409059,-0.035701615485931835,-0.334496472710284,0.43474786740092863,-0.1589701546610136,-1.3679261838901204,-0.09865104702372562,-0.9780484348409059,False,0.1620254337586049,0.7026124616108044,0.09381040304102939,0.2728941381064184,True,0.41431553290218104,1.8951970146941057,-0.10226420247509926,-0.29833512139636453,False
0.025,2,True,0.1,0.05,step0.025_r2_flip_en+0.10_ex+0.05,12,1,-0.10742186358184957,-0.6100206351346594,-0.0181141937087127,-0.20061291745024146,0.4430749759726626,-0.12487444409563697,-0.999898384183874,-0.06455533645834899,-0.6100206351346594,False,0.18584964963163597,0.7686724629537682,0.11763461891406046,0.33895413944938224,True,0.4091578717954307,1.862759879425023,-0.10742186358184957,-0.3307722566654472,False
0.025,2,True,0.2,0.05,step0.025_r2_flip_en+0.20_ex+0.05,12,1,-0.11509729773259347,-0.33752612311914554,-0.02052880366249954,-0.10872067944718256,0.4430749759726626,-0.06606380233537745,-0.5538726325590854,-0.00574469469808947,-0.1639948835098708,False,0.12747061216075983,0.6050772917918547,0.059255581443184324,0.17535896828746866,True,0.40148243764468683,1.8560060129713247,-0.11509729773259347,-0.33752612311914554,False
0.025,2,True,0.15,0.05,step0.025_r2_flip_en+0.15_ex+0.05,12,1,-0.12218946862310887,-0.3653928386914267,-0.017680374429731433,-0.13640368819336468,0.4430749759726626,-0.09259601091293956,-0.7278460489512998,-0.03227690327565158,-0.3379682999020852,False,0.16964027932714165,0.7238683975178039,0.10142524860956614,0.29415007401341786,True,0.39439026675417144,1.8281392973990436,-0.12218946862310887,-0.3653928386914267,False
0.05,1,False,0.1,0.0,step0.050_r1_keep_en+0.10_ex+0.00,12,1,-0.12328513501252591,-0.4283115512875133,-0.05481350853537866,-0.13327813937945565,0.2702142224973843,-0.0304378790801344,-0.14486102676590334,0.029881228557153583,0.24501672228331123,True,-0.002821588433188138,0.21317873437022114,-0.07103661915076365,-0.21653958913416485,False,0.3932946003647544,1.765220584802957,-0.12328513501252591,-0.4283115512875133,False
0.025,1,True,0.15,-0.05,step0.025_r1_flip_en+0.15_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.03541455629882343,-0.14557340580358813,0.38367729831144465,-0.06884126810867808,-0.4584959469138511,-0.008522160471390094,-0.06861819786463652,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.05,2,True,0.1,-0.05,step0.050_r2_flip_en+0.10_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.036090120286666916,-0.156486374591125,0.43474786740092863,-0.07086796007220852,-0.4912348532764617,-0.010548852434920541,-0.10135710422724714,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.05,1,True,0.15,-0.05,step0.050_r1_flip_en+0.15_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.0363838887719935,-0.16014498352230097,0.41625094482237346,-0.07174926552818828,-0.5022106800699896,-0.011430157890900294,-0.11233293102077502,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.05,2,True,0.15,-0.05,step0.050_r2_flip_en+0.15_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.0363838887719935,-0.16014498352230097,0.43474786740092863,-0.07174926552818828,-0.5022106800699896,-0.011430157890900294,-0.11233293102077502,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.05,1,True,0.1,-0.05,step0.050_r1_flip_en+0.10_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.03700131610028882,-0.1643606574337579,0.41625094482237346,-0.07360154751307424,-0.5148577018043604,-0.013282439875786256,-0.12497995275514584,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.025,1,True,0.1,-0.05,step0.025_r1_flip_en+0.10_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.046149614957996556,-0.23324179561954447,0.38367729831144465,-0.10104644408619745,-0.7215011163617201,-0.04072733644890947,-0.3316233673125055,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.025,2,True,0.1,-0.05,step0.025_r2_flip_en+0.10_ex-0.05,12,1,-0.14058592973866268,-0.4942408309136612,-0.049644089422190264,-0.26277753721639496,0.4430749759726626,-0.11152986747877858,-0.8101083411522716,-0.051210759841490594,-0.420230592103057,False,0.11107945203115799,0.5558571348719193,0.04286442131358248,0.12613881136753335,True,0.3759938056386176,1.699291305176809,-0.14058592973866268,-0.4942408309136612,False
0.05,2,False,0.1,0.0,step0.050_r2_keep_en+0.10_ex+0.00,12,1,-0.1458571351740101,-0.4664165796780746,-0.06689932819541673,-0.18235983723762939,0.26630281683641344,-0.044123337898764436,-0.25400109194986326,0.016195769738523547,0.13587665709935132,True,-0.002821588433188138,0.21317873437022114,-0.07103661915076365,-0.21653958913416485,False,0.3707226002032702,1.7271155564123957,-0.1458571351740101,-0.4664165796780746,False
0.025,2,True,0.1,0.0,step0.025_r2_flip_en+0.10_ex+0.00,12,1,-0.15242766605961178,-0.5340968669228006,-0.04269058759234179,-0.2631400640846318,0.4430749759726626,-0.11401038198474511,-0.8731690930115356,-0.05369127434745713,-0.483291343962321,False,0.14626220834761905,0.6576863421356122,0.07804717763004354,0.22796801863122618,True,0.3641520693176685,1.6594352691676697,-0.15242766605961178,-0.5340968669228006,False
0.05,2,False,0.15,0.05,step0.050_r2_keep_en+0.15_ex+0.05,12,1,-0.1531384287913744,-0.4937269302879532,-0.06075307436278384,-0.2797062667983281,0.26630281683641344,-0.09937821250090972,-0.7648509053991791,-0.03905910486362174,-0.37497315634996453,False,0.07815334128422013,0.4592996097473195,0.009938310566644626,0.02958128624293349,True,0.3634413065859059,1.699805205802517,-0.1531384287913744,-0.4937269302879532,False
0.025,1,True,0.2,-0.05,step0.025_r1_flip_en+0.20_ex-0.05,12,1,-0.15500598406160493,-0.5302476207437021,-0.0482536573696957,-0.1818768123133808,0.38367729831144465,-0.06540696342070629,-0.4507371140566763,-0.005087855783418305,-0.06085936500746175,False,0.08354789845351163,0.47519487231540747,0.015332867735936118,0.04547654881102148,True,0.3615737513156754,1.6632845153467681,-0.15500598406160493,-0.5302476207437021,False
0.05,1,True,0.2,-0.05,step0.050_r1_flip_en+0.20_ex-0.05,12,1,-0.15500598406160493,-0.5302476207437021,-0.05154424822994874,-0.2104909867083442,0.41625094482237346,-0.0752787360014654,-0.5365796372415665,-0.014959628364177413,-0.14670188819235197,False,0.08354789845351163,0.47519487231540747,0.015332867735936118,0.04547654881102148,True,0.3615737513156754,1.6632845153467681,-0.15500598406160493,-0.5302476207437021,False
0.05,2,True,0.2,-0.05,step0.050_r2_flip_en+0.20_ex-0.05,12,1,-0.15500598406160493,-0.5302476207437021,-0.05154424822994874,-0.2104909867083442,0.43474786740092863,-0.0752787360014654,-0.5365796372415665,-0.014959628364177413,-0.14670188819235197,False,0.08354789845351163,0.47519487231540747,0.015332867735936118,0.04547654881102148,True,0.3615737513156754,1.6632845153467681,-0.15500598406160493,-0.5302476207437021,False
0.025,2,True,0.15,-0.05,step0.025_r2_flip_en+0.15_ex-0.05,12,1,-0.15500598406160493,-0.5302476207437021,-0.05301809025165823,-0.21447430122451974,0.4430749759726626,-0.07970026206659386,-0.5485295807900932,-0.01938115442930588,-0.1586518317408786,False,0.08354789845351163,0.47519487231540747,0.015332867735936118,0.04547654881102148,True,0.3615737513156754,1.6632845153467681,-0.15500598406160493,-0.5302476207437021,False
0.025,2,True,0.2,-0.05,step0.025_r2_flip_en+0.20_ex-0.05,12,1,-0.15500598406160493,-0.5302476207437021,-0.05437164114892853,-0.16951386888691333,0.4430749759726626,-0.04469518228987057,-0.29529418133162466,0.015623925347417411,0.09458356771758991,True,0.04448216598497745,0.35684076986975816,-0.023732864732598058,-0.07287755363462783,False,0.3615737513156754,1.6632845153467681,-0.15500598406160493,-0.5302476207437021,False
0.05,2,True,0.15,0.0,step0.050_r2_flip_en+0.15_ex+0.00,12,1,-0.15798684088164028,-0.5451199088972711,-0.027739059812393958,-0.12418295218787306,0.43474786740092863,-0.06359662382287312,-0.4452747153467888,-0.0032775161855851387,-0.055396966297574235,False,0.14626220834761905,0.6576863421356122,0.07804717763004354,0.22796801863122618,True,0.35859289449564,1.6484122271931991,-0.15798684088164028,-0.5451199088972711,False
0.05,1,True,0.15,0.0,step0.050_r1_flip_en+0.15_ex+0.00,12,1,-0.15798684088164028,-0.5451199088972711,-0.0331351004599754,-0.17300096106957055,0.41625094482237346,-0.07978474576561745,-0.5917287419918813,-0.019465638128329465,-0.20185099294266673,False,0.14626220834761905,0.6576863421356122,0.07804717763004354,0.22796801863122618,True,0.35859289449564,1.6484122271931991,-0.15798684088164028,-0.5451199088972711,False
0.025,1,True,0.15,0.0,step0.025_r1_flip_en+0.15_ex+0.00,12,1,-0.15798684088164028,-0.5451199088972711,-0.033955557228082266,-0.18035158063987575,0.38367729831144465,-0.08224611606993804,-0.6137806007027968,-0.021927008432650053,-0.22390285165358226,False,0.14626220834761905,0.6576863421356122,0.07804717763004354,0.22796801863122618,True,0.35859289449564,1.6484122271931991,-0.15798684088164028,-0.5451199088972711,False
0.025,1,True,0.1,0.0,step0.025_r1_flip_en+0.10_ex+0.00,12,1,-0.15798684088164028,-0.5451199088972711,-0.05090261493805829,-0.28748618897032746,0.38367729831144465,-0.11489271866026007,-0.883183636743858,-0.05457361102297209,-0.49330588769464345,False,0.128067637808013,0.6056855531853182,0.05985260709043749,0.17596722968093226,True,0.35859289449564,1.6484122271931991,-0.15798684088164028,-0.5451199088972711,False
0.05,2,False,0.15,0.0,step0.050_r2_keep_en+0.15_ex+0.00,12,1,-0.15990553664022245,-0.5149148896117004,-0.05985518865497008,-0.16592114330141478,0.26630281683641344,-0.04521229921277059,-0.2684058279052915,0.015106808424517393,0.12147192114392308,True,0.033448192968370316,0.325397862067919,-0.03476683774920519,-0.104320461436467,False,0.35667419873705786,1.6786172464787699,-0.15990553664022245,-0.5149148896117004,False
0.025,2,False,0.1,0.05,step0.025_r2_keep_en+0.10_ex+0.05,12,1,-0.160688902176072,-0.5340407218333327,-0.0507094324682259,-0.15601085468987194,0.1287048433582566,-0.04981182719802668,-0.3184784946825784,0.010507280439261302,0.07139925436663619,True,0.06626835504970852,0.4243272269014667,-0.0019466756678669928,-0.00539109660291931,False,0.3558908332012083,1.6594914142571375,-0.160688902176072,-0.5340407218333327,False
0.025,2,True,0.15,0.0,step0.025_r2_flip_en+0.15_ex+0.00,12,1,-0.1667236220905961,-0.5705686017801768,-0.041785607220766664,-0.20045898918227675,0.4430749759726626,-0.08133123498381534,-0.6040056682844588,-0.021012127346527354,-0.2141279192352442,False,0.13059395849239896,0.6130378769729767,0.062378927774823456,0.18331955346859075,True,0.3498561132866842,1.6229635343102935,-0.1667236220905961,-0.5705686017801768,False
0.025,2,True,0.2,0.0,step0.025_r2_flip_en+0.20_ex+0.00,12,1,-0.1667236220905961,-0.5705686017801768,-0.0464190479401991,-0.17913146867148003,0.4430749759726626,-0.05446964788453024,-0.42114053469489615,0.005849459752757746,-0.03126278564568158,False,0.08983204923481658,0.4941553049158042,0.02161701851724107,0.06443698141141824,True,0.3498561132866842,1.6229635343102935,-0.1667236220905961,-0.5705686017801768,False
0.025,1,True,0.2,0.0,step0.025_r1_flip_en+0.20_ex+0.00,12,1,-0.17222453821800188,-0.5818329617451825,-0.045398004867924856,-0.23241429471815564,0.38367729831144465,-0.08666751179788412,-0.6886072249270897,-0.02634840416059614,-0.29872947587787513,False,0.13059395849239896,0.6130378769729767,0.062378927774823456,0.18331955346859075,True,0.3443551971592784,1.6116991743452878,-0.17222453821800188,-0.5818329617451825,False
0.05,2,False,0.2,0.05,step0.050_r2_keep_en+0.20_ex+0.05,12,1,-0.17379519478330874,-0.5683746798132403,-0.024004334550449036,-0.14973041429302666,0.26630281683641344,-0.08228973657950478,-0.6289099023925676,-0.021970628942216797,-0.23903215334335304,False,0.19196785079175394,0.7879339137818994,0.12375282007417843,0.3582155902775134,True,0.34278454059397157,1.62515745627723,-0.17379519478330874,-0.5683746798132403,False
0.05,1,False,0.15,0.0,step0.050_r1_keep_en+0.15_ex+0.00,12,1,-0.1847391998329917,-0.6132506569735348,-0.06643642440345705,-0.1854861565386717,0.2702142224973843,-0.04012234326546227,-0.22876510025522792,0.020196764371825715,0.16111264879398665,True,0.033448192968370316,0.325397862067919,-0.03476683774920519,-0.104320461436467,False,0.3318405355442886,1.5802814791169355,-0.1847391998329917,-0.6132506569735348,False
