step,rounds,enter,exit,spec_id,win_count,min_return_delta,median_return_delta,mean_return_delta,mean_active_factors,weight_shift,2022H1_return,2022H1_return_delta,2022H1_sharpe,2022H1_win,2022H2_return,2022H2_return_delta,2022H2_sharpe,2022H2_win,2023H1_return,2023H1_return_delta,2023H1_sharpe,2023H1_win,2023H2_return,2023H2_return_delta,2023H2_sharpe,2023H2_win,2024H1_return,2024H1_return_delta,2024H1_sharpe,2024H1_win,2024H2_return,2024H2_return_delta,2024H2_sharpe,2024H2_win,2025H1_return,2025H1_return_delta,2025H1_sharpe,2025H1_win,2025H2_return,2025H2_return_delta,2025H2_sharpe,2025H2_win
0.025,2,0.125,0.05,step0.025_r2_en+0.125_ex+0.050,3,-0.05510811062441556,-0.006976454145769528,0.0067226900388406285,16.125,0.25506596294616346,0.0489793682004207,0.0026714245370127454,0.7572727431792993,True,0.017442249207329175,-0.013726010766754282,0.36430733740270593,False,0.09488436508471443,0.07529182579182181,1.2973809636991152,True,-0.07928339220800162,-0.01066255668166094,-1.806711131856024,False,-0.08733041304016054,-0.05510811062441556,-1.1172302082004588,False,0.25576480956552494,-0.006617099414019778,1.356264785516783,False,0.035397024426951695,-0.007335808877519279,0.5895834182640112,False,0.4423813777307877,0.06926785634626031,3.147289980222332,True
0.05,1,0.175,0.0,step0.050_r1_en+0.175_ex+0.000,3,-0.0632790754116157,-0.015060680976014651,-0.006326645662099867,15.0,0.46049964282979455,0.008321736938297963,-0.037986206725109994,0.22630538915175616,False,0.03868752225885719,0.007519262284773731,0.7057668451202435,True,0.0899075906761202,0.07031505138322758,1.2556960114086222,True,-0.11936083035672418,-0.050739994830383495,-2.9525937805814464,False,-0.04418075292015888,-0.011958450504413909,-0.6010245285046402,False,0.24421899753192933,-0.018162911447615393,1.319394030642189,False,0.09641199325880923,0.05367915995433825,1.4293545348420416,True,0.30983444597291165,-0.0632790754116157,2.384012520430005,False
0.05,2,0.175,0.025,step0.050_r2_en+0.175_ex+0.025,3,-0.0632790754116157,-0.017342593576114562,-0.005877838731977267,15.375,0.5239594941869313,0.054688063235222684,0.008380119571814726,0.8157972248151985,True,0.004250213026968597,-0.02691804694711486,0.15792515324063733,False,0.09684931777083672,0.0772567784779441,1.4190130543541013,True,-0.12110354017386549,-0.0524827046475248,-3.1447582092069535,False,-0.03998944262085924,-0.007767140205114265,-0.5358337670951336,False,0.22649010833099914,-0.03589180064854558,1.2506791595903153,False,0.09641199325880923,0.05367915995433825,1.4293545348420416,True,0.30983444597291165,-0.0632790754116157,2.384012520430005,False
0.05,2,0.15,0.025,step0.050_r2_en+0.150_ex+0.025,3,-0.0632790754116157,-0.017342593576114562,-0.005889441713263541,15.375,0.5239594941869313,0.05738088382220585,0.011072940158797895,0.8463431931500763,True,0.004250213026968597,-0.02691804694711486,0.15792515324063733,False,0.09684931777083672,0.0772567784779441,1.4190130543541013,True,-0.12110354017386549,-0.0524827046475248,-3.1447582092069535,False,-0.03998944262085924,-0.007767140205114265,-0.5358337670951336,False,0.22370446389372578,-0.03867744508581894,1.2394715384014172,False,0.09641199325880923,0.05367915995433825,1.4253055996751864,True,0.30983444597291165,-0.0632790754116157,2.384012520430005,False
0.05,1,0.125,0.025,step0.050_r1_en+0.125_ex+0.025,3,-0.0632790754116157,-0.023155521913556854,-0.004687041913127299,15.0,0.46049964282979455,0.02691494678340911,-0.019392996879998847,0.4734278074220311,False,0.004250213026968597,-0.02691804694711486,0.15792515324063733,False,0.09614206317438057,0.07654952388148795,1.3239128626968533,True,-0.10134775643220262,-0.032726920905861934,-2.3591528317177355,False,-0.01437240858675648,0.017849893828988495,-0.13085338333008545,True,0.22984117420075578,-0.03254073477878894,1.2635087605199542,False,0.08569485521235642,0.04296202190788545,1.262805922598416,True,0.30983444597291165,-0.0632790754116157,2.384012520430005,False
0.05,1,0.125,0.0,step0.050_r1_en+0.125_ex+0.000,3,-0.06453835801710428,-0.0297293908629519,-0.011346023766085914,15.0,0.46049964282979455,-0.018230414353696323,-0.06453835801710428,-0.12703017510734887,False,0.004250213026968597,-0.02691804694711486,0.15792515324063733,False,0.09614206317438057,0.07654952388148795,1.3239128626968533,True,-0.10134775643220262,-0.032726920905861934,-2.3591528317177355,False,-0.022498902273319965,0.00972340014242501,-0.26016745263899854,True,0.22984117420075578,-0.03254073477878894,1.2635087605199542,False,0.08569485521235642,0.04296202190788545,1.262805922598416,True,0.30983444597291165,-0.0632790754116157,2.384012520430005,False
0.05,1,0.2,0.0,step0.050_r1_en+0.200_ex+0.000,3,-0.06801399316513213,-0.01646412953105697,0.0002163143178121607,15.0,0.46049964282979455,0.008321736938297963,-0.037986206725109994,0.22630538915175616,False,0.03868752225885719,0.007519262284773731,0.7057668451202435,True,0.1066328746481906,0.08704033535529798,1.4771912796683642,True,-0.1366348286914728,-0.06801399316513213,-3.5780225069737988,False,-0.04790472401267798,-0.015682421596933005,-0.6624533371282091,False,0.24421899753192933,-0.018162911447615393,1.319394030642189,False,0.106995120606868,0.06426228730239703,1.5827151266209945,True,0.3558676839193464,-0.017245837465180935,2.7251870653854446,False
0.05,1,0.175,0.05,step0.050_r1_en+0.175_ex+0.050,3,-0.06967979326811546,-0.0036308105501318133,0.0009825463466741624,15.0,0.46049964282979455,0.054688063235222684,0.008380119571814726,0.8157972248151985,True,0.027918848606786284,-0.0032494113672971725,0.5339518596992558,False,0.0899075906761202,0.07031505138322758,1.2556960114086222,True,-0.09803046984633346,-0.029409634319992772,-2.3921004612989827,False,-0.03623451214871143,-0.004012209732966454,-0.4744047243409134,False,0.24421899753192933,-0.018162911447615393,1.319394030642189,False,0.09641199325880923,0.05367915995433825,1.4293545348420416,True,0.3034337281164119,-0.06967979326811546,2.337463085642543,False
0.05,1,0.125,0.05,step0.050_r1_en+0.125_ex+0.050,3,-0.06967979326811546,-0.01517662722342411,-0.004067753999172363,15.0,0.46049964282979455,0.02691494678340911,-0.019392996879998847,0.4734278074220311,False,-0.0061614291439047175,-0.037329689117988174,-0.006817060737827217,False,0.09614206317438057,0.07654952388148795,1.3239128626968533,True,-0.07958109309319006,-0.010960257566849374,-1.8227082907317635,False,-0.01437240858675648,0.017849893828988495,-0.13085338333008545,True,0.22984117420075578,-0.03254073477878894,1.2635087605199542,False,0.08569485521235642,0.04296202190788545,1.262805922598416,True,0.3034337281164119,-0.06967979326811546,2.337463085642543,False
0.05,2,0.175,0.05,step0.050_r2_en+0.175_ex+0.050,3,-0.06967979326811546,-0.021829470426829922,-0.011003337546358696,15.375,0.5239594941869313,0.054688063235222684,0.008380119571814726,0.8157972248151985,True,-0.0061614291439047175,-0.037329689117988174,-0.006817060737827217,False,0.07265768728315836,0.05306514799026574,1.1669008843863755,True,-0.12110354017386549,-0.0524827046475248,-3.1447582092069535,False,-0.03998944262085924,-0.007767140205114265,-0.5358337670951336,False,0.22649010833099914,-0.03589180064854558,1.2506791595903153,False,0.09641199325880923,0.05367915995433825,1.4293545348420416,True,0.3034337281164119,-0.06967979326811546,2.337463085642543,False
0.05,2,0.15,0.05,step0.050_r2_en+0.150_ex+0.050,3,-0.06967979326811546,-0.02254841466155122,-0.01011957478411736,15.375,0.5239594941869313,0.05738088382220585,0.011072940158797895,0.8463431931500763,True,-0.0061614291439047175,-0.037329689117988174,-0.006817060737827217,False,0.07982061323137923,0.060228073938486615,1.2401699957778924,True,-0.12110354017386549,-0.0524827046475248,-3.1447582092069535,False,-0.03998944262085924,-0.007767140205114265,-0.5358337670951336,False,0.22370446389372578,-0.03867744508581894,1.2394715384014172,False,0.09641199325880923,0.05367915995433825,1.4253055996751864,True,0.3034337281164119,-0.06967979326811546,2.337463085642543,False
0.05,1,0.2,-0.025,step0.050_r1_en+0.200_ex-0.025,3,-0.0892568035185829,-0.01445127929728618,-0.007941138451068863,15.0,0.46049964282979455,-0.04294885985517494,-0.0892568035185829,-0.4163429726099564,False,0.03868752225885719,0.007519262284773731,0.7057668451202435,True,0.11098702804000693,0.09139448874711431,1.5149399110656936,True,-0.14534591225848703,-0.07672507673214635,-3.7247194274976025,False,-0.05410326096572038,-0.021880958549975404,-0.7637322727752404,False,0.24421899753192933,-0.018162911447615393,1.319394030642189,False,0.09705537205930903,0.05432253875483806,1.359234359755469,True,0.3623738742375704,-0.010739647146956965,2.761296954070111,False
0.05,1,0.175,-0.025,step0.050_r1_en+0.175_ex-0.025,3,-0.0892568035185829,-0.018172071754269437,-0.014933105622716075,15.0,0.46049964282979455,-0.04294885985517494,-0.0892568035185829,-0.4163429726099564,False,0.03868752225885719,0.007519262284773731,0.7057668451202435,True,0.09099408658508956,0.07140154729219694,1.2663082126190002,True,-0.12824620314460478,-0.05962536761826409,-3.111409301172786,False,-0.050403534476668455,-0.01818123206092348,-0.7021809012924468,False,0.24421899753192933,-0.018162911447615393,1.319394030642189,False,0.08656727098799633,0.04383443768352535,1.2205616331591798,True,0.3161197437876886,-0.05699377759683877,2.419839651569749,False
0.025,1,0.15,0.0,step0.025_r1_en+0.150_ex+0.000,3,-0.09443702057255876,-0.019679493661453273,-0.014509019948058643,15.875,0.22533180470850725,-0.0481290769091508,-0.09443702057255876,-0.49904917382476177,False,0.014646242613518545,-0.01652201736056491,0.3187889314805502,False,0.08763185188103995,0.06803931258814733,1.22033268629726,True,-0.09145780548868232,-0.022836969962341636,-2.058413662419242,False,-0.06240695890509951,-0.030184656489354533,-0.9446876874115361,False,0.22984117420075578,-0.03254073477878894,1.2635087605199542,False,0.04717342240976463,0.0044405891052936575,0.736698818331059,True,0.381082859270226,0.007969337885698646,2.8371094604762574,True
0.025,2,0.15,0.0,step0.025_r2_en+0.150_ex+0.000,3,-0.09443702057255876,-0.019679493661453273,-0.014509019948058643,16.125,0.25506596294616346,-0.0481290769091508,-0.09443702057255876,-0.49904917382476177,False,0.014646242613518545,-0.01652201736056491,0.3187889314805502,False,0.08763185188103995,0.06803931258814733,1.22033268629726,True,-0.09145780548868232,-0.022836969962341636,-2.058413662419242,False,-0.06240695890509951,-0.030184656489354533,-0.9446876874115361,False,0.22984117420075578,-0.03254073477878894,1.2635087605199542,False,0.04717342240976463,0.0044405891052936575,0.736698818331059,True,0.381082859270226,0.007969337885698646,2.8371094604762574,True
0.025,2,0.125,-0.025,step0.025_r2_en+0.125_ex-0.025,3,-0.09443702057255876,-0.03226817545350835,-0.02980353299856918,16.125,0.25506596294616346,-0.0481290769091508,-0.09443702057255876,-0.49904917382476177,False,0.014646242613518545,-0.01652201736056491,0.3187889314805502,False,0.0824674081399146,0.06287486884702198,1.1465571375014243,True,-0.11663516907279248,-0.04801433354645179,-2.593871640288662,False,-0.12155280106883992,-0.08933049865309495,-1.6799258824669188,False,0.18015949433488965,-0.08222241464465507,1.0655359885390128,False,0.0461267723124037,0.0033939390079327225,0.7194773152174198,True,0.3989427343183447,0.025829212933817347,2.8105765745259603,True
0.05,1,0.125,-0.025,step0.050_r1_en+0.125_ex-0.025,3,-0.11445884542284834,-0.0297293908629519,-0.02007085099210555,15.0,0.46049964282979455,-0.06815090175944039,-0.11445884542284834,-0.7746483964641372,False,0.004250213026968597,-0.02691804694711486,0.15792515324063733,False,0.09515818615220839,0.07556564685931577,1.3093061045174526,True,-0.11041487548165363,-0.041794039955312945,-2.5269971963916436,False,-0.02886284171164477,0.0033594607041002034,-0.36278881890819237,True,0.22984117420075578,-0.03254073477878894,1.2635087605199542,False,0.07594636250511444,0.033213529200643466,1.0723331971673709,True,0.3161197437876886,-0.05699377759683877,2.419839651569749,False
0.05,2,0.125,0.025,step0.050_r2_en+0.125_ex+0.025,2,-0.03867744508581894,-0.007486233649907914,-0.0011894561639120976,15.375,0.5239594941869313,0.02691494678340911,-0.019392996879998847,0.4734278074220311,False,0.031168259974083456,0.0,0.5734616952061417,False,0.0763909821802462,0.056798442887353584,1.157572062960067,True,-0.07958109309319006,-0.010960257566849374,-1.8227082907317635,False,-0.03623451214871143,-0.004012209732966454,-0.4744047243409134,False,0.22370446389372578,-0.03867744508581894,1.2394715384014172,False,0.08569485521235642,0.04296202190788545,1.262805922598416,True,0.33688031654362516,-0.0362332048409022,2.5798292201458453,False
