entry_year,trades,stress_mean,total_return
2022,37,-0.0012476509442562163,-0.06500378954749186
2023,30,-0.004755758308563729,-0.13683977917026158
2024,40,-0.003362614121311766,-0.15062189847446483
2025,37,0.01101996297839093,0.4805855498332674
2026,24,-0.00777928080073885,-0.1925739453313171
