family,configuration,cost_bps_one_way,period,annualized_return,max_drawdown,calmar,entries,exposure,annual_turnover,positive_years,evaluated_years,worst_year,top2_positive_year_concentration
DONCHIAN,entry=90;exit=60,10,P3,0.1277305225180343,0.07294395694727851,1.7510775102364369,3,0.7862068965517242,1.6739230064161321,3,3,0.016979413308602753,0.9571424924476583
DONCHIAN,entry=90;exit=60,30,FULL,0.030283055028909267,0.15780065342272342,0.19190703189159597,11,0.47247211227060093,1.8389474946056101,6,12,-0.09468928477527061,0.631820938908663
DONCHIAN,entry=90;exit=60,30,P1,-0.019207054579983618,0.15780065342272342,-0.12171720562227904,4,0.3580018501387604,1.8115313081215125,1,5,-0.09468928477527061,1.0
DONCHIAN,entry=90;exit=60,30,P2,0.019530120620998126,0.15355586569208846,0.12718576742721174,4,0.3658787255909558,2.0027416038382455,2,4,-0.029434336112724613,1.0
DONCHIAN,entry=90;exit=60,30,P3,0.12396637723230342,0.07663352929881073,1.6176519386042063,3,0.7862068965517242,1.6739230064161321,3,3,0.010919588947619019,0.9716888231176504
DONCHIAN,entry=90;exit=80,10,FULL,0.057480661632228314,0.17655667744385783,0.32556492603065795,7,0.5833033465275279,1.1383960680891871,7,12,-0.10563825457452425,0.5020896660756338
DONCHIAN,entry=90;exit=80,10,P1,-0.02666529063770473,0.17655667744385783,-0.15102963549018905,4,0.46253469010175763,1.8115313081215125,1,5,-0.10563825457452425,1.0
DONCHIAN,entry=90;exit=80,10,P2,0.09033465601526602,0.12786074511585654,0.7065081306495784,1,0.526207605344296,0.5006854009595614,3,4,0.0,0.8977866774968992
DONCHIAN,entry=90;exit=80,10,P3,0.14794428694246364,0.07294395694727851,2.028191136510361,2,0.84,1.0043538038496793,3,3,0.016979413308602753,0.962799448876046
DONCHIAN,entry=90;exit=80,30,FULL,0.05508266411098739,0.1814936537500198,0.3034963645993676,7,0.5833033465275279,1.1383960680891871,7,12,-0.10921707496890987,0.5101237105033997
DONCHIAN,entry=90;exit=80,30,P1,-0.030174404352900863,0.1814936537500198,-0.1662559749580091,4,0.46253469010175763,1.8115313081215125,1,5,-0.10921707496890987,1.0
DONCHIAN,entry=90;exit=80,30,P2,0.08924379629676005,0.12960676965015905,0.6885735717173669,1,0.526207605344296,0.5006854009595614,3,4,0.0,0.9022049569948708
DONCHIAN,entry=90;exit=80,30,P3,0.14564974032272904,0.07663352929881073,1.900600711665114,2,0.84,1.0043538038496793,3,3,0.010919588947619019,0.9757541421365182
DONCHIAN,entry=120;exit=20,10,FULL,0.02909122649848217,0.14605951173178278,0.19917378987206263,13,0.2803166606693055,2.2767921361783743,5,12,-0.03289169164854222,0.6345559187667601
DONCHIAN,entry=120;exit=20,10,P1,-0.0001659625095825623,0.10911892174447113,-0.0015209324554288069,3,0.09250693802035152,1.3586484810911346,0,5,-0.0007327081508293753,0.0
DONCHIAN,entry=120;exit=20,10,P2,0.022355709175068794,0.14605951173178267,0.15305890667443725,5,0.27646454265159304,2.503427004797807,2,4,-0.03289169164854222,1.0
DONCHIAN,entry=120;exit=20,10,P3,0.0836227617863523,0.06868469055374582,1.2174876397079701,5,0.5655172413793104,3.3478460128322642,3,3,0.03788726629702377,0.8492473956206463
DONCHIAN,entry=120;exit=20,30,FULL,0.024416231384766007,0.15284503465295907,0.1597450086632128,13,0.2803166606693055,2.2767921361783743,4,12,-0.040576460884495624,0.6636378895134608
DONCHIAN,entry=120;exit=20,30,P1,-0.002885300174597538,0.11623110802726044,-0.024823820606793404,3,0.09250693802035152,1.3586484810911346,0,5,-0.012679277499126451,0.0
DONCHIAN,entry=120;exit=20,30,P2,0.01725381395256087,0.15284503465295918,0.11288436023935192,5,0.27646454265159304,2.503427004797807,1,4,-0.040576460884495624,1.0
DONCHIAN,entry=120;exit=20,30,P3,0.07639708757789831,0.07054918566775248,1.0828911326870052,5,0.5655172413793104,3.3478460128322642,3,3,0.03170285935824313,0.8620192011700207
DONCHIAN,entry=120;exit=40,10,FULL,0.05310164401246009,0.1337491649454895,0.39702411625599365,8,0.36200071968333936,1.313533924718293,6,12,-0.02879417886313307,0.5918648685212587
DONCHIAN,entry=120;exit=40,10,P1,0.02577290950985356,0.055555555555555025,0.4639123711773685,1,0.12858464384828863,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=120;exit=40,10,P2,0.030073597917480654,0.13374916494548894,0.22485073405682574,4,0.3062692702980473,2.0027416038382455,2,4,-0.02879417886313307,1.0
DONCHIAN,entry=120;exit=40,10,P3,0.1281284292102125,0.07275136689228312,1.7611824311139277,3,0.7848275862068965,1.6739230064161321,3,3,0.0180516108977522,0.9545591504645038
DONCHIAN,entry=120;exit=40,30,FULL,0.05033905704254371,0.1371597936448058,0.36701030021161773,8,0.36200071968333936,1.313533924718293,6,12,-0.03651150747214327,0.6031923120362545
DONCHIAN,entry=120;exit=40,30,P1,0.02484143217966639,0.05555555555555558,0.4471457792339948,1,0.12858464384828863,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=120;exit=40,30,P2,0.02595655574011979,0.13715979364480557,0.18924318162316514,4,0.3062692702980473,2.0027416038382455,2,4,-0.03651150747214327,1.0
DONCHIAN,entry=120;exit=40,30,P3,0.12436295578928513,0.07646238447737974,1.6264592928837587,3,0.7848275862068965,1.6739230064161321,3,3,0.011985397686625099,0.9690111369308909
DONCHIAN,entry=120;exit=60,10,FULL,0.04594729766648764,0.16028018962899004,0.28666860061024724,8,0.38826916156890967,1.313533924718293,6,12,-0.0332537974295779,0.6419176489644115
DONCHIAN,entry=120;exit=60,10,P1,0.0180186072548687,0.07458553971486748,0.241583118172127,1,0.14708603145235893,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=120;exit=60,10,P2,0.01897307956161831,0.16028018962899038,0.11837445167451056,4,0.3597122302158273,2.0027416038382455,2,4,-0.0332537974295779,1.0
DONCHIAN,entry=120;exit=60,10,P3,0.1277305225180343,0.07294395694727851,1.7510775102364369,3,0.7862068965517242,1.6739230064161321,3,3,0.016979413308602753,0.9571424924476583
DONCHIAN,entry=120;exit=60,30,FULL,0.04320347859433893,0.16358635958431944,0.2641019624381946,8,0.38826916156890967,1.313533924718293,6,12,-0.04093568932558744,0.6605544447128341
DONCHIAN,entry=120;exit=60,30,P1,0.017094171402083802,0.07643822131704059,0.22363381967226584,1,0.14708603145235893,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=120;exit=60,30,P2,0.01490040441041418,0.16358635958431855,0.09108586099890531,4,0.3597122302158273,2.0027416038382455,2,4,-0.04093568932558744,1.0
DONCHIAN,entry=120;exit=60,30,P3,0.12396637723230342,0.07663352929881073,1.6176519386042063,3,0.7862068965517242,1.6739230064161321,3,3,0.010919588947619019,0.9716888231176504
DONCHIAN,entry=120;exit=80,10,FULL,0.07481980531008703,0.13153504789194947,0.568820299298088,4,0.46779417056495143,0.61298249820187,7,12,0.0,0.5224548428924789
DONCHIAN,entry=120;exit=80,10,P1,0.01657912621217683,0.09198913781398521,0.1802291727714866,1,0.1702127659574468,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=120;exit=80,10,P2,0.08863059020230812,0.12786074511585654,0.6931806171002571,1,0.5210688591983555,0.5006854009595614,3,4,0.0,0.9136719906587846
DONCHIAN,entry=120;exit=80,10,P3,0.14794428694246364,0.07294395694727851,2.028191136510361,2,0.84,1.0043538038496793,3,3,0.016979413308602753,0.962799448876046
DONCHIAN,entry=120;exit=80,30,FULL,0.0735030422621965,0.1384382350169734,0.5309446646237911,4,0.46779417056495143,0.61298249820187,7,12,0.0,0.5311658680685519
DONCHIAN,entry=120;exit=80,30,P1,0.015655997514168574,0.09198913781398588,0.17019398035697494,1,0.1702127659574468,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=120;exit=80,30,P2,0.08753822915967757,0.12960676965015916,0.6754140188507513,1,0.5210688591983555,0.5006854009595614,3,4,0.0,0.9183587770843459
DONCHIAN,entry=120;exit=80,30,P3,0.14564974032272904,0.07663352929881073,1.900600711665114,2,0.84,1.0043538038496793,3,3,0.010919588947619019,0.9757541421365182
DONCHIAN,entry=150;exit=20,10,FULL,0.026677505563313497,0.14605951173178322,0.18264819077516023,13,0.2648434688736956,2.2767921361783743,4,12,-0.03289169164854222,0.6530222498800193
DONCHIAN,entry=150;exit=20,10,P1,-0.0001659625095825623,0.10911892174447113,-0.0015209324554288069,3,0.09250693802035152,1.3586484810911346,0,5,-0.0007327081508293753,0.0
DONCHIAN,entry=150;exit=20,10,P2,0.020584379786800833,0.14605951173178255,0.14093145692970074,5,0.2723535457348407,2.503427004797807,1,4,-0.03289169164854222,1.0
DONCHIAN,entry=150;exit=20,10,P3,0.07643138136723349,0.06868469055374593,1.112786281062528,5,0.5117241379310344,3.3478460128322642,3,3,0.026917208132483106,0.8829918364060644
DONCHIAN,entry=150;exit=20,30,FULL,0.022010239454395064,0.15284503465295862,0.14400362762434699,13,0.2648434688736956,2.2767921361783743,4,12,-0.040576460884495624,0.6688274312776817
DONCHIAN,entry=150;exit=20,30,P1,-0.002885300174597538,0.11623110802726044,-0.024823820606793404,3,0.09250693802035152,1.3586484810911346,0,5,-0.012679277499126451,0.0
DONCHIAN,entry=150;exit=20,30,P2,0.015493180898434211,0.1528450346529593,0.10136528761704358,5,0.2723535457348407,2.503427004797807,1,4,-0.040576460884495624,1.0
DONCHIAN,entry=150;exit=20,30,P3,0.06923810136040265,0.07054918566775248,0.9814160249343726,5,0.5117241379310344,3.3478460128322642,3,3,0.022825250315363865,0.8904673451527849
DONCHIAN,entry=150;exit=40,10,FULL,0.05063160693551194,0.1337491649454895,0.378556434024446,8,0.3465275278877294,1.313533924718293,6,12,-0.02879417886313307,0.617696642262415
DONCHIAN,entry=150;exit=40,10,P1,0.02577290950985356,0.055555555555555025,0.4639123711773685,1,0.12858464384828863,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=40,10,P2,0.028288896546230236,0.13374916494548916,0.21150708909292754,4,0.302158273381295,2.0027416038382455,2,4,-0.02879417886313307,1.0
DONCHIAN,entry=150;exit=40,10,P3,0.12064169029869443,0.07391292314872999,1.6322137612652023,3,0.7310344827586207,1.6739230064161321,3,3,0.007291207770446784,0.9806240505651157
DONCHIAN,entry=150;exit=40,30,FULL,0.04787218154997075,0.13715979364480535,0.3490248875260233,8,0.3465275278877294,1.313533924718293,6,12,-0.03651150747214327,0.6306248253434765
DONCHIAN,entry=150;exit=40,30,P1,0.02484143217966639,0.05555555555555558,0.4471457792339948,1,0.12858464384828863,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=40,30,P2,0.024180860235852863,0.13715979364480546,0.1762970006973953,4,0.302158273381295,2.0027416038382455,2,4,-0.03651150747214327,1.0
DONCHIAN,entry=150;exit=40,30,P3,0.11688495441149405,0.07763872888869516,1.5054980431102016,3,0.7310344827586207,1.6739230064161321,3,3,0.003277453692601684,0.9910377516436827
DONCHIAN,entry=150;exit=60,10,FULL,0.04349404102173837,0.16028018962899004,0.27136255030903433,8,0.37279596977329976,1.313533924718293,6,12,-0.0332537974295779,0.6558175040824771
DONCHIAN,entry=150;exit=60,10,P1,0.0180186072548687,0.07458553971486748,0.241583118172127,1,0.14708603145235893,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=60,10,P2,0.01720761090380818,0.1602801896289907,0.10735956167533602,4,0.355601233299075,2.0027416038382455,2,4,-0.0332537974295779,1.0
DONCHIAN,entry=150;exit=60,10,P3,0.12024642428415322,0.07488826498848888,1.605677796149188,3,0.7324137931034482,1.6739230064161321,3,3,0.006230342886012652,0.9833964271266882
DONCHIAN,entry=150;exit=60,30,FULL,0.040753362055440334,0.16358635958431933,0.2491244512011671,8,0.37279596977329976,1.313533924718293,6,12,-0.04093568932558744,0.6721255807291219
DONCHIAN,entry=150;exit=60,30,P1,0.017094171402083802,0.07643822131704059,0.22363381967226584,1,0.14708603145235893,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=60,30,P2,0.013143844568472396,0.163586359584319,0.08034804736697823,4,0.355601233299075,2.0027416038382455,2,4,-0.04093568932558744,1.0
DONCHIAN,entry=150;exit=60,30,P3,0.11649101345029989,0.07861014676242983,1.481882660801423,3,0.7324137931034482,1.6739230064161321,3,3,0.0022208160373173857,0.9939095461198062
DONCHIAN,entry=150;exit=80,10,FULL,0.0722988285503896,0.13335647325511668,0.5421471248124479,4,0.45232097876934146,0.61298249820187,7,12,0.0,0.5396700048524412
DONCHIAN,entry=150;exit=80,10,P1,0.01657912621217683,0.09198913781398521,0.1802291727714866,1,0.1702127659574468,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=80,10,P2,0.08674443322182923,0.1278607451158571,0.678428966945472,1,0.5169578622816033,0.5006854009595614,3,4,0.0,0.9318316219117669
DONCHIAN,entry=150;exit=80,10,P3,0.14032604159133433,0.07488826498848888,1.873805483581492,2,0.7862068965517242,1.0043538038496793,3,3,0.006230342886012652,0.9856751249119712
DONCHIAN,entry=150;exit=80,30,FULL,0.0709817627492586,0.14028254936527162,0.5059913942997593,4,0.45232097876934146,0.61298249820187,7,12,0.0,0.5491413938114356
DONCHIAN,entry=150;exit=80,30,P1,0.015655997514168574,0.09198913781398588,0.17019398035697494,1,0.1702127659574468,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=80,30,P2,0.08565594990191339,0.1296067696501595,0.6608910177540868,1,0.5169578622816033,0.5006854009595614,3,4,0.0,0.9367782337007596
DONCHIAN,entry=150;exit=80,30,P3,0.13803016312793925,0.07861014676242983,1.7558822723621734,2,0.7862068965517242,1.0043538038496793,3,3,0.0022208160373173857,0.9948182379125855
DONCHIAN,entry=150;exit=120,10,FULL,0.07104786223143922,0.19093839682316716,0.3720983490672043,3,0.5070169125584743,0.4378446415727643,7,12,0.0,0.5499641679604174
DONCHIAN,entry=150;exit=120,10,P1,0.007179823387276185,0.11731262729124214,0.06120247711656346,1,0.19148936170212766,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=120,10,P2,0.07829292530344834,0.15463993639254936,0.5062917583249894,1,0.5200411099691675,0.5006854009595614,3,4,0.0,0.9244581864728296
DONCHIAN,entry=150;exit=120,10,P3,0.16302655623716866,0.10899653979238744,1.4957039603981521,1,0.96,0.3347846012832264,3,3,0.05741362229783542,0.8844478478867643
DONCHIAN,entry=150;exit=120,30,FULL,0.07011003147107786,0.19416226523771252,0.36108989244250045,3,0.5070169125584743,0.4378446415727643,7,12,0.0,0.5568170462026835
DONCHIAN,entry=150;exit=120,30,P1,0.006265229948309914,0.11907976917854823,0.05261372264600065,1,0.19148936170212766,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=150;exit=120,30,P2,0.07721290701460704,0.15633234893230374,0.49390230199920027,1,0.5200411099691675,0.5006854009595614,3,4,0.0,0.9298625041896084
DONCHIAN,entry=150;exit=120,30,P3,0.16225250559637594,0.10899653979238622,1.4886023529318482,1,0.96,0.3347846012832264,3,3,0.05531288390121203,0.8882031716340779
DONCHIAN,entry=180;exit=20,10,FULL,0.024841155297383066,0.14605951173178278,0.17007557400986156,12,0.2565671104713926,2.101654279549269,4,12,-0.03289169164854222,0.6646694880584693
DONCHIAN,entry=180;exit=20,10,P1,-0.0001659625095825623,0.10911892174447113,-0.0015209324554288069,3,0.09250693802035152,1.3586484810911346,0,5,-0.0007327081508293753,0.0
DONCHIAN,entry=180;exit=20,10,P2,0.026270572270726822,0.14605951173178278,0.17986211208872818,4,0.26002055498458376,2.0027416038382455,2,4,-0.03289169164854222,1.0
DONCHIAN,entry=180;exit=20,10,P3,0.061175145841537715,0.06868469055374604,0.8906663966647403,5,0.496551724137931,3.3478460128322642,2,3,-0.015947634206623484,1.0
DONCHIAN,entry=180;exit=20,30,FULL,0.020543811240059773,0.1528450346529594,0.1344094120342561,12,0.2565671104713926,2.101654279549269,4,12,-0.040576460884495624,0.6774219531206067
DONCHIAN,entry=180;exit=20,30,P1,-0.002885300174597538,0.11623110802726044,-0.024823820606793404,3,0.09250693802035152,1.3586484810911346,0,5,-0.012679277499126451,0.0
DONCHIAN,entry=180;exit=20,30,P2,0.022174818122523643,0.15284503465295862,0.14508039579350773,4,0.26002055498458376,2.0027416038382455,2,4,-0.040576460884495624,1.0
DONCHIAN,entry=180;exit=20,30,P3,0.05409923732659916,0.07054918566775203,0.7668300748555326,5,0.496551724137931,3.3478460128322642,2,3,-0.019825956170703485,1.0
DONCHIAN,entry=180;exit=40,10,FULL,0.04638438141778334,0.1519985551230334,0.3051633048764053,8,0.32853544440446203,1.313533924718293,5,12,-0.034754420123129015,0.628436858213558
DONCHIAN,entry=180;exit=40,10,P1,0.02577290950985356,0.055555555555555025,0.4639123711773685,1,0.12858464384828863,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=180;exit=40,10,P2,0.027357381861347285,0.13374916494548916,0.20454244983508543,4,0.2620760534429599,2.0027416038382455,2,4,-0.02879417886313307,1.0
DONCHIAN,entry=180;exit=40,10,P3,0.10475886315053362,0.07391292314872944,1.4173281029588725,3,0.7158620689655173,1.6739230064161321,2,3,-0.034754420123129015,1.0
DONCHIAN,entry=180;exit=40,30,FULL,0.043641611606535013,0.15873888472962117,0.2749270393380265,8,0.32853544440446203,1.313533924718293,5,12,-0.038558621264548565,0.6377868679950666
DONCHIAN,entry=180;exit=40,30,P1,0.02484143217966639,0.05555555555555558,0.4471457792339948,1,0.12858464384828863,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=180;exit=40,30,P2,0.023257290353182913,0.13715979364480524,0.16956346852934884,4,0.2620760534429599,2.0027416038382455,2,4,-0.03651150747214327,1.0
DONCHIAN,entry=180;exit=40,30,P3,0.10107147989658083,0.07763872888869638,1.3018178084996452,3,0.7158620689655173,1.6739230064161321,2,3,-0.038558621264548565,1.0
DONCHIAN,entry=180;exit=60,10,FULL,0.03927566943519145,0.16028018962899004,0.2450438168691037,8,0.3548038862900324,1.313533924718293,5,12,-0.035771003145642744,0.6676019936379883
DONCHIAN,entry=180;exit=60,10,P1,0.0180186072548687,0.07458553971486748,0.241583118172127,1,0.14708603145235893,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=180;exit=60,10,P2,0.016286134623830995,0.16028018962899127,0.10161040276736222,4,0.31551901336073995,2.0027416038382455,2,4,-0.0332537974295779,1.0
DONCHIAN,entry=180;exit=60,10,P3,0.10436919923150789,0.07488826498848855,1.3936656063209771,3,0.7172413793103448,1.6739230064161321,2,3,-0.035771003145642744,1.0
DONCHIAN,entry=180;exit=60,30,FULL,0.03655153289195501,0.170495745754063,0.21438384125243762,8,0.3548038862900324,1.313533924718293,5,12,-0.04093568932558744,0.6795594490414151
DONCHIAN,entry=180;exit=60,30,P1,0.017094171402083802,0.07643822131704059,0.22363381967226584,1,0.14708603145235893,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=180;exit=60,30,P2,0.012230227474083755,0.16358635958431933,0.07476312514785059,4,0.31551901336073995,2.0027416038382455,2,4,-0.04093568932558744,1.0
DONCHIAN,entry=180;exit=60,30,P3,0.10068311656925588,0.07861014676243117,1.2807903396177562,3,0.7172413793103448,1.6739230064161321,2,3,-0.03957119775610762,1.0
DONCHIAN,entry=180;exit=80,10,FULL,0.06796401231491234,0.16953128641817938,0.40089362707522247,4,0.4343288952860741,0.61298249820187,6,12,-0.035771003145642744,0.5459130298122388
DONCHIAN,entry=180;exit=80,10,P1,0.01657912621217683,0.09198913781398521,0.1802291727714866,1,0.1702127659574468,0.45288282703037813,1,5,0.0,1.0
DONCHIAN,entry=180;exit=80,10,P2,0.08575996436131672,0.1278607451158562,0.6707294274220641,1,0.47687564234326824,0.5006854009595614,3,4,0.0,0.9415606995336473
DONCHIAN,entry=180;exit=80,10,P3,0.1241642286158473,0.07488826498848855,1.6579931266258232,2,0.7710344827586207,1.0043538038496793,2,3,-0.035771003145642744,1.0
