prototype_id,window,entry_signal_date,entry_date,exit_signal_date,exit_date,size,entry_price,exit_price,entry_fees,exit_fees,net_return
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-07-10,2023-07-11,2023-07-17,2023-07-18,188278.34870197365,6.089,6.111,573.2134326230735,575.2844944588805,0.0026099612371512926
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-09-15,2023-09-18,2023-09-22,2023-09-25,198175.68878031708,5.8,5.8,574.7094974629581,574.7094974629196,-0.0009995002498751626
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-10-11,2023-10-12,2023-10-18,2023-10-19,199490.9920697011,5.756,5.605,574.1350751766004,559.0735052753374,-0.027206775347558998
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-11-02,2023-11-03,2023-11-09,2023-11-10,200724.0651094757,5.565,5.68,558.5147111669648,570.056344910911,0.0196447149291481
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-12-15,2023-12-18,2023-12-22,2023-12-25,206335.71501874263,5.52,5.408,569.4865734516643,557.9317734106801,-0.021269075607123766
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-03-14,2024-03-15,2024-03-21,2024-03-22,204054.22678518872,5.463,5.547,557.3741204636171,565.9443979887209,0.014361298208666273
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-06-03,2024-06-04,2024-06-11,2024-06-12,213794.1903654815,5.289,5.245,565.3787364214659,560.6752642334753,-0.009310338213385116
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-11-26,2024-11-27,2024-12-03,2024-12-04,193744.3338522225,5.782,6.02,560.1148691666313,583.1704448951897,0.04012158569625601
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-01-23,2025-01-24,2025-02-07,2025-02-10,209225.1987393777,5.569,5.843,582.5875658898149,611.2514181170919,0.048152257144905564
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-03-25,2025-03-26,2025-04-01,2025-04-02,205845.43137432914,5.933,5.879,610.6404721718282,605.0826455248405,-0.010092038086805144
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-04-24,2025-04-25,2025-05-06,2025-05-07,215500.13022083542,5.61,5.798,604.4778652694076,624.7348775102018,0.03247859136385456
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-11-20,2025-11-21,2025-11-27,2025-11-28,175855.29863173424,7.098,7.048,624.1104548438452,619.7140723782314,-0.008036697345888744
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-04-02,2026-04-03,2026-04-10,2026-04-13,160866.48512616302,7.697,7.985,619.0946680079214,642.2594418662059,0.03638027679677114
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-08-03,2026-08-04,2026-08-10,2026-08-11,171785.14147083697,7.47,7.993,641.6175033934414,686.5393178882,0.06894390823329988
P-A11-BOTH-FILTERS,2021,2021-03-10,2021-03-11,2021-03-12,2021-03-15,148912.43293728583,6.712,6.855,499.75012493750546,510.3973638925472,0.020284330421201924
P-A11-BOTH-FILTERS,2021,2021-05-21,2021-05-24,2021-05-28,2021-05-31,140522.86663905226,7.257,7.43,509.8872215996962,522.0424495640791,0.02281572456158587
