prototype_id,window,signal_date,execution_date,side,size,price,fees
P-A01-STRUCTURE-PRESSURE,2024,2024-03-21,2024-03-22,Sell,182958.12737965633,5.547,507.4343662874768
P-A01-STRUCTURE-PRESSURE,2024,2024-06-03,2024-06-04,Buy,191691.12706053216,5.289,506.92718551156577
P-A01-STRUCTURE-PRESSURE,2024,2024-06-11,2024-06-12,Sell,191691.12706053216,5.245,502.7099807162456
P-A01-STRUCTURE-PRESSURE,2024,2024-11-26,2024-11-27,Buy,173714.1203614338,5.782,502.2075219647959
P-A01-STRUCTURE-PRESSURE,2024,2024-12-03,2024-12-04,Sell,173714.1203614338,6.02,522.8795022879157
P-A01-STRUCTURE-PRESSURE,2025,2025-01-23,2025-01-24,Buy,179475.71375023568,5.569,499.75012493750546
P-A01-STRUCTURE-PRESSURE,2025,2025-02-07,2025-02-10,Sell,179475.71375023568,5.843,524.3382977213136
P-A01-STRUCTURE-PRESSURE,2025,2025-03-25,2025-03-26,Buy,176576.51153268904,5.933,523.8142214616528
P-A01-STRUCTURE-PRESSURE,2025,2025-04-01,2025-04-02,Sell,176576.51153268904,5.879,519.0466556503394
P-A01-STRUCTURE-PRESSURE,2025,2025-04-24,2025-04-25,Buy,184858.4201027879,5.61,518.5278683882207
P-A01-STRUCTURE-PRESSURE,2025,2025-05-06,2025-05-07,Sell,184858.4201027879,5.798,535.9045598779821
P-A01-STRUCTURE-PRESSURE,2025,2025-11-20,2025-11-21,Buy,150850.64050055647,7.098,535.3689231364988
P-A01-STRUCTURE-PRESSURE,2025,2025-11-27,2025-11-28,Sell,150850.64050055647,7.048,531.5976571239611
P-A01-STRUCTURE-PRESSURE,2026YTD,2026-04-02,2026-04-03,Buy,129855.82043329382,7.697,499.75012493750546
P-A01-STRUCTURE-PRESSURE,2026YTD,2026-04-10,2026-04-13,Sell,129855.82043329382,7.985,518.4493630799255
P-A01-STRUCTURE-PRESSURE,2026YTD,2026-08-03,2026-08-04,Buy,138669.6580487228,7.47,517.9311728118919
P-A01-STRUCTURE-PRESSURE,2026YTD,2026-08-10,2026-08-11,Sell,138669.6580487228,7.993,554.1932883917208
P-A01-STRUCTURE-PRESSURE,2026YTD,2026-09-03,2026-09-04,Buy,141487.18938448612,7.826,553.6393720614724
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2021-03-12,2021-03-15,Sell,148912.43293728583,6.855,510.3973638925472
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2021-05-21,2021-05-24,Buy,140522.86663905226,7.257,509.8872215996962
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2021-05-28,2021-05-31,Sell,140522.86663905226,7.43,522.0424495640791
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2022-08-04,2022-08-05,Buy,148012.1095516658,7.047,521.5206680052215
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2022-08-11,2022-08-12,Sell,148012.1095516658,7.37,545.4246236978886
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2022-10-25,2022-10-26,Buy,185333.15362252196,5.88,544.8794716501143
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2022-11-01,2022-11-02,Sell,185333.15362252196,5.95,551.3661320270029
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2022-12-02,2022-12-05,Buy,177224.9168083234,6.216,550.8150414403062
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2022-12-09,2022-12-12,Sell,177224.9168083234,6.195,548.9541798137818
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-02-17,2023-02-20,Buy,174595.8293453957,6.282,548.4054999738
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-02-24,2023-02-27,Sell,174595.8293453957,6.341,553.5560769395771
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-03-20,2023-03-21,Buy,178416.77609367837,6.199,553.0027975023258
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-03-27,2023-03-28,Sell,178416.77609367837,6.321,563.8862208440704
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-03-29,2023-03-30,Buy,179430.67890601553,6.279,563.3226164253429
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-04-06,2023-04-07,Sell,179430.67890601553,6.426,576.5107713250279
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-05-11,2023-05-12,Buy,186749.20514430376,6.168,575.9345486650709
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-05-18,2023-05-19,Sell,186749.20514430376,6.145,573.7869328058732
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-07-10,2023-07-11,Buy,188278.34870197365,6.089,573.2134326230735
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-07-17,2023-07-18,Sell,188278.34870197365,6.111,575.2844944588805
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-09-15,2023-09-18,Buy,198175.68878031708,5.8,574.7094974629581
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-09-22,2023-09-25,Sell,198175.68878031708,5.8,574.7094974629196
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-10-11,2023-10-12,Buy,199490.9920697011,5.756,574.1350751766004
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-10-18,2023-10-19,Sell,199490.9920697011,5.605,559.0735052753374
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-11-02,2023-11-03,Buy,200724.0651094757,5.565,558.5147111669648
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-11-09,2023-11-10,Sell,200724.0651094757,5.68,570.056344910911
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-12-15,2023-12-18,Buy,206335.71501874263,5.52,569.4865734516643
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2023-12-22,2023-12-25,Sell,206335.71501874263,5.408,557.9317734106801
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-03-14,2024-03-15,Buy,204054.22678518872,5.463,557.3741204636171
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-03-21,2024-03-22,Sell,204054.22678518872,5.547,565.9443979887209
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-06-03,2024-06-04,Buy,213794.1903654815,5.289,565.3787364214659
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-06-11,2024-06-12,Sell,213794.1903654815,5.245,560.6752642334753
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-11-26,2024-11-27,Buy,193744.3338522225,5.782,560.1148691666313
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2024-12-03,2024-12-04,Sell,193744.3338522225,6.02,583.1704448951897
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-01-23,2025-01-24,Buy,209225.1987393777,5.569,582.5875658898149
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-02-07,2025-02-10,Sell,209225.1987393777,5.843,611.2514181170919
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-03-25,2025-03-26,Buy,205845.43137432914,5.933,610.6404721718282
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-04-01,2025-04-02,Sell,205845.43137432914,5.879,605.0826455248405
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-04-24,2025-04-25,Buy,215500.13022083542,5.61,604.4778652694076
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-05-06,2025-05-07,Sell,215500.13022083542,5.798,624.7348775102018
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-11-20,2025-11-21,Buy,175855.29863173424,7.098,624.1104548438452
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2025-11-27,2025-11-28,Sell,175855.29863173424,7.048,619.7140723782314
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-04-02,2026-04-03,Buy,160866.48512616302,7.697,619.0946680079214
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-04-10,2026-04-13,Sell,160866.48512616302,7.985,642.2594418662059
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-08-03,2026-08-04,Buy,171785.14147083697,7.47,641.6175033934414
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-08-10,2026-08-11,Sell,171785.14147083697,7.993,686.5393178882
P-A01-STRUCTURE-PRESSURE,2021_2026YTD,2026-09-03,2026-09-04,Buy,175275.52304329714,7.826,685.8531216683332
P-A11-BOTH-FILTERS,2021,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
P-A11-BOTH-FILTERS,2021,2021-03-12,2021-03-15,Sell,148912.43293728583,6.855,510.3973638925472
P-A11-BOTH-FILTERS,2021,2021-05-21,2021-05-24,Buy,140522.86663905226,7.257,509.8872215996962
P-A11-BOTH-FILTERS,2021,2021-05-28,2021-05-31,Sell,140522.86663905226,7.43,522.0424495640791
P-A11-BOTH-FILTERS,2022,2022-08-04,2022-08-05,Buy,141833.4397438715,7.047,499.75012493750546
P-A11-BOTH-FILTERS,2022,2022-08-11,2022-08-12,Sell,141833.4397438715,7.37,522.6562254561666
P-A11-BOTH-FILTERS,2022,2022-10-25,2022-10-26,Buy,177596.54096198108,5.88,522.1338304281235
P-A11-BOTH-FILTERS,2022,2022-11-01,2022-11-02,Sell,177596.54096198108,5.95,528.3497093618937
P-A11-BOTH-FILTERS,2022,2022-12-02,2022-12-05,Buy,169826.777250761,6.216,527.8216236953158
P-A11-BOTH-FILTERS,2022,2022-12-09,2022-12-12,Sell,169826.777250761,6.195,526.0384425342322
P-A11-BOTH-FILTERS,2023,2023-02-17,2023-02-20,Buy,159105.42022844037,6.282,499.75012493750546
P-A11-BOTH-FILTERS,2023,2023-02-24,2023-02-27,Sell,159105.42022844037,6.341,504.44373483427023
P-A11-BOTH-FILTERS,2023,2023-03-20,2023-03-21,Buy,162587.3667350397,6.199,503.93954319518525
P-A11-BOTH-FILTERS,2023,2023-03-27,2023-03-28,Sell,162587.3667350397,6.321,513.857372566093
P-A11-BOTH-FILTERS,2023,2023-03-29,2023-03-30,Buy,163511.31453856124,6.279,513.3437719937647
P-A11-BOTH-FILTERS,2023,2023-04-06,2023-04-07,Sell,163511.31453856124,6.426,525.3618536123973
P-A11-BOTH-FILTERS,2023,2023-05-11,2023-05-12,Buy,170180.5299313998,6.168,524.836754308315
P-A11-BOTH-FILTERS,2023,2023-05-18,2023-05-19,Sell,170180.5299313998,6.145,522.8796782142259
P-A11-BOTH-FILTERS,2023,2023-07-10,2023-07-11,Buy,171574.00553299265,6.089,522.3570598451188
P-A11-BOTH-FILTERS,2023,2023-07-17,2023-07-18,Sell,171574.00553299265,6.111,524.2443739060591
P-A11-BOTH-FILTERS,2023,2023-09-15,2023-09-18,Buy,180593.23845632563,5.8,523.7203915233258
P-A11-BOTH-FILTERS,2023,2023-09-22,2023-09-25,Sell,180593.23845632563,5.8,523.7203915233443
P-A11-BOTH-FILTERS,2023,2023-10-11,2023-10-12,Buy,181791.84602541768,5.756,523.1969328611158
P-A11-BOTH-FILTERS,2023,2023-10-18,2023-10-19,Sell,181791.84602541768,5.605,509.4716484862331
P-A11-BOTH-FILTERS,2023,2023-11-02,2023-11-03,Buy,182915.51893846068,5.565,508.9624314461835
P-A11-BOTH-FILTERS,2023,2023-11-09,2023-11-10,Sell,182915.51893846068,5.68,519.4800737852283
P-A11-BOTH-FILTERS,2023,2023-12-15,2023-12-18,Buy,188029.2946817663,5.52,518.9608533215942
P-A11-BOTH-FILTERS,2023,2023-12-22,2023-12-25,Sell,188029.2946817663,5.408,508.4312128194961
P-A11-BOTH-FILTERS,2024,2024-03-14,2024-03-15,Buy,182958.12737965633,5.463,499.75012493750546
P-A11-BOTH-FILTERS,2024,2024-03-21,2024-03-22,Sell,182958.12737965633,5.547,507.4343662874768
P-A11-BOTH-FILTERS,2024,2024-06-03,2024-06-04,Buy,191691.12706053216,5.289,506.92718551156577
P-A11-BOTH-FILTERS,2024,2024-06-11,2024-06-12,Sell,191691.12706053216,5.245,502.7099807162456
P-A11-BOTH-FILTERS,2024,2024-11-26,2024-11-27,Buy,173714.1203614338,5.782,502.2075219647959
P-A11-BOTH-FILTERS,2024,2024-12-03,2024-12-04,Sell,173714.1203614338,6.02,522.8795022879157
P-A11-BOTH-FILTERS,2025,2025-01-23,2025-01-24,Buy,179475.71375023568,5.569,499.75012493750546
P-A11-BOTH-FILTERS,2025,2025-02-07,2025-02-10,Sell,179475.71375023568,5.843,524.3382977213136
P-A11-BOTH-FILTERS,2025,2025-03-25,2025-03-26,Buy,176576.51153268904,5.933,523.8142214616528
P-A11-BOTH-FILTERS,2025,2025-03-31,2025-04-01,Sell,176576.51153268904,5.864,517.7223318138443
P-A11-BOTH-FILTERS,2025,2025-04-24,2025-04-25,Buy,184386.76228657056,5.61,517.2048682137392
P-A11-BOTH-FILTERS,2025,2025-05-06,2025-05-07,Sell,184386.76228657056,5.798,534.5372238687681
P-A11-BOTH-FILTERS,2025,2025-11-20,2025-11-21,Buy,150465.7519808238,7.098,534.0029537798837
P-A11-BOTH-FILTERS,2025,2025-11-27,2025-11-28,Sell,150465.7519808238,7.048,530.2413099804231
P-A11-BOTH-FILTERS,2026YTD,2026-04-02,2026-04-03,Buy,129855.82043329382,7.697,499.75012493750546
P-A11-BOTH-FILTERS,2026YTD,2026-04-10,2026-04-13,Sell,129855.82043329382,7.985,518.4493630799255
P-A11-BOTH-FILTERS,2026YTD,2026-08-03,2026-08-04,Buy,138669.6580487228,7.47,517.9311728118919
P-A11-BOTH-FILTERS,2026YTD,2026-08-10,2026-08-11,Sell,138669.6580487228,7.993,554.1932883917208
P-A11-BOTH-FILTERS,2026YTD,2026-09-03,2026-09-04,Buy,141487.18938448612,7.826,553.6393720614724
P-A11-BOTH-FILTERS,2021_2026YTD,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
P-A11-BOTH-FILTERS,2021_2026YTD,2021-03-12,2021-03-15,Sell,148912.43293728583,6.855,510.3973638925472
P-A11-BOTH-FILTERS,2021_2026YTD,2021-05-21,2021-05-24,Buy,140522.86663905226,7.257,509.8872215996962
P-A11-BOTH-FILTERS,2021_2026YTD,2021-05-28,2021-05-31,Sell,140522.86663905226,7.43,522.0424495640791
P-A11-BOTH-FILTERS,2021_2026YTD,2022-08-04,2022-08-05,Buy,148012.1095516658,7.047,521.5206680052215
P-A11-BOTH-FILTERS,2021_2026YTD,2022-08-11,2022-08-12,Sell,148012.1095516658,7.37,545.4246236978886
P-A11-BOTH-FILTERS,2021_2026YTD,2022-10-25,2022-10-26,Buy,185333.15362252196,5.88,544.8794716501143
P-A11-BOTH-FILTERS,2021_2026YTD,2022-11-01,2022-11-02,Sell,185333.15362252196,5.95,551.3661320270029
P-A11-BOTH-FILTERS,2021_2026YTD,2022-12-02,2022-12-05,Buy,177224.9168083234,6.216,550.8150414403062
P-A11-BOTH-FILTERS,2021_2026YTD,2022-12-09,2022-12-12,Sell,177224.9168083234,6.195,548.9541798137818
P-A11-BOTH-FILTERS,2021_2026YTD,2023-02-17,2023-02-20,Buy,174595.8293453957,6.282,548.4054999738
P-A11-BOTH-FILTERS,2021_2026YTD,2023-02-24,2023-02-27,Sell,174595.8293453957,6.341,553.5560769395771
P-A11-BOTH-FILTERS,2021_2026YTD,2023-03-20,2023-03-21,Buy,178416.77609367837,6.199,553.0027975023258
P-A11-BOTH-FILTERS,2021_2026YTD,2023-03-27,2023-03-28,Sell,178416.77609367837,6.321,563.8862208440704
P-A11-BOTH-FILTERS,2021_2026YTD,2023-03-29,2023-03-30,Buy,179430.67890601553,6.279,563.3226164253429
P-A11-BOTH-FILTERS,2021_2026YTD,2023-04-06,2023-04-07,Sell,179430.67890601553,6.426,576.5107713250279
P-A11-BOTH-FILTERS,2021_2026YTD,2023-05-11,2023-05-12,Buy,186749.20514430376,6.168,575.9345486650709
P-A11-BOTH-FILTERS,2021_2026YTD,2023-05-18,2023-05-19,Sell,186749.20514430376,6.145,573.7869328058732
P-A11-BOTH-FILTERS,2021_2026YTD,2023-07-10,2023-07-11,Buy,188278.34870197365,6.089,573.2134326230735
P-A11-BOTH-FILTERS,2021_2026YTD,2023-07-17,2023-07-18,Sell,188278.34870197365,6.111,575.2844944588805
P-A11-BOTH-FILTERS,2021_2026YTD,2023-09-15,2023-09-18,Buy,198175.68878031708,5.8,574.7094974629581
P-A11-BOTH-FILTERS,2021_2026YTD,2023-09-22,2023-09-25,Sell,198175.68878031708,5.8,574.7094974629196
P-A11-BOTH-FILTERS,2021_2026YTD,2023-10-11,2023-10-12,Buy,199490.9920697011,5.756,574.1350751766004
P-A11-BOTH-FILTERS,2021_2026YTD,2023-10-18,2023-10-19,Sell,199490.9920697011,5.605,559.0735052753374
P-A11-BOTH-FILTERS,2021_2026YTD,2023-11-02,2023-11-03,Buy,200724.0651094757,5.565,558.5147111669648
P-A11-BOTH-FILTERS,2021_2026YTD,2023-11-09,2023-11-10,Sell,200724.0651094757,5.68,570.056344910911
P-A11-BOTH-FILTERS,2021_2026YTD,2023-12-15,2023-12-18,Buy,206335.71501874263,5.52,569.4865734516643
P-A11-BOTH-FILTERS,2021_2026YTD,2023-12-22,2023-12-25,Sell,206335.71501874263,5.408,557.9317734106801
P-A11-BOTH-FILTERS,2021_2026YTD,2024-03-14,2024-03-15,Buy,204054.22678518872,5.463,557.3741204636171
P-A11-BOTH-FILTERS,2021_2026YTD,2024-03-21,2024-03-22,Sell,204054.22678518872,5.547,565.9443979887209
P-A11-BOTH-FILTERS,2021_2026YTD,2024-06-03,2024-06-04,Buy,213794.1903654815,5.289,565.3787364214659
P-A11-BOTH-FILTERS,2021_2026YTD,2024-06-11,2024-06-12,Sell,213794.1903654815,5.245,560.6752642334753
P-A11-BOTH-FILTERS,2021_2026YTD,2024-11-26,2024-11-27,Buy,193744.3338522225,5.782,560.1148691666313
P-A11-BOTH-FILTERS,2021_2026YTD,2024-12-03,2024-12-04,Sell,193744.3338522225,6.02,583.1704448951897
P-A11-BOTH-FILTERS,2021_2026YTD,2025-01-23,2025-01-24,Buy,209225.1987393777,5.569,582.5875658898149
P-A11-BOTH-FILTERS,2021_2026YTD,2025-02-07,2025-02-10,Sell,209225.1987393777,5.843,611.2514181170919
P-A11-BOTH-FILTERS,2021_2026YTD,2025-03-25,2025-03-26,Buy,205845.43137432914,5.933,610.6404721718282
P-A11-BOTH-FILTERS,2021_2026YTD,2025-03-31,2025-04-01,Sell,205845.43137432914,5.864,603.5388047895331
P-A11-BOTH-FILTERS,2021_2026YTD,2025-04-24,2025-04-25,Buy,214950.29148069042,5.61,602.9355676032137
P-A11-BOTH-FILTERS,2021_2026YTD,2025-05-06,2025-05-07,Sell,214950.29148069042,5.798,623.1408950025216
P-A11-BOTH-FILTERS,2021_2026YTD,2025-11-20,2025-11-21,Buy,175406.61186876844,7.098,622.518065522192
P-A11-BOTH-FILTERS,2021_2026YTD,2025-11-27,2025-11-28,Sell,175406.61186876844,7.048,618.13290022554
P-A11-BOTH-FILTERS,2021_2026YTD,2026-04-02,2026-04-03,Buy,160456.04163630208,7.697,617.515076237265
P-A11-BOTH-FILTERS,2021_2026YTD,2026-04-10,2026-04-13,Sell,160456.04163630208,7.985,640.6207462329361
P-A11-BOTH-FILTERS,2021_2026YTD,2026-08-03,2026-08-04,Buy,171346.83952797888,7.47,639.980445636902
P-A11-BOTH-FILTERS,2021_2026YTD,2026-08-10,2026-08-11,Sell,171346.83952797888,7.993,684.7876441735676
P-A11-BOTH-FILTERS,2021_2026YTD,2026-09-03,2026-09-04,Buy,174828.31555126628,7.826,684.10319875204
