prototype_id,window,signal_date,execution_date,side,size,price,fees
P-A00-NO-FILTER,2021_2026YTD,2023-02-24,2023-02-27,Sell,175614.62338971597,6.341,556.7861634570945
P-A00-NO-FILTER,2021_2026YTD,2023-03-06,2023-03-07,Buy,173821.7673586225,6.4,556.2296555475332
P-A00-NO-FILTER,2021_2026YTD,2023-03-13,2023-03-14,Sell,173821.7673586225,6.242,542.4977359262608
P-A00-NO-FILTER,2021_2026YTD,2023-03-20,2023-03-21,Buy,174852.55986567057,6.199,541.9555093036033
P-A00-NO-FILTER,2021_2026YTD,2023-03-27,2023-03-28,Sell,174852.55986567057,6.321,552.6215154554518
P-A00-NO-FILTER,2021_2026YTD,2023-03-29,2023-03-30,Buy,175846.20803079082,6.279,552.0691701127216
P-A00-NO-FILTER,2021_2026YTD,2023-04-06,2023-04-07,Sell,175846.20803079082,6.426,564.993866402931
P-A00-NO-FILTER,2021_2026YTD,2023-05-11,2023-05-12,Buy,183018.53271474817,6.168,564.4291548922192
P-A00-NO-FILTER,2021_2026YTD,2023-05-18,2023-05-19,Sell,183018.53271474817,6.145,562.3244417660637
P-A00-NO-FILTER,2021_2026YTD,2023-07-10,2023-07-11,Buy,184517.128706194,6.089,561.7623983458616
P-A00-NO-FILTER,2021_2026YTD,2023-07-17,2023-07-18,Sell,184517.128706194,6.111,563.7920867617757
P-A00-NO-FILTER,2021_2026YTD,2023-07-18,2023-07-19,Buy,184846.92367252376,6.094,563.2285764301196
P-A00-NO-FILTER,2021_2026YTD,2023-07-25,2023-07-26,Sell,184846.92367252376,6.117,565.3543160524139
P-A00-NO-FILTER,2021_2026YTD,2023-09-15,2023-09-18,Buy,194754.91181801778,5.8,564.7892442722805
P-A00-NO-FILTER,2021_2026YTD,2023-09-22,2023-09-25,Sell,194754.91181801778,5.8,564.7892442722515
P-A00-NO-FILTER,2021_2026YTD,2023-10-11,2023-10-12,Buy,196047.51121663468,5.756,564.2247372814454
P-A00-NO-FILTER,2021_2026YTD,2023-10-18,2023-10-19,Sell,196047.51121663468,5.605,549.4231501846187
P-A00-NO-FILTER,2021_2026YTD,2023-11-02,2023-11-03,Buy,197259.29976953176,5.565,548.8740016086958
P-A00-NO-FILTER,2021_2026YTD,2023-11-09,2023-11-10,Sell,197259.29976953176,5.68,560.2164113454701
P-A00-NO-FILTER,2021_2026YTD,2023-12-15,2023-12-18,Buy,202774.08510954576,5.52,559.6564749022946
P-A00-NO-FILTER,2021_2026YTD,2023-12-22,2023-12-25,Sell,202774.08510954576,5.408,548.3011261362118
P-A00-NO-FILTER,2021_2026YTD,2024-03-14,2024-03-15,Buy,200531.97840879805,5.463,547.7530990235973
P-A00-NO-FILTER,2021_2026YTD,2024-03-21,2024-03-22,Sell,200531.97840879805,5.547,556.1754421168014
P-A00-NO-FILTER,2021_2026YTD,2024-06-03,2024-06-04,Buy,210103.8172143813,5.289,555.6195446234196
P-A00-NO-FILTER,2021_2026YTD,2024-06-11,2024-06-12,Sell,210103.8172143813,5.245,550.997260644715
P-A00-NO-FILTER,2021_2026YTD,2024-11-26,2024-11-27,Buy,190400.0479920512,5.782,550.44653874496
P-A00-NO-FILTER,2021_2026YTD,2024-12-03,2024-12-04,Sell,190400.0479920512,6.02,573.1041444560741
P-A00-NO-FILTER,2021_2026YTD,2025-01-23,2025-01-24,Buy,205613.69248356466,5.569,572.531326720491
P-A00-NO-FILTER,2021_2026YTD,2025-02-07,2025-02-10,Sell,205613.69248356466,5.843,600.7004025907341
P-A00-NO-FILTER,2021_2026YTD,2025-03-25,2025-03-26,Buy,202292.26441538674,5.933,600.100002388237
P-A00-NO-FILTER,2021_2026YTD,2025-04-01,2025-04-02,Sell,202292.26441538674,5.879,594.6381112490293
P-A00-NO-FILTER,2021_2026YTD,2025-04-24,2025-04-25,Buy,211780.3102703211,5.61,594.0437703081407
P-A00-NO-FILTER,2021_2026YTD,2025-05-06,2025-05-07,Sell,211780.3102703211,5.798,613.9511194736608
P-A00-NO-FILTER,2021_2026YTD,2025-11-20,2025-11-21,Buy,172819.80140217973,7.098,613.3374751762021
P-A00-NO-FILTER,2021_2026YTD,2025-11-27,2025-11-28,Sell,172819.80140217973,7.048,609.0169801412814
P-A00-NO-FILTER,2021_2026YTD,2026-04-02,2026-04-03,Buy,158089.71482849217,7.697,608.4082675173413
P-A00-NO-FILTER,2021_2026YTD,2026-04-10,2026-04-13,Sell,158089.71482849217,7.985,631.173186452755
P-A00-NO-FILTER,2021_2026YTD,2026-08-03,2026-08-04,Buy,168819.90058773255,7.47,630.5423286950681
P-A00-NO-FILTER,2021_2026YTD,2026-08-10,2026-08-11,Sell,168819.90058773255,7.993,674.6887326988732
P-A00-NO-FILTER,2021_2026YTD,2026-09-03,2026-09-04,Buy,172250.033514427,7.826,674.0143811418675
P-A10-TOP-DIVERGENCE,2021,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
P-A10-TOP-DIVERGENCE,2021,2021-03-17,2021-03-18,Sell,148912.43293728583,6.895,513.3756125512929
P-A10-TOP-DIVERGENCE,2021,2021-05-21,2021-05-24,Buy,141342.8396026645,7.257,512.8624934982508
P-A10-TOP-DIVERGENCE,2021,2021-05-28,2021-05-31,Sell,141342.8396026645,7.43,525.0886491238986
P-A10-TOP-DIVERGENCE,2022,2022-08-04,2022-08-05,Buy,141833.4397438715,7.047,499.75012493750546
P-A10-TOP-DIVERGENCE,2022,2022-08-11,2022-08-12,Sell,141833.4397438715,7.37,522.6562254561666
P-A10-TOP-DIVERGENCE,2022,2022-10-25,2022-10-26,Buy,177596.54096198108,5.88,522.1338304281235
P-A10-TOP-DIVERGENCE,2022,2022-11-01,2022-11-02,Sell,177596.54096198108,5.95,528.3497093618937
P-A10-TOP-DIVERGENCE,2022,2022-12-02,2022-12-05,Buy,169826.777250761,6.216,527.8216236953158
P-A10-TOP-DIVERGENCE,2022,2022-12-09,2022-12-12,Sell,169826.777250761,6.195,526.0384425342322
P-A10-TOP-DIVERGENCE,2023,2023-02-17,2023-02-20,Buy,159105.42022844037,6.282,499.75012493750546
P-A10-TOP-DIVERGENCE,2023,2023-02-24,2023-02-27,Sell,159105.42022844037,6.341,504.44373483427023
P-A10-TOP-DIVERGENCE,2023,2023-03-06,2023-03-07,Buy,157481.1072485173,6.4,503.93954319518525
P-A10-TOP-DIVERGENCE,2023,2023-03-13,2023-03-14,Sell,157481.1072485173,6.242,491.49853572262253
P-A10-TOP-DIVERGENCE,2023,2023-03-20,2023-03-21,Buy,158414.9968747716,6.199,491.0072828133125
P-A10-TOP-DIVERGENCE,2023,2023-03-27,2023-03-28,Sell,158414.9968747716,6.321,500.67059762271566
P-A10-TOP-DIVERGENCE,2023,2023-03-29,2023-03-30,Buy,159315.23402939533,6.279,500.17017723526806
P-A10-TOP-DIVERGENCE,2023,2023-04-06,2023-04-07,Sell,159315.23402939533,6.426,511.8798469364472
P-A10-TOP-DIVERGENCE,2023,2023-05-11,2023-05-12,Buy,165813.30184874457,6.168,511.3682229014812
P-A10-TOP-DIVERGENCE,2023,2023-05-18,2023-05-19,Sell,165813.30184874457,6.145,509.4613699302676
P-A10-TOP-DIVERGENCE,2023,2023-07-10,2023-07-11,Buy,167171.0176264479,6.089,508.95216316368897
P-A10-TOP-DIVERGENCE,2023,2023-07-17,2023-07-18,Sell,167171.0176264479,6.111,510.7910443576115
P-A10-TOP-DIVERGENCE,2023,2023-07-18,2023-07-19,Buy,167469.8091831776,6.094,510.28050858108327
P-A10-TOP-DIVERGENCE,2023,2023-07-25,2023-07-26,Sell,167469.8091831776,6.117,512.2064113867486
P-A10-TOP-DIVERGENCE,2023,2023-09-15,2023-09-18,Buy,176446.36584502758,5.8,511.694460950559
P-A10-TOP-DIVERGENCE,2023,2023-09-22,2023-09-25,Sell,176446.36584502758,5.8,511.69446095058
P-A10-TOP-DIVERGENCE,2023,2023-10-11,2023-10-12,Buy,177617.4503853371,5.756,511.1830222089775
P-A10-TOP-DIVERGENCE,2023,2023-10-18,2023-10-19,Sell,177617.4503853371,5.605,497.7729047049073
P-A10-TOP-DIVERGENCE,2023,2023-11-02,2023-11-03,Buy,178715.320956792,5.565,497.275380562176
P-A10-TOP-DIVERGENCE,2023,2023-11-09,2023-11-10,Sell,178715.320956792,5.68,507.55151151728927
P-A10-TOP-DIVERGENCE,2023,2023-12-15,2023-12-18,Buy,183711.67161402295,5.52,507.04421365458984
P-A10-TOP-DIVERGENCE,2023,2023-12-22,2023-12-25,Sell,183711.67161402295,5.408,496.7563600443181
P-A10-TOP-DIVERGENCE,2024,2024-03-14,2024-03-15,Buy,182958.12737965633,5.463,499.75012493750546
P-A10-TOP-DIVERGENCE,2024,2024-03-21,2024-03-22,Sell,182958.12737965633,5.547,507.4343662874768
P-A10-TOP-DIVERGENCE,2024,2024-06-03,2024-06-04,Buy,191691.12706053216,5.289,506.92718551156577
P-A10-TOP-DIVERGENCE,2024,2024-06-11,2024-06-12,Sell,191691.12706053216,5.245,502.7099807162456
P-A10-TOP-DIVERGENCE,2024,2024-11-26,2024-11-27,Buy,173714.1203614338,5.782,502.2075219647959
P-A10-TOP-DIVERGENCE,2024,2024-12-03,2024-12-04,Sell,173714.1203614338,6.02,522.8795022879157
P-A10-TOP-DIVERGENCE,2025,2025-01-23,2025-01-24,Buy,179475.71375023568,5.569,499.75012493750546
P-A10-TOP-DIVERGENCE,2025,2025-02-07,2025-02-10,Sell,179475.71375023568,5.843,524.3382977213136
P-A10-TOP-DIVERGENCE,2025,2025-03-25,2025-03-26,Buy,176576.51153268904,5.933,523.8142214616528
P-A10-TOP-DIVERGENCE,2025,2025-03-31,2025-04-01,Sell,176576.51153268904,5.864,517.7223318138443
P-A10-TOP-DIVERGENCE,2025,2025-04-24,2025-04-25,Buy,184386.76228657056,5.61,517.2048682137392
P-A10-TOP-DIVERGENCE,2025,2025-05-06,2025-05-07,Sell,184386.76228657056,5.798,534.5372238687681
P-A10-TOP-DIVERGENCE,2025,2025-11-20,2025-11-21,Buy,150465.7519808238,7.098,534.0029537798837
P-A10-TOP-DIVERGENCE,2025,2025-11-27,2025-11-28,Sell,150465.7519808238,7.048,530.2413099804231
P-A10-TOP-DIVERGENCE,2026YTD,2026-04-02,2026-04-03,Buy,129855.82043329382,7.697,499.75012493750546
P-A10-TOP-DIVERGENCE,2026YTD,2026-04-10,2026-04-13,Sell,129855.82043329382,7.985,518.4493630799255
P-A10-TOP-DIVERGENCE,2026YTD,2026-08-03,2026-08-04,Buy,138669.6580487228,7.47,517.9311728118919
P-A10-TOP-DIVERGENCE,2026YTD,2026-08-10,2026-08-11,Sell,138669.6580487228,7.993,554.1932883917208
P-A10-TOP-DIVERGENCE,2026YTD,2026-09-03,2026-09-04,Buy,141487.18938448612,7.826,553.6393720614724
P-A10-TOP-DIVERGENCE,2021_2026YTD,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
P-A10-TOP-DIVERGENCE,2021_2026YTD,2021-03-17,2021-03-18,Sell,148912.43293728583,6.895,513.3756125512929
P-A10-TOP-DIVERGENCE,2021_2026YTD,2021-05-21,2021-05-24,Buy,141342.8396026645,7.257,512.8624934982508
P-A10-TOP-DIVERGENCE,2021_2026YTD,2021-05-28,2021-05-31,Sell,141342.8396026645,7.43,525.0886491238986
P-A10-TOP-DIVERGENCE,2021_2026YTD,2022-08-04,2022-08-05,Buy,148875.78342213502,7.047,524.5638228878379
P-A10-TOP-DIVERGENCE,2021_2026YTD,2022-08-11,2022-08-12,Sell,148875.78342213502,7.37,548.6072619105676
P-A10-TOP-DIVERGENCE,2021_2026YTD,2022-10-25,2022-10-26,Buy,186414.6016378247,5.88,548.0589288151823
P-A10-TOP-DIVERGENCE,2021_2026YTD,2022-11-01,2022-11-02,Sell,186414.6016378247,5.95,554.5834398725285
P-A10-TOP-DIVERGENCE,2021_2026YTD,2022-12-02,2022-12-05,Buy,178259.05199028293,6.216,554.0291335857473
P-A10-TOP-DIVERGENCE,2021_2026YTD,2022-12-09,2022-12-12,Sell,178259.05199028293,6.195,552.1574135399014
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-02-17,2023-02-20,Buy,175614.62338971597,6.282,551.6055320671294
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-02-24,2023-02-27,Sell,175614.62338971597,6.341,556.7861634570945
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-03-06,2023-03-07,Buy,173821.7673586225,6.4,556.2296555475332
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-03-13,2023-03-14,Sell,173821.7673586225,6.242,542.4977359262608
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-03-20,2023-03-21,Buy,174852.55986567057,6.199,541.9555093036033
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-03-27,2023-03-28,Sell,174852.55986567057,6.321,552.6215154554518
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-03-29,2023-03-30,Buy,175846.20803079082,6.279,552.0691701127216
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-04-06,2023-04-07,Sell,175846.20803079082,6.426,564.993866402931
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-05-11,2023-05-12,Buy,183018.53271474817,6.168,564.4291548922192
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-05-18,2023-05-19,Sell,183018.53271474817,6.145,562.3244417660637
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-07-10,2023-07-11,Buy,184517.128706194,6.089,561.7623983458616
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-07-17,2023-07-18,Sell,184517.128706194,6.111,563.7920867617757
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-07-18,2023-07-19,Buy,184846.92367252376,6.094,563.2285764301196
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-07-25,2023-07-26,Sell,184846.92367252376,6.117,565.3543160524139
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-09-15,2023-09-18,Buy,194754.91181801778,5.8,564.7892442722805
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-09-22,2023-09-25,Sell,194754.91181801778,5.8,564.7892442722515
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-10-11,2023-10-12,Buy,196047.51121663468,5.756,564.2247372814454
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-10-18,2023-10-19,Sell,196047.51121663468,5.605,549.4231501846187
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-11-02,2023-11-03,Buy,197259.29976953176,5.565,548.8740016086958
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-11-09,2023-11-10,Sell,197259.29976953176,5.68,560.2164113454701
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-12-15,2023-12-18,Buy,202774.08510954576,5.52,559.6564749022946
P-A10-TOP-DIVERGENCE,2021_2026YTD,2023-12-22,2023-12-25,Sell,202774.08510954576,5.408,548.3011261362118
P-A10-TOP-DIVERGENCE,2021_2026YTD,2024-03-14,2024-03-15,Buy,200531.97840879805,5.463,547.7530990235973
P-A10-TOP-DIVERGENCE,2021_2026YTD,2024-03-21,2024-03-22,Sell,200531.97840879805,5.547,556.1754421168014
P-A10-TOP-DIVERGENCE,2021_2026YTD,2024-06-03,2024-06-04,Buy,210103.8172143813,5.289,555.6195446234196
P-A10-TOP-DIVERGENCE,2021_2026YTD,2024-06-11,2024-06-12,Sell,210103.8172143813,5.245,550.997260644715
P-A10-TOP-DIVERGENCE,2021_2026YTD,2024-11-26,2024-11-27,Buy,190400.0479920512,5.782,550.44653874496
P-A10-TOP-DIVERGENCE,2021_2026YTD,2024-12-03,2024-12-04,Sell,190400.0479920512,6.02,573.1041444560741
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-01-23,2025-01-24,Buy,205613.69248356466,5.569,572.531326720491
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-02-07,2025-02-10,Sell,205613.69248356466,5.843,600.7004025907341
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-03-25,2025-03-26,Buy,202292.26441538674,5.933,600.100002388237
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-03-31,2025-04-01,Sell,202292.26441538674,5.864,593.1209192659139
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-04-24,2025-04-25,Buy,211239.9624808918,5.61,592.5280947587453
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-05-06,2025-05-07,Sell,211239.9624808918,5.798,612.3846512321054
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-11-20,2025-11-21,Buy,172378.85957176087,7.098,611.7725726200733
P-A10-TOP-DIVERGENCE,2021_2026YTD,2025-11-27,2025-11-28,Sell,172378.85957176087,7.048,607.4631011308853
P-A10-TOP-DIVERGENCE,2021_2026YTD,2026-04-02,2026-04-03,Buy,157686.3561412278,7.697,606.8559416094795
P-A10-TOP-DIVERGENCE,2021_2026YTD,2026-04-10,2026-04-13,Sell,157686.3561412278,7.985,629.562776893852
P-A10-TOP-DIVERGENCE,2021_2026YTD,2026-08-03,2026-08-04,Buy,168389.16432156213,7.47,628.9335287408903
P-A10-TOP-DIVERGENCE,2021_2026YTD,2026-08-10,2026-08-11,Sell,168389.16432156213,7.993,672.9672952111231
P-A10-TOP-DIVERGENCE,2021_2026YTD,2026-09-03,2026-09-04,Buy,171810.54542075182,7.826,672.2946642313618
P-A01-STRUCTURE-PRESSURE,2021,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
P-A01-STRUCTURE-PRESSURE,2021,2021-03-12,2021-03-15,Sell,148912.43293728583,6.855,510.3973638925472
P-A01-STRUCTURE-PRESSURE,2021,2021-05-21,2021-05-24,Buy,140522.86663905226,7.257,509.8872215996962
P-A01-STRUCTURE-PRESSURE,2021,2021-05-28,2021-05-31,Sell,140522.86663905226,7.43,522.0424495640791
P-A01-STRUCTURE-PRESSURE,2022,2022-08-04,2022-08-05,Buy,141833.4397438715,7.047,499.75012493750546
P-A01-STRUCTURE-PRESSURE,2022,2022-08-11,2022-08-12,Sell,141833.4397438715,7.37,522.6562254561666
P-A01-STRUCTURE-PRESSURE,2022,2022-10-25,2022-10-26,Buy,177596.54096198108,5.88,522.1338304281235
P-A01-STRUCTURE-PRESSURE,2022,2022-11-01,2022-11-02,Sell,177596.54096198108,5.95,528.3497093618937
P-A01-STRUCTURE-PRESSURE,2022,2022-12-02,2022-12-05,Buy,169826.777250761,6.216,527.8216236953158
P-A01-STRUCTURE-PRESSURE,2022,2022-12-09,2022-12-12,Sell,169826.777250761,6.195,526.0384425342322
P-A01-STRUCTURE-PRESSURE,2023,2023-02-17,2023-02-20,Buy,159105.42022844037,6.282,499.75012493750546
P-A01-STRUCTURE-PRESSURE,2023,2023-02-24,2023-02-27,Sell,159105.42022844037,6.341,504.44373483427023
P-A01-STRUCTURE-PRESSURE,2023,2023-03-20,2023-03-21,Buy,162587.3667350397,6.199,503.93954319518525
P-A01-STRUCTURE-PRESSURE,2023,2023-03-27,2023-03-28,Sell,162587.3667350397,6.321,513.857372566093
P-A01-STRUCTURE-PRESSURE,2023,2023-03-29,2023-03-30,Buy,163511.31453856124,6.279,513.3437719937647
P-A01-STRUCTURE-PRESSURE,2023,2023-04-06,2023-04-07,Sell,163511.31453856124,6.426,525.3618536123973
P-A01-STRUCTURE-PRESSURE,2023,2023-05-11,2023-05-12,Buy,170180.5299313998,6.168,524.836754308315
P-A01-STRUCTURE-PRESSURE,2023,2023-05-18,2023-05-19,Sell,170180.5299313998,6.145,522.8796782142259
P-A01-STRUCTURE-PRESSURE,2023,2023-07-10,2023-07-11,Buy,171574.00553299265,6.089,522.3570598451188
P-A01-STRUCTURE-PRESSURE,2023,2023-07-17,2023-07-18,Sell,171574.00553299265,6.111,524.2443739060591
P-A01-STRUCTURE-PRESSURE,2023,2023-09-15,2023-09-18,Buy,180593.23845632563,5.8,523.7203915233258
P-A01-STRUCTURE-PRESSURE,2023,2023-09-22,2023-09-25,Sell,180593.23845632563,5.8,523.7203915233443
P-A01-STRUCTURE-PRESSURE,2023,2023-10-11,2023-10-12,Buy,181791.84602541768,5.756,523.1969328611158
P-A01-STRUCTURE-PRESSURE,2023,2023-10-18,2023-10-19,Sell,181791.84602541768,5.605,509.4716484862331
P-A01-STRUCTURE-PRESSURE,2023,2023-11-02,2023-11-03,Buy,182915.51893846068,5.565,508.9624314461835
P-A01-STRUCTURE-PRESSURE,2023,2023-11-09,2023-11-10,Sell,182915.51893846068,5.68,519.4800737852283
P-A01-STRUCTURE-PRESSURE,2023,2023-12-15,2023-12-18,Buy,188029.2946817663,5.52,518.9608533215942
P-A01-STRUCTURE-PRESSURE,2023,2023-12-22,2023-12-25,Sell,188029.2946817663,5.408,508.4312128194961
P-A01-STRUCTURE-PRESSURE,2024,2024-03-14,2024-03-15,Buy,182958.12737965633,5.463,499.75012493750546
