candidate_id,metric,window_id,candidate_value,incumbent_value,normalized_score,comparable,passed,reason_code
R0001,net_cagr,full,0.2015489200574876,0.22093556240853496,-0.8774794849549512,True,True,PASS
R0001,max_drawdown,full,-0.23072279847132016,-0.23072279847132016,0.0,True,True,PASS
R0001,calmar,full,0.8735544185181205,0.9575801085647728,-0.8774794849549509,True,True,PASS
R0001,profit_factor,full,2.316867448675732,2.481293243304965,-0.4417744525571827,True,True,PASS
R0001,net_cagr,2021,-0.013019863353179506,-0.013019863353179506,0.0,True,True,PASS
R0001,max_drawdown,2021,-0.16507345700706844,-0.16507345700706844,0.0,True,True,PASS
R0001,calmar,2021,-0.07887314889529451,-0.07887314889529451,0.0,True,True,PASS
R0001,net_cagr,2022,0.05125672442161422,0.028240743166807247,8.149920531078239,True,True,PASS
R0001,max_drawdown,2022,-0.09510777232405687,-0.11414143881329675,1.1117006342965774,True,True,PASS
R0001,calmar,2022,0.5389330773826692,0.24741884683091434,11.78221603914334,True,True,PASS
R0001,net_cagr,2023,0.03208739286410611,-0.008884775680944257,461.15028692199826,True,True,PASS
R0001,max_drawdown,2023,-0.14766107992930788,-0.13939122511269275,-0.4134927408307567,True,True,PASS
R0001,calmar,2023,0.21730433557351617,-0.06373984928937412,440.9238302195708,True,True,PASS
R0001,net_cagr,2024,0.2247992080503276,0.21916738077650288,0.2569646657213011,True,True,PASS
R0001,max_drawdown,2024,-0.1823154056517775,-0.1823154056517775,0.0,True,True,PASS
R0001,calmar,2024,1.2330236561560475,1.2021330835591189,0.2569646657213015,True,True,PASS
R0001,net_cagr,2025,0.4370591979532441,0.46602809433033254,-0.6216126609001078,True,True,PASS
R0001,max_drawdown,2025,-0.14102529516436335,-0.14568361694808496,0.23291608918608053,True,True,PASS
R0001,calmar,2025,3.0991546406185972,3.198905299670064,-0.31182748380127195,True,True,PASS
R0001,net_cagr,2026_ytd,0.8255761082379496,1.2438158013261207,-3.362553302846419,True,False,NONINFERIORITY_NET_CAGR_2026_YTD
R0001,max_drawdown,2026_ytd,-0.16457558175360087,-0.12086776859504123,-2.4107785263524666,True,False,NONINFERIORITY_MAX_DRAWDOWN_2026_YTD
R0001,calmar,2026_ytd,5.016394895531859,10.29071534772381,-5.125319546768504,True,False,NONINFERIORITY_CALMAR_2026_YTD
R0002,net_cagr,full,0.19765609928576477,0.22093556240853496,-1.0536765955190055,True,False,NONINFERIORITY_NET_CAGR_FULL
R0002,max_drawdown,full,-0.24783121480498949,-0.23072279847132016,-0.8554208166834657,True,True,PASS
R0002,calmar,full,0.7975431966521815,0.9575801085647728,-1.6712639546414099,True,False,NONINFERIORITY_CALMAR_FULL
R0002,profit_factor,full,2.1774933893842094,2.481293243304965,-0.816240629734701,True,True,PASS
R0002,net_cagr,2021,-0.013019863353179506,-0.013019863353179506,0.0,True,True,PASS
R0002,max_drawdown,2021,-0.16507345700706844,-0.16507345700706844,0.0,True,True,PASS
R0002,calmar,2021,-0.07887314889529451,-0.07887314889529451,0.0,True,True,PASS
R0002,net_cagr,2022,0.03130420826009428,0.028240743166807247,1.0847678742702769,True,True,PASS
R0002,max_drawdown,2022,-0.11182965973082937,-0.11414143881329675,0.1350242358079261,True,True,PASS
R0002,calmar,2022,0.27992760002527567,0.24741884683091434,1.3139157994935513,True,True,PASS
R0002,net_cagr,2023,0.005671934089338748,-0.008884775680944257,163.8387990087775,True,True,PASS
R0002,max_drawdown,2023,-0.15894515128323283,-0.13939122511269275,-0.9776963085270045,True,True,PASS
R0002,calmar,2023,0.03568485130591764,-0.06373984928937412,155.98515168103253,True,True,PASS
R0002,net_cagr,2024,0.20282906184243155,0.21916738077650288,-0.7454721992015967,True,True,PASS
