entry_year,trades,stress_mean,total_return
2021,18,-0.0063175427860766515,-0.11224923993131464
2022,36,-0.00516791191982171,-0.18112627680471394
2023,37,-0.0023172155631749902,-0.08867936783866481
2024,36,0.006675129566770018,0.1864396917264095
2025,34,0.0008021474283498439,0.014589182870907269
2026,24,0.006288017253776794,0.12758354067444166
