trial_id,confirmation_gate_quantile,confirmation_threshold,feasible,behavior_hash,full_cagr,full_total_return,full_maximum_drawdown,full_calmar,closed_trades,rolling_60_closed_trades_median,rolling_60_closed_trades_p10,exposure_ratio,short_holding_trade_share,short_holding_average_net_return,short_holding_loss_share,cost_drag_0bp_to_10bp_cagr,discovery_cagr,discovery_maximum_drawdown,confirmation_cagr,confirmation_maximum_drawdown,previous_feasible,frequency_gate_pass,revised_feasible,failed_gates
S007-EX20-CONFIRMATION-GATE-00015,0.0,-0.0827559485824376,False,fde6c13d8bf6f931b39a8ecafd1c763b37987ca07a0437c207536496e6362f0a,0.2406157143952232,2.2400082083786144,-0.2211036981344334,1.0882482582852426,155,7.0,4.0,0.388646288209607,0.7161290322580646,-0.0002676572318844,0.6572617539160425,0.0725800935489353,-0.0058775613719743,-0.1984424405701853,0.5905971088382276,-0.1607807549677553,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00017,0.025,-0.0579638235882439,False,5aece32853431e31c61d12e6312300517f1a1e255a79f8f1b2192be272b71cbb,0.22739721119162,2.05619344367418,-0.210451313288536,1.0805217018524875,146,6.0,4.0,0.3755458515283842,0.7054794520547946,-0.0003707632729654,0.6484256515513657,0.0675247631308886,0.008105310904872,-0.1984424405701849,0.530610170501991,-0.1607807549677553,False,True,False,full_cagr|full_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00018,0.05,-0.0549345023766523,False,a341745af02a7197edf97c355fb5a3504ecfffab66f4941f958f3c077b66d67c,0.2537439796101775,2.4314061143648047,-0.2104513132885359,1.2057134528891529,143,6.0,4.0,0.3689956331877729,0.6993006993006993,-0.0005862790267489,0.654402592792564,0.067519452457847,0.0077692911497009,-0.1984424405701849,0.6018255914145707,-0.1607807549677553,False,True,False,full_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00001,0.075,-0.0471588600122814,False,3a7509de54a9d7ce0fc02da6276e84aceb5f3d26f7cc70acddf1708c820624e1,0.2554203436946836,2.4564966879362164,-0.2104513132885358,1.2136790201185093,141,6.0,4.0,0.3660844250363901,0.6950354609929078,-0.0005017271726406,0.651646379055608,0.0666394802060006,0.0110968805552595,-0.1984424405701854,0.6004382165330893,-0.1607807549677553,False,True,False,full_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00020,0.1,-0.0362553761696034,False,6cbd9ed8ff12573fc520718bf6c407933dd2682c70517c43b80cd1e5f60e5058,0.2416267705366925,2.2544312960936588,-0.2645609010795874,0.9133124719136196,135,6.0,3.0,0.358806404657933,0.6814814814814815,-0.0012239817704885,0.6406138366111273,0.0630327444778338,-0.0168215731727896,-0.1984424405701854,0.6132938935107959,-0.1607807549677553,False,True,False,full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00019,0.125,-0.0353720789796081,False,bb355f26c89a1122b2bc7310f34c457c73482b91e82c14eee059de53f2f682d5,0.2448698270328995,2.301048935102249,-0.2645609010795867,0.9255707326126636,133,6.0,3.0,0.3558951965065502,0.6766917293233082,-0.0011078126720923,0.6367937332757374,0.062238103825231,-0.0159542595756971,-0.1974053265825601,0.6206491932768889,-0.1607807549677553,False,True,False,full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00004,0.15,-0.0321364770903965,False,67bd9c66d3ed8f9e67b2ab3e642141c79add81f29f302f4ba946cc11804bd948,0.2309285973301122,2.104444750651342,-0.2913571789050497,0.7925962154011983,130,6.0,3.0,0.3529839883551674,0.6692307692307692,-0.0019143265187281,0.6390977059752538,0.060119603412035,-0.033345420935993,-0.2039533017736122,0.614371885468235,-0.1607807549677553,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00010,0.175,-0.0306400098061518,False,489135d712f690eb47493b50cb49e8256f0f673b082b61fa46852b79579f6fd5,0.2398733232328078,2.2294509954911383,-0.2793255433240605,0.8587589963246502,128,6.0,3.0,0.3508005822416303,0.6640625,-0.0015000888064944,0.6270606373824651,0.0596027939075012,-0.0200267936095728,-0.200495262763545,0.614371885468235,-0.1607807549677553,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00013,0.2,-0.0286990832838879,False,ac00851dca7d78e0829d2f50bd752853baaaa47654785b98a0cf729dc1cd82cf,0.2241128164954877,2.011868276239769,-0.291933359723263,0.7676848466647817,125,6.0,3.0,0.3471615720524017,0.656,-0.0024065684848257,0.6219120956155186,0.0574341219008809,-0.0182078326122767,-0.1962065834468926,0.5678334697172169,-0.1798618100671326,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00016,0.225,-0.0165987972681159,False,7958dce106a04c6e0e1e2bfe19a3538d6a1ad210a6b2d12bf9def6cb767e51f2,0.2165381251113913,1.9116413285898195,-0.3083230887130608,0.7023091459521262,120,5.0,3.0,0.3406113537117904,0.6416666666666667,-0.0028312941642126,0.6133690195437053,0.0547449739560401,-0.0261455798461222,-0.2116774809436722,0.5614806806845842,-0.1798618100671326,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
