trial_id,confirmation_gate_quantile,confirmation_threshold,feasible,behavior_hash,full_cagr,full_total_return,full_maximum_drawdown,full_calmar,closed_trades,rolling_60_closed_trades_median,rolling_60_closed_trades_p10,exposure_ratio,short_holding_trade_share,short_holding_average_net_return,short_holding_loss_share,cost_drag_0bp_to_10bp_cagr,discovery_cagr,discovery_maximum_drawdown,confirmation_cagr,confirmation_maximum_drawdown,previous_feasible,frequency_gate_pass,revised_feasible,failed_gates
S007-EX20-CONFIRMATION-GATE-00011,0.25,-0.0134530974903054,False,1e4a0371069506767ff972a97a8d55e349172ea65ba1d83f36000aa1401a3147,0.2241059766013444,2.011776518079126,-0.2981755017055699,0.7515908427065728,117,5.0,3.0,0.3355167394468704,0.6324786324786325,-0.0024918831213387,0.6015062439910905,0.0536786365048354,-0.018708750682998,-0.2116774809436716,0.5687141713855177,-0.1798618100671326,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00006,0.275,-0.0132484716193492,False,7ccbe0f23ec5dc142485afa14d94ee0e09bbe3ab59cd58c978c655a781785589,0.2298752394254293,2.089987493687553,-0.2919632024092294,0.7873431909519382,116,5.0,3.0,0.3311499272197962,0.6293103448275862,-0.0022974774047023,0.5953432572050474,0.0534607963166333,-0.0099496151140602,-0.211677480943672,0.5687141713855177,-0.1798618100671326,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00005,0.3,-0.0120308380734035,False,1f57476e39dd7c3fede7c884413bb34e29a39c4ac71092c8782adc32fc89a3b9,0.2353476077632086,2.1656986339477293,-0.2746148236856032,0.8570098460258277,114,5.0,3.0,0.3296943231441048,0.6228070175438597,-0.0020254552084895,0.5860489165643381,0.052753342414088,-0.001607373321884,-0.1962065834468923,0.5687141713855177,-0.1798618100671326,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00012,0.325,-0.0060204702868864,False,5b263006353409321e680ccb61660004ff47aca5b1bf8b28d46fb831f938791b,0.2243778913656511,2.0154260525590435,-0.2617022079815777,0.8573786713387072,111,5.0,2.0,0.3253275109170305,0.6126126126126126,-0.0018866720830492,0.5807829475995525,0.0508807856862763,0.0023696427605617,-0.1895948867184884,0.5324186328495595,-0.1798618100671326,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00007,0.35,-0.0006587449913969,False,532f0789addab72a243cf19c1911f8e404e438d5d24fbd819e1188e7b76ab7c0,0.2241892673452088,2.0128940307139227,-0.2645021136522769,0.8475897007005975,109,5.0,2.0,0.3180494905385735,0.6146788990825688,-0.0019232664494721,0.5836420574222003,0.0499378730493433,0.0036529758679959,-0.1912711441578746,0.529716493596941,-0.182914433602863,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00014,0.375,0.0004164067388,False,9ddc3c0834d0d55863937530dee0be2d3294b3457a6a3e9316f30b2bf345d32f,0.226712941177499,2.046915100758868,-0.2594338036425236,0.8738758712025401,107,5.0,2.0,0.3165938864628821,0.6074766355140186,-0.0018106803143552,0.5790549234367726,0.049104505687207,0.0075669570484673,-0.1856178767015521,0.529716493596941,-0.182914433602863,False,True,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00002,0.4,0.0060055351816793,False,c5f80e1efce113d1fac442194916d89041769dfc7541237de021168c6b942e6b,0.2454019785280237,2.308750213086319,-0.2153981435130515,1.1392947707237513,105,5.0,2.0,0.3107714701601164,0.6,-0.0013346503182,0.5881797423261108,0.0489027331708611,0.0131306233913792,-0.1677976989488508,0.5698887250515683,-0.1424857206821711,False,True,False,full_maximum_drawdown|s001_v2_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00008,0.425,0.0072497951141499,False,6af7035579488b833c90cdda87dd20a30bfa03a7248f3d372223628c9bae5856,0.2417684230491983,2.2564562018520897,-0.2153981435130512,1.122425751243995,103,5.0,2.0,0.3078602620087336,0.6019417475728155,-0.0016360501262469,0.5866352380097547,0.0478136393416763,0.0155422468203734,-0.1663739140026555,0.5560153092790858,-0.1424857206821711,False,True,False,full_maximum_drawdown|s001_v2_maximum_drawdown
S007-EX20-CONFIRMATION-GATE-00003,0.45,0.0091751377795662,False,5004501f0d58f1019244e3a61cec92acfbb2e43fb490d6fec15cd47208078983,0.2158545707122527,1.902732344267235,-0.265169786989005,0.8140240001067803,100,4.0,2.0,0.302037845705968,0.6,-0.0028120545344098,0.5809743306861783,0.0454271150438938,-0.0051501972057972,-0.1985853492694506,0.5226825278402034,-0.1424857206821711,False,False,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|frequency_median|discovery_cagr
S007-EX20-CONFIRMATION-GATE-00009,0.475,0.0114374837493564,False,f15f0dfd0f314cffaf926ab9feee5e2c3367c4c828b661936c01b941c26f9d85,0.2220542627950912,1.9843553268135616,-0.2445068299755675,0.9081720245494987,99,4.0,2.0,0.2983988355167394,0.5959595959595959,-0.0023060670626296,0.5621900887149968,0.0451938222450327,0.0044588965065193,-0.1715228829651415,0.5226825278402034,-0.1424857206821711,False,False,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|frequency_median
S007-EX20-CONFIRMATION-GATE-00000,0.5,0.0128711075206171,False,5593634b4b6150aaf08112da7c9101c7b8e0cddcc1e5a1d921aca595af84d2f3,0.218464675293406,1.9368708987590928,-0.2566490832839335,0.8512193867909371,96,4.0,2.0,0.2962154294032023,0.5833333333333334,-0.0027180626513012,0.562109968951393,0.0436714068896222,0.0041144478495311,-0.1715228829651414,0.5137831807142188,-0.155294337302917,False,False,False,full_cagr|full_maximum_drawdown|s001_v2_maximum_drawdown|frequency_median
