mechanism,episodes,entry_checkpoint,exit_checkpoint,gross_mean_return,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,stress_win_rate,stress_cumulative_return,opposite_stress_mean_return,unconditional_baseline_mean_return,positive_years,recent_event_count,recent_stress_mean_return,incremental_terminal_return_vs_static,account_max_drawdown,account_calmar,static_max_drawdown,static_calmar,eligible_for_audit
BREADTH_THRUST_CONTINUATION,362,OPEN,11:30_CLOSE,0.0011924765307504955,0.0009522191672668312,1.3454428917376784,-8.23401475906858e-06,0.9974418533621192,0.49171270718232046,-0.01792697709131763,-0.002305656497845268,0.0005624209826857331,2,65,0.00015228749752822855,-0.007729771435775912,-0.2552399621803383,0.09365901311846775,-0.21515895921604933,0.1228588264055616,False
