removed_year,episodes,stress_mean_return,stress_profit_factor,stress_cumulative_return
2021,317,-0.00011712884325451451,0.971567521004846,-0.05597693114423463
2022,312,1.1333585959613753e-05,1.002885371318308,-0.01543690510178064
2023,311,0.0001306717865696187,1.0307282894355343,0.019350313848946366
2024,313,-4.084588156069376e-05,0.9887855251773884,-0.0266561839966305
2025,316,-0.00011085984678237328,0.9733202863400127,-0.05399486090150862
2026,326,0.0005641133125221101,1.1612859072580433,0.17957114084886272
