prototype,trials,unique_behaviors,hard_qualified,best_annualized_return,lowest_maximum_drawdown,median_annualized_return,median_maximum_drawdown
RISK_OFF_LED,384,196,0,0.09918007625488601,0.0,0.05396247198796844,0.14814656962028916
TRANSLATION_LED,192,162,0,0.10015992518913297,0.028055641649184726,0.06350976294016242,0.14235577659739906
