event_id,window,signal_date,outcome_label,block_label,raw__30m__cxt_bi_status_V230101|primary_at_t,raw__30m__cxt_bi_status_V230101|mapped_at_t,raw__30m__cxt_bi_status_V230101|run_length_bin,raw__30m__cxt_bi_status_V230101|last_transition,raw__30m__cxt_bi_status_V230101|transition_age_bin,raw__30m__cxt_bi_status_V230101|flips_5_bin,raw__30m__cxt_bi_status_V230101|flips_10_bin,raw__30m__cxt_bi_status_V230101|flips_20_bin,raw__30m__cxt_bi_status_V230101|contribution_delta_1_sign,raw__30m__cxt_bi_status_V230101|contribution_delta_5_sign,raw__30m__cxt_third_buy_V230228__di_1|primary_at_t,raw__30m__cxt_third_buy_V230228__di_1|mapped_at_t,raw__30m__cxt_third_buy_V230228__di_1|run_length_bin,raw__30m__cxt_third_buy_V230228__di_1|last_transition,raw__30m__cxt_third_buy_V230228__di_1|transition_age_bin,raw__30m__cxt_third_buy_V230228__di_1|flips_5_bin,raw__30m__cxt_third_buy_V230228__di_1|flips_10_bin,raw__30m__cxt_third_buy_V230228__di_1|flips_20_bin,raw__30m__cxt_third_buy_V230228__di_1|contribution_delta_1_sign,raw__30m__cxt_third_buy_V230228__di_1|contribution_delta_5_sign,raw__daily__cxt_bi_status_V230101|primary_at_t,raw__daily__cxt_bi_status_V230101|mapped_at_t,raw__daily__cxt_bi_status_V230101|run_length_bin,raw__daily__cxt_bi_status_V230101|last_transition,raw__daily__cxt_bi_status_V230101|transition_age_bin,raw__daily__cxt_bi_status_V230101|flips_5_bin,raw__daily__cxt_bi_status_V230101|flips_10_bin,raw__daily__cxt_bi_status_V230101|flips_20_bin,raw__daily__cxt_bi_status_V230101|contribution_delta_1_sign,raw__daily__cxt_bi_status_V230101|contribution_delta_5_sign,raw__daily__cxt_five_bi_V230619__di_1|primary_at_t,raw__daily__cxt_five_bi_V230619__di_1|mapped_at_t,raw__daily__cxt_five_bi_V230619__di_1|run_length_bin,raw__daily__cxt_five_bi_V230619__di_1|last_transition,raw__daily__cxt_five_bi_V230619__di_1|transition_age_bin,raw__daily__cxt_five_bi_V230619__di_1|flips_5_bin,raw__daily__cxt_five_bi_V230619__di_1|flips_10_bin,raw__daily__cxt_five_bi_V230619__di_1|flips_20_bin,raw__daily__cxt_five_bi_V230619__di_1|contribution_delta_1_sign,raw__daily__cxt_five_bi_V230619__di_1|contribution_delta_5_sign,raw__daily__cxt_seven_bi_V230620__di_1|primary_at_t,raw__daily__cxt_seven_bi_V230620__di_1|mapped_at_t,raw__daily__cxt_seven_bi_V230620__di_1|run_length_bin,raw__daily__cxt_seven_bi_V230620__di_1|last_transition,raw__daily__cxt_seven_bi_V230620__di_1|transition_age_bin,raw__daily__cxt_seven_bi_V230620__di_1|flips_5_bin,raw__daily__cxt_seven_bi_V230620__di_1|flips_10_bin,raw__daily__cxt_seven_bi_V230620__di_1|flips_20_bin,raw__daily__cxt_seven_bi_V230620__di_1|contribution_delta_1_sign,raw__daily__cxt_seven_bi_V230620__di_1|contribution_delta_5_sign,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|primary_at_t,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|mapped_at_t,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|run_length_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|last_transition,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|transition_age_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|flips_5_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|flips_10_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|flips_20_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|contribution_delta_1_sign,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5|contribution_delta_5_sign,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|primary_at_t,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|mapped_at_t,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|run_length_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|last_transition,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|transition_age_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|flips_5_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|flips_10_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|flips_20_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|contribution_delta_1_sign,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10|contribution_delta_5_sign,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|primary_at_t,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|mapped_at_t,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|run_length_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|last_transition,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|transition_age_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|flips_5_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|flips_10_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|flips_20_bin,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|contribution_delta_1_sign,raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20|contribution_delta_5_sign,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|primary_at_t,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|mapped_at_t,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|run_length_bin,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|last_transition,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|transition_age_bin,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|flips_5_bin,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|flips_10_bin,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|flips_20_bin,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|contribution_delta_1_sign,raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26|contribution_delta_5_sign,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|primary_at_t,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|mapped_at_t,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|run_length_bin,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|last_transition,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|transition_age_bin,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|flips_5_bin,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|flips_10_bin,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|flips_20_bin,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|contribution_delta_1_sign,raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5|contribution_delta_5_sign,raw__daily__pressure_support_V240406__di_1__w_20|primary_at_t,raw__daily__pressure_support_V240406__di_1__w_20|mapped_at_t,raw__daily__pressure_support_V240406__di_1__w_20|run_length_bin,raw__daily__pressure_support_V240406__di_1__w_20|last_transition,raw__daily__pressure_support_V240406__di_1__w_20|transition_age_bin,raw__daily__pressure_support_V240406__di_1__w_20|flips_5_bin,raw__daily__pressure_support_V240406__di_1__w_20|flips_10_bin,raw__daily__pressure_support_V240406__di_1__w_20|flips_20_bin,raw__daily__pressure_support_V240406__di_1__w_20|contribution_delta_1_sign,raw__daily__pressure_support_V240406__di_1__w_20|contribution_delta_5_sign,raw__weekly__cxt_bi_status_V230101|primary_at_t,raw__weekly__cxt_bi_status_V230101|mapped_at_t,raw__weekly__cxt_bi_status_V230101|run_length_bin,raw__weekly__cxt_bi_status_V230101|last_transition,raw__weekly__cxt_bi_status_V230101|transition_age_bin,raw__weekly__cxt_bi_status_V230101|flips_5_bin,raw__weekly__cxt_bi_status_V230101|flips_10_bin,raw__weekly__cxt_bi_status_V230101|flips_20_bin,raw__weekly__cxt_bi_status_V230101|contribution_delta_1_sign,raw__weekly__cxt_bi_status_V230101|contribution_delta_5_sign,__strategy__|score_delta_1_sign,__strategy__|score_delta_3_sign,__strategy__|score_delta_5_sign,__strategy__|exit_margin_sign,__strategy__|below_exit_5_bin,__strategy__|below_exit_10_bin,__strategy__|direction_alignment
2023H2:early_ex04_exit:20230706,2023H2,2023-07-06,protective_exit,independent_double_block,向下,negative,2_3,向上=>向下,0_1,1,2_plus,2_plus,zero,negative,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向下,negative,4_5,向上=>向下,2_3,1,1,2_plus,zero,negative,其他,zero,4_5,下颈线突破=>其他,2_3,1,1,2_plus,zero,zero,aAb式底背驰,positive,4_5,其他=>aAb式底背驰,2_3,1,1,2_plus,zero,positive,空头,negative,2_3,多头=>空头,0_1,2_plus,2_plus,2_plus,zero,zero,空头,negative,6_10,多头=>空头,6_10,0,1,2_plus,zero,zero,空头,negative,6_10,多头=>空头,6_10,0,1,2_plus,zero,zero,空头,negative,6_10,多头=>空头,6_10,0,1,2_plus,zero,zero,高量N9,positive,6_10,高量N10=>高量N9,4_5,0,1,2_plus,zero,zero,支撑位,positive,6_10,其他=>支撑位,6_10,0,1,2_plus,zero,zero,向下,negative,21_plus,no_transition,none,0,0,0,zero,zero,zero,negative,negative,negative,2_3,4_5,all_same
2023H2:early_ex04_exit:20230808,2023H2,2023-08-08,protective_exit,independent_double_block,向下,negative,1,向上=>向下,0_1,2_plus,2_plus,2_plus,negative,negative,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向上,positive,1,向下=>向上,0_1,1,1,1,positive,positive,类三卖,zero,1,其他=>类三卖,0_1,1,1,1,zero,zero,其他,zero,1,aAb式底背驰=>其他,0_1,1,2_plus,2_plus,negative,negative,空头,negative,2_3,多头=>空头,0_1,1,2_plus,2_plus,zero,negative,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,空头,negative,2_3,多头=>空头,0_1,2_plus,2_plus,2_plus,zero,zero,多头,positive,6_10,空头=>多头,6_10,0,1,1,zero,zero,高量N9,positive,2_3,高量N10=>高量N9,0_1,1,2_plus,2_plus,zero,zero,其他,zero,11_20,支撑位=>其他,11_20,0,0,1,zero,zero,向下,negative,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,2_3,two_same
2023H2:early_ex04_exit:20230907,2023H2,2023-09-07,neutral_exit,independent_double_block,向下,negative,2_3,向上=>向下,0_1,2_plus,2_plus,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向上,positive,4_5,向下=>向上,4_5,1,1,2_plus,zero,positive,其他,zero,11_20,类趋势底背驰=>其他,11_20,0,0,2_plus,zero,zero,类三卖,zero,4_5,其他=>类三卖,4_5,1,1,1,zero,zero,空头,negative,2_3,多头=>空头,2_3,1,2_plus,2_plus,zero,negative,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,多头,positive,6_10,空头=>多头,6_10,0,1,2_plus,zero,zero,高量N9,positive,2_3,高量N10=>高量N9,0_1,1,1,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向下,negative,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,2_3,two_same
2024H1:early_ex04_exit:20240103,2024H1,2024-01-03,protective_exit,joint_margin_block,向下,negative,2_3,向上=>向下,0_1,2_plus,2_plus,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向下,negative,21_plus,no_transition,none,0,0,0,zero,zero,其他,zero,6_10,aAb式底背驰=>其他,6_10,0,1,2_plus,zero,zero,aAb式底背驰,positive,4_5,其他=>aAb式底背驰,2_3,1,2_plus,2_plus,zero,positive,空头,negative,1,多头=>空头,0_1,2_plus,2_plus,2_plus,negative,zero,空头,negative,2_3,多头=>空头,0_1,2_plus,2_plus,2_plus,zero,zero,空头,negative,2_3,多头=>空头,0_1,2_plus,2_plus,2_plus,zero,zero,多头,positive,2_3,空头=>多头,2_3,1,1,2_plus,zero,positive,高量N10,positive,6_10,高量N9=>高量N10,6_10,0,2_plus,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向上,positive,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,positive,negative,2_3,6_10,two_same
2024H2:early_ex04_exit:20240724,2024H2,2024-07-24,protective_exit,independent_double_block,向下,negative,2_3,向上=>向下,2_3,1,2_plus,2_plus,zero,negative,其他,zero,2_3,三买=>其他,2_3,2_plus,2_plus,2_plus,zero,zero,向上,positive,6_10,向下=>向上,4_5,0,2_plus,2_plus,zero,zero,下颈线突破,zero,2_3,其他=>下颈线突破,0_1,1,1,1,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,2_3,多头=>空头,0_1,1,1,2_plus,zero,negative,空头,negative,2_3,多头=>空头,0_1,1,1,2_plus,zero,negative,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,多头,positive,6_10,空头=>多头,6_10,0,1,1,zero,zero,高量N10,positive,6_10,高量N9=>高量N10,6_10,0,1,2_plus,zero,zero,其他,zero,2_3,压力位=>其他,0_1,2_plus,2_plus,2_plus,zero,zero,向下,negative,11_20,向上=>向下,11_20,0,0,1,zero,zero,negative,negative,negative,negative,1,1,two_same
2024H2:early_ex04_exit:20241030,2024H2,2024-10-30,protective_exit,independent_double_block,向下,negative,1,向上=>向下,0_1,2_plus,2_plus,2_plus,negative,negative,其他,zero,2_3,三买=>其他,0_1,2_plus,2_plus,2_plus,zero,zero,向上,positive,4_5,向下=>向上,2_3,1,2_plus,2_plus,zero,positive,其他,zero,4_5,类三买=>其他,2_3,1,2_plus,2_plus,zero,negative,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,2_3,多头=>空头,0_1,2_plus,2_plus,2_plus,zero,negative,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,多头,positive,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,2_3,多头=>空头,0_1,1,1,1,zero,negative,高量N7,positive,2_3,高量N8=>高量N7,0_1,2_plus,2_plus,2_plus,zero,zero,其他,zero,11_20,压力位=>其他,11_20,0,0,2_plus,zero,zero,向下,negative,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,1,two_same
2025H1:early_ex04_exit:20250311,2025H1,2025-03-11,protective_exit,independent_double_block,向下,negative,2_3,向上=>向下,2_3,2_plus,2_plus,2_plus,zero,zero,其他,zero,2_3,三买=>其他,2_3,2_plus,2_plus,2_plus,zero,negative,向下,negative,1,向上=>向下,0_1,1,1,1,negative,negative,其他,zero,11_20,下颈线突破=>其他,11_20,0,0,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,1,多头=>空头,0_1,2_plus,2_plus,2_plus,negative,zero,空头,negative,1,多头=>空头,0_1,2_plus,2_plus,2_plus,negative,zero,多头,positive,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,1,多头=>空头,0_1,1,1,1,negative,negative,高量N7,positive,2_3,高量N10=>高量N7,2_3,1,1,2_plus,zero,zero,其他,zero,11_20,压力位=>其他,11_20,0,0,2_plus,zero,zero,向上,positive,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,1,two_same
2025H1:early_ex04_exit:20250418,2025H1,2025-04-18,false_exit,joint_margin_block,向下,negative,1,向上=>向下,0_1,2_plus,2_plus,2_plus,negative,negative,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向上,positive,4_5,向下=>向上,2_3,1,1,1,zero,positive,下颈线突破,zero,4_5,其他=>下颈线突破,2_3,1,1,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,多头,positive,6_10,空头=>多头,4_5,0,1,1,zero,zero,空头,negative,1,多头=>空头,0_1,2_plus,2_plus,2_plus,negative,zero,多头,positive,2_3,空头=>多头,2_3,1,1,1,zero,positive,高量N6,zero,1,高量N8=>高量N6,0_1,2_plus,2_plus,2_plus,negative,negative,其他,zero,6_10,支撑位=>其他,6_10,0,1,1,zero,zero,向上,positive,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,2_3,two_same
2025H1:early_ex04_exit:20250613,2025H1,2025-06-13,false_exit,joint_margin_block,向下,negative,4_5,向上=>向下,2_3,2_plus,2_plus,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向上,positive,4_5,向下=>向上,2_3,1,1,2_plus,zero,positive,下颈线突破,zero,4_5,上颈线突破=>下颈线突破,2_3,1,1,2_plus,zero,zero,其他,zero,4_5,向上中枢完成=>其他,2_3,1,1,2_plus,zero,negative,空头,negative,4_5,多头=>空头,2_3,1,2_plus,2_plus,zero,negative,空头,negative,4_5,多头=>空头,2_3,1,2_plus,2_plus,zero,negative,空头,negative,4_5,多头=>空头,2_3,1,2_plus,2_plus,zero,negative,空头,negative,1,多头=>空头,0_1,1,2_plus,2_plus,negative,negative,高量N10,positive,1,高量N9=>高量N10,0_1,1,2_plus,2_plus,zero,zero,支撑位,positive,4_5,其他=>支撑位,2_3,1,2_plus,2_plus,zero,positive,向下,negative,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,2_3,two_same
2025H2:early_ex04_exit:20251014,2025H2,2025-10-14,neutral_exit,joint_margin_block,向下,negative,1,向上=>向下,0_1,2_plus,2_plus,2_plus,negative,zero,其他,zero,1,三买=>其他,0_1,2_plus,2_plus,2_plus,negative,zero,向上,positive,11_20,向下=>向上,6_10,0,0,2_plus,zero,zero,类趋势顶背驰,negative,2_3,其他=>类趋势顶背驰,2_3,2_plus,2_plus,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,2_3,多头=>空头,2_3,1,1,2_plus,zero,negative,空头,negative,1,多头=>空头,0_1,1,1,2_plus,negative,negative,多头,positive,21_plus,no_transition,none,0,0,0,zero,zero,空头,negative,1,多头=>空头,0_1,1,1,2_plus,negative,negative,高量N9,positive,1,高量N8=>高量N9,0_1,2_plus,2_plus,2_plus,zero,zero,其他,zero,21_plus,no_transition,none,0,0,0,zero,zero,向上,positive,21_plus,no_transition,none,0,0,0,zero,zero,negative,negative,negative,negative,1,1,two_same
