mfe_threshold,trade_count,mean_maximum_favorable_excursion,mean_maximum_giveback,maximum_giveback,mean_final_net_return,compound_final_net_return
0.1,12,0.24898259965386146,0.10005295768223893,0.2923976608187133,0.1624894437352071,4.82025032188319
0.2,6,0.3624258235015536,0.15298168109708998,0.2923976608187133,0.23153964344687897,2.4099513214093515
0.3,3,0.482727875556864,0.20599286879958875,0.2923976608187133,0.3262528151374331,1.32128675333521
