candidate_id,year,cycle_count,return,max_drawdown,calmar
atr_17,2025,13,0.43970945543780116,-0.14568361694808507,3.152544928808299
atr_18,2021,14,-0.012557800417945297,-0.1650734570070681,-0.07887314889529265
atr_18,2022,11,0.02690296981291107,-0.11414143881329664,0.2455734112602357
atr_18,2023,14,-0.008037980828573987,-0.13939122511269275,-0.06003774731622509
atr_18,2024,12,0.2102224800373027,-0.1823154056517775,1.2056148499701267
atr_18,2025,13,0.43970945543780116,-0.14568361694808507,3.152544928808299
atr_19,2021,14,-0.012557800417945297,-0.1650734570070681,-0.07887314889529265
atr_19,2022,11,0.02690296981291107,-0.11414143881329664,0.2455734112602357
atr_19,2023,14,-0.008037980828573987,-0.13939122511269275,-0.06003774731622509
atr_19,2024,12,0.2102224800373027,-0.1823154056517775,1.2056148499701267
atr_19,2025,13,0.43970945543780116,-0.14568361694808507,3.152544928808299
atr_20,2021,14,-0.012557800417945297,-0.1650734570070681,-0.07887314889529265
atr_20,2022,11,0.02690296981291107,-0.11414143881329664,0.2455734112602357
atr_20,2023,14,-0.008037980828573987,-0.13939122511269275,-0.06003774731622509
atr_20,2024,12,0.2102224800373027,-0.1823154056517775,1.2056148499701267
atr_20,2025,13,0.43970945543780116,-0.14568361694808507,3.152544928808299
