mechanism,terminal_equity,cagr,max_drawdown,calmar,static_terminal_equity,incremental_terminal_return_vs_static,static_cagr,static_max_drawdown,static_calmar
BREADTH_THRUST_CONTINUATION,1.15064240926561,0.023905522966205517,-0.2552399621803383,0.09365901311846775,1.1596058978112689,-0.007729771435775912,0.026434177219925914,-0.21515895921604933,0.1228588264055616
