candidate_id,entry_signal_date,entry_date,exit_signal_date,exit_date,size,entry_price,exit_price,entry_fees,exit_fees,net_return,entry_regime,exit_regime,regime_path,holding_sessions,fees,short_loss
0,2021-01-12,2021-01-13,2021-01-28,2021-01-29,696030.8146762274,1.436,1.456,499.75012493750546,506.7104330842936,0.012914155735502808,warmup,warmup,warmup_to_warmup,12,1006.460558021799,False
0,2021-03-26,2021-03-29,2021-04-12,2021-04-13,787866.110318773,1.285,1.267,506.20397587970365,499.11318088694264,-0.014993281569331995,trend,range,trend_to_range,10,1005.3171567666463,True
0,2021-04-16,2021-04-19,2021-05-07,2021-05-10,767098.9494429696,1.3,1.295,498.6143171378644,496.6965697643228,-0.004841809864298496,trend,trend,trend_to_trend,12,995.3108869021872,False
0,2021-05-14,2021-05-17,2021-06-16,2021-06-17,748416.4727281015,1.326,1.441,496.2001214186894,539.2340686005972,0.08564081458516593,range,trend,range_to_trend,22,1035.4341900192867,False
0,2021-06-17,2021-06-18,2021-07-06,2021-07-07,715873.8923777938,1.505,1.557,538.6951040141284,557.3078252161124,0.033517460538833754,trend,trend,trend_to_trend,13,1096.0029292302409,False
0,2021-07-07,2021-07-08,2021-07-14,2021-07-15,695069.6578096774,1.602,1.589,556.7507959054783,552.2328431297886,-0.009106245878309438,trend,trend,trend_to_trend,5,1108.983639035267,True
0,2021-07-29,2021-07-30,2021-08-09,2021-08-10,678574.2758488206,1.626,1.604,551.6808862651233,544.2165692307542,-0.014516112177613394,trend,trend,trend_to_trend,7,1095.8974554958775,True
0,2021-08-24,2021-08-25,2021-08-27,2021-08-30,672030.4383607194,1.618,1.525,543.6726246336475,512.4232092500486,-0.05842041896233585,trend,range,trend_to_range,3,1056.095833883696,True
0,2021-10-15,2021-10-18,2021-10-27,2021-10-28,732347.6997487287,1.398,1.391,511.9110421242658,509.3478251752408,-0.006001648674947124,trend,trend,trend_to_trend,8,1021.2588672995066,True
0,2021-10-29,2021-11-01,2021-11-18,2021-11-19,710172.6893184994,1.433,1.456,508.8387318965979,517.0057178238676,0.015034701769840897,trend,range,trend_to_range,14,1025.8444497204655,False
0,2021-11-19,2021-11-22,2021-12-02,2021-12-03,697958.0682158321,1.48,1.469,516.4889704796951,512.6502011045287,-0.008424503964233998,range,range,range_to_range,9,1029.1391715842237,True
0,2021-12-03,2021-12-06,2021-12-08,2021-12-09,691144.1391368776,1.482,1.45,512.1378071003128,501.07950087423626,-0.022570361243130055,range,range,range_to_range,3,1013.217307974549,True
0,2021-12-10,2021-12-13,2021-12-15,2021-12-16,674634.3285551283,1.484,1.463,500.57867178786546,493.4950113380764,-0.015136299774640927,range,range,range_to_range,3,994.0736831259419,True
0,2021-12-17,2021-12-20,2021-12-23,2021-12-24,685676.9999317551,1.438,1.415,493.0017629509093,485.1164774517168,-0.016977950524042495,range,range,range_to_range,4,978.118240402626,True
0,2021-12-30,2021-12-31,2022-01-05,2022-01-06,684024.8460286313,1.417,1.371,484.6316034112824,468.8990319526268,-0.03343000341748681,range,range,range_to_range,3,953.5306353639091,True
0,2022-01-17,2022-01-18,2022-01-20,2022-01-21,682843.1009519299,1.372,1.343,468.43036725302227,458.52914228922094,-0.022115400025934595,range,range,range_to_range,3,926.9595095422433,True
0,2022-02-23,2022-02-24,2022-03-03,2022-03-04,727674.0941968672,1.259,1.239,458.0708422969328,450.79410135495925,-0.016869246075929434,trend,trend,trend_to_trend,6,908.8649436518921,True
0,2022-03-21,2022-03-22,2022-03-24,2022-03-25,764590.0382648774,1.178,1.167,450.34353253792506,446.138287327556,-0.010328027836675746,trend,trend,trend_to_trend,3,896.481819865481,True
0,2022-05-05,2022-05-06,2022-06-22,2022-06-23,933387.1664877346,0.955,1.095,445.69237199786585,511.0294736520347,0.14545083479202825,trend,range,trend_to_range,33,956.7218456499006,False
0,2022-06-23,2022-06-24,2022-07-11,2022-07-12,914088.9875835739,1.117,1.11,510.5186995653203,507.3193881088836,-0.0072600226296877235,range,range,range_to_range,12,1017.8380876742038,False
0,2022-07-21,2022-07-22,2022-08-19,2022-08-22,894637.8150992098,1.133,1.137,506.8123222535942,508.60159788390075,0.002527421196727442,trend,trend,trend_to_trend,21,1015.4139201374949,False
0,2022-10-17,2022-10-18,2022-11-21,2022-11-22,1020267.5712042751,0.996,1.061,508.09325045964215,541.2519465238679,0.0641963154968701,trend,trend,trend_to_trend,25,1049.34519698351,False
0,2022-12-02,2022-12-05,2022-12-07,2022-12-08,1034853.5216613818,1.045,1.026,540.7109650680795,530.8798566122889,-0.019163145699877315,range,range,range_to_range,3,1071.5908216803684,True
0,2022-12-12,2022-12-13,2022-12-15,2022-12-16,1031807.8639357027,1.028,1.01,530.3492420630064,521.0629712875299,-0.018491726899196426,range,range,range_to_range,3,1051.4122133505361,True
0,2022-12-27,2022-12-28,2023-01-13,2023-01-16,1058012.5380437549,0.984,0.999,520.5421687174821,528.4772627528556,0.01422916590485257,range,range,range_to_range,12,1049.0194314703376,False
0,2023-01-18,2023-01-19,2023-02-08,2023-02-09,1027138.2287873167,1.028,1.032,527.9490495966747,530.0033260542555,0.0028876612277519698,range,range,range_to_range,10,1057.9523756509302,False
0,2023-02-09,2023-02-10,2023-02-16,2023-02-17,997125.4003718072,1.062,1.028,529.4735875974875,512.5224557911089,-0.03298256709686598,range,range,range_to_range,5,1041.9960433885963,True
0,2023-02-23,2023-02-24,2023-03-07,2023-03-08,1005913.9282288392,1.018,1.012,512.0101894683903,508.99244768379265,-0.006887518912449431,range,range,range_to_range,8,1021.002637152183,True
0,2023-03-09,2023-03-10,2023-03-16,2023-03-17,1000952.1842621027,1.016,1.019,508.48370960506145,509.9851378815413,0.001950304375371248,range,range,range_to_range,5,1018.4688474866027,False
0,2023-03-17,2023-03-20,2023-04-21,2023-04-24,982594.8073457978,1.037,1.136,509.47540760878474,558.1138505724131,0.09437277503967412,range,trend,range_to_trend,24,1067.5892581811977,False
0,2023-05-16,2023-05-17,2023-05-23,2023-05-24,1065054.4711352575,1.047,1.038,557.556015639333,552.7632705191986,-0.0095868970958648,range,range,range_to_range,5,1110.3192861585317,True
0,2023-05-25,2023-05-26,2023-06-06,2023-06-07,1056862.7435257284,1.045,1.052,552.2107834920753,555.9098030945331,0.005692369126441887,range,range,range_to_range,8,1108.1205865866084,False
0,2023-06-09,2023-06-12,2023-06-26,2023-06-27,1054803.7437937935,1.053,1.035,555.3541711072903,545.8609374132881,-0.018076431869535226,range,range,range_to_range,9,1101.2151085205783,True
0,2023-07-03,2023-07-04,2023-07-06,2023-07-07,1057837.7289426702,1.031,1.024,545.3153492698912,541.6129172186471,-0.00778223885147622,range,trend,range_to_trend,3,1086.9282664885382,True
0,2023-07-31,2023-08-01,2023-08-08,2023-08-09,1089771.5508007081,0.993,0.988,541.0715749724768,538.3471460955498,-0.006029714246602591,trend,range,trend_to_range,6,1079.4187210680266,True
0,2023-08-30,2023-08-31,2023-09-07,2023-09-08,1121603.8957007462,0.959,0.917,537.8090679885354,514.2553861787922,-0.044751346954260085,trend,trend,trend_to_trend,6,1052.0644541673275,True
0,2023-09-27,2023-09-28,2023-10-16,2023-10-17,1137854.6794945889,0.903,0.896,513.7413877916988,509.7588964135758,-0.00874369017041865,trend,trend,trend_to_trend,7,1023.5002842052746,True
0,2023-10-27,2023-10-30,2023-11-22,2023-11-23,1157384.982430078,0.88,0.892,509.2493922691792,516.1937021638149,0.012623233837626868,trend,range,trend_to_range,18,1025.4430944329943,False
0,2023-12-08,2023-12-11,2023-12-15,2023-12-18,1169337.338842445,0.882,0.867,515.6777664294932,506.9077363881999,-0.017989304667394235,trend,range,trend_to_range,5,1022.5855028176932,True
0,2023-12-22,2023-12-25,2023-12-27,2023-12-28,1173583.04050757,0.863,0.849,506.4010819789255,498.1860006954634,-0.01720576559923981,range,range,range_to_range,3,1004.587082674389,True
0,2023-12-28,2023-12-29,2024-01-03,2024-01-04,1145427.0740236687,0.869,0.849,497.6880636631977,486.23379292304736,-0.02399145651570067,range,range,range_to_range,3,983.921856586245,True
0,2024-02-07,2024-02-08,2024-03-14,2024-03-15,1264968.2347018828,0.768,0.821,485.74780212552287,519.2694603451229,0.06794194048808921,trend,range,trend_to_range,20,1005.0172624706457,False
0,2024-04-18,2024-04-19,2024-04-25,2024-04-26,1366931.358075772,0.759,0.751,518.7504503896926,513.2827249574524,-0.011529149786108195,range,range,range_to_range,5,1032.033175347145,True
0,2024-04-26,2024-04-29,2024-05-13,2024-05-14,1321571.3885195898,0.776,0.782,512.7696987455711,516.7344129111597,0.006724730418296021,range,range,range_to_range,8,1029.5041116567309,False
0,2024-06-03,2024-06-04,2024-06-25,2024-06-26,1346070.239208177,0.767,0.734,516.2179367362987,494.00777778940096,-0.043981268818002905,trend,range,trend_to_range,15,1010.2257145256997,False
0,2024-07-11,2024-07-12,2024-07-24,2024-07-25,1348398.9532569952,0.732,0.727,493.5140168920625,490.14301950891775,-0.007823274155272064,range,range,range_to_range,9,983.6570364009802,True
0,2024-07-31,2024-08-01,2024-08-05,2024-08-06,1281814.4540273405,0.764,0.73,489.6531214383431,467.86227571997927,-0.0454576376733099,trend,range,trend_to_range,3,957.5153971583223,True
0,2024-09-24,2024-09-25,2024-10-30,2024-10-31,1356733.373754688,0.689,0.981,467.3946472584503,665.4777198266745,0.4223795214149093,trend,trend,trend_to_trend,21,1132.8723670851248,False
0,2024-11-05,2024-11-06,2024-11-15,2024-11-18,1298462.059920745,1.024,1.014,664.8125746792648,658.3202643798178,-0.010755364505247167,trend,trend,trend_to_trend,8,1323.1328390590825,True
0,2024-12-02,2024-12-03,2024-12-05,2024-12-06,1263520.217312339,1.041,1.03,657.6622731110547,650.7129119158545,-0.01155570149603391,trend,trend,trend_to_trend,3,1308.375185026909,True
0,2024-12-10,2024-12-11,2024-12-13,2024-12-16,1257374.3214657595,1.034,1.013,650.0625241976231,636.8600938224072,-0.02128867867806916,trend,trend,trend_to_trend,3,1286.9226180200303,True
0,2024-12-20,2024-12-23,2024-12-31,2025-01-02,1229417.4917864664,1.035,1.01,636.2235519993119,620.8558333521655,-0.0251299471037425,trend,range,trend_to_range,7,1257.0793853514774,True
0,2025-01-07,2025-01-08,2025-01-13,2025-01-14,1265786.3016154973,0.98,0.98,620.2352877915837,620.2352877915937,-0.0009995002498750516,range,range,range_to_range,4,1240.4705755831774,True
0,2025-01-14,2025-01-15,2025-03-11,2025-03-12,1236757.2105119056,1.002,1.133,619.615362466313,700.6229597549946,0.12960834951785594,range,range,range_to_range,34,1320.2383222213075,False
