repetition,band_mean
1,-0.012414423060216905
2,-0.0028453657765618932
3,-0.0054929788297852595
4,0.020598003440100304
5,0.0032199297839819187
6,0.013784681083513241
7,0.0020600676617712832
8,-0.0026274836849901817
9,-0.008889580799754673
10,-0.0015986929840086108
11,0.0004603983648844835
12,0.0023733090604442877
13,-0.005972921361010007
14,-0.013305300432324238
15,0.005654385109832363
16,-0.002805176869381668
17,-0.001937573483926738
18,-0.00045121020283725243
19,-0.008229237730561159
20,0.009396412538572943
21,-0.0025745454342154307
22,-0.0019263146724894547
23,0.003162996360571663
24,-0.0014114588119801114
25,0.0055396074636811414
26,-0.0007963767855014583
27,0.007789659191851885
28,-0.0032218090344382586
29,0.020025579555579626
30,0.0010895149335443295
31,0.0034720425390256725
32,-0.011586270378959897
33,-0.007975823727115671
34,0.0018065265203423243
35,0.005824462634199975
36,0.01408012509704799
37,0.012423006113964899
38,0.008438567562408874
39,-3.6341223052123155e-05
40,0.003384885352739705
41,-0.0018903736532839453
42,0.01381069654268511
43,-0.003664358083379198
44,0.018071331707211494
45,0.009493079605027877
46,-0.0024362866427902275
47,-0.002202560440504233
48,0.0048625898513903355
49,0.004540307904622086
50,0.008436965346432849
51,0.012531680454398795
52,0.0021221222420908883
53,-0.009123396086784833
54,-0.004256793716915216
55,0.0011857440124198946
56,-0.0029402012689217958
57,-0.004757099310909498
58,0.0012148351948038593
59,0.011008302847894166
60,0.003638193883599541
61,0.01575982759800669
62,0.0006148751865527476
63,0.00338664735133385
64,0.001311162154946464
65,-0.0017632051626819422
66,0.004832229412741575
67,0.00727179112768671
68,-0.007586231645814908
69,-0.007254218805361701
70,0.002902050350394873
71,0.002232837663994001
72,-0.004080881947609933
73,-0.00507009122285793
74,0.017172337181104166
75,0.0059369767084962305
76,-0.009119260593436861
77,0.0024798235051571214
78,0.009044399476112856
79,0.003090257177555931
80,0.0018015133080273892
81,0.002978260258646501
82,0.00040134596835145794
83,0.006710557457720438
84,0.0017636939607008138
85,0.002041812083464122
86,-0.0032450881521187127
87,-0.005960431107707374
88,-0.010601649047341427
89,-0.006758589644424276
90,-0.010548580416970403
91,0.003073966576662734
92,-0.004346618237441142
93,-0.0001283080506188645
94,-0.007973729559251453
95,0.002895718725200934
96,-0.012306788617312093
97,0.011557647058330935
98,0.004731788396024554
99,-0.005828200069240498
100,-0.003600974634952532
101,-0.0020397678392781297
102,0.003603955375713952
103,0.0011077547450333747
104,0.008394417885387877
105,-0.004103416630045217
106,0.0011127060917822495
107,-0.000306913105489462
108,-0.0008017985809991652
109,0.017378124516212744
110,0.004666946687561606
111,0.0050662043555385426
112,-0.004540839871422544
113,0.003603285130488996
114,0.010589553430826334
115,0.006283971529154081
116,-0.012925531401556101
117,-0.006340343419855182
118,-0.0028591366188068907
119,0.009747874848495267
120,-0.002370207288295543
121,-0.004355973264528764
122,0.0035777450620452836
123,-0.004767371626134315
124,-0.007107943421894427
125,0.000222892274957071
126,0.0030983943015690063
127,0.005337301594661162
128,-0.00011360389157963616
129,-0.00585764583451308
130,-0.006890063113395933
131,-0.0020434102756082552
132,-0.0074073813479898975
133,0.00622892254964488
134,0.005117046953050131
135,0.000157952256940283
136,0.0023105006448624317
137,-0.0053141588959482915
138,-0.006102889501017056
139,0.0030859760237936648
140,-0.007325096258494216
141,0.000913769450004443
142,0.00033650768056093345
143,-0.005102743069942063
144,0.004079615820938177
145,0.003488260864695571
146,0.0036374560430297567
147,-0.0014030245796853432
148,0.006925937316175173
149,0.001755308933968935
150,-0.0138161441146944
151,0.0052384519230696215
152,0.0035051414104453832
153,0.005001159312776662
154,-0.0057470316814668704
155,0.009241727810270387
156,-0.00019091650901577594
157,-0.00928210105220342
158,-0.008266545055917132
159,-0.006717164477339295
160,0.007914866883975856
161,-0.0009012706286116045
162,0.014125584215597715
163,-0.006038970381356464
164,-0.0003816461746869541
165,0.0077394749307200476
166,0.0021751578215110498
167,0.0025838865682721057
168,-0.006133670608904291
169,0.0031213987665684993
170,0.004037297870040142
171,0.004037790978727092
172,-0.008541244297558991
173,0.0030267482610308615
174,0.00907719332672605
175,0.006086741373729501
176,-0.004221073533820434
177,0.008080468077539699
178,0.006783895189243877
179,-0.0003933077904830656
180,0.0027074250997503706
181,-0.004379289498106641
182,0.0061751142894616124
183,-6.39369181814139e-05
184,0.0035125201473592636
185,0.0018224259854323398
186,-0.0013236884100144644
187,0.010701951155616436
