year,trades,mean_return_4,mean_return_5,mean_return_6,mean_band_return
2021,4,0.0035577274034297723,0.001705079382546909,-0.01355630379406747,-0.0027644990026969287
2022,3,-0.014951682733881921,-0.013194922928038366,-0.015370414470685767,-0.014505673377535352
2023,7,0.00984655894911549,0.00827568786371126,0.007031007677608955,0.008384418163478569
2024,2,0.029911435154056143,0.022056607960893537,-0.0019201726279841624,0.01668262349565517
2025,4,0.008657134031843705,0.006228530442636521,0.003458669765453448,0.006114778079977892
2026,1,0.0006333871312138584,0.02284065551402148,0.010757288893964434,0.011410443846399923
