signal_date,anchor,trade_number,entry_date,holding_sessions,net_return,score_margin,score_change_1d,score_change_3d,score_above_exit_count_3d,role_agreement_count,persistent_role_agreement_count_2d,maximum_positive_role_share,confirmation_role_contribution,year,durable
2022-06-07,EX12_PLATFORM_MEDOID_REPRICED_10BP,46,2022-06-08,2,-0.0326653153694415,0.013552477131408863,0.1289006767449723,0.20297897333990028,1.0,3,1,0.7630026871790891,0.010250002469675397,2022,0
2022-06-16,EX12_PLATFORM_MEDOID_REPRICED_10BP,47,2022-06-17,1,0.0243129597675053,0.15039180942248162,0.20643034604141644,0.4672171232149751,2.0,4,3,0.7111459609411255,0.007258620398965285,2022,0
2022-06-20,EX12_PLATFORM_MEDOID_REPRICED_10BP,48,2022-06-21,9,-0.003775387568798,0.01842866173979206,0.2608361316896062,0.0744671983587269,2.0,3,0,0.5119154983330354,0.04194232576797635,2022,1
2022-07-04,EX12_PLATFORM_MEDOID_REPRICED_10BP,49,2022-07-05,7,-0.0452359311775755,0.016465125901737335,0.13956219730891364,-0.02986290142322222,2.0,3,1,0.5817729621850369,0.0577916531528368,2022,1
2022-07-18,EX12_PLATFORM_MEDOID_REPRICED_10BP,50,2022-07-19,1,-0.0056238039889263,0.028700044616715326,0.04941437902535636,0.22120550106863635,2.0,3,2,0.5884534651817901,0.05898828897656689,2022,0
2022-07-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,51,2022-07-29,3,-0.0063675378911804,0.037318497970830825,0.32762582910787474,0.2423308749738622,1.0,2,1,0.9156943646816469,-0.0652265409430671,2022,0
2022-08-19,EX12_PLATFORM_MEDOID_REPRICED_10BP,52,2022-08-22,1,0.0006352486563567,0.02482311163872708,0.33399141469106375,0.15234076542296746,1.0,3,0,0.4784146917790607,-0.0512559288425666,2022,0
2022-09-08,EX12_PLATFORM_MEDOID_REPRICED_10BP,53,2022-09-09,1,-0.0112645015151976,0.07095381849613527,0.16312385019214626,0.2684494698951368,1.0,4,3,0.5251181043478655,0.02749143497240581,2022,0
2022-09-15,EX12_PLATFORM_MEDOID_REPRICED_10BP,54,2022-09-16,1,-0.0010262376377272,0.08356085758080828,0.4494808962347081,0.18874390639213198,2.0,4,0,0.41830977956638266,0.020782816495195696,2022,0
2022-09-29,EX12_PLATFORM_MEDOID_REPRICED_10BP,55,2022-09-30,1,-0.0242207185527022,0.03174848416660506,0.04507914340183777,0.21635277368640266,2.0,3,2,0.8916060551342717,-0.012072279936035428,2022,0
2022-10-14,EX12_PLATFORM_MEDOID_REPRICED_10BP,56,2022-10-17,1,0.0247525670206083,0.15357741174921524,0.1806184439839355,0.3076132283444936,2.0,3,1,0.6795176420864991,0.03462072859097611,2022,0
2022-10-18,EX12_PLATFORM_MEDOID_REPRICED_10BP,57,2022-10-19,2,0.0071300650568943,0.0949494079652379,0.28073230839650876,0.12199044019995817,2.0,2,1,0.8096375348896738,0.03743742613827618,2022,0
2022-10-24,EX12_PLATFORM_MEDOID_REPRICED_10BP,58,2022-10-25,6,0.0593710724759113,0.1127356479703458,0.3579696921780394,0.0010283494069383836,1.0,2,0,0.8920252106142349,-0.01345309749030543,2022,1
2022-11-07,EX12_PLATFORM_MEDOID_REPRICED_10BP,59,2022-11-08,2,-0.0285503487338348,0.04915055910095287,0.26017577028252736,0.1533050521354506,1.0,3,1,0.5954402763208004,-0.05605830081603677,2022,0
2022-11-11,EX12_PLATFORM_MEDOID_REPRICED_10BP,60,2022-11-14,2,0.0303799254180934,0.13972784725291604,0.3759916473577495,0.20904435537239827,1.0,2,1,0.7315994353280902,-0.05579469116306673,2022,0
2022-12-22,EX12_PLATFORM_MEDOID_REPRICED_10BP,61,2022-12-23,1,-0.010393392096862,0.0262619103683205,0.14928903296959467,0.16943616258236893,1.0,3,2,0.48110802958373466,-0.03638477788286614,2022,0
2023-01-09,EX12_PLATFORM_MEDOID_REPRICED_10BP,62,2023-01-10,1,-2.371515724608475e-05,0.04101539357016605,0.050447114131377965,0.1312116411838798,3.0,3,1,0.8797251595728207,-0.08275594858243765,2023,0
2023-01-16,EX12_PLATFORM_MEDOID_REPRICED_10BP,63,2023-01-17,2,0.0068165396919079,0.05305402913288462,0.20530753876256247,0.09727768523455729,1.0,2,1,0.6532669661282239,0.06073292887696691,2023,0
2023-01-30,EX12_PLATFORM_MEDOID_REPRICED_10BP,64,2023-01-31,1,-0.0124234739619353,0.06145092917876019,0.21811660720599135,0.18877040900556463,1.0,3,0,0.608142286378514,-0.030773957915465968,2023,0
2023-02-14,EX12_PLATFORM_MEDOID_REPRICED_10BP,65,2023-02-15,3,-0.0372664584698965,0.03339127142559373,0.07600734825424216,0.22712450988921223,2.0,3,2,0.6167794237170678,0.0381957677856262,2023,0
2023-03-06,EX12_PLATFORM_MEDOID_REPRICED_10BP,66,2023-03-07,2,-0.0136252097417144,0.0786236614711266,0.1420940624105554,0.16954623442444794,2.0,3,2,0.6142889393869602,0.04889197877095656,2023,0
2023-03-15,EX12_PLATFORM_MEDOID_REPRICED_10BP,67,2023-03-16,22,0.1256760817307693,0.12390282374854727,0.16824514979604493,0.3373241635597609,2.0,3,2,0.3948053042062436,0.08880506272621788,2023,1
2023-04-19,EX12_PLATFORM_MEDOID_REPRICED_10BP,68,2023-04-20,6,-0.0598406783527889,0.005876317252692248,0.0743939109991886,-0.046157075409357096,2.0,2,1,0.7574583992771767,0.10073493796178823,2023,1
2023-06-16,EX12_PLATFORM_MEDOID_REPRICED_10BP,69,2023-06-19,1,-0.0010678976196215,0.023017005148262742,0.06229826010343166,0.08226088272967269,3.0,2,2,0.844461105281902,0.02729596567826592,2023,0
2023-06-21,EX12_PLATFORM_MEDOID_REPRICED_10BP,70,2023-06-26,2,-0.0019980019980018,0.10241595663159295,0.19170805459441276,0.0793989514833302,1.0,2,1,0.6108566725640099,0.1121506718114886,2023,0
2023-06-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,71,2023-06-29,1,-0.007811605869858,0.041407668239313494,0.17453119473455758,-0.06100828839227945,2.0,3,2,0.367673141806,0.05085824380563664,2023,0
2023-07-31,EX12_PLATFORM_MEDOID_REPRICED_10BP,72,2023-08-01,1,-0.0019980019980019,0.032523522023095386,0.1971217504268668,0.1167003199127186,2.0,1,1,1.0,-0.0008989559913449852,2023,0
2023-08-11,EX12_PLATFORM_MEDOID_REPRICED_10BP,73,2023-08-14,1,9.864085494348808e-05,0.018901960863615674,0.2985222773397024,0.020247147954531905,1.0,3,0,0.7037392439965764,-6.297677803496216e-05,2023,0
2023-08-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,74,2023-08-29,3,0.0735745323718597,0.14261443985541813,0.32009033563969597,0.2518396683300427,2.0,3,2,0.5476064219856689,-0.03759903274161612,2023,0
2023-09-05,EX12_PLATFORM_MEDOID_REPRICED_10BP,75,2023-09-06,1,0.0011535832588465,0.03558832211134011,0.17902984760580853,0.16208073399038384,1.0,4,2,0.5227795937050166,0.011569426113765432,2023,0
2023-10-09,EX12_PLATFORM_MEDOID_REPRICED_10BP,76,2023-10-10,8,-0.0261255228288194,0.06869539424475632,0.18292599542007393,0.12151168279541796,1.0,2,1,0.9463282213330527,0.009590083159015245,2023,1
2023-10-25,EX12_PLATFORM_MEDOID_REPRICED_10BP,77,2023-10-26,1,0.0003121878121878,0.09619341012731869,0.12930838147249402,0.21270965770121736,3.0,3,2,0.6764198880207575,-0.013178200273735423,2023,0
2023-10-31,EX12_PLATFORM_MEDOID_REPRICED_10BP,78,2023-11-01,8,0.0168951315944634,0.0056842932697666465,0.11763648467099662,0.18606458311258156,1.0,2,1,0.967362299813407,-0.01332535357776542,2023,1
2023-11-13,EX12_PLATFORM_MEDOID_REPRICED_10BP,79,2023-11-14,1,0.0230883870228133,0.00033777087121281135,0.13061106214640575,-0.08473747256798034,2.0,2,1,0.6829214256150615,0.048345350073526465,2023,0
2023-11-15,EX12_PLATFORM_MEDOID_REPRICED_10BP,80,2023-11-16,2,-0.0128223186791515,0.20589492246709556,0.30815859786180866,0.3361682137422885,2.0,4,1,0.47649995556135644,0.09369952556495799,2023,0
2023-11-21,EX12_PLATFORM_MEDOID_REPRICED_10BP,81,2023-11-22,2,-0.011922883746088,0.07927279083107305,0.18953859150974825,0.0808438122524266,1.0,4,1,0.38809311970779886,0.04249845167253631,2023,0
2023-12-04,EX12_PLATFORM_MEDOID_REPRICED_10BP,82,2023-12-05,3,-0.0144588668992754,0.055394225915260414,0.1397106898542741,0.1095698197580741,2.0,3,2,0.5764623857855538,-0.014285910967905512,2023,0
2023-12-08,EX12_PLATFORM_MEDOID_REPRICED_10BP,83,2023-12-11,6,-0.0268914758710676,0.04754993079270814,0.1713772979507256,0.10097295352669836,2.0,3,2,0.8205031648607907,0.018363803984825587,2023,1
2023-12-22,EX12_PLATFORM_MEDOID_REPRICED_10BP,84,2023-12-25,1,-0.0100930355855036,0.05349924231195405,0.26500933588384723,0.21017843231301594,2.0,2,0,0.9370302550807352,-0.02139400483851569,2023,0
2023-12-26,EX12_PLATFORM_MEDOID_REPRICED_10BP,85,2023-12-27,6,-0.0055412043577722,0.0021289845576192845,0.10182431525031563,0.21363907812951244,2.0,3,1,0.49006837186569807,0.05745219629037686,2023,1
2024-01-08,EX12_PLATFORM_MEDOID_REPRICED_10BP,86,2024-01-09,18,-0.1188251350144251,0.061004794818895175,0.06570338314092378,0.13866889851380962,2.0,3,2,0.4936349971965194,-0.005581705880165154,2024,1
2024-02-02,EX12_PLATFORM_MEDOID_REPRICED_10BP,87,2024-02-05,2,0.0749948741215118,0.15907644582082467,0.3479733103114443,0.0065624809623252844,2.0,3,1,0.6338968552411796,-0.030552332781185916,2024,0
2024-02-08,EX12_PLATFORM_MEDOID_REPRICED_10BP,88,2024-02-19,1,-0.0071159609621146,0.07289694860724566,0.15118197621713178,0.008293222314651183,2.0,3,2,0.6933942692154398,-0.06026393774549685,2024,0
2024-02-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,89,2024-02-29,5,0.05246149789297,0.22257213101186696,0.35285267583999314,0.3177014024965744,1.0,4,2,0.36586517222316145,0.10912859278568851,2024,1
2024-03-19,EX12_PLATFORM_MEDOID_REPRICED_10BP,90,2024-03-20,8,-0.0573089561041366,0.0880426900850654,0.24506538575066877,0.22827329840783586,1.0,3,1,0.5041389420504112,0.02749143497240581,2024,1
2024-04-08,EX12_PLATFORM_MEDOID_REPRICED_10BP,91,2024-04-09,1,0.0151634080205509,0.0959676696558725,0.26074156966423534,0.15061296358205084,1.0,4,3,0.4491486937806364,0.012670390359285334,2024,0
2024-04-18,EX12_PLATFORM_MEDOID_REPRICED_10BP,92,2024-04-19,2,-0.0164617990704946,0.006732524679632798,0.14830778984715287,0.17727057566860027,2.0,3,2,0.6683103499560911,0.09508529921140806,2024,0
2024-04-24,EX12_PLATFORM_MEDOID_REPRICED_10BP,93,2024-04-25,2,0.0284854587643434,0.02134011195700103,0.022479091706612733,0.0624144634427363,2.0,2,2,0.787533125579537,0.03705736013636612,2024,0
2024-04-29,EX12_PLATFORM_MEDOID_REPRICED_10BP,94,2024-04-30,11,-0.0309073797738784,0.11843211306684154,0.2109954504215173,0.09709200110984051,2.0,3,2,0.6881454883602799,0.057993868895626875,2024,1
2024-05-20,EX12_PLATFORM_MEDOID_REPRICED_10BP,95,2024-05-21,1,-0.0058913778029512,0.02851087457616927,0.16476693709320223,-0.037489554736232,2.0,4,2,0.758486474700592,0.07904504364735752,2024,0
2024-05-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,96,2024-05-29,1,-0.0019980019980019,0.050492257626609305,0.06704475851025977,0.09156696578225301,3.0,3,2,0.4436672991699259,0.060493684707666945,2024,0
2024-06-03,EX12_PLATFORM_MEDOID_REPRICED_10BP,97,2024-06-04,9,0.0071102300567751,0.07500472632805466,0.23732032296471703,0.2029605142140041,1.0,3,1,0.6437656244808112,0.04944493893980655,2024,1
2024-06-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,98,2024-07-01,1,-0.0088336321213031,0.013421471823631195,0.08656805193005983,0.08271111022831201,2.0,3,2,0.4013633273398571,-0.04081203994660631,2024,0
2024-07-02,EX12_PLATFORM_MEDOID_REPRICED_10BP,99,2024-07-03,6,0.0286240955697023,0.01402846107187633,0.1655344418223487,0.08717504117830496,2.0,3,1,0.4793296913894554,-0.030418257397225982,2024,1
2024-07-11,EX12_PLATFORM_MEDOID_REPRICED_10BP,100,2024-07-12,1,0.000728779417304,0.04514578534029215,0.19028995685616634,0.05028351636177665,2.0,2,0,0.9050342558486066,-0.06713457780327718,2024,0
2024-07-23,EX12_PLATFORM_MEDOID_REPRICED_10BP,101,2024-07-24,1,-0.0182037177977637,0.08825724928645046,0.32420981294129464,0.2964050973872987,1.0,3,1,0.49010272916120956,-0.08840242159710786,2024,0
2024-07-29,EX12_PLATFORM_MEDOID_REPRICED_10BP,102,2024-07-30,1,0.0021430851306372,0.029049434551399175,0.3176670665547368,0.16333707307100293,1.0,3,1,0.4551189214514658,-0.03633150580057619,2024,0
2024-08-01,EX12_PLATFORM_MEDOID_REPRICED_10BP,103,2024-08-02,1,-0.0139740259740258,0.1842990791555667,0.2899683112968005,0.1552496446041675,1.0,4,2,0.5992563378225446,0.03908997517340623,2024,0
2024-08-14,EX12_PLATFORM_MEDOID_REPRICED_10BP,104,2024-08-15,3,0.0035541648893526,0.017607680706349146,0.28663607657832624,0.05629285348074962,1.0,3,0,0.5655042074080034,0.017972450419315545,2024,0
2024-08-20,EX12_PLATFORM_MEDOID_REPRICED_10BP,105,2024-08-21,1,-0.0019980019980018,0.004975070545930202,0.140851468130268,0.041641534715249784,2.0,3,2,0.590675648848994,-0.08397515953336769,2024,0
2024-08-26,EX12_PLATFORM_MEDOID_REPRICED_10BP,106,2024-08-27,1,-0.0134200563385111,0.010298570276284225,0.2605744458370799,0.2368315462633444,2.0,2,0,0.942846285294588,-0.02294455082401567,2024,0
2024-09-02,EX12_PLATFORM_MEDOID_REPRICED_10BP,107,2024-09-03,2,0.0052760650428287,0.12440197606603659,0.1954571239601612,0.30935470496359,2.0,3,2,0.5317567146952321,-0.08247788563015768,2024,0
2024-09-12,EX12_PLATFORM_MEDOID_REPRICED_10BP,108,2024-09-13,5,-0.0197402597402597,0.03639581652577614,0.1542384083736603,0.24898177023162643,2.0,2,1,0.6195713555260025,-0.03345658007880612,2024,1
2024-09-25,EX12_PLATFORM_MEDOID_REPRICED_10BP,109,2024-09-26,4,0.5774870290999325,0.14299472618189904,0.21776133132751607,0.10042410875447665,2.0,4,2,0.426244454661065,0.013960907404755498,2024,1
2024-10-09,EX12_PLATFORM_MEDOID_REPRICED_10BP,110,2024-10-10,11,-0.027239297667313,0.14412873424298878,0.3232719549546229,0.05441709475486445,2.0,3,1,0.5846831242240283,-0.05681980819909674,2024,1
2024-10-25,EX12_PLATFORM_MEDOID_REPRICED_10BP,111,2024-10-28,7,0.0048712349597308,0.05580471981215704,0.1673661729165502,0.053263040426765246,2.0,3,1,0.8570896984264519,0.1367430230670694,2024,1
2024-11-06,EX12_PLATFORM_MEDOID_REPRICED_10BP,112,2024-11-07,5,0.067102037428447,0.17489284719122133,0.31800156948291675,0.1731964701761109,2.0,3,1,0.6758980425711589,-0.00727802979045529,2024,1
2024-11-22,EX12_PLATFORM_MEDOID_REPRICED_10BP,113,2024-11-25,1,-0.0190492924161265,0.09566871568388197,0.24612822029520842,0.25748872393787414,1.0,4,2,0.41690032583900455,0.043601206274526336,2024,0
2024-12-02,EX12_PLATFORM_MEDOID_REPRICED_10BP,114,2024-12-03,4,-0.0048740884475753,0.02388117986587951,0.1427866074061982,0.07234417223436923,1.0,3,2,0.5463517321247466,0.06774893188230716,2024,1
2024-12-23,EX12_PLATFORM_MEDOID_REPRICED_10BP,115,2024-12-24,5,0.0174562279825436,0.16164338407186293,0.27007442509201696,0.4696457639754228,1.0,4,2,0.36777803509282947,0.052792021528756644,2024,1
2025-01-02,EX12_PLATFORM_MEDOID_REPRICED_10BP,116,2025-01-03,2,-0.0193102815551794,0.018486000614785114,0.04882912267644822,-0.029438687569393662,2.0,2,2,0.6690117192216208,0.10053767831117824,2025,0
2025-01-14,EX12_PLATFORM_MEDOID_REPRICED_10BP,117,2025-01-15,3,-0.0079740618662773,0.016010851052707664,0.3584598972959969,0.22336235302488788,2.0,2,1,0.5434678242463324,0.08821644951009783,2025,0
2025-01-20,EX12_PLATFORM_MEDOID_REPRICED_10BP,118,2025-01-21,9,0.0621306404438934,0.009365531316665454,0.1814526986667836,0.08485159871199256,2.0,2,0,0.8815267897273983,-0.01950221163408567,2025,1
2025-02-11,EX12_PLATFORM_MEDOID_REPRICED_10BP,119,2025-02-12,15,0.0522308958915254,0.11330462660966334,0.24292047007133194,0.09217163395978195,2.0,3,1,0.5144975435198482,0.10670958027531839,2025,1
2025-03-06,EX12_PLATFORM_MEDOID_REPRICED_10BP,120,2025-03-07,1,-0.0116109809629948,0.0011129435915876174,0.33222627703266805,-0.12651710629989685,1.0,2,1,0.8148742356692529,-0.03624574640672615,2025,0
2025-04-10,EX12_PLATFORM_MEDOID_REPRICED_10BP,121,2025-04-11,1,0.0315648742948448,0.07493588648759794,0.29934178664252614,0.13297799792140338,2.0,3,1,0.8642295783908475,-0.06846033291878711,2025,0
2025-04-23,EX12_PLATFORM_MEDOID_REPRICED_10BP,122,2025-04-24,4,-0.0125945483088339,0.11402127944378376,0.33327268948075195,0.26377253980197435,1.0,3,2,0.8030310322078408,0.031740846777025974,2025,1
