signal_date,anchor,trade_number,entry_date,holding_sessions,net_return,score_margin,score_change_1d,score_change_3d,score_above_exit_count_3d,role_agreement_count,persistent_role_agreement_count_2d,maximum_positive_role_share,confirmation_role_contribution,year,durable
2025-05-13,EX12_PLATFORM_MEDOID_REPRICED_10BP,123,2025-05-14,2,-0.0155106015841025,0.07227874898884523,0.22437760483416622,0.159440087596603,2.0,3,2,0.8020910674571236,-0.08669976621539781,2025,0
2025-06-09,EX12_PLATFORM_MEDOID_REPRICED_10BP,124,2025-06-10,3,-0.0301517548599258,0.07702826329902177,0.263071817398848,0.12939862196816865,1.0,2,1,0.8903755908090626,0.019547361888485583,2025,0
2025-06-17,EX12_PLATFORM_MEDOID_REPRICED_10BP,125,2025-06-18,1,0.0010354387254083,0.028951694194796374,0.25132995767418886,0.1287973288196021,2.0,1,0,1.0,-0.00921497324928524,2025,0
2025-06-24,EX12_PLATFORM_MEDOID_REPRICED_10BP,126,2025-06-25,10,0.009918439769186,0.026336253185127098,0.23245481813984797,0.12536394833994915,1.0,1,0,1.0,-0.0027875834600650552,2025,1
2025-07-30,EX12_PLATFORM_MEDOID_REPRICED_10BP,127,2025-07-31,3,-0.0066098411754603,0.03427018857078945,0.09044230986746982,0.10041480922222745,3.0,3,1,0.4991853776561835,0.062343493393407015,2025,0
2025-08-05,EX12_PLATFORM_MEDOID_REPRICED_10BP,128,2025-08-06,1,0.0026181034506662,0.010673388515176532,0.16983448741083462,-0.1253504849106979,2.0,2,1,0.6247506025852569,0.05476957412703671,2025,0
2025-08-07,EX12_PLATFORM_MEDOID_REPRICED_10BP,129,2025-08-08,9,0.0894008858856223,0.13712331429287203,0.3218471033529657,0.29628441318853016,2.0,4,1,0.41977180733144753,0.08933861350357787,2025,1
2025-08-21,EX12_PLATFORM_MEDOID_REPRICED_10BP,130,2025-08-22,19,0.193573457660926,0.017570850879870356,0.16001940195562084,0.020430445499659014,2.0,2,1,0.623149452887167,0.09022469906346789,2025,1
2025-09-18,EX12_PLATFORM_MEDOID_REPRICED_10BP,131,2025-09-19,2,0.0141327400638713,0.06784706990196021,0.18322410315063034,0.1159996887847625,2.0,4,1,0.5348736132184899,0.07678130626890746,2025,0
2025-10-09,EX12_PLATFORM_MEDOID_REPRICED_10BP,132,2025-10-10,2,-0.018094808417389,0.1364422205874216,0.26151889079938223,0.2820367556644288,2.0,4,1,0.4934250542222746,0.001929029119555059,2025,0
2025-10-14,EX12_PLATFORM_MEDOID_REPRICED_10BP,133,2025-10-15,1,0.0069992420893947,0.05738975005553981,0.433228001331448,-0.07905247053188177,2.0,3,1,0.5156310448530307,-0.07114612081783722,2025,0
2025-10-20,EX12_PLATFORM_MEDOID_REPRICED_10BP,134,2025-10-21,2,0.0137073227201982,0.008626158934574427,0.21827502263130227,0.29700295469740357,1.0,3,2,0.4981756732971995,0.04260362045787636,2025,0
2025-10-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,135,2025-10-29,1,0.0120489430140906,0.018302554710077884,0.11423107068829974,0.33467793414463975,1.0,2,1,0.6873884689417886,-0.02576303872778584,2025,0
2025-11-11,EX12_PLATFORM_MEDOID_REPRICED_10BP,136,2025-11-12,1,-0.0019980019980018,0.05010759765662737,0.16492746676867232,0.20504983793693354,1.0,2,1,0.6958905894089153,-0.026154392293295883,2025,0
2025-11-25,EX12_PLATFORM_MEDOID_REPRICED_10BP,137,2025-11-26,3,0.021439923712651,0.08961567720539348,0.12033022672366211,0.1448507453985069,2.0,3,2,0.7021489538943867,-0.07716770374223744,2025,0
2025-12-01,EX12_PLATFORM_MEDOID_REPRICED_10BP,138,2025-12-02,1,-0.0115729289161023,0.029927891983574997,0.12079105615206087,0.02723457132776823,2.0,3,3,0.5794217024005293,0.055899859948406766,2025,0
2025-12-11,EX12_PLATFORM_MEDOID_REPRICED_10BP,139,2025-12-12,1,0.0061338661338661,0.007580342882704663,0.24020649305276964,0.02975284167984927,1.0,3,1,0.5262052804534407,-0.042881683410156315,2025,0
2025-12-26,EX12_PLATFORM_MEDOID_REPRICED_10BP,140,2025-12-29,23,0.1077604114749053,0.019226896366773272,0.05062279120686673,0.11360820687988414,3.0,3,2,0.7674847668809103,0.015766941215335478,2025,1
2026-03-03,EX12_PLATFORM_MEDOID_REPRICED_10BP,141,2026-03-04,1,0.0285893721389089,0.1518003003038207,0.22229970281602077,0.18402966330300313,2.0,4,2,0.4055341487888777,0.09226047983621798,2026,0
2026-03-05,EX12_PLATFORM_MEDOID_REPRICED_10BP,142,2026-03-06,1,-0.0117960580793676,0.0029077846006772406,0.12984557610079442,0.07340718711287732,2.0,3,2,0.4514089792999353,-0.015550272173235475,2026,0
2026-03-17,EX12_PLATFORM_MEDOID_REPRICED_10BP,143,2026-03-18,1,-0.0091934021277928,0.10341019219940262,0.3457694226789605,0.16602287333961985,1.0,4,2,0.402247536705085,0.03014336018065597,2026,0
2026-04-01,EX12_PLATFORM_MEDOID_REPRICED_10BP,144,2026-04-02,2,-0.0247142841983509,0.012090368605539248,0.17020036589884957,0.3899497404741846,1.0,2,1,0.9601647859828956,-0.04627570660997646,2026,0
2026-04-08,EX12_PLATFORM_MEDOID_REPRICED_10BP,145,2026-04-09,10,0.0929802262159509,0.02144068094267447,0.13267145811064895,-0.04121151196022631,1.0,3,1,0.3860545645856299,0.06052121592704697,2026,1
2026-04-23,EX12_PLATFORM_MEDOID_REPRICED_10BP,146,2026-04-24,4,0.0476639924492687,0.2573319297104626,0.36715384042167215,0.11138517860869127,2.0,4,2,0.5051715172618263,0.08431145066011768,2026,1
2026-05-06,EX12_PLATFORM_MEDOID_REPRICED_10BP,147,2026-05-07,8,0.0167879179643886,0.28134916815766614,0.3431407829957239,0.1583938530845805,2.0,4,2,0.4289263778582919,0.12208041932157893,2026,1
2026-05-21,EX12_PLATFORM_MEDOID_REPRICED_10BP,148,2026-05-22,5,0.037085363615976,0.3021490620623967,0.4677557844633187,0.4136707372221039,2.0,4,2,0.46454547267831264,0.11173674311877858,2026,1
2026-05-29,EX12_PLATFORM_MEDOID_REPRICED_10BP,149,2026-06-01,2,-0.0349482638234736,0.17984599576039545,0.31738168468056394,0.18282078520636214,2.0,4,2,0.31643964457241636,0.07795041087325753,2026,0
2026-06-05,EX12_PLATFORM_MEDOID_REPRICED_10BP,150,2026-06-08,1,0.0101357608956393,0.04194041959187873,0.26169472942477195,0.2883540999165103,1.0,4,2,0.6021752557531856,0.024721678035975775,2026,0
2026-06-12,EX12_PLATFORM_MEDOID_REPRICED_10BP,151,2026-06-15,1,0.0391268626904148,0.05548402493286117,0.4381874218495153,0.21647466303077856,1.0,2,0,0.704428699507665,-0.11976657559654885,2026,0
2026-06-16,EX12_PLATFORM_MEDOID_REPRICED_10BP,152,2026-06-17,1,0.0571720769349228,0.054316218838112496,0.15597375961045987,0.4370196157547666,2.0,2,1,0.9607809632360178,0.0074540896931051814,2026,0
2026-06-22,EX12_PLATFORM_MEDOID_REPRICED_10BP,153,2026-06-23,2,0.0380030927976136,0.10686027554447747,0.30968732839864055,0.05254405670636497,1.0,3,1,0.7766535650041954,0.04565639643876643,2026,0
2026-06-26,EX12_PLATFORM_MEDOID_REPRICED_10BP,154,2026-06-29,5,-0.0087185541730997,0.05024154022036978,0.09667466548360126,0.0383335234540043,2.0,3,3,0.46761393431127046,0.05931645827542686,2026,1
2026-07-10,EX12_PLATFORM_MEDOID_REPRICED_10BP,155,2026-07-13,2,-0.0072632403567653,0.1289224621609313,0.35268897396449217,0.2755032002704155,1.0,3,1,0.5583083687581734,-0.06247756877736693,2026,0
2026-07-22,EX12_PLATFORM_MEDOID_REPRICED_10BP,156,2026-07-23,1,-0.0612281625937086,0.035457128990954295,0.20584676551336684,0.15752039549585,1.0,3,2,0.4486043378940242,-0.08495333595852768,2026,0
2026-07-31,EX12_PLATFORM_MEDOID_REPRICED_10BP,157,2026-08-03,4,0.0521288583445804,0.14176310575752551,0.3231827624803691,0.22557741047569618,1.0,3,2,0.6933859335727457,-0.06314698529515694,2026,1
2026-08-10,EX12_PLATFORM_MEDOID_REPRICED_10BP,158,2026-08-11,2,0.02305167735858,0.00708019257323797,0.06685334907715844,-0.05616157166486399,2.0,3,2,0.7693186706176488,0.006331925699625152,2026,0
2026-08-13,EX12_PLATFORM_MEDOID_REPRICED_10BP,159,2026-08-14,2,0.0301047710754256,0.05783948429709029,0.25059113322175486,0.05075929172385232,2.0,4,1,0.5485416880085054,0.014017345222755398,2026,0
2026-08-28,EX12_PLATFORM_MEDOID_REPRICED_10BP,160,2026-08-31,1,0.0303696303696301,0.006220704711247485,0.2730101146054679,0.37907402309061433,1.0,3,1,0.4232216206709848,-0.07719206922590752,2026,0
2021-03-08,EX14_UNIQUE_FEASIBLE_10BP,1,2021-03-09,3,-0.007355374686663,0.2235059898593768,0.4487011726019643,,1.0,3,1,0.5954598365545737,-0.02224334645835993,2021,0
2021-03-23,EX14_UNIQUE_FEASIBLE_10BP,2,2021-03-24,1,-0.0138884150004084,0.06203658196594425,0.2965987735445068,0.2204668089116532,1.0,3,0,0.5957561154923054,0.01305646784140431,2021,0
2021-03-29,EX14_UNIQUE_FEASIBLE_10BP,3,2021-03-30,1,-0.0051363730609013,0.10427157912591759,0.1364499242525674,0.21410849608784524,2.0,3,1,0.7568246162252704,0.010787926440912993,2021,0
2021-04-02,EX14_UNIQUE_FEASIBLE_10BP,4,2021-04-06,2,-0.0065104450937154,0.1296643107525614,0.22171932531547928,0.23246430703435134,1.0,3,2,0.6308882091575815,0.06799643133312308,2021,0
2021-04-09,EX14_UNIQUE_FEASIBLE_10BP,5,2021-04-12,2,-0.0204937919223632,0.005187175691357737,0.013646748402843717,-0.010520963535767092,2.0,3,2,0.43370896888452526,0.041061539976231694,2021,0
2021-04-26,EX14_UNIQUE_FEASIBLE_10BP,6,2021-04-27,2,0.0061945517169397,0.14056119846640122,0.30191895002884916,0.357929554999064,2.0,3,1,0.7677634866073174,-0.017185953557196685,2021,0
2021-05-07,EX14_UNIQUE_FEASIBLE_10BP,7,2021-05-10,2,-0.0135578707007275,0.08143276093129892,0.19782385588158588,0.14254987977258135,1.0,3,3,0.4758724802807417,-0.059904012440848586,2021,0
2021-05-17,EX14_UNIQUE_FEASIBLE_10BP,8,2021-05-18,1,-0.0100938884124724,0.08474044784490009,0.08787325958899372,0.4448807217202426,2.0,2,1,0.932915438869286,-0.05506140598088493,2021,0
2021-05-21,EX14_UNIQUE_FEASIBLE_10BP,9,2021-05-24,1,0.011418006937051,0.06088984034378386,0.20932847355233075,0.288327723862082,1.0,2,1,0.6713484084435009,-0.03187950085495201,2021,0
2021-05-25,EX14_UNIQUE_FEASIBLE_10BP,10,2021-05-26,11,0.041610967828733,0.051646829565256236,0.17863712786267183,0.20008546277380312,2.0,3,2,0.8102296039441993,0.008617797553729139,2021,1
2021-06-11,EX14_UNIQUE_FEASIBLE_10BP,11,2021-06-15,3,0.0224595010163421,0.11008577354706536,0.17073949115452564,0.061828245343906796,2.0,4,3,0.6701550727795206,0.023224020255068784,2021,0
2021-06-22,EX14_UNIQUE_FEASIBLE_10BP,12,2021-06-23,6,0.0435406495817807,0.09813571612293148,0.24376221403803522,0.2577853281558492,1.0,2,1,0.6031830217171135,0.07331951267764936,2021,1
2021-07-01,EX14_UNIQUE_FEASIBLE_10BP,13,2021-07-02,4,-0.0032423935167076,0.03537047345953313,0.1430658142838181,-0.043929625333233094,2.0,3,0,0.5552013208785341,0.01562778015501315,2021,1
2021-07-08,EX14_UNIQUE_FEASIBLE_10BP,14,2021-07-09,1,-0.0001634395016746,0.029319133098222122,0.17036188697216892,0.018506897423184857,2.0,3,1,0.773643749349068,0.006105431570108103,2021,0
2021-07-12,EX14_UNIQUE_FEASIBLE_10BP,15,2021-07-13,3,-0.0166835004357994,0.06411160246634157,0.2775574629919173,0.20515435634028834,2.0,1,0,1.0,-0.014479814579360782,2021,0
2021-07-21,EX14_UNIQUE_FEASIBLE_10BP,16,2021-07-22,11,0.0335558191808191,0.08300975260847795,0.42629057360947653,0.1540504105401765,1.0,2,0,0.9253200635275299,-0.03119824720320314,2021,1
2021-08-06,EX14_UNIQUE_FEASIBLE_10BP,17,2021-08-09,1,-0.0057172641023571,0.12588598824072075,0.26438370581018034,0.08318015559852139,2.0,4,1,0.3236857138821398,0.03847694448190872,2021,0
2021-08-17,EX14_UNIQUE_FEASIBLE_10BP,18,2021-08-18,1,0.0005741680999415,0.11114962874998949,0.19935334971169946,0.13558428925621188,2.0,4,3,0.35289249630197844,0.03791802426440515,2021,0
2021-08-30,EX14_UNIQUE_FEASIBLE_10BP,19,2021-08-31,2,-0.0266153846153844,0.1417961623735003,0.34166184575149794,0.25109698478845566,2.0,3,2,0.5471015079710491,-0.029042464072133567,2021,0
2021-09-16,EX14_UNIQUE_FEASIBLE_10BP,20,2021-09-17,1,-0.0070239113404577,0.0663407974005103,0.28354819988840846,0.08972451199171201,2.0,4,2,0.42401040414024,0.029314131963140214,2021,0
2021-10-15,EX14_UNIQUE_FEASIBLE_10BP,21,2021-10-18,2,0.0001436331908437,0.008332495465727285,0.13668828433695218,0.15269290916869932,1.0,1,0,1.0,-0.015426231529654664,2021,0
2021-10-26,EX14_UNIQUE_FEASIBLE_10BP,22,2021-10-27,2,-0.0126075200490508,0.09583104924420754,0.19630622793429264,0.1106717852546664,2.0,3,1,0.7935689579950824,0.013816249461512872,2021,0
2021-10-29,EX14_UNIQUE_FEASIBLE_10BP,23,2021-11-01,17,0.0551102770223497,0.08483423265226331,0.26049175421409027,-0.010996816591944236,2.0,2,1,0.7945648307112935,0.04631885919267245,2021,1
2021-11-24,EX14_UNIQUE_FEASIBLE_10BP,24,2021-11-25,3,0.0026377073490544,0.09687444498392228,0.18216351956662574,0.16362764124368312,2.0,3,2,0.49164659716997383,0.08531024464493878,2021,0
2021-11-30,EX14_UNIQUE_FEASIBLE_10BP,25,2021-12-01,1,-0.011263272536482,0.027261108701768982,0.17458230954550555,0.014352711328895804,2.0,3,1,0.8866251071838437,0.004789657115566687,2021,0
2021-12-07,EX14_UNIQUE_FEASIBLE_10BP,26,2021-12-08,1,0.00633024833303,0.0006441713376287156,0.09620342678250296,0.16239892450622065,1.0,3,2,0.519526966262939,0.02490001243306402,2021,0
2021-12-13,EX14_UNIQUE_FEASIBLE_10BP,27,2021-12-14,1,0.0020727063555072,0.03548631161335229,0.2342815638179639,0.14917960422425153,2.0,1,0,1.0,-0.0020253798655853862,2021,0
2021-12-16,EX14_UNIQUE_FEASIBLE_10BP,28,2021-12-17,2,-0.0408546371661124,0.08795168047193097,0.1736158749336198,0.05246536885857868,1.0,2,1,0.7286351904658456,0.05304380635605223,2021,0
2021-12-22,EX14_UNIQUE_FEASIBLE_10BP,29,2021-12-23,1,-0.0012922014336439,0.09004558463881132,0.4210493514258361,0.16349901725772412,1.0,2,0,0.8020427024751033,-0.03031935398152479,2021,0
2022-01-04,EX14_UNIQUE_FEASIBLE_10BP,30,2022-01-05,2,-0.0269302432043329,0.13550870119184358,0.4194625464134817,0.31628538617775265,1.0,4,0,0.7102103824860978,0.005792658941297506,2022,0
2022-01-18,EX14_UNIQUE_FEASIBLE_10BP,31,2022-01-19,1,-0.0157485733990445,0.03646354896433299,0.10686073424865986,0.1452396664075552,2.0,4,1,0.32422059467048414,0.01450643942432152,2022,0
2022-01-25,EX14_UNIQUE_FEASIBLE_10BP,32,2022-01-26,1,-0.0103526610375925,0.05734538274485487,0.2975429150184066,0.09336153966539373,1.0,4,2,0.4995055751360655,0.017273312012434122,2022,0
2022-02-10,EX14_UNIQUE_FEASIBLE_10BP,33,2022-02-11,1,-0.0159388680341844,0.03516205220275137,0.15754680228976886,0.09607453351140999,1.0,3,1,0.6432341356976845,-0.03490611887330741,2022,0
2022-02-24,EX14_UNIQUE_FEASIBLE_10BP,34,2022-02-25,4,0.005124930580918,0.003791677457090553,0.11371809059160148,0.06398052707879841,1.0,3,2,0.5599875233505783,0.072315400777996,2022,1
2022-03-03,EX14_UNIQUE_FEASIBLE_10BP,35,2022-03-04,3,-0.0527438663031883,0.15099233967831635,0.39437298105482554,0.12265999376421821,2.0,4,1,0.3989277362404278,0.027500361103188386,2022,0
2022-03-10,EX14_UNIQUE_FEASIBLE_10BP,36,2022-03-11,1,0.0107750611163581,0.06933377841378396,0.13182947123764122,0.1117126010616842,2.0,2,1,0.8450743646055254,-0.03121677010809418,2022,0
2022-03-15,EX14_UNIQUE_FEASIBLE_10BP,37,2022-03-16,5,0.0188661512703325,0.006912193436507799,0.0954890172600345,-0.062421584977276165,1.0,2,2,0.6199571206222738,-0.005619764089506461,2022,1
2022-03-25,EX14_UNIQUE_FEASIBLE_10BP,38,2022-03-28,4,-0.016129003739623,0.14760430829292137,0.4135383016774089,0.2511040002489013,2.0,4,1,0.3693520205492721,0.04213511679272436,2022,1
2022-04-20,EX14_UNIQUE_FEASIBLE_10BP,39,2022-04-21,2,-0.0409980800762364,0.1379671901806013,0.2982712142850445,0.41466030348552885,1.0,3,1,0.5936798315048397,0.0399094123666778,2022,0
2022-04-25,EX14_UNIQUE_FEASIBLE_10BP,40,2022-04-26,2,0.0078399147402434,0.00467229727113487,0.13805322664285188,-0.13329489290946644,2.0,3,2,0.49641933247189923,0.015793926331770174,2022,0
2022-04-29,EX14_UNIQUE_FEASIBLE_10BP,41,2022-05-05,2,-0.008158508158508,0.11434455235149124,0.14509062038141526,-0.04225292193582464,2.0,2,2,0.798318602798542,-0.013034212908959772,2022,0
2022-05-11,EX14_UNIQUE_FEASIBLE_10BP,42,2022-05-12,1,0.0234163485877492,0.13907765437223632,0.31704260566132214,0.2867544458656125,1.0,4,2,0.4515736626581844,0.02338866111716238,2022,0
2022-05-16,EX14_UNIQUE_FEASIBLE_10BP,43,2022-05-17,1,0.0165740234300471,0.17778396377588507,0.3142519828106457,0.03870630940364875,1.0,4,1,0.34769224726969244,0.07174215952506319,2022,0
2022-05-18,EX14_UNIQUE_FEASIBLE_10BP,44,2022-05-19,1,0.0376897593192455,0.12253961930120333,0.24087013756570383,0.25900763833596396,2.0,4,2,0.5207224981513819,0.0684647869643731,2022,0
2022-05-24,EX14_UNIQUE_FEASIBLE_10BP,45,2022-05-25,1,0.0057761128841948,0.20582782662533605,0.36419032748532654,0.3839647997689948,1.0,4,1,0.4758038089622265,0.0011660195432870361,2022,0
2022-05-27,EX14_UNIQUE_FEASIBLE_10BP,46,2022-05-30,3,0.0341331857965909,0.038090285027743684,0.05168978916979046,-0.16773754159759235,2.0,3,2,0.7720440471358644,-0.023850896321315047,2022,0
2022-06-07,EX14_UNIQUE_FEASIBLE_10BP,47,2022-06-08,2,-0.0326653153694415,0.00916942424458135,0.11492893116494522,0.18949764879516723,1.0,3,1,0.8501685207273545,0.0017254048127880832,2022,0
2022-06-16,EX14_UNIQUE_FEASIBLE_10BP,48,2022-06-17,1,0.0243129597675053,0.15590200829307163,0.20469261646955966,0.4547178572771331,2.0,3,3,0.7435753976084158,-0.00033854101900395936,2022,0
2022-06-20,EX14_UNIQUE_FEASIBLE_10BP,49,2022-06-21,9,-0.003775387568798,0.01883721573908234,0.24268683041917652,0.06762782391557037,2.0,3,0,0.5719781855625414,0.035215286532539844,2022,1
2022-07-04,EX14_UNIQUE_FEASIBLE_10BP,50,2022-07-05,7,-0.0452359311775755,0.026594446991127355,0.16264875465875497,-0.01870746556254828,2.0,3,1,0.5831517088585925,0.05701025377017886,2022,1
2022-07-18,EX14_UNIQUE_FEASIBLE_10BP,51,2022-07-19,1,-0.0056238039889263,0.03135040461453743,0.07381851355259061,0.23386217033095508,2.0,3,2,0.6055645163797461,0.0516921341376337,2022,0
2022-07-28,EX14_UNIQUE_FEASIBLE_10BP,52,2022-07-29,7,0.0408234497551487,0.06178820739660071,0.35010733070687294,0.269981090616517,1.0,2,1,0.910651569033748,-0.05543174190247647,2022,1
2022-08-11,EX14_UNIQUE_FEASIBLE_10BP,53,2022-08-12,1,-0.0267418531881341,0.014408159644939161,0.19170475867562303,0.13583677756349638,1.0,2,0,0.9992744527479099,-0.07186001447489615,2022,0
2022-08-19,EX14_UNIQUE_FEASIBLE_10BP,54,2022-08-22,1,0.0006352486563567,0.03474641093980274,0.32221270664376345,0.15408395836533406,1.0,3,0,0.5091082672662786,-0.04944556664577646,2022,0
2022-09-08,EX14_UNIQUE_FEASIBLE_10BP,55,2022-09-09,1,-0.0112645015151976,0.07021113201739551,0.14963848307189098,0.26995385237709135,2.0,4,3,0.5199349775432148,0.03190319492260732,2022,0
2022-09-15,EX14_UNIQUE_FEASIBLE_10BP,56,2022-09-16,1,-0.0010262376377272,0.08271471460339572,0.45201821064475745,0.1744284513655916,2.0,4,0,0.4082000480930433,0.015269260111511557,2022,0
2022-09-29,EX14_UNIQUE_FEASIBLE_10BP,57,2022-09-30,1,-0.0242207185527022,0.042099480170645825,0.05507131264205207,0.22226442256735054,2.0,3,2,0.893611855010278,-0.005954959748647045,2022,0
2022-10-14,EX14_UNIQUE_FEASIBLE_10BP,58,2022-10-17,1,0.0247525670206083,0.1829782609439068,0.21353083484923002,0.3413877409379288,2.0,3,1,0.6786862677870626,0.029233782664092444,2022,0
2022-10-18,EX14_UNIQUE_FEASIBLE_10BP,59,2022-10-19,3,0.0111869837479594,0.10035203299125517,0.2739636771796117,0.1309046068965784,2.0,2,1,0.8252285773705837,0.03506271253346446,2022,0
2022-10-24,EX14_UNIQUE_FEASIBLE_10BP,60,2022-10-25,6,0.0593710724759113,0.12750485739393064,0.36197298997798716,0.023383953286430392,2.0,2,0,0.9064857569944922,-0.012021935211811274,2022,1
2022-11-07,EX14_UNIQUE_FEASIBLE_10BP,61,2022-11-08,2,-0.0285503487338348,0.058030297861361546,0.2529053750094194,0.14149081366104835,1.0,3,1,0.610046583010669,-0.05342322000441147,2022,0
2022-11-11,EX14_UNIQUE_FEASIBLE_10BP,62,2022-11-14,2,0.0303799254180934,0.14909159047648643,0.3895511976703401,0.21618589320592924,1.0,2,1,0.7614508647763496,-0.05654568287189988,2022,0
2022-12-22,EX14_UNIQUE_FEASIBLE_10BP,63,2022-12-23,1,-0.010393392096862,0.027551744471273634,0.14832500078550018,0.17760926474080974,1.0,3,2,0.47761192577965955,-0.03471833227914474,2022,0
2023-01-09,EX14_UNIQUE_FEASIBLE_10BP,64,2023-01-10,1,-2.371515724608475e-05,0.060457366457780465,0.07999756295252149,0.15074860153503478,3.0,3,1,0.8988412943604627,-0.07428453223856597,2023,0
2023-01-16,EX14_UNIQUE_FEASIBLE_10BP,65,2023-01-17,2,0.0068165396919079,0.06489893170064881,0.20797340190974534,0.09678104101206278,1.0,2,1,0.6850434058957033,0.0575950153124171,2023,0
2023-01-30,EX14_UNIQUE_FEASIBLE_10BP,66,2023-01-31,1,-0.0124234739619353,0.07593091713731528,0.24365010765274103,0.21044418243391533,1.0,3,0,0.6408321049136525,-0.027692167358432718,2023,0
2023-02-14,EX14_UNIQUE_FEASIBLE_10BP,67,2023-02-15,3,-0.0372664584698965,0.03605260121870227,0.06318083617074491,0.22147048515911083,2.0,3,2,0.6338139867129772,0.036632039805987705,2023,0
2023-03-06,EX14_UNIQUE_FEASIBLE_10BP,68,2023-03-07,2,-0.0136252097417144,0.0860120402455892,0.15693185591102857,0.18371608502373496,2.0,3,2,0.629162351181688,0.04409506365811519,2023,0
2023-03-15,EX14_UNIQUE_FEASIBLE_10BP,69,2023-03-16,22,0.1256760817307693,0.1013987959061729,0.14555601108434987,0.3248656590404584,2.0,3,2,0.43181514247047964,0.0744232502542096,2023,1
2023-04-21,EX14_UNIQUE_FEASIBLE_10BP,70,2023-04-24,6,-0.0450456233906936,0.021094209561771965,0.08311990502183497,0.08489538802404825,3.0,3,1,0.5478461830864296,0.053883119514437826,2023,1
2023-06-16,EX14_UNIQUE_FEASIBLE_10BP,71,2023-06-19,1,-0.0010678976196215,0.027290356397857582,0.06709703747922763,0.08606816871426246,3.0,2,2,0.8968517044727845,0.018202252417881926,2023,0
2023-06-21,EX14_UNIQUE_FEASIBLE_10BP,72,2023-06-26,2,-0.0019980019980018,0.09326615994953052,0.19330274525897578,0.06597580355167294,1.0,3,1,0.5939406325267209,0.09843473732271603,2023,0
2023-06-28,EX14_UNIQUE_FEASIBLE_10BP,73,2023-06-29,1,-0.007811605869858,0.04352807146603305,0.18676766990735108,-0.04973808848349748,2.0,3,2,0.35820868931624966,0.04266211870710928,2023,0
2023-07-31,EX14_UNIQUE_FEASIBLE_10BP,74,2023-08-01,1,-0.0019980019980019,0.039123415194869726,0.18154780401610646,0.11729125874051115,2.0,1,1,1.0,-0.006216045921050156,2023,0
2023-08-11,EX14_UNIQUE_FEASIBLE_10BP,75,2023-08-14,1,9.864085494348808e-05,0.01432908050156359,0.29880897268209533,0.018046477657503973,1.0,3,0,0.6502448947878181,-0.006320044887451363,2023,0
2023-08-28,EX14_UNIQUE_FEASIBLE_10BP,76,2023-08-29,3,0.0735745323718597,0.15566793608486842,0.32913752099018306,0.271531538073043,2.0,3,2,0.5634580356495942,-0.04181611281114182,2023,0
2023-09-05,EX14_UNIQUE_FEASIBLE_10BP,77,2023-09-06,1,0.0011535832588465,0.030112582355882295,0.1665271671292171,0.16020307158166508,1.0,4,2,0.5152400088486696,0.003997348577382518,2023,0
2023-10-09,EX14_UNIQUE_FEASIBLE_10BP,78,2023-10-10,8,-0.0261255228288194,0.08915965102656428,0.18827407139991584,0.13152999339855972,1.0,2,1,0.9190450671534509,0.01594867784364578,2023,1
2023-10-25,EX14_UNIQUE_FEASIBLE_10BP,79,2023-10-26,1,0.0003121878121878,0.10420521517634154,0.12782649297420937,0.23223340358640293,3.0,3,2,0.7087318214479257,-0.012828550670283684,2023,0
2023-10-31,EX14_UNIQUE_FEASIBLE_10BP,80,2023-11-01,8,0.0168951315944634,0.018229476806309583,0.10539704984808859,0.18370468348703084,1.0,2,2,0.9691929650093862,-0.012216077161181917,2023,1
2023-11-13,EX14_UNIQUE_FEASIBLE_10BP,81,2023-11-14,1,0.0230883870228133,0.0012616450316097205,0.1507661513118647,-0.08506479270946057,2.0,2,1,0.6711176483028143,0.050758320952823115,2023,0
2023-11-15,EX14_UNIQUE_FEASIBLE_10BP,82,2023-11-16,2,-0.0128223186791515,0.2000461819407494,0.31545895721229195,0.3495506882210044,2.0,4,1,0.5039229749611834,0.08409345116069929,2023,0
2023-11-21,EX14_UNIQUE_FEASIBLE_10BP,83,2023-11-22,2,-0.011922883746088,0.0785616091208832,0.18531148605075454,0.09949836790142974,1.0,4,1,0.39312477764179027,0.04370210837112129,2023,0
2023-12-04,EX14_UNIQUE_FEASIBLE_10BP,84,2023-12-05,3,-0.0144588668992754,0.06428611323495625,0.1343173630833514,0.12257526781424909,2.0,3,2,0.6141953614635762,-0.00686790986764696,2023,0
2023-12-08,EX14_UNIQUE_FEASIBLE_10BP,85,2023-12-11,6,-0.0268914758710676,0.06983910920482958,0.1809727436667892,0.1238396710742852,2.0,3,2,0.8245394434911587,0.01622377818080673,2023,1
2023-12-22,EX14_UNIQUE_FEASIBLE_10BP,86,2023-12-25,1,-0.0100930355855036,0.06749478783389107,0.26752368675460897,0.21127544399959358,2.0,2,0,0.945849079978548,-0.017451060893136534,2023,0
2023-12-27,EX14_UNIQUE_FEASIBLE_10BP,87,2023-12-28,4,-0.0019980019980018,0.011810525324208343,0.023709340436290763,-0.055684262509682725,2.0,3,2,0.5874787374283108,0.05688087853104046,2023,1
2024-01-08,EX14_UNIQUE_FEASIBLE_10BP,88,2024-01-09,18,-0.1188251350144251,0.06652816209744908,0.07990637769325948,0.1525552150349114,2.0,3,2,0.4345206180925913,-0.0076536622603086794,2024,1
