lag,is_observed,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count
71,False,0.13668657681241214,0.22205243433354238,-0.17230576200082615,1.2887116005585333,1.180194858148574,7,5,2,True,0.8963296826011516,0.5714285714285714,15
72,False,0.07308721256283524,0.11673586855329288,-0.22398297026442537,0.5211818934960956,0.328012547449195,7,6,1,True,0.5797985060029285,0.5714285714285714,15
73,False,0.0957818037897038,0.15392299457555514,-0.2080404652477864,0.7398704592985086,1.3491304034270677,7,4,3,True,0.7317406580942977,0.5714285714285714,15
74,False,-0.21033401692282183,-0.30900218655596556,-0.3311514682195563,-0.9331143486010287,0.3747794218911759,7,4,3,True,-1.2304023787606009,0.5714285714285714,15
75,False,-0.17193527225886485,-0.2556918144249034,-0.29862766126687723,-0.8562228071578307,0.7286964882415053,7,3,4,True,-1.0415577339764484,0.5714285714285714,15
76,False,-0.13229101300360102,-0.19916681243697465,-0.2650489011776066,-0.7514342129021504,0.7585670908364899,7,3,4,True,-0.7139088652688468,0.5714285714285714,15
77,False,-0.15750328405519964,-0.23528769539996985,-0.30556976869958596,-0.7699966407059321,0.587691804254907,7,3,4,True,-0.8495736548709496,0.5714285714285714,15
78,False,0.08199508172898873,0.13127975161872074,-0.22319553580959173,0.5881826943470572,1.606132163295875,7,3,4,True,0.6542118163420108,0.5714285714285714,15
79,False,0.11106336453600929,0.17921014962271942,-0.15599173553719003,1.1488438730780957,0.6429134824450686,7,5,2,True,0.8047723885041197,0.5714285714285714,15
80,False,0.35865805400059414,0.6156465191230562,-0.1511591828052915,4.0728357199183325,1.8117186398876635,7,5,2,True,1.996447330770909,0.5714285714285714,15
81,False,0.29507065501491003,0.49886901182562715,-0.12086776859504134,4.12739490125818,2.016651614693648,7,5,2,True,1.8417514029963784,0.5714285714285714,15
82,False,0.42073451392063843,0.7326701432756766,-0.12086776859504111,6.061749561460309,1.4447793490162073,7,6,1,True,2.2870043529547,0.5714285714285714,15
83,False,0.3515390983185904,0.6024158114828051,-0.22142726479816932,2.720603589769789,2.629602628627139,7,5,2,True,1.9254849921260038,0.5714285714285714,15
84,False,0.14082870485646182,0.2290298417143506,-0.2713352731613643,0.8440842911645532,1.2743209172643595,7,5,2,True,0.9383938887612322,0.5714285714285714,15
85,False,0.1455173084013368,0.23694507997918612,-0.22316557737342235,1.061745645399006,1.1809309182609002,7,5,2,True,0.9785435362905708,0.5714285714285714,15
86,False,0.41169304258441053,0.7154421684673513,-0.21324606420425296,3.3550076112170637,1.588600111358036,7,6,1,True,2.110407127509291,0.5714285714285714,15
87,False,0.4617704978034889,0.8116394929333619,-0.16655762549850217,4.873025119709459,1.5425138910389875,7,6,1,True,2.3303127050759573,0.5714285714285714,15
88,False,0.543273736727651,0.9722147695322487,-0.1874999999999999,5.185145437505329,1.6746178708363801,7,6,1,True,2.5217955938401575,0.5714285714285714,15
89,False,0.2337520321114499,0.38928538139071955,-0.1875,2.0761887007505044,2.7151776310958007,7,4,3,True,1.315266873360344,0.5714285714285714,15
90,False,0.33537399260677336,0.5725188678947892,-0.1875000000000001,3.0534339621055406,2.356423965498515,7,5,2,True,1.7760939826529945,0.5714285714285714,15
91,False,0.18130735981051105,0.29796710115740677,-0.1875,1.5891578728395028,2.616185012774273,7,5,2,True,1.1188551982302763,0.5714285714285714,15
92,False,0.1942417876472402,0.3202803253891797,-0.25755629427379134,1.2435352290350572,3.4740803523836243,7,5,2,True,1.1568480782800312,0.5714285714285714,15
93,False,0.11736726579692647,0.1896990917706034,-0.23196125907990306,0.8178050615997833,1.9170466133066306,7,5,2,True,0.7955527786642836,0.5714285714285714,15
94,False,-0.024482336798440474,-0.038054095931450815,-0.23970868282884916,-0.15875142895270614,1.8790518564609373,7,4,3,True,0.08157352403241488,0.5714285714285714,15
95,False,-0.07941090127674466,-0.12147280689517814,-0.3160185562314718,-0.3843850448016219,1.3297438692242145,7,5,2,True,-0.19330056949988328,0.5714285714285714,15
96,False,-0.10209023433299402,-0.1551122743356126,-0.300920111742345,-0.5154599785222179,1.405390954683079,7,4,3,True,-0.3019500613787548,0.577639751552795,15
97,False,0.14649753590011882,0.2386022051280261,-0.29791943337760063,0.8008950689215618,1.0601012828896974,8,5,3,True,0.9094510966294622,0.577639751552795,16
98,False,-0.04118429644473198,-0.06370755109924653,-0.29791943337760074,-0.21384154224843668,0.997040563010405,8,4,4,True,0.013596144942160082,0.577639751552795,16
99,False,0.023991591270774437,0.03780578980029503,-0.29791943337760063,0.12689937467885065,1.2313789940681643,8,4,4,True,0.3458277396342187,0.577639751552795,16
100,False,-0.05229330164654744,-0.08063141191204626,-0.29791943337760063,-0.27064837965722516,0.9919345381514536,8,4,4,True,-0.03876418733239813,0.577639751552795,16
101,False,-0.19785271660702564,-0.29183105353584626,-0.3436608517655365,-0.8491832922969903,1.0758138125416161,8,3,5,True,-0.8752840980053755,0.577639751552795,16
102,False,-0.2093314184449392,-0.30762849027329564,-0.351874050094512,-0.8742573946293222,2.0173500797371795,8,2,6,True,-0.9246531595394609,0.577639751552795,16
103,False,-0.05426165529481841,-0.0836184340163546,-0.3478562163482706,-0.24038217541191376,1.0404210730071168,8,4,4,True,-0.03077794499987306,0.577639751552795,16
104,False,0.08535470568738646,0.13678264147371855,-0.3022437307523098,0.45255741494870766,0.5258346359306983,8,6,2,True,0.6310817102263984,0.577639751552795,16
105,False,0.006341846871196655,0.009944143346116041,-0.3022437307523098,0.032901073982127736,0.7003504321397342,8,5,3,True,0.26468448547620865,0.577639751552795,16
106,False,-0.043164734466426324,-0.06673278279824002,-0.30696837082584294,-0.21739302527718907,1.2843929461643966,7,3,4,True,0.016175975741169184,0.577639751552795,14
107,False,0.13047494583718433,0.21161586748218797,-0.3022437307523098,0.7001497333144295,2.3997427217489324,7,3,4,True,0.8205334062129318,0.5714285714285714,14
108,False,0.12106188465920997,0.19586207434219483,-0.3022437307523098,0.6480269213679893,2.3310190322396873,7,3,4,True,0.7898732239951454,0.5714285714285714,15
109,False,0.15707244974145929,0.25653051372267943,-0.3022437307523098,0.8487537957665942,1.4571166652367948,7,4,3,True,0.9505816588528049,0.5714285714285714,15
110,False,-0.009602019092650571,-0.014988406747568406,-0.3022437307523098,-0.04959046366408002,1.5608206975595826,7,3,4,True,0.1859087682414816,0.5714285714285714,15
111,False,0.1685302906079904,0.27606049768735197,-0.3022437307523098,0.9133704676031308,3.039769208581785,7,3,4,True,0.9738487908221641,0.5714285714285714,15
112,False,0.18941275760334686,0.31193368711352987,-0.3022437307523097,1.0320600739578654,1.8937158767572522,7,4,3,True,1.061133676726222,0.5714285714285714,15
113,False,0.26565718176441333,0.4459288398215753,-0.3022437307523098,1.4753948368478025,1.3063059395380257,7,5,2,True,1.3724965456986324,0.5714285714285714,15
114,False,0.19142349351094867,0.31540677982845255,-0.3022437307523098,1.0435511070597852,4.74772467022501,7,4,3,True,1.0671801655600166,0.5714285714285714,15
115,False,0.33934057624528835,0.5798361280284237,-0.3022437307523097,1.9184388922978268,10.593970699043114,7,5,2,True,1.6370480887520658,0.5714285714285714,15
116,False,0.16777988660958942,0.27477810137117165,-0.30854000365045264,0.8905752839831748,2.5460986222479445,7,5,2,True,0.9915237608496982,0.5714285714285714,15
117,False,0.00597094340416926,0.009361581363709126,-0.35640221034974506,0.026266900405927357,2.022895270977184,7,3,4,True,0.26286810790854565,0.5714285714285714,15
118,False,0.10630668454137004,0.17131782606420454,-0.3529024934188043,0.4854537138701778,6.956293180942709,7,3,4,True,0.714600088316299,0.5714285714285714,15
