object_type,object_id,counterfactual,window,champion_return,counterfactual_return,return_delta,champion_sharpe,counterfactual_sharpe,sharpe_delta,dominant_share,trade_count,exposure,max_drawdown,metric,value
group_coalition,trend+volume_position,coalition,2024,0.06821503071757551,0.10125797362991684,0.03304294291234133,0.429718323504386,0.5270297134812856,0.09731138997689959,0.6465736361001305,29.0,0.5289256198347108,-0.18357160128619654,,
group_coalition,trend+volume_position,coalition,2025,0.5165797353772803,0.41198254496045394,-0.10459719041682636,2.1935321360904703,1.8663841839902895,-0.32714795210018077,0.3304556838208286,17.0,0.7119341563786008,-0.14503837773888306,,
group_coalition,trend+volume_position,coalition,2021H1,0.24893799167194453,0.23378784298663602,-0.015150148685308507,3.071835242807882,2.9126156085346873,-0.15921963427319463,0.0,7.0,0.635593220338983,-0.07044585434631867,,
group_coalition,trend+volume_position,coalition,2021H2,-0.19785984963082448,-0.12035007335836401,0.07750977627246047,-2.7932256547119008,-1.6422912763634498,1.150934378348451,0.4101644783952001,19.0,0.6,-0.1708343161713255,,
group_coalition,trend+volume_position,coalition,2022H1,-0.06477702515250938,-0.06279471051900598,0.0019823146335034014,-0.7230789850675907,-0.6554246825626847,0.067654302504906,0.9999999999999863,11.0,0.5470085470085471,-0.14767770147356896,,
group_coalition,trend+volume_position,coalition,2022H2,-0.004512956055262585,0.0011401585037249529,0.0056531145589875376,0.027823439228323324,0.10969186485369252,0.0818684256253692,0.576613737761093,13.0,0.504,-0.09330383229475037,,
group_coalition,trend+volume_position,coalition,2023H1,0.0509484040161825,0.04436105887262132,-0.006587345143561185,0.7678236149964333,0.6897739801216366,-0.07804963487479666,0.6376696874413301,13.0,0.7711864406779662,-0.11094347540392124,,
group_coalition,trend+volume_position,coalition,2023H2,-0.10632026926329408,-0.11618418610099035,-0.009863916837696274,-2.295242649962902,-2.5892470144780937,-0.2940043645151915,0.8209633489798748,15.0,0.4838709677419355,-0.1259809015633543,,
group_coalition,trend+volume_position,coalition,2024H1,-0.09485536840967668,-0.08453461118874661,0.010320757220930066,-1.2263976900051408,-1.091420492571889,0.13497719743325187,0.6465736361001305,14.0,0.5384615384615384,-0.11218947015927683,,
group_coalition,trend+volume_position,coalition,2024H2,0.18015949433488965,0.20294878112204584,0.022789286787156193,1.0655359885390128,1.1556389491263184,0.0901029605873056,1.0,15.0,0.52,-0.18357160128619576,,
group_coalition,trend+volume_position,coalition,2025H1,0.03483459850082471,0.03216155097651252,-0.0026730475243121887,0.5727132492529325,0.5412830615411443,-0.03143018771178829,0.37855673331853945,11.0,0.6495726495726496,-0.14503837773888306,,
group_coalition,trend+volume_position,coalition,2025H2,0.466221134770592,0.36863240316247525,-0.09758873160811676,3.257468496072225,2.7386951076991526,-0.5187733883730723,0.9999999999999571,7.0,0.7698412698412699,-0.14468427908802373,,
group_coalition,structure+trend+volume_position,coalition,2021,0.0029406556554447683,0.0029406556554447683,0.0,0.13294054781997158,0.13294054781997158,0.0,0.0,31.0,0.6584362139917695,-0.22018543313931405,,
group_coalition,structure+trend+volume_position,coalition,2022,-0.07098337536211052,-0.07098337536211052,0.0,-0.3925555936985177,-0.3925555936985177,0.0,0.0,27.0,0.5454545454545454,-0.167370458417332,,
group_coalition,structure+trend+volume_position,coalition,2023,-0.06031910763728798,-0.06031910763728798,0.0,-0.3898777490492146,-0.3898777490492146,0.0,0.0,29.0,0.6570247933884298,-0.19033050155566777,,
group_coalition,structure+trend+volume_position,coalition,2024,0.06821503071757551,0.06821503071757551,0.0,0.429718323504386,0.429718323504386,0.0,0.0,31.0,0.5289256198347108,-0.18357160128619643,,
group_coalition,structure+trend+volume_position,coalition,2025,0.5165797353772803,0.5165797353772803,0.0,2.1935321360904703,2.1935321360904703,0.0,0.0,23.0,0.720164609053498,-0.12500239103219846,,
group_coalition,structure+trend+volume_position,coalition,2021H1,0.24893799167194453,0.24893799167194453,0.0,3.071835242807882,3.071835242807882,0.0,0.0,5.0,0.6440677966101694,-0.070445854346318,,
group_coalition,structure+trend+volume_position,coalition,2021H2,-0.19785984963082448,-0.19785984963082448,0.0,-2.7932256547119008,-2.7932256547119008,0.0,0.0,27.0,0.672,-0.22018543313931405,,
group_coalition,structure+trend+volume_position,coalition,2022H1,-0.06477702515250938,-0.06477702515250938,0.0,-0.7230789850675907,-0.7230789850675907,0.0,0.0,13.0,0.5299145299145299,-0.167370458417332,,
group_coalition,structure+trend+volume_position,coalition,2022H2,-0.004512956055262585,-0.004512956055262585,0.0,0.027823439228323324,0.027823439228323324,0.0,0.0,15.0,0.56,-0.09410443425020654,,
group_coalition,structure+trend+volume_position,coalition,2023H1,0.0509484040161825,0.0509484040161825,0.0,0.7678236149964333,0.7678236149964333,0.0,0.0,15.0,0.847457627118644,-0.09040812622954864,,
