quantile,events,stress_mean_return,stress_profit_factor,positive_years,recent_stress_mean_return,incremental_terminal_return_vs_static
0.75,337,0.00038198741927372655,1.1140480231440781,4,-1.171288149830615e-05,0.049772079044216655
0.8,275,0.001008709801784733,1.325482300752691,6,0.0012081751379446307,0.12702902888454615
0.85,220,0.0014632890217804637,1.4959336203685014,6,0.0013367032305421672,0.15319572187457697
