mean_block_length,metric,point,lower_90,upper_90,lower_95,upper_95,probability_above_zero
10,cagr,0.025480993772143634,0.00037258437082417103,0.05231584340625976,-0.0040200803143859674,0.05787834240910308,0.9522
10,max_drawdown,-0.04132355095855211,-0.08944777175421427,-0.03024736348388833,-0.1008136223160915,-0.02794713375536933,0.0
10,calmar,0.6166215918303172,0.00455894217279721,1.5002661534827049,-0.049062909955844974,1.7432062793135277,0.9522
21,cagr,0.025480993772143634,0.0022447131107762755,0.05079073962949717,-0.001719950549019633,0.05589688990650861,0.9651
21,max_drawdown,-0.04132355095855211,-0.08039937368976574,-0.028746285453139522,-0.08915209111623301,-0.02669304029470029,0.0
21,calmar,0.6166215918303172,0.03165165428296021,1.4965222347359404,-0.024877001713488337,1.7333851271977867,0.9651
42,cagr,0.025480993772143634,0.0045013557402381115,0.047807979824551615,0.0007764662155791525,0.05275427664581082,0.9782
42,max_drawdown,-0.04132355095855211,-0.07205920305354811,-0.02776706788010952,-0.08010235092636278,-0.026299727187204393,0.0
42,calmar,0.6166215918303172,0.07220061992200387,1.462408222499102,0.01258058179522821,1.6674840278288938,0.9782
