hypothesis_id,mechanism,signal_name,entry_state,exit_state,episodes,median_holding_minutes,baseline_mean_return,baseline_profit_factor,stress_mean_return,stress_profit_factor,positive_stress_years,rolling_30d_median_episodes,rolling_30d_p10_episodes,rolling_30d_min_episodes,rolling_30d_max_episodes,density_pass,incremental_terminal_return_vs_static,evidence
M01,10bar_momentum_continuation,bar_section_momentum_V221112,上涨,下跌,980,45.0,0.0001385996331846076,1.0719421141394723,-0.0008210728487683955,0.6797996417694229,0,21.0,18.0,14,27,True,-0.2417817500251963,STRESS_FAIL
M02,10bar_down_move_reversal,bar_section_momentum_V221112,下跌,上涨,966,45.0,-0.0003770123971655465,0.807129605740867,-0.001336190129013851,0.4505253394060681,0,21.0,18.0,16,26,True,-0.31461152976219176,BASELINE_DIRECTION_FAIL
M03,weak_bottom_fractal_reversal,cxt_fx_power_V221107,弱底,弱顶,993,60.0,-0.00038181759675101894,0.8217815748059143,-0.001340990717820554,0.5099481489937899,0,22.0,18.0,14,29,True,-0.3201203359836515,BASELINE_DIRECTION_FAIL
M04,rbreaker_long,bar_r_breaker_V230326,做多,做空,1019,115.0,0.00016216190471935178,1.06215867836337,-0.0007975331861636709,0.7459478158890794,1,22.0,19.0,17,29,True,-0.24609860454538113,STRESS_FAIL
M05,cci_oversold_reversal,cci_decision_V240620,开多,开空,830,130.0,-0.0004509646011575199,0.8551582373135889,-0.0014100713729457118,0.6097735546502772,0,18.0,15.0,11,26,True,-0.3011558541669118,BASELINE_DIRECTION_FAIL
M06,10bar_price_momentum_continuation,ntmdk_V230824,看多,看空,1006,55.0,0.00024091348948264196,1.1269323997872054,-0.000718857166655865,0.7166626419915728,0,22.0,19.0,17,28,True,-0.22606797541303592,STRESS_FAIL
M07,macd_direction_continuation,tas_macd_direct_V221106,向上,向下,1225,75.0,-0.00020586434097076504,0.9171559848874653,-0.0011652062961376428,0.6205304252379656,0,27.0,24.0,22,30,True,-0.33078303546768073,BASELINE_DIRECTION_FAIL
