hypothesis_id,year,episodes,mean_return,median_return,win_rate,profit_factor,cagr,max_drawdown,calmar
M04,2026,132,-0.0009655566457544613,-0.00031434889288833867,0.4772727272727273,0.7394084307981789,-0.12466863546533868,-0.18376470719550952,-0.6784144647138485
M05,2021,129,-0.0006154350837298771,0.00029674461118500695,0.5193798449612403,0.7669946867477435,-0.0786291394011649,-0.10951663106526044,-0.7179652865171698
M05,2022,157,-0.001267115700770043,-0.000707744644551811,0.445859872611465,0.6643914048873039,-0.18558425912430965,-0.2001856103446802,-0.9270609351230097
M05,2023,149,-0.0014223987664107218,-0.0008713209112785059,0.4161073825503356,0.47440635451402435,-0.19276159916193525,-0.21314953240677925,-0.9043491533167654
M05,2024,153,-0.0026493238565352705,-0.0020338747242566457,0.3790849673202614,0.46600439855425,-0.338619442736837,-0.3360183930235282,-1.007740795644858
M05,2025,140,-0.0009197554693440167,-0.0006257397996457525,0.4142857142857143,0.7000569025638033,-0.12424802130221912,-0.12708807424735125,-0.9776528760707749
M05,2026,102,-0.0014311883997022892,-0.000840890664213001,0.46078431372549017,0.6920685110430498,-0.140486552024917,-0.17246305816492047,-0.814589243167511
M06,2021,175,-0.0005780787510865925,-0.0016120648591696485,0.3314285714285714,0.7341422650498659,-0.0981007785647412,-0.11022706520177472,-0.8899881202966268
M06,2022,184,-0.00044639282552920374,-0.002012514032003143,0.27717391304347827,0.8403668637341051,-0.08370883206294999,-0.1453458626906139,-0.5759285507915302
M06,2023,175,-0.0011194056487829204,-0.0018515584526835882,0.26857142857142857,0.4909441574244656,-0.17923499812992072,-0.19342068432227644,-0.9266588977178903
M06,2024,182,-0.001053166366202684,-0.0025907909771951676,0.2802197802197802,0.6771669018416432,-0.1788489124887489,-0.20086398681986728,-0.8903981013238512
M06,2025,176,-0.0005245946933916692,-0.0015443798550859866,0.3125,0.7441466706175055,-0.09030779791711996,-0.12293061810593886,-0.7346241262636027
M06,2026,114,-0.0005260466236442077,-0.0018582124471334671,0.32456140350877194,0.8113341499406322,-0.061129469002073056,-0.07520813198766174,-0.8128039799220335
M07,2021,219,-0.000771807815944408,-0.0009545063306334312,0.4018264840182648,0.6472016081417188,-0.15747281058610696,-0.17195725135219464,-0.9157671999744789
M07,2022,211,-0.0012639093092510964,-0.0023047599221318604,0.3412322274881517,0.6471970610776422,-0.23968529084251866,-0.24117138586036568,-0.9938380126956378
M07,2023,217,-0.0011779401245495503,-0.001914369545446326,0.2903225806451613,0.48933866577083257,-0.22715768076882703,-0.2531823482019817,-0.897209787262132
M07,2024,219,-0.0017736586346289423,-0.00286979509902352,0.3242009132420091,0.5572900552097529,-0.32791743894682734,-0.33423564309232257,-0.9810965578445204
M07,2025,210,-0.001075035974882352,-0.0014965650755671689,0.3476190476190476,0.6133129290178186,-0.2050453185904797,-0.21412534516867443,-0.9575948070461157
M07,2026,149,-0.0008178868059632279,-0.0018259592619380705,0.40939597315436244,0.7842070034735714,-0.11969737980566186,-0.15111630608640603,-0.7920877826197043
