hypothesis_id,year,episodes,mean_return,median_return,win_rate,profit_factor,cagr,max_drawdown,calmar
M01,2021,162,-0.0004940480056680003,-0.0010586673902377997,0.4012345679012346,0.7633930336467001,-0.07860287674289523,-0.08789664541896203,-0.8942648080393995
M01,2022,179,-0.0006949410866923245,-0.0018925069167273767,0.3128491620111732,0.7474565199142013,-0.12042745491042905,-0.1665965467616719,-0.7228688544349542
M01,2023,174,-0.0012850100698398117,-0.002021909192670701,0.22988505747126436,0.4468634955535666,-0.20170442658086196,-0.2156319265314901,-0.9354107706838384
M01,2024,178,-0.0014105058359784924,-0.002494024591502386,0.2303370786516854,0.5564730574289815,-0.2255197922187493,-0.22561563179501942,-0.9995752086169402
M01,2025,173,-0.0004893281297058044,-0.00161982810313821,0.28901734104046245,0.7822709202475547,-0.08379458063406087,-0.12010027151328684,-0.6977051723383537
M01,2026,114,-0.00035882107860949456,-0.00217205278728122,0.37719298245614036,0.873367601975268,-0.043173516080300955,-0.06428575945674664,-0.6715875560177426
M02,2021,164,-0.0002885965736291503,0.0003900326595338566,0.573170731707317,0.8181856595411817,-0.047772329761170185,-0.09915112660419534,-0.48181328238330695
M02,2022,172,-0.0017850892551512728,-0.0005079819952994447,0.43023255813953487,0.3943513594289249,-0.2675638539524292,-0.2735316790880329,-0.9781823255152724
M02,2023,171,-0.0013793111586200444,-0.0007262887729081458,0.3391812865497076,0.29962988066819574,-0.2112843357260693,-0.21181356459379297,-0.9975014401521517
M02,2024,170,-0.0011757205061817453,-0.0008176560491567897,0.3764705882352941,0.5031376999965602,-0.1835459042946357,-0.18652992739208984,-0.9840024432584393
M02,2025,171,-0.0008664051257841267,-0.0004890221422702012,0.4444444444444444,0.5444392799593398,-0.1393209148266128,-0.15900779022391442,-0.8761892397248046
M02,2026,118,-0.002987326304933648,-0.0007795624246526578,0.3898305084745763,0.3189035192894547,-0.3006073212749676,-0.3081324726253054,-0.9755781943843077
M03,2021,163,-0.0010558012373253554,-0.000665875508072955,0.3496932515337423,0.485320520894875,-0.15969907833415042,-0.1739900131057619,-0.9178634766644649
M03,2022,171,-0.0020712796367343103,-0.001589335386011359,0.27485380116959063,0.37843801830901874,-0.30184094844376674,-0.3032984964810034,-0.9951943446665654
M03,2023,183,-0.0012205709892116694,-0.00119928043174089,0.25136612021857924,0.36475783687223656,-0.2012070057765165,-0.20826851939056712,-0.9660941863191138
M03,2024,180,-0.0011633950304195254,-0.001199280431741001,0.2833333333333333,0.6732129511741151,-0.1967951481907797,-0.2070379901868168,-0.9505267512170368
M03,2025,173,-0.001292022234638491,-0.0010638130887913322,0.30057803468208094,0.4415528000493766,-0.20217911421610413,-0.18448254424366972,-1.0959254440304134
M03,2026,123,-0.001211576586475619,-0.00119928043174089,0.3821138211382114,0.6454921896260228,-0.14228029207457893,-0.156249435305718,-0.9105971602149665
M04,2021,187,-0.0007832400315118392,-0.0008356393930631922,0.4117647058823529,0.696296105047109,-0.13918689851549737,-0.16388910017299296,-0.8492748960643435
M04,2022,169,-0.001217642815258453,-0.0014588103056056845,0.39644970414201186,0.6675139101064511,-0.19118724109874408,-0.18710820889490576,-1.021800391484317
M04,2023,171,-0.0011295440288265927,-0.001199280431741001,0.32748538011695905,0.5502515977554245,-0.17748727569986622,-0.19622474400138368,-0.9045101656425892
M04,2024,167,0.0002485598501456952,-0.0013656640265382602,0.437125748502994,1.071294041301799,0.03150411589605828,-0.1408767673370641,0.22362889560548338
M04,2025,193,-0.0009395999162423988,-0.0013320996763641624,0.39896373056994816,0.6962038269937987,-0.1698386337397242,-0.18567836844838836,-0.9146926222961345
