prototype_id,closed_trades,minimum_trade_return,worst_three_mean_return,maximum_drawdown,calmar,win_loss_ratio,total_return
P-A00-NO-FILTER,25,-0.0272067753475588,-0.0247127253473796,-0.0363661389838702,1.5177090960302675,2.11364814844673,0.3414832610103573
P-A01-STRUCTURE-PRESSURE,23,-0.0272067753475589,-0.0195226296804959,-0.0367957454368693,1.5914483374239203,2.547867555571352,0.3650457734611982
P-A10-TOP-DIVERGENCE,25,-0.0272067753475588,-0.0247127253473796,-0.0363661389838702,1.504156356055197,2.0669023138851244,0.3380605277368151
P-A11-BOTH-FILTERS,23,-0.0272067753475589,-0.0203645313320635,-0.0367957454368693,1.578011112780779,2.4751861627413665,0.3615629215132616
