omitted_count,omitted_signal_dates,remaining_trades,mean_return_4,mean_return_5,mean_return_6,mean_band_return,mean_peak_advantage
2,2023-05-11|2025-03-25,23,0.010661612489071146,0.014033650558899128,0.013575384928994658,0.01275688265898831,0.001915151849866227
2,2023-05-11|2025-04-24,23,0.009808063976711103,0.012182753626261736,0.012009802809026865,0.011333540137333236,0.0012738202333927523
2,2023-05-11|2025-11-20,23,0.010358408458277063,0.013944287917989715,0.012600704845025758,0.012301133740430847,0.0024647312663383042
2,2023-05-11|2026-04-02,23,0.008361971331941952,0.012013115129178407,0.0106005541603155,0.01032521354047862,0.00253185238304968
2,2023-05-11|2026-08-03,23,0.0070631226484299415,0.010597305066720644,0.00995408960388576,0.009204839106345451,0.0020886989405627943
2,2023-07-10|2023-07-18,23,0.010014943664938275,0.013155492839018502,0.012689724510407155,0.011953387004787978,0.001803158751345788
2,2023-07-10|2023-09-15,23,0.01057029403518235,0.013319424657159306,0.013027704239094587,0.01230580764381208,0.001520425520020837
2,2023-07-10|2023-10-11,23,0.010387196730901686,0.014458871400536873,0.014440410035229724,0.013095492722222763,0.002045068017471167
2,2023-07-10|2023-11-02,23,0.008790209877703195,0.012421850084158309,0.011920444403777226,0.011044168121879578,0.002066522943418098
2,2023-07-10|2023-12-15,23,0.010622878149878149,0.01420071054225708,0.013762253853668699,0.012861947515267978,0.002008144540483657
2,2023-07-10|2024-03-14,23,0.008850043896465433,0.012651563854614049,0.01284982187213753,0.011450476541072339,0.001801630970312568
2,2023-07-10|2024-06-03,23,0.010353046386065674,0.013680765438181487,0.012900141881555995,0.012311317901934385,0.002054171304370653
2,2023-07-10|2024-11-26,23,0.007920793765882766,0.011531551355153616,0.011443309673135197,0.010298551598057194,0.0018494996356446345
2,2023-07-10|2025-01-23,23,0.008478991081602723,0.011182391726951443,0.010384609216833509,0.010015330675129224,0.0017505915777333268
2,2023-07-10|2025-03-25,23,0.010349025367384072,0.013714752389199758,0.013462256762325611,0.012508678172969814,0.0018091113243449166
2,2023-07-10|2025-04-24,23,0.00949547685502403,0.011863855456562366,0.011896674642357817,0.01108533565131474,0.0011677797078714419
2,2023-07-10|2025-11-20,23,0.01004582133658999,0.013625389748290345,0.012487576678356711,0.012052929254412351,0.0023586907408169938
2,2023-07-10|2026-04-02,23,0.00804938421025488,0.011694216959479036,0.010487425993646455,0.010077009054460124,0.0024258118575283694
2,2023-07-10|2026-08-03,23,0.006750535526742868,0.010278406897021275,0.009840961437216713,0.008956634620326953,0.001982658415041484
2,2023-07-18|2023-09-15,23,0.010955353016583796,0.013312425947150073,0.012935076388207963,0.01240095178398061,0.0013672112447541938
2,2023-07-18|2023-10-11,23,0.010772255712303133,0.014451872690527641,0.014347782184343101,0.013190636862391292,0.0018918537422045237
2,2023-07-18|2023-11-02,23,0.009175268859104642,0.012414851374149076,0.011827816552890601,0.011139312262048107,0.0019133086681514546
2,2023-07-18|2023-12-15,23,0.011007937131279595,0.014193711832247848,0.013669626002782074,0.012957091655436508,0.0018549302652170136
2,2023-07-18|2024-03-14,23,0.00923510287786688,0.012644565144604818,0.012757194021250905,0.011545620681240869,0.0016484166950459247
2,2023-07-18|2024-06-03,23,0.01073810536746712,0.013673766728172254,0.01280751403066937,0.012406462042102915,0.0019009570291040093
2,2023-07-18|2024-11-26,23,0.008305852747284213,0.011524552645144385,0.011350681822248574,0.010393695738225725,0.001696285360377991
2,2023-07-18|2025-01-23,23,0.00886405006300417,0.01117539301694221,0.010291981365946884,0.010110474815297754,0.0015973773024666835
2,2023-07-18|2025-03-25,23,0.01073408434878552,0.013707753679190526,0.013369628911438988,0.012603822313138346,0.0016558970490782733
2,2023-07-18|2025-04-24,23,0.009880535836425477,0.011856856746553134,0.011804046791471193,0.01118047979148327,0.0010145654326047984
2,2023-07-18|2025-11-20,23,0.010430880317991437,0.013618391038281113,0.012394948827470087,0.01214807339458088,0.0022054764655503505
2,2023-07-18|2026-04-02,23,0.008434443191656326,0.011687218249469803,0.01039479814275983,0.010172153194628653,0.002272597582261726
2,2023-07-18|2026-08-03,23,0.007135594508144315,0.010271408187012042,0.009748333586330088,0.009051778760495484,0.0018294441397748403
2,2023-09-15|2023-10-11,23,0.011327606082547207,0.014615804508668444,0.014685761913030533,0.013543057501415396,0.0016091205108795731
2,2023-09-15|2023-11-02,23,0.009730619229348716,0.012578783192289878,0.012165796281578033,0.011491732901072211,0.0016305754368265038
2,2023-09-15|2023-12-15,23,0.01156328750152367,0.01435764365038865,0.014007605731469506,0.01330951229446061,0.001572197033892063
2,2023-09-15|2024-03-14,23,0.009790453248110955,0.01280849696274562,0.013095173749938337,0.01189804132026497,0.0013656834637209739
2,2023-09-15|2024-06-03,23,0.011293455737711195,0.013837698546313058,0.013145493759356803,0.01275888268112702,0.0016182237977790585
2,2023-09-15|2024-11-26,23,0.008861203117528287,0.011688484463285187,0.011688661550936006,0.010746116377249827,0.0014135521290530404
2,2023-09-15|2025-01-23,23,0.009419400433248244,0.011339324835083013,0.010629961094634316,0.01046289545432186,0.0013146440711417327
2,2023-09-15|2025-03-25,23,0.011289434719029594,0.013871685497331329,0.01370760864012642,0.012956242952162448,0.0013731638177533225
2,2023-09-15|2025-04-24,23,0.010435886206669551,0.012020788564693937,0.012142026520158625,0.011532900430507372,0.0007318322012798478
2,2023-09-15|2025-11-20,23,0.010986230688235512,0.013782322856421916,0.012732928556157519,0.012500494033604983,0.0019227432342253997
2,2023-09-15|2026-04-02,23,0.0089897935619004,0.011851150067610606,0.010732777871447262,0.010524573833652757,0.0019898643509367753
2,2023-09-15|2026-08-03,23,0.00769094487838839,0.010435340005152845,0.01008631331501752,0.009404199399519586,0.0015467109084498897
2,2023-10-11|2023-11-02,23,0.009547521925068055,0.013718229935667446,0.013578502077713172,0.012281417979482893,0.002155217934276834
2,2023-10-11|2023-12-15,23,0.011380190197243007,0.015497090393766219,0.015420311527604645,0.014099197372871292,0.002096839531342393
2,2023-10-11|2024-03-14,23,0.009607355943830293,0.013947943706123189,0.014507879546073476,0.012687726398675653,0.0018903259611713038
2,2023-10-11|2024-06-03,23,0.011110358433430532,0.014977145289690625,0.014558199555491941,0.0135485677595377,0.0021428662952293885
2,2023-10-11|2024-11-26,23,0.008678105813247626,0.012827931206662755,0.013101367347071144,0.01153580145566051,0.0019381946265033703
2,2023-10-11|2025-01-23,23,0.009236303128967583,0.012478771578460581,0.012042666890769455,0.011252580532732539,0.0018392865685920626
2,2023-10-11|2025-03-25,23,0.01110633741474893,0.015011132240708897,0.015120314436261557,0.01374592803057313,0.0018978063152036526
2,2023-10-11|2025-04-24,23,0.010252788902388888,0.013160235308071503,0.013554732316293764,0.012322585508918052,0.0012564746987301777
2,2023-10-11|2025-11-20,23,0.01080313338395485,0.014921769599799484,0.014145634352292658,0.013290179112015663,0.00244738573167573
2,2023-10-11|2026-04-02,23,0.008806696257619737,0.012990596810988174,0.012145483667582401,0.01131425891206344,0.0025145068483871055
2,2023-10-11|2026-08-03,23,0.007507847574107727,0.011574786748530413,0.01149901911115266,0.010193884477930267,0.00207135340590022
2,2023-11-02|2023-12-15,23,0.009783203344044516,0.013460069077387653,0.012900345896152144,0.012047872772528107,0.0021182944572893238
2,2023-11-02|2024-03-14,23,0.008010369090631802,0.011910922389744623,0.011987913914620976,0.010636401798332468,0.0019117808871182346
2,2023-11-02|2024-06-03,23,0.00951337158023204,0.01294012397331206,0.012038233924039441,0.011497243159194514,0.0021643212211763193
2,2023-11-02|2024-11-26,23,0.007081118960049134,0.01079090989028419,0.010581401715618643,0.009484476855317323,0.001959649552450301
2,2023-11-02|2025-01-23,23,0.007639316275769091,0.010441750262082017,0.009522701259316955,0.009201255932389353,0.0018607414945389935
2,2023-11-02|2025-03-25,23,0.00950935056155044,0.012974110924330332,0.012600348804809059,0.011694603430229945,0.0019192612411505832
2,2023-11-02|2025-04-24,23,0.008655802049190397,0.01112321399169294,0.011034766684841263,0.010271260908574867,0.0012779296246771086
2,2023-11-02|2025-11-20,23,0.009206146530756359,0.012884748283420918,0.011625668720840157,0.011238854511672478,0.0024688406576226602
2,2023-11-02|2026-04-02,23,0.007209709404421246,0.01095357549460961,0.0096255180361299,0.009262934311720254,0.0025359617743340363
2,2023-11-02|2026-08-03,23,0.005910860720909236,0.009537765432151847,0.008979053479700159,0.008142559877587082,0.0020928083318471503
2,2023-12-15|2024-03-14,23,0.009843037362806754,0.013689782847843395,0.013829723364512448,0.012454181191720868,0.0018534024841837936
2,2023-12-15|2024-06-03,23,0.011346039852406994,0.014718984431410832,0.013880043373930914,0.013315022552582914,0.0021059428182418783
2,2023-12-15|2024-11-26,23,0.008913787232224087,0.012569770348382962,0.012423211165510118,0.011302256248705723,0.0019012711495158601
2,2023-12-15|2025-01-23,23,0.009471984547944044,0.012220610720180788,0.011364510709208428,0.011019035325777754,0.0018023630916045525
2,2023-12-15|2025-03-25,23,0.011342018833725393,0.014752971382429104,0.014442158254700532,0.013512382823618344,0.0018608828382161422
2,2023-12-15|2025-04-24,23,0.01048847032136535,0.012902074449791712,0.012876576134732736,0.012089040301963266,0.0012195512217426676
2,2023-12-15|2025-11-20,23,0.011038814802931311,0.014663608741519691,0.01346747817073163,0.013056633905060877,0.0024104622546882197
2,2023-12-15|2026-04-02,23,0.0090423776765962,0.012732435952708381,0.011467327486021374,0.011080713705108653,0.0024775833713995953
2,2023-12-15|2026-08-03,23,0.007743528993084189,0.01131662589025062,0.010820862929591632,0.009960339270975482,0.0020344299289127093
2,2024-03-14|2024-06-03,23,0.009573205598994279,0.013169837743767801,0.012967611392399745,0.011903551578387277,0.0018994292480707894
2,2024-03-14|2024-11-26,23,0.007140952978811372,0.011020623660739932,0.011510779183978947,0.009890785274510084,0.001694757579344771
2,2024-03-14|2025-01-23,23,0.007699150294531329,0.010671464032537758,0.010452078727677259,0.009607564351582115,0.0015958495214334636
2,2024-03-14|2025-03-25,23,0.009569184580312678,0.013203824694786074,0.013529726273169363,0.012100911849422705,0.0016543692680450533
2,2024-03-14|2025-04-24,23,0.008715636067952637,0.01135292776214868,0.011964144153201567,0.01067756932776763,0.0010130376515715786
2,2024-03-14|2025-11-20,23,0.009265980549518597,0.01311446205387666,0.012555046189200461,0.011645162930865241,0.0022039486845171303
2,2024-03-14|2026-04-02,23,0.007269543423183485,0.01118328926506535,0.010554895504490205,0.009669242730913014,0.0022710698012285064
2,2024-03-14|2026-08-03,23,0.005970694739671475,0.00976747920260759,0.009908430948060463,0.008548868296779843,0.0018279163587416204
2,2024-06-03|2024-11-26,23,0.008643955468411612,0.012049825244307368,0.011561099193397414,0.010751626635372134,0.0019472979134028557
2,2024-06-03|2025-01-23,23,0.009202152784131569,0.011700665616105195,0.010502398737095724,0.010468405712444163,0.0018483898554915482
2,2024-06-03|2025-03-25,23,0.011072187069912918,0.014233026278353511,0.013580046282587828,0.012961753210284754,0.001906909602103138
2,2024-06-03|2025-04-24,23,0.010218638557552876,0.012382129345716118,0.012014464162620033,0.011538410688629677,0.0012655779856296633
2,2024-06-03|2025-11-20,23,0.010768983039118836,0.014143663637444097,0.012605366198618928,0.012506004291727288,0.0024564890185752152
2,2024-06-03|2026-04-02,23,0.008772545912783725,0.012212490848632788,0.01060521551390867,0.010530084091775064,0.002523610135286591
2,2024-06-03|2026-08-03,23,0.007473697229271714,0.010796680786175027,0.009958750957478928,0.009409709657641891,0.0020804566927997052
2,2024-11-26|2025-01-23,23,0.006769900163948662,0.009551451533077324,0.009045566528674928,0.008455639408566971,0.0016437181867655299
2,2024-11-26|2025-03-25,23,0.00863993444973001,0.01208381219532564,0.01212321407416703,0.010948986906407561,0.0017022379333771196
2,2024-11-26|2025-04-24,23,0.007786385937369969,0.010232915262688247,0.010557631954199237,0.009525644384752483,0.001060906316903645
2,2024-11-26|2025-11-20,23,0.00833673041893593,0.011994449554416227,0.01114853399019813,0.010493237987850098,0.002251817349849197
2,2024-11-26|2026-04-02,23,0.006340293292600817,0.010063276765604917,0.009148383305487872,0.00851731778789787,0.0023189384665605727
2,2024-11-26|2026-08-03,23,0.005041444609088807,0.008647466703147156,0.008501918749058132,0.0073969433537647,0.0018757850240736869
2,2025-01-23|2025-03-25,23,0.009198131765449967,0.011734652567123466,0.011064513617865342,0.010665765983479594,0.0016033298754658122
2,2025-01-23|2025-04-24,23,0.008344583253089925,0.009883755634486074,0.009498931497897546,0.009242423461824516,0.0009619982589923374
2,2025-01-23|2025-11-20,23,0.008894927734655887,0.011645289926214053,0.010089833533896442,0.010210017064922127,0.0021529092919378894
2,2025-01-23|2026-04-02,23,0.006898490608320774,0.009714117137402745,0.008089682849186184,0.008234096864969901,0.002220030408649265
2,2025-01-23|2026-08-03,23,0.005599641924808764,0.008298307074944982,0.007443218292756443,0.007113722430836729,0.0017768769661623792
2,2025-03-25|2025-04-24,23,0.010214617538871274,0.01241611629673439,0.01257657904338965,0.011735770959665106,0.0010205180056039273
2,2025-03-25|2025-11-20,23,0.010764962020437235,0.014177650588462369,0.013167481079388544,0.012703364562762718,0.002211429038549479
2,2025-03-25|2026-04-02,23,0.008768524894102124,0.01224647779965106,0.011167330394678288,0.010727444362810491,0.002278550155260855
2,2025-03-25|2026-08-03,23,0.007469676210590113,0.010830667737193298,0.010520865838248546,0.00960706992867732,0.0018353967127739692
2,2025-04-24|2025-11-20,23,0.009911413508077194,0.012326753655824975,0.01160189895942075,0.01128002204110764,0.0015700974220760043
2,2025-04-24|2026-04-02,23,0.007914976381742081,0.010395580867013667,0.009601748274710492,0.009304101841155415,0.0016372185387873801
2,2025-04-24|2026-08-03,23,0.006616127698230071,0.008979770804555906,0.00895528371828075,0.008183727407022244,0.0011940650963004943
2,2025-11-20|2026-04-02,23,0.008465320863308042,0.012157115158741646,0.010192650310709386,0.010271695444253026,0.002828129571732932
2,2025-11-20|2026-08-03,23,0.0071664721797960315,0.010741305096283885,0.009546185754279646,0.009151321010119855,0.002384976129246046
2,2026-04-02|2026-08-03,23,0.00517003505346092,0.008810132307472575,0.007546035069569388,0.007175400810167629,0.002452097245957422
