omitted_count,omitted_signal_dates,remaining_trades,mean_return_4,mean_return_5,mean_return_6,mean_band_return,mean_peak_advantage
2,2023-03-20|2025-04-24,23,0.00884064032631702,0.011165965830525629,0.011119558986010093,0.010375388380950912,0.0011858661743620724
2,2023-03-20|2025-11-20,23,0.00939098480788298,0.012927500122253608,0.011710461022008987,0.011342981984048525,0.0023767772073076242
2,2023-03-20|2026-04-02,23,0.007394547681547869,0.0109963273334423,0.00971031033729873,0.0093670617840963,0.002443898324019
2,2023-03-20|2026-08-03,23,0.006095698998035859,0.009580517270984537,0.009063845780868988,0.008246687349963129,0.0020007448815321143
2,2023-03-29|2023-05-11,23,0.00922261282867846,0.012621454497899705,0.011526900403456308,0.011123655910011491,0.00224669788183232
2,2023-03-29|2023-07-10,23,0.008910025706991388,0.012302556328200334,0.011413772236787263,0.010875451423992995,0.0021406573563110096
2,2023-03-29|2023-07-18,23,0.009295084688392834,0.012295557618191103,0.011321144385900638,0.010970595564161524,0.0019874430810443663
2,2023-03-29|2023-09-15,23,0.009850435058636909,0.012459489436331905,0.01165912411458807,0.01132301620318563,0.0017047098497194155
2,2023-03-29|2023-10-11,23,0.009667337754356247,0.013598936179709474,0.013071829910723209,0.01211270128159631,0.0022293523471697456
2,2023-03-29|2023-11-02,23,0.008070350901157756,0.011561914863330908,0.010551864279270708,0.010061376681253122,0.002250807273116676
2,2023-03-29|2023-12-15,23,0.009903019173332708,0.01334077532142968,0.012393673729162181,0.011879156074641524,0.0021924288701822355
2,2023-03-29|2024-03-14,23,0.008130184919919995,0.01179162863378665,0.011481241747631012,0.010467685100445885,0.001985915300011146
2,2023-03-29|2024-06-03,23,0.009633187409520233,0.012820830217354086,0.011531561757049478,0.011328526461307931,0.002238455634069231
2,2023-03-29|2024-11-26,23,0.007200934789337326,0.010671616134326217,0.01007472954862868,0.00931576015743074,0.002033783965343213
2,2023-03-29|2025-01-23,23,0.007759132105057283,0.010322456506124043,0.009016029092326992,0.00903253923450277,0.0019348759074319052
2,2023-03-29|2025-03-25,23,0.009629166390838632,0.012854817168372359,0.012093676637819096,0.011525886732343362,0.001993395654043495
2,2023-03-29|2025-04-24,23,0.008775617878478591,0.011003920235734965,0.0105280945178513,0.010102544210688284,0.0013520640375700203
2,2023-03-29|2025-11-20,23,0.009325962360044552,0.012765454527462946,0.011118996553850194,0.011070137813785897,0.002542975070515572
2,2023-03-29|2026-04-02,23,0.007329525233709439,0.010834281738651636,0.009118845869139938,0.009094217613833671,0.002610096187226948
2,2023-03-29|2026-08-03,23,0.006030676550197429,0.009418471676193875,0.008472381312710196,0.0079738431797005,0.002166942744740062
2,2023-05-11|2023-07-10,23,0.009942471805223901,0.013481389718727105,0.012895480527962825,0.012106447350637945,0.002062413552133742
2,2023-05-11|2023-07-18,23,0.010327530786625348,0.013474391008717872,0.012802852677076202,0.012201591490806475,0.0019091992768670984
2,2023-05-11|2023-09-15,23,0.010882881156869422,0.013638322826858675,0.013140832405763634,0.01255401212983058,0.0016264660455421478
2,2023-05-11|2023-10-11,23,0.01069978385258876,0.014777769570236243,0.014553538201898772,0.01334369720824126,0.0021511085429924775
2,2023-05-11|2023-11-02,23,0.009102796999390268,0.01274074825385768,0.012033572570446271,0.011292372607898074,0.0021725634689394083
2,2023-05-11|2023-12-15,23,0.010935465271565222,0.01451960871195645,0.013875382020337746,0.013110152001286474,0.0021141850660049673
2,2023-05-11|2024-03-14,23,0.009162631018152506,0.01297046202431342,0.012962950038806575,0.011698681027090835,0.0019076714958338784
2,2023-05-11|2024-06-03,23,0.010665633507752747,0.013999663607880857,0.013013270048225042,0.012559522387952883,0.0021602118298919633
2,2023-05-11|2024-11-26,23,0.008233380887569839,0.011850449524852986,0.011556437839804245,0.010546756084075692,0.0019555401611659447
2,2023-05-11|2025-01-23,23,0.008791578203289796,0.011501289896650812,0.010497737383502556,0.010263535161147721,0.0018566321032546372
