mechanism,event_date,prior_supply_pressure_score,first_hour_absorption_score,supply_absorption_score,threshold
SUPPLY_ABSORPTION_Q50,2022-04-18,0.7916666666666666,0.8550000000000001,0.8221153846153846,0.46192467717670654
SUPPLY_ABSORPTION_Q50,2022-04-22,0.8111111111111111,0.39166666666666666,0.5282525019245574,0.47361075213233395
SUPPLY_ABSORPTION_Q50,2022-04-29,0.5666666666666667,0.48,0.5197452229299363,0.4767952455880538
SUPPLY_ABSORPTION_Q50,2022-05-30,0.875,0.7083333333333333,0.7828947368421052,0.4606556910466264
SUPPLY_ABSORPTION_Q50,2022-06-08,0.5333333333333334,0.7733333333333333,0.6312925170068028,0.45012913328158843
SUPPLY_ABSORPTION_Q50,2022-06-14,0.6166666666666667,0.43500000000000005,0.5101426307448494,0.45012913328158843
SUPPLY_ABSORPTION_Q50,2022-06-22,0.5055555555555555,0.47000000000000003,0.48712984054669706,0.4439346090452873
SUPPLY_ABSORPTION_Q50,2022-06-30,0.5333333333333334,0.5666666666666667,0.5494949494949496,0.44104485773989666
SUPPLY_ABSORPTION_Q50,2022-07-06,0.5944444444444446,0.7966666666666666,0.6808572949946753,0.4427774630341944
SUPPLY_ABSORPTION_Q50,2022-07-12,0.7833333333333333,0.4083333333333333,0.5368298368298368,0.44104485773989666
SUPPLY_ABSORPTION_Q50,2022-07-18,0.7305555555555556,0.4133333333333333,0.5279585559333009,0.4427774630341944
SUPPLY_ABSORPTION_Q50,2022-07-25,0.6055555555555556,0.4766666666666667,0.533436002737851,0.4427774630341944
SUPPLY_ABSORPTION_Q50,2022-08-01,0.7444444444444445,0.63,0.6824575586095393,0.4427774630341944
SUPPLY_ABSORPTION_Q50,2022-08-05,0.4027777777777778,0.7066666666666667,0.5131029878150559,0.4395136928297647
SUPPLY_ABSORPTION_Q50,2022-08-15,0.7805555555555556,0.53,0.6313268334039848,0.4327715166446046
SUPPLY_ABSORPTION_Q50,2022-08-22,0.825,0.48166666666666674,0.6082270408163266,0.43299235779532386
SUPPLY_ABSORPTION_Q50,2022-08-26,0.7444444444444445,0.39499999999999996,0.5161384690394928,0.43645886007798107
SUPPLY_ABSORPTION_Q50,2022-09-01,0.5944444444444443,0.47833333333333333,0.5301052994993958,0.43645217204839093
SUPPLY_ABSORPTION_Q50,2022-09-07,0.37222222222222223,0.8666666666666668,0.5207772795216742,0.4392590244781883
SUPPLY_ABSORPTION_Q50,2022-09-14,0.5416666666666667,0.42333333333333334,0.47524467472654003,0.4395136928297647
SUPPLY_ABSORPTION_Q50,2022-09-20,0.9222222222222223,0.785,0.8480963228115849,0.4427774630341944
SUPPLY_ABSORPTION_Q50,2022-09-26,0.7305555555555556,0.7683333333333333,0.7489683716333088,0.44104485773989666
SUPPLY_ABSORPTION_Q50,2022-10-10,0.7472222222222222,0.34833333333333333,0.47516058147396895,0.43950700480017457
SUPPLY_ABSORPTION_Q50,2022-10-14,0.55,0.4833333333333333,0.5145161290322581,0.4375846603886362
SUPPLY_ABSORPTION_Q50,2022-10-20,0.7472222222222222,0.4916666666666667,0.5930866965620328,0.4375846603886362
SUPPLY_ABSORPTION_Q50,2022-10-26,0.36944444444444446,0.9583333333333334,0.5332984658298465,0.43478449598842894
SUPPLY_ABSORPTION_Q50,2022-11-08,0.5583333333333333,0.38,0.4522202486678508,0.43478449598842894
SUPPLY_ABSORPTION_Q50,2022-11-14,0.55,0.4166666666666667,0.47413793103448276,0.448661686896981
SUPPLY_ABSORPTION_Q50,2022-11-21,0.5611111111111111,0.675,0.612808988764045,0.4518583637705451
SUPPLY_ABSORPTION_Q50,2022-11-28,0.7666666666666667,0.4,0.5257142857142857,0.456435092201827
SUPPLY_ABSORPTION_Q50,2022-12-05,0.4472222222222223,0.49333333333333335,0.4691474699744045,0.46191223136502724
SUPPLY_ABSORPTION_Q50,2022-12-13,0.538888888888889,0.3983333333333333,0.4580715273661332,0.4518583637705451
SUPPLY_ABSORPTION_Q50,2022-12-22,0.8555555555555555,0.33666666666666667,0.4831935383659522,0.4571578294107661
SUPPLY_ABSORPTION_Q50,2022-12-29,0.5416666666666667,0.5466666666666666,0.5441551812149056,0.4598068715405581
SUPPLY_ABSORPTION_Q50,2023-01-05,0.5999999999999999,0.6766666666666666,0.6360313315926893,0.4571578294107661
SUPPLY_ABSORPTION_Q50,2023-01-12,0.8361111111111111,0.32999999999999996,0.4732253454025726,0.4508805145688949
SUPPLY_ABSORPTION_Q50,2023-02-06,0.6416666666666666,0.5166666666666666,0.5724220623501198,0.4375846603886362
SUPPLY_ABSORPTION_Q50,2023-02-13,0.7833333333333333,0.5816666666666667,0.6676027676027676,0.44956548591658885
SUPPLY_ABSORPTION_Q50,2023-02-17,0.9222222222222223,0.47333333333333344,0.6255838641188961,0.4508805145688949
SUPPLY_ABSORPTION_Q50,2023-02-23,0.8250000000000001,0.6433333333333333,0.722928490351873,0.4542321900616249
SUPPLY_ABSORPTION_Q50,2023-03-01,0.5444444444444445,0.6566666666666666,0.5953129818069689,0.4518583637705451
SUPPLY_ABSORPTION_Q50,2023-03-08,0.6499999999999999,0.6583333333333334,0.654140127388535,0.44956548591658885
SUPPLY_ABSORPTION_Q50,2023-03-14,0.5944444444444443,0.425,0.49564032697547683,0.44956548591658885
SUPPLY_ABSORPTION_Q50,2023-03-20,0.3416666666666667,0.9183333333333333,0.4980379188712522,0.4518583637705451
SUPPLY_ABSORPTION_Q50,2023-03-27,0.5472222222222223,0.4616666666666666,0.5008168135095448,0.4501814502209335
SUPPLY_ABSORPTION_Q50,2023-03-31,0.5805555555555555,0.41833333333333333,0.4862717834631071,0.455145888016992
SUPPLY_ABSORPTION_Q50,2023-04-11,0.625,0.6266666666666667,0.6258322237017311,0.4518583637705451
SUPPLY_ABSORPTION_Q50,2023-04-20,0.5222222222222221,0.86,0.6498392282958199,0.44671485071301253
SUPPLY_ABSORPTION_Q50,2023-04-27,0.6194444444444445,0.5716666666666667,0.5945973258706467,0.44671485071301253
SUPPLY_ABSORPTION_Q50,2023-05-08,0.5583333333333333,0.4883333333333334,0.5209925690021231,0.455145888016992
SUPPLY_ABSORPTION_Q50,2023-05-17,0.575,0.5266666666666667,0.5497730711043873,0.43359580427632705
SUPPLY_ABSORPTION_Q50,2023-05-24,0.8305555555555556,0.42333333333333334,0.5608181952444248,0.4322929687539903
SUPPLY_ABSORPTION_Q50,2023-05-30,0.5305555555555554,0.40333333333333343,0.45827880230021817,0.4322929687539903
SUPPLY_ABSORPTION_Q50,2023-06-05,0.3916666666666667,0.7116666666666667,0.5052618328298086,0.42994383381513535
SUPPLY_ABSORPTION_Q50,2023-06-09,0.7333333333333334,0.3416666666666667,0.4661498708010336,0.4386717898473509
SUPPLY_ABSORPTION_Q50,2023-06-16,0.5166666666666666,0.5766666666666667,0.5450203252032519,0.43359580427632705
SUPPLY_ABSORPTION_Q50,2023-06-26,0.9527777777777777,0.295,0.45051202137132684,0.4451328551035654
SUPPLY_ABSORPTION_Q50,2023-06-30,0.7555555555555555,0.35666666666666663,0.4845820845820845,0.4451328551035654
SUPPLY_ABSORPTION_Q50,2023-07-06,0.663888888888889,0.6216666666666667,0.6420844137136272,0.4436534508864571
SUPPLY_ABSORPTION_Q50,2023-07-13,0.6444444444444444,0.5599999999999999,0.5992619926199261,0.44574841143654886
SUPPLY_ABSORPTION_Q50,2023-07-19,0.5333333333333334,0.5,0.5161290322580646,0.4441794501476769
SUPPLY_ABSORPTION_Q50,2023-07-25,0.6888888888888889,0.4733333333333333,0.5611217335882727,0.4526565384972753
SUPPLY_ABSORPTION_Q50,2023-08-02,0.536111111111111,0.5216666666666667,0.5287902661064425,0.4622143365506259
SUPPLY_ABSORPTION_Q50,2023-08-10,0.5472222222222223,0.515,0.5306223849372386,0.4481532069473457
SUPPLY_ABSORPTION_Q50,2023-08-16,0.9027777777777778,0.38499999999999995,0.5397972389991372,0.44574841143654886
SUPPLY_ABSORPTION_Q50,2023-08-22,0.7555555555555555,0.4883333333333333,0.5932410302218252,0.4481532069473457
SUPPLY_ABSORPTION_Q50,2023-08-28,0.8166666666666667,0.40166666666666667,0.5384860921112631,0.4481532069473457
SUPPLY_ABSORPTION_Q50,2023-09-04,0.5111111111111111,0.5416666666666667,0.5259454705364995,0.4451328551035654
SUPPLY_ABSORPTION_Q50,2023-09-08,0.9833333333333333,0.71,0.8246062992125983,0.4447490253938447
SUPPLY_ABSORPTION_Q50,2023-09-15,0.7638888888888888,0.6950000000000001,0.7278179741051028,0.4432696211767364
SUPPLY_ABSORPTION_Q50,2023-09-21,0.8416666666666667,0.32166666666666666,0.46544890162368674,0.4447490253938447
SUPPLY_ABSORPTION_Q50,2023-09-27,0.5888888888888888,0.6916666666666667,0.6361532899493854,0.4447490253938447
SUPPLY_ABSORPTION_Q50,2023-10-11,0.5638888888888889,0.8666666666666666,0.6832362459546926,0.44574841143654886
SUPPLY_ABSORPTION_Q50,2023-10-17,0.8222222222222222,0.3333333333333333,0.47435897435897434,0.44574841143654886
SUPPLY_ABSORPTION_Q50,2023-10-23,0.7027777777777777,0.39166666666666666,0.5030033840947546,0.4475649031339244
SUPPLY_ABSORPTION_Q50,2023-10-27,0.4305555555555556,0.8566666666666667,0.5730830096389009,0.4475649031339244
SUPPLY_ABSORPTION_Q50,2023-11-03,0.7194444444444444,0.8483333333333333,0.7785908339239309,0.44574841143654886
SUPPLY_ABSORPTION_Q50,2023-11-17,0.8111111111111111,0.5233333333333332,0.6361920621704135,0.4464661154598637
SUPPLY_ABSORPTION_Q50,2023-11-23,0.9583333333333334,0.49000000000000005,0.6484464902186422,0.44479500648066034
SUPPLY_ABSORPTION_Q50,2023-11-30,0.6027777777777779,0.43499999999999994,0.5053265524625267,0.4475649031339244
SUPPLY_ABSORPTION_Q50,2023-12-06,0.9444444444444444,0.6100000000000001,0.7412437455325234,0.4475649031339244
SUPPLY_ABSORPTION_Q50,2023-12-14,0.5666666666666667,0.37,0.44768683274021354,0.4475649031339244
SUPPLY_ABSORPTION_Q50,2023-12-21,0.8638888888888889,0.7366666666666667,0.7952215665856762,0.4474123355682882
SUPPLY_ABSORPTION_Q50,2023-12-27,0.8166666666666667,0.6783333333333333,0.7410999628390932,0.4464661154598637
SUPPLY_ABSORPTION_Q50,2024-01-05,0.7,0.49333333333333335,0.5787709497206703,0.44479500648066034
SUPPLY_ABSORPTION_Q50,2024-01-11,0.7805555555555556,0.7183333333333334,0.7481529528045466,0.44783940030584973
SUPPLY_ABSORPTION_Q50,2024-01-18,0.763888888888889,0.44833333333333336,0.5650397189123129,0.44666974100615897
SUPPLY_ABSORPTION_Q50,2024-01-30,0.7666666666666667,0.3716666666666667,0.5006344558321133,0.44216859077319837
SUPPLY_ABSORPTION_Q50,2024-02-05,0.8138888888888889,0.39333333333333337,0.530357416781715,0.44783940030584973
SUPPLY_ABSORPTION_Q50,2024-02-21,0.6083333333333334,0.3566666666666667,0.44968336211859533,0.44666974100615897
SUPPLY_ABSORPTION_Q50,2024-02-29,0.6555555555555557,0.9633333333333333,0.7801876000915123,0.44420342273346014
SUPPLY_ABSORPTION_Q50,2024-03-08,0.9,0.43999999999999995,0.591044776119403,0.44216859077319837
SUPPLY_ABSORPTION_Q50,2024-03-18,0.5444444444444445,0.8233333333333333,0.6554562686163011,0.4402010007961114
SUPPLY_ABSORPTION_Q50,2024-03-22,0.7777777777777778,0.345,0.4779811974270162,0.4412610332498582
SUPPLY_ABSORPTION_Q50,2024-03-28,0.9861111111111112,0.6883333333333332,0.8107443043574429,0.4412610332498582
SUPPLY_ABSORPTION_Q50,2024-04-03,0.825,0.31166666666666665,0.45241935483870965,0.4412610332498582
SUPPLY_ABSORPTION_Q50,2024-04-11,0.9055555555555556,0.775,0.8352066115702479,0.4412610332498582
SUPPLY_ABSORPTION_Q50,2024-04-17,0.8583333333333334,0.76,0.8061791967044285,0.4417587074320851
SUPPLY_ABSORPTION_Q50,2024-04-24,0.6166666666666667,0.5083333333333333,0.557283950617284,0.4402010007961114
SUPPLY_ABSORPTION_Q50,2024-05-06,0.5,0.5333333333333333,0.5161290322580646,0.4402010007961114
SUPPLY_ABSORPTION_Q50,2024-05-13,0.625,0.495,0.5524553571428571,0.4390598707033455
SUPPLY_ABSORPTION_Q50,2024-05-17,0.7,0.6383333333333333,0.6677459526774595,0.44420342273346014
SUPPLY_ABSORPTION_Q50,2024-05-24,0.7222222222222223,0.33333333333333337,0.456140350877193,0.44694423817808426
SUPPLY_ABSORPTION_Q50,2024-05-30,0.7833333333333333,0.7950000000000002,0.7891235480464626,0.44868509742940443
SUPPLY_ABSORPTION_Q50,2024-06-11,0.55,0.4033333333333333,0.4653846153846154,0.4395941559633394
SUPPLY_ABSORPTION_Q50,2024-06-20,0.3861111111111112,0.8216666666666667,0.5253526525605643,0.4323273781421559
SUPPLY_ABSORPTION_Q50,2024-06-26,0.9083333333333333,0.38333333333333336,0.5391397849462366,0.4284563655727339
SUPPLY_ABSORPTION_Q50,2024-07-02,0.5166666666666666,0.37166666666666665,0.43233270794246403,0.4309747511523475
SUPPLY_ABSORPTION_Q50,2024-07-09,0.55,0.4616666666666667,0.5019769357495882,0.4318111012066191
SUPPLY_ABSORPTION_Q50,2024-07-16,0.32499999999999984,0.7033333333333334,0.4445705024311181,0.4260670414108927
SUPPLY_ABSORPTION_Q50,2024-07-25,0.5666666666666667,0.5633333333333332,0.5649950835791544,0.42407859692439953
SUPPLY_ABSORPTION_Q50,2024-07-31,0.35277777777777775,0.9733333333333334,0.5178606339896663,0.42407859692439953
SUPPLY_ABSORPTION_Q50,2024-08-06,0.625,0.41666666666666663,0.5,0.42362532905246253
SUPPLY_ABSORPTION_Q50,2024-08-12,0.7833333333333333,0.5666666666666667,0.6576131687242798,0.42130669354058825
SUPPLY_ABSORPTION_Q50,2024-08-21,0.7055555555555555,0.5883333333333333,0.6416344640045799,0.4202011388308549
SUPPLY_ABSORPTION_Q50,2024-08-28,0.6527777777777779,0.47833333333333333,0.552103798297315,0.42362532905246253
SUPPLY_ABSORPTION_Q50,2024-09-03,0.7416666666666667,0.8266666666666668,0.7818632660290472,0.42362532905246253
SUPPLY_ABSORPTION_Q50,2024-09-09,0.7888888888888889,0.43166666666666664,0.5580033378849948,0.42586637890247286
SUPPLY_ABSORPTION_Q50,2024-09-13,0.7222222222222223,0.3883333333333333,0.5050858762714691,0.42586637890247286
SUPPLY_ABSORPTION_Q50,2024-09-23,0.5416666666666667,0.45,0.49159663865546227,0.42265618825449025
SUPPLY_ABSORPTION_Q50,2024-10-14,0.663888888888889,0.37,0.47517463729177867,0.41770956269144754
SUPPLY_ABSORPTION_Q50,2024-10-18,0.663888888888889,0.8166666666666668,0.7323952470293934,0.41770956269144754
SUPPLY_ABSORPTION_Q50,2024-10-24,0.6166666666666667,0.6199999999999999,0.6183288409703503,0.41770956269144754
SUPPLY_ABSORPTION_Q50,2024-10-30,0.7833333333333333,0.29166666666666663,0.4250645994832041,0.4202011388308549
SUPPLY_ABSORPTION_Q50,2024-11-05,0.38611111111111107,0.905,0.5412865748709121,0.4250197116247843
SUPPLY_ABSORPTION_Q50,2024-11-11,0.4722222222222222,0.7783333333333333,0.587812823930105,0.4202011388308549
SUPPLY_ABSORPTION_Q50,2024-11-15,0.825,0.33833333333333326,0.4798710601719197,0.4165047528099231
SUPPLY_ABSORPTION_Q50,2024-11-21,0.7027777777777777,0.6883333333333334,0.695480564430245,0.4190962479895751
SUPPLY_ABSORPTION_Q50,2024-11-27,0.8888888888888888,0.7016666666666667,0.7842589358481779,0.4165047528099231
SUPPLY_ABSORPTION_Q50,2024-12-04,0.5,0.3583333333333333,0.4174757281553398,0.41485839700755117
SUPPLY_ABSORPTION_Q50,2024-12-10,0.8027777777777778,0.43500000000000005,0.5642504488330342,0.41485839700755117
SUPPLY_ABSORPTION_Q50,2024-12-16,0.8666666666666667,0.4033333333333333,0.5504811898512686,0.4178017496076981
SUPPLY_ABSORPTION_Q50,2024-12-20,0.4638888888888889,0.8466666666666667,0.5993782676275257,0.42265618825449025
SUPPLY_ABSORPTION_Q50,2024-12-26,0.4638888888888889,0.47166666666666657,0.4677454473475851,0.4210905762839336
SUPPLY_ABSORPTION_Q50,2025-01-02,0.8361111111111111,0.42666666666666664,0.5650095321894706,0.4250197116247843
SUPPLY_ABSORPTION_Q50,2025-01-09,0.5361111111111112,0.4216666666666667,0.4720514307811292,0.4276254265415903
SUPPLY_ABSORPTION_Q50,2025-01-16,0.6388888888888888,0.42833333333333334,0.5128405344438661,0.43573336713033284
SUPPLY_ABSORPTION_Q50,2025-01-24,0.5305555555555557,0.635,0.5780981887511917,0.43573336713033284
SUPPLY_ABSORPTION_Q50,2025-02-10,0.4194444444444444,0.5166666666666666,0.4630069238377843,0.43667155460402995
SUPPLY_ABSORPTION_Q50,2025-02-14,0.7861111111111111,0.4366666666666667,0.5614569135241557,0.43667155460402995
SUPPLY_ABSORPTION_Q50,2025-02-21,0.6944444444444444,0.9633333333333333,0.8070822162645219,0.4387761803463587
SUPPLY_ABSORPTION_Q50,2025-02-28,0.5166666666666666,0.4766666666666667,0.49586129753914987,0.4387761803463587
SUPPLY_ABSORPTION_Q50,2025-03-06,0.4916666666666667,0.845,0.6216334164588528,0.4387761803463587
SUPPLY_ABSORPTION_Q50,2025-03-13,0.8055555555555556,0.375,0.511764705882353,0.4437794247710709
SUPPLY_ABSORPTION_Q50,2025-03-20,0.8333333333333334,0.32666666666666666,0.46934865900383144,0.45673142544472795
SUPPLY_ABSORPTION_Q50,2025-03-26,0.7,0.37,0.48411214953271037,0.4437794247710709
SUPPLY_ABSORPTION_Q50,2025-04-01,0.75,0.6366666666666666,0.6887019230769229,0.4437794247710709
SUPPLY_ABSORPTION_Q50,2025-04-08,0.825,0.37666666666666665,0.5171983356449376,0.4638553033845867
SUPPLY_ABSORPTION_Q50,2025-04-21,0.6972222222222222,0.6916666666666667,0.6944333333333333,0.4437794247710709
SUPPLY_ABSORPTION_Q50,2025-04-25,0.8027777777777778,0.3616666666666667,0.49867207379134865,0.4362401867175897
SUPPLY_ABSORPTION_Q50,2025-05-06,0.3944444444444445,0.7683333333333333,0.5212772734511865,0.4527839682420224
SUPPLY_ABSORPTION_Q50,2025-05-12,0.7083333333333333,0.6333333333333333,0.6687370600414078,0.44334805688463064
SUPPLY_ABSORPTION_Q50,2025-05-16,0.9,0.35,0.504,0.4527839682420224
SUPPLY_ABSORPTION_Q50,2025-05-22,0.7611111111111112,0.36,0.488800792864222,0.4522637941447283
SUPPLY_ABSORPTION_Q50,2025-05-29,0.8,0.8483333333333334,0.8234580384226492,0.4522637941447283
SUPPLY_ABSORPTION_Q50,2025-06-09,0.3666666666666667,0.7883333333333333,0.5005291005291005,0.45709692287985926
SUPPLY_ABSORPTION_Q50,2025-06-13,0.6333333333333333,0.4133333333333334,0.5002123142250531,0.45709692287985926
SUPPLY_ABSORPTION_Q50,2025-06-19,0.33611111111111114,0.7683333333333333,0.46764755197853797,0.46622456513948707
SUPPLY_ABSORPTION_Q50,2025-06-27,0.5166666666666666,0.5266666666666666,0.521618743343983,0.4653272379081611
SUPPLY_ABSORPTION_Q50,2025-07-03,0.8722222222222222,0.43000000000000005,0.576023890784983,0.4653272379081611
SUPPLY_ABSORPTION_Q50,2025-07-11,0.5722222222222222,0.7733333333333333,0.6577484172859895,0.45709692287985926
SUPPLY_ABSORPTION_Q50,2025-07-17,0.55,0.4216666666666667,0.4773584905660378,0.45345504459269154
SUPPLY_ABSORPTION_Q50,2025-07-31,0.5638888888888889,0.5183333333333333,0.5401522929500342,0.4508780884326736
SUPPLY_ABSORPTION_Q50,2025-08-08,0.55,0.42000000000000004,0.47628865979381446,0.4508780884326736
SUPPLY_ABSORPTION_Q50,2025-08-14,0.35277777777777786,0.975,0.5180962343096235,0.45345504459269154
SUPPLY_ABSORPTION_Q50,2025-08-20,0.6888888888888889,0.5183333333333333,0.5915631231784015,0.45345504459269154
SUPPLY_ABSORPTION_Q50,2025-08-27,0.4722222222222222,0.7416666666666666,0.5770404271548436,0.4508780884326736
SUPPLY_ABSORPTION_Q50,2025-09-02,0.40555555555555556,0.6216666666666666,0.4908779520461511,0.45345504459269154
SUPPLY_ABSORPTION_Q50,2025-09-09,0.7277777777777779,0.5216666666666667,0.607721950496517,0.4545918353350791
SUPPLY_ABSORPTION_Q50,2025-09-16,0.5722222222222222,0.7783333333333332,0.6595502536679007,0.4508780884326736
SUPPLY_ABSORPTION_Q50,2025-09-22,0.6055555555555556,0.8183333333333334,0.6960462999089609,0.4478438873787712
SUPPLY_ABSORPTION_Q50,2025-09-29,0.6166666666666667,0.44666666666666666,0.5180773249738766,0.43918653546815284
SUPPLY_ABSORPTION_Q50,2025-10-13,0.8333333333333334,0.9216666666666666,0.8752769863880976,0.43918653546815284
SUPPLY_ABSORPTION_Q50,2025-10-17,0.7611111111111112,0.32999999999999996,0.46038696537678203,0.4478438873787712
SUPPLY_ABSORPTION_Q50,2025-10-23,0.6444444444444444,0.37333333333333335,0.47278020378457064,0.4508780884326736
SUPPLY_ABSORPTION_Q50,2025-11-05,0.9027777777777778,0.4033333333333333,0.5575641570962712,0.43918653546815284
SUPPLY_ABSORPTION_Q50,2025-11-12,0.8916666666666667,0.3750000000000001,0.5279605263157896,0.43504711408075947
SUPPLY_ABSORPTION_Q50,2025-11-18,0.7166666666666666,0.7716666666666667,0.743150429264651,0.43918653546815284
SUPPLY_ABSORPTION_Q50,2025-11-24,0.7444444444444445,0.4083333333333333,0.5273895582329318,0.4365007792096647
SUPPLY_ABSORPTION_Q50,2025-11-28,0.5527777777777778,0.7666666666666666,0.6423859649122807,0.4399859845689904
SUPPLY_ABSORPTION_Q50,2025-12-04,0.75,0.45666666666666667,0.5676795580110499,0.4399859845689904
SUPPLY_ABSORPTION_Q50,2025-12-10,0.5222222222222221,0.41166666666666674,0.46040055522506446,0.4365007792096647
SUPPLY_ABSORPTION_Q50,2025-12-16,0.8277777777777778,0.43166666666666664,0.5674312601088075,0.4348692673671336
SUPPLY_ABSORPTION_Q50,2025-12-22,0.4805555555555555,0.6516666666666667,0.5531812234216552,0.4365007792096647
SUPPLY_ABSORPTION_Q50,2025-12-26,0.4805555555555555,0.4583333333333333,0.4691814595660749,0.4348692673671336
SUPPLY_ABSORPTION_Q50,2026-01-05,0.7944444444444444,0.9583333333333334,0.8687268885367142,0.4365007792096647
SUPPLY_ABSORPTION_Q50,2026-01-09,0.36388888888888893,0.775,0.4952439024390245,0.4365007792096647
SUPPLY_ABSORPTION_Q50,2026-01-16,0.6777777777777778,0.4533333333333333,0.5432874918140144,0.4348692673671336
SUPPLY_ABSORPTION_Q50,2026-01-27,0.8333333333333334,0.4149999999999999,0.5540720961281708,0.4420351270751478
SUPPLY_ABSORPTION_Q50,2026-02-03,0.8472222222222222,0.3433333333333333,0.48864520143101564,0.43593796173961025
SUPPLY_ABSORPTION_Q50,2026-02-09,0.6527777777777777,0.38333333333333336,0.4830205540661305,0.4348692673671336
SUPPLY_ABSORPTION_Q50,2026-02-13,0.3861111111111112,0.5983333333333334,0.46934725357411594,0.4257427363843442
SUPPLY_ABSORPTION_Q50,2026-03-02,0.5916666666666666,0.49833333333333335,0.5410040774719674,0.4306412057435979
