entry_year,trades,stress_mean,total_return
2021,20,-0.008344643463778584,-0.15843334455839542
2022,46,-0.0007981952437241293,-0.06405714626418668
2023,44,-0.004216732301833784,-0.1793527598805601
2024,42,0.010164111577938464,0.3421990797292187
2025,45,0.005477192298814799,0.2598991467174405
2026,34,-0.0001712108840551233,-0.03190901071909347
