cycle_id,status,entry_date,exit_date,quantity,entry_price,exit_price,net_return
CYC-0E6CA4AFBB932FCF8439,CLOSED,2022-01-26,2022-01-27,67600,1.314,1.303,-0.010352661037592692
CYC-D9954A09D6943ABF00F8,CLOSED,2022-02-25,2022-03-01,70500,1.261,1.285,0.016996484879117757
CYC-841F7DC8744B42EC51E7,CLOSED,2022-03-04,2022-03-14,71800,1.239,1.187,-0.043883477297520845
CYC-FF4F1F226AAAA80A20D8,CLOSED,2022-03-15,2022-03-21,74100,1.153,1.175,0.01704453395693628
CYC-9004286F07362E042CAC,CLOSED,2022-03-28,2022-03-29,76600,1.13,1.126,-0.005530752433407282
CYC-4C4CD9A7E89144CEC5A9,CLOSED,2022-03-30,2022-03-31,78200,1.119,1.138,0.014947518968966733
CYC-ED10EFE3D1C48661969A,CLOSED,2022-04-21,2022-04-25,87800,0.9979999999999999,0.959,-0.0409980800762364
CYC-7A7C87F04E7ADB4D99D1,CLOSED,2022-04-26,2022-04-28,93100,0.913,0.9219999999999999,0.007839914740243259
CYC-7337B381C57153216565,CLOSED,2022-05-05,2022-05-09,87700,0.972,0.966,-0.00815850815850816
CYC-9E42AE01FB597A5F33CA,CLOSED,2022-05-12,2022-05-13,82600,1.021,1.047,0.023416348587749214
CYC-3624AA85051A15BEE069,CLOSED,2022-05-17,2022-05-18,84600,1.021,1.04,0.016574023430047102
CYC-680F2E0ABC3795A43A0F,CLOSED,2022-05-25,2022-05-26,85500,1.027,1.035,0.005776112884194884
CYC-47A9334670F40F704027,CLOSED,2022-06-08,2022-06-13,77100,1.139,1.118,-0.020398390020865742
CYC-EFA97A646C679EDF00A8,CLOSED,2022-06-16,2022-06-20,79000,1.098,1.129,0.026178739293493347
CYC-86E1327EBF994374C388,CLOSED,2022-06-23,2022-06-24,80900,1.095,1.117,0.018053179697015365
CYC-B16588452FF4158905AA,CLOSED,2022-06-28,2022-06-29,79200,1.136,1.144,0.005030181086518981
CYC-26A87CA24913909D7395,CLOSED,2022-06-30,2022-07-01,80300,1.125,1.137,0.008647352647352724
CYC-EEFE4D5E1432755E1F1A,CLOSED,2022-07-11,2022-07-12,79900,1.13,1.11,-0.019661754175028134
CYC-DA38D8EE4084063A8E82,CLOSED,2022-09-16,2022-09-20,87000,1.027,1.008,-0.020461524843218948
CYC-3BD5239453CC6181E014,CLOSED,2022-09-29,2022-10-10,89500,0.988,0.966,-0.02422071855270236
CYC-BAA584FF6FE068553262,CLOSED,2022-10-11,2022-10-12,93400,0.924,0.919,-0.007398445710134149
CYC-5250B4499BC8178945E4,CLOSED,2022-10-17,2022-10-18,87000,0.97,0.996,0.02475256702060835
CYC-EDD2B0820AF5A0567CE4,CLOSED,2022-10-19,2022-10-21,88500,0.984,0.993,0.007130065056894397
CYC-9B4BD38A08FA42AFFE8C,CLOSED,2022-10-26,2022-11-02,87900,1.0,1.053,0.050896103896103995
CYC-88D2F5E81374AF373556,CLOSED,2022-11-14,2022-11-15,87000,1.048,1.054,0.0037157498989559556
CYC-412A0C99F4740FAB51D4,CLOSED,2022-11-17,2022-11-18,86200,1.062,1.068,0.0036404273692409728
CYC-7217DFB8ED53A931781F,CLOSED,2023-02-17,2023-02-20,89500,1.028,1.01,-0.019472745153679027
CYC-CE46FCE4BF38A65E5016,CLOSED,2023-03-08,2023-03-09,89400,1.012,1.018,0.003919005895290484
CYC-D4D183A5A05D5CC4EBF0,CLOSED,2023-03-27,2023-03-31,83800,1.083,1.087,0.001688062629890963
CYC-CEA6801A1413B41533AE,CLOSED,2023-04-06,2023-04-10,79200,1.14,1.185,0.03739681371260328
CYC-C66EFDAFC501C2BCF0CF,CLOSED,2023-04-11,2023-04-13,81600,1.151,1.147,-0.005466297386366947
CYC-34B273173B1F021AFC22,CLOSED,2023-04-14,2023-04-17,83200,1.132,1.159,0.021805932583317755
CYC-3D8CC39896454504EBF5,CLOSED,2023-04-25,2023-04-28,85100,1.119,1.089,-0.028754087735320843
CYC-AEB46C5DD8B22905812D,CLOSED,2023-06-07,2023-06-08,88700,1.052,1.041,-0.012433384106387946
CYC-5D6A5D1183DC6A7302E5,CLOSED,2023-06-26,2023-06-28,88300,1.036,1.036,-0.0019980019980019303
CYC-7B4988027D7BF2C7223F,CLOSED,2023-08-01,2023-08-02,92500,0.993,0.993,-0.0019980019980018193
CYC-DBC35778ED4EBB66E328,CLOSED,2023-08-09,2023-08-10,92800,0.988,0.979,-0.011089113315834065
CYC-AA66F104B537244321A9,CLOSED,2023-08-14,2023-08-15,94500,0.952,0.954,9.864085494326602e-05
CYC-524BFD8E111447C6C790,CLOSED,2023-08-29,2023-08-30,100700,0.898,0.947,0.05245867718028063
CYC-13B62ECA71AA321D4E94,CLOSED,2023-08-31,2023-09-01,98500,0.959,0.966,0.005286684118800844
CYC-5F7129499A6758395B92,CLOSED,2023-09-06,2023-09-07,99900,0.95,0.953,0.0011535832588462913
CYC-2198B3EC3EFF96249C0F,CLOSED,2023-10-17,2023-10-18,106500,0.896,0.902,0.004685047095761341
CYC-5C0D2FD7D54EF4EE71FC,CLOSED,2023-10-26,2023-10-27,110200,0.864,0.866,0.0003121878121878918
CYC-3F1A741F8799AC7B7C94,CLOSED,2023-11-07,2023-11-08,105100,0.908,0.91,0.00020024028834586538
CYC-5CB4D0158FA4312F2F50,CLOSED,2023-11-16,2023-11-17,103700,0.922,0.905,-0.020399340355956364
CYC-9ADAD5211B8C8AF8D9ED,CLOSED,2023-12-06,2023-12-08,108600,0.8660000000000001,0.87,0.002611706999697594
CYC-9A59C3E80D6F530A8C07,CLOSED,2024-01-09,2024-01-16,117700,0.803,0.7909999999999999,-0.016912104085204938
CYC-84B677D9ADE03C19BA7A,CLOSED,2024-01-22,2024-01-26,118800,0.783,0.782,-0.0032725894794859434
CYC-B1F3BE53FA0634E070C8,CLOSED,2024-01-29,2024-02-02,121500,0.768,0.709,-0.0786674263236764
CYC-6A7B4D1C29FA9B5492DA,CLOSED,2024-02-05,2024-02-07,125900,0.687,0.74,0.07499487412151162
CYC-13151CB8F0A2323D981E,CLOSED,2024-02-19,2024-02-20,119700,0.78,0.776,-0.0071159609621147535
CYC-D5EDBD07BFEEE40F1F2C,CLOSED,2024-02-22,2024-02-23,118400,0.771,0.784,0.01482952844820562
CYC-9D788EB89B0A07217C0A,CLOSED,2024-02-29,2024-03-01,117200,0.788,0.826,0.04612899790564762
CYC-9932CD6CD2A9850589E4,CLOSED,2024-03-22,2024-03-26,116800,0.822,0.7990000000000002,-0.029922632112412972
CYC-69B2C915AEAB963E214D,CLOSED,2024-04-30,2024-05-06,117900,0.794,0.799,0.004286645344580009
CYC-4F758551AA79195C3692,CLOSED,2024-05-07,2024-05-09,118200,0.795,0.779,-0.022083576800557836
CYC-A5136B535796AD70D545,CLOSED,2024-05-13,2024-05-14,117700,0.78,0.782,0.0005609774840544812
CYC-E98E2A9FFFB8EDF50322,CLOSED,2024-08-02,2024-08-07,122000,0.75,0.73,-0.028611388611388566
CYC-6C0D32F4AB1684B8A5A1,CLOSED,2024-09-26,2024-10-09,132200,0.682,1.078,0.5774870290999323
CYC-6DCCB725ECEF482AD171,CLOSED,2024-10-10,2024-10-15,130700,1.028,0.94,-0.08743007964797844
CYC-C1BA2089D62978528EF7,CLOSED,2024-10-16,2024-10-21,134400,0.898,1.02,0.13358801554792654
CYC-AA85CA4A71AD540C1840,CLOSED,2024-10-22,2024-10-23,134100,1.005,1.0,-0.006963186067663774
CYC-4A0975C8ECE8A2D597F4,CLOSED,2024-10-30,2024-10-31,136700,0.992,0.9810000000000001,-0.013064556411330308
CYC-82D78B8AF6005D8C5917,CLOSED,2024-11-11,2024-11-12,128400,1.052,1.099,0.04258953973782842
CYC-819FE5EA5D3409C22159,CLOSED,2024-11-13,2024-11-14,129800,1.068,1.081,0.010149962397153267
CYC-97AAE1936BC174FB8FFD,CLOSED,2024-12-11,2024-12-12,136100,1.034,1.029,-0.006823930421609226
CYC-3DF2152535357D3FBB5B,CLOSED,2024-12-24,2024-12-25,137100,1.026,1.042,0.013565381986434755
CYC-F87B8BD540A778A43571,CLOSED,2024-12-30,2024-12-31,135900,1.041,1.046,0.0027954754179537744
CYC-B4CB2C084C4ECE6BD4CD,CLOSED,2025-01-17,2025-01-20,144900,0.9740000000000001,0.996,0.020544137587258593
CYC-F5ACFA47B588DAF31B98,CLOSED,2025-01-24,2025-02-11,145900,0.991,1.06,0.06748952359446814
CYC-4FA6EAA21E344D8AD0F1,CLOSED,2025-02-14,2025-02-17,146700,1.036,1.051,0.012451833880405161
CYC-FB0D95F0A3EF838ECDA2,CLOSED,2025-02-19,2025-02-20,149100,1.037,1.057,0.017249866815922665
CYC-AB3A2B3146B2418FB055,CLOSED,2025-03-04,2025-03-05,143900,1.078,1.106,0.02392412782023179
CYC-AB0549B7C80AC55A7F4D,CLOSED,2025-04-08,2025-04-10,167500,0.954,1.022,0.06913840876105026
CYC-5A55461DB1377E94F28F,CLOSED,2025-06-11,2025-06-13,167600,1.007,0.999,-0.009926518367431858
CYC-7FF74DEB3580C0CD2943,CLOSED,2025-06-18,2025-06-19,169500,0.987,0.99,0.0010354387254083441
CYC-FE4829C29E522A2A0E71,CLOSED,2025-06-25,2025-07-01,167100,1.005,1.028,0.020841844722442104
CYC-4DDFC5A278BA7F9DC963,CLOSED,2025-07-07,2025-07-08,168700,1.009,1.004,-0.006943502483641173
CYC-0DF3AF08FA66C7FA2EEA,CLOSED,2025-07-24,2025-07-25,161900,1.047,1.06,0.0103936178434747
CYC-568E7BE7B299CF006E34,CLOSED,2025-07-31,2025-08-05,157600,1.082,1.077,-0.006609841175460485
CYC-41ED98F73DA94AED092B,CLOSED,2025-08-08,2025-08-11,156800,1.081,1.07,-0.012153433985071405
CYC-578B65119D8C37EBE87E,CLOSED,2025-08-14,2025-08-18,152000,1.108,1.142,0.02862660804899031
CYC-9E6E65DD9EEB6BD38588,CLOSED,2025-08-20,2025-08-21,150800,1.139,1.18,0.033926565094255956
CYC-EAB4C6064794FD021775,CLOSED,2025-08-26,2025-09-01,133700,1.3,1.388,0.06555905632828685
CYC-8AC12011120CA2DF02D6,CLOSED,2025-09-03,2025-09-04,136900,1.359,1.335,-0.019622761344615602
CYC-6D732095B566BF82528A,CLOSED,2025-09-05,2025-09-08,146600,1.252,1.295,0.03227842445094842
CYC-6A909B938754D81D30F9,CLOSED,2025-09-19,2025-09-22,133200,1.423,1.392,-0.023739436950962034
CYC-419235CFF0882B3679AD,CLOSED,2025-10-10,2025-10-14,116800,1.55,1.525,-0.018094808417389086
CYC-30269785EEA83DFFE800,CLOSED,2025-11-03,2025-11-04,126200,1.428,1.428,-0.0019980019980018193
CYC-2B83CFADD5D0D8A40371,CLOSED,2025-11-24,2025-12-01,139000,1.313,1.351,0.026885528789565294
CYC-8F81897E81DCF3034F21,CLOSED,2025-12-12,2025-12-15,137600,1.35,1.361,0.006133866133866128
CYC-64FC841564BC9EAE1CAE,CLOSED,2025-12-29,2026-01-16,136000,1.373,1.539,0.11866356513115428
CYC-10CE956CCF04444E84CB,CLOSED,2026-01-21,2026-01-22,136000,1.508,1.592,0.053593621232878697
CYC-B295289A162A1338A84F,CLOSED,2026-01-27,2026-01-28,137100,1.558,1.592,0.019781245711926188
CYC-3616AC652E863C2FC51F,CLOSED,2026-01-30,2026-02-02,141600,1.534,1.524,-0.008503882037128485
CYC-DF494FDC5C6AF4AAF0AC,CLOSED,2026-03-04,2026-03-05,152400,1.403,1.446,0.028589372138908775
CYC-BA6DE13CA127D8BB94AB,CLOSED,2026-03-18,2026-03-19,160100,1.387,1.377,-0.009193402127792849
CYC-B8B260EBBB933A2E9DE3,CLOSED,2026-03-23,2026-03-25,163500,1.32,1.321,-0.0012419398783035662
CYC-05B9C6C6106B6756979F,CLOSED,2026-04-10,2026-04-22,160000,1.388,1.453,0.044738402807567246
CYC-AC5455961E8521D638A8,CLOSED,2026-04-24,2026-04-27,155800,1.467,1.505,0.023853447166330533
CYC-E09CE5473CD45D818D50,CLOSED,2026-04-29,2026-04-30,152900,1.508,1.54,0.019179759232809568
CYC-21ACB65A84D4FAB048B6,CLOSED,2026-05-07,2026-05-08,139600,1.7,1.689,-0.008455661985073859
CYC-B104D2BEAFCA3A6612A3,CLOSED,2026-05-12,2026-05-14,133600,1.752,1.828,0.041294322116239845
CYC-FC701864649236C06E88,CLOSED,2026-05-15,2026-05-19,137600,1.754,1.732,-0.014515700946715726
CYC-B702673EB8B04FF0802B,CLOSED,2026-05-22,2026-05-25,132800,1.813,1.83,0.007359986951823716
CYC-0A28D543B53BA88C7A74,CLOSED,2026-05-28,2026-05-29,129800,1.835,1.884,0.024651642635293847
CYC-70F9AB55A662317828C9,CLOSED,2026-06-01,2026-06-03,137300,1.787,1.728,-0.0349482638234736
CYC-73F5CE7FBB3EE1E7E906,CLOSED,2026-06-23,2026-06-25,119900,1.971,2.05,0.03800309279761316
CYC-F946C71CC76B94DCA89D,CLOSED,2026-06-29,2026-06-30,118500,2.079,2.19,0.05128637596170038
CYC-979680F3F21A1CDECB3E,CLOSED,2026-07-13,2026-07-15,119900,2.085,2.074,-0.007263240356765621
CYC-E6FF72211AEA6C6D26AA,CLOSED,2026-08-03,2026-08-07,152300,1.641,1.73,0.052128858344580475
