decision_id,signal_date,valid_session,target_position,factor_score,regime,threshold,observed_weight_ratio,action
DEC-906A0BF8A62815D83E42,2024-09-24,2024-09-25,1,0.9205420141116101,,0.5537888948125533,0.997769977699777,INTRADAY_LONG_OVERLAY
DEC-4D8B87D4F7CE0A436711,2024-09-26,2024-09-27,1,0.9152200930083386,,0.5409755217417455,0.997769977699777,INTRADAY_LONG_OVERLAY
DEC-6535E71A7A80A13E3492,2024-09-27,2024-09-30,1,0.6529425914047466,,0.5540329469142975,0.997769977699777,INTRADAY_LONG_OVERLAY
DEC-45F5A02A59D222D9DFD8,2024-09-30,2024-10-08,1,0.8201254075746175,,0.5671487700415699,0.9977677230775391,INTRADAY_LONG_OVERLAY
DEC-0E6EFF58257F9FAAC268,2024-10-18,2024-10-21,1,0.9277896489802471,,0.5540329469142975,0.9977279096769027,INTRADAY_LONG_OVERLAY
DEC-39C39043FF19C4A71A09,2024-10-25,2024-10-28,1,0.5865279573448791,,0.5540329469142975,0.9977300907963681,INTRADAY_LONG_OVERLAY
DEC-996F66CF98A58723058E,2024-11-04,2024-11-05,1,0.5949180278494484,,0.5506349726669153,0.9967677374161914,INTRADAY_LONG_OVERLAY
DEC-C84CF58C263F4804172E,2024-11-05,2024-11-06,1,0.75139297438935,,0.5540329469142975,0.9967677374161914,INTRADAY_LONG_OVERLAY
DEC-A213BD2D961AF2AAD694,2024-11-07,2024-11-08,1,0.6447253574115878,,0.564491287427924,0.996769935398708,INTRADAY_LONG_OVERLAY
DEC-6A56BB5BED7F56B4444F,2024-11-27,2024-11-28,1,0.8642349435193202,,0.564491287427924,0.9967586227659082,INTRADAY_LONG_OVERLAY
DEC-6264B994B02776BFC28F,2024-11-29,2024-12-02,1,0.7507802589452913,,0.5882059714457929,0.9967586227659082,INTRADAY_LONG_OVERLAY
DEC-1E8EF8E83105A65B7316,2024-12-06,2024-12-09,1,0.7623302143072743,,0.5729087708632811,0.9971006932252531,INTRADAY_LONG_OVERLAY
DEC-B71F0467EF48F64A7EDE,2024-12-24,2024-12-25,1,0.7090161468257948,,0.5729087708632811,0.997109971099711,INTRADAY_LONG_OVERLAY
DEC-CB2570C54298BBCA386A,2025-01-13,2025-01-14,1,0.7189552972327814,,0.5251487342498373,0.9969801509924504,INTRADAY_LONG_OVERLAY
DEC-99AA0B07FA789416F598,2025-01-14,2025-01-15,1,0.8784690530876703,,0.5251487342498373,0.9969801509924504,INTRADAY_LONG_OVERLAY
DEC-29CAE8D1962F72BEFF7F,2025-01-17,2025-01-20,1,0.6619259199823475,,0.5368328151639756,0.9969801509924504,INTRADAY_LONG_OVERLAY
DEC-7A1F363BF7511712A068,2025-01-24,2025-01-27,1,0.7867867566673018,,0.5368328151639756,0.9969801509924504,INTRADAY_LONG_OVERLAY
DEC-3C1F9F65A9D6239970AE,2025-02-06,2025-02-07,1,0.7102869349807941,,0.5368328151639756,0.9971697735818865,INTRADAY_LONG_OVERLAY
DEC-7CC520DEE2A182B445CF,2025-02-07,2025-02-10,1,0.6145583648416894,,0.5368328151639756,0.9971697735818865,INTRADAY_LONG_OVERLAY
DEC-E77F66F7C2536C908DEF,2025-02-19,2025-02-20,1,0.5752207068632068,,0.5372664932907986,1.0,INTRADAY_LONG_OVERLAY
DEC-9587E2D74D0A80D87255,2025-02-21,2025-02-24,1,0.5514141131290503,,0.5501258475012692,1.0,INTRADAY_LONG_OVERLAY
DEC-B46A1FC4BBECF1F6305A,2025-03-04,2025-03-05,1,0.5518592954774975,,0.5465078752785029,1.0,INTRADAY_LONG_OVERLAY
DEC-E63E60A08CFAC915316B,2025-03-06,2025-03-07,1,0.6824149343572207,,0.5372664932907986,1.0,INTRADAY_LONG_OVERLAY
DEC-28E4A48E6F8C39FC6A65,2025-03-14,2025-03-17,1,0.7882318759267423,,0.5433124949776735,1.0,INTRADAY_LONG_OVERLAY
DEC-BF8192CCD31EE231AC3F,2025-04-08,2025-04-09,1,0.74099,,0.5367742880812505,1.0,INTRADAY_LONG_OVERLAY
DEC-AD19D7E7F3AD0E03AAD2,2025-04-09,2025-04-10,1,0.7196899999999999,,0.5445390544403105,1.0,INTRADAY_LONG_OVERLAY
DEC-7829B86886365F30ED44,2025-04-21,2025-04-22,1,0.60427,,0.5367742880812505,1.0,INTRADAY_LONG_OVERLAY
DEC-ABC50D431A32C0EDA326,2025-04-25,2025-04-28,1,0.5466,,0.5367742880812505,1.0,INTRADAY_LONG_OVERLAY
DEC-11FA11EDE1EFC5948874,2025-05-06,2025-05-07,1,0.6261419818085181,,0.5367742880812505,1.0,INTRADAY_LONG_OVERLAY
DEC-BA8D65E346B51FEF7D96,2025-05-12,2025-05-13,1,0.5923764252835525,,0.5254620302897269,1.0,INTRADAY_LONG_OVERLAY
DEC-107145EFFAADFC5661FE,2025-05-29,2025-05-30,1,0.8163010219386837,,0.4995872549647662,1.0,INTRADAY_LONG_OVERLAY
DEC-265A12DCC1F6AFEAE7CB,2025-06-04,2025-06-05,1,0.5531510630212604,,0.4995872549647662,1.0,INTRADAY_LONG_OVERLAY
DEC-8A70BFD109337998ADDF,2025-06-09,2025-06-10,1,0.5789863707828038,,0.4995872549647662,1.0,INTRADAY_LONG_OVERLAY
DEC-25F3490315F019F248AA,2025-06-11,2025-06-12,1,0.5572111442228844,,0.4995872549647662,1.0,INTRADAY_LONG_OVERLAY
DEC-58013DAF2FD80C8CAF97,2025-06-23,2025-06-24,1,0.5721714434288686,,0.4995872549647662,1.0,INTRADAY_LONG_OVERLAY
DEC-55C7DECF16F4A58C6F7A,2025-06-24,2025-06-25,1,0.6976439528790576,,0.5074977948010134,1.0,INTRADAY_LONG_OVERLAY
DEC-71173AF3AA4C922F1B2B,2025-06-25,2025-06-26,1,0.6727234544690893,,0.518395099767795,1.0,INTRADAY_LONG_OVERLAY
DEC-AD0D2D5F037734019C69,2025-07-08,2025-07-09,1,0.6864137282745655,,0.518395099767795,1.0,INTRADAY_LONG_OVERLAY
DEC-E4633178AE0F9EDA8460,2025-07-11,2025-07-14,1,0.5742814856297126,,0.518395099767795,1.0,INTRADAY_LONG_OVERLAY
DEC-06E24E7958FFB7544DD0,2025-07-24,2025-07-25,1,0.6687033740674814,,0.518395099767795,1.0,INTRADAY_LONG_OVERLAY
DEC-8F33EBFB3A02750FEC3D,2025-08-06,2025-08-07,1,0.5569176180500567,,0.504420088401768,1.0,INTRADAY_LONG_OVERLAY
DEC-1AE3D5C3CD311999052B,2025-08-11,2025-08-12,1,0.5891527258512333,,0.504420088401768,1.0,INTRADAY_LONG_OVERLAY
DEC-A6CC4DC96390F76F18F8,2025-08-13,2025-08-14,1,0.5221465502585181,,0.5153183063661274,1.0,INTRADAY_LONG_OVERLAY
DEC-032258FD22BE2F737D15,2025-08-15,2025-08-18,1,0.6550958567099697,,0.5283474528110667,1.0,INTRADAY_LONG_OVERLAY
DEC-1B54ADF8CA7AB0B7A79D,2025-08-22,2025-08-25,1,0.7135199463962477,,0.5539043740270196,1.0,INTRADAY_LONG_OVERLAY
DEC-7FD237B2BED068B8781B,2025-09-05,2025-09-08,1,0.7483674270247427,,0.5244647125298771,1.0,INTRADAY_LONG_OVERLAY
DEC-8587B654088D87F8F97A,2025-09-11,2025-09-12,1,0.8430918768803518,,0.5340313821967537,1.0,INTRADAY_LONG_OVERLAY
DEC-1036BFE56462996A7310,2025-09-17,2025-09-18,1,0.5511175558777939,,0.5244647125298771,1.0,INTRADAY_LONG_OVERLAY
DEC-AAF5540ADD8326345C86,2025-09-24,2025-09-25,1,0.7242762138106905,,0.5244647125298771,1.0,INTRADAY_LONG_OVERLAY
DEC-7E2426983B809E29B78D,2025-09-29,2025-09-30,1,0.6510953446597557,,0.5340313821967537,1.0,INTRADAY_LONG_OVERLAY
DEC-34859292E4B36EE35E6D,2025-10-09,2025-10-10,1,0.5776268533937923,,0.5340313821967537,1.0,INTRADAY_LONG_OVERLAY
DEC-C00F1ED2F1433FA66E0F,2025-10-13,2025-10-14,1,0.5389739371200417,,0.5383894827935721,1.0,INTRADAY_LONG_OVERLAY
DEC-54EABCB46C9AFF636C00,2025-10-15,2025-10-16,1,0.5918520896450713,,0.5359607590420217,1.0,INTRADAY_LONG_OVERLAY
DEC-CC38B2ACD01684C9BE2A,2025-10-21,2025-10-22,1,0.7182753552180304,,0.5414026608715922,1.0,INTRADAY_LONG_OVERLAY
DEC-A9932ACE853CC2CC0DF7,2025-10-29,2025-10-30,1,0.6368726814586687,,0.5414026608715922,1.0,INTRADAY_LONG_OVERLAY
DEC-2DA1B139EE355BE3DBA0,2025-11-06,2025-11-07,1,0.601262151458175,,0.5522775683122465,1.0,INTRADAY_LONG_OVERLAY
DEC-5978A2F41E16542DE4A7,2025-11-13,2025-11-14,1,0.5803496419570349,,0.5498842704666737,1.0,INTRADAY_LONG_OVERLAY
DEC-441DFA77F000F5CC6F29,2025-11-24,2025-11-25,1,0.5745645263189563,,0.5498842704666737,1.0,INTRADAY_LONG_OVERLAY
DEC-5E8230F19491FE8CE809,2025-11-28,2025-12-01,1,0.5691091968431292,,0.5498842704666737,1.0,INTRADAY_LONG_OVERLAY
DEC-A7610536014BC5024FF7,2025-12-05,2025-12-08,1,0.661645841272388,,0.554715884070861,1.0,INTRADAY_LONG_OVERLAY
DEC-3DE551082FAFCD49765F,2025-12-12,2025-12-15,1,0.6762069034677792,,0.554715884070861,1.0,INTRADAY_LONG_OVERLAY
DEC-A071F612C26F0E8DF9D2,2025-12-17,2025-12-18,1,0.7814035580336549,,0.554715884070861,1.0,INTRADAY_LONG_OVERLAY
DEC-72F143C45A2FA4A0D7BD,2025-12-19,2025-12-22,1,0.6267435930766231,,0.5702002627382946,1.0,INTRADAY_LONG_OVERLAY
DEC-6AB7D5A299B7F7D364F3,2025-12-24,2025-12-25,1,0.7153556179943805,,0.5751769917339234,1.0,INTRADAY_LONG_OVERLAY
DEC-22F480EC7B57C4DB44D3,2026-01-05,2026-01-06,1,0.6541527076353818,,0.5702002627382946,1.0,INTRADAY_LONG_OVERLAY
DEC-F19AFC701BC825DC9BF3,2026-01-06,2026-01-07,1,0.7148157407870392,,0.5702002627382946,1.0,INTRADAY_LONG_OVERLAY
DEC-BBC83212C1E0C806EA53,2026-01-09,2026-01-12,1,0.6789739486974349,,0.5757215494465721,1.0,INTRADAY_LONG_OVERLAY
DEC-5ED0050D67DEAE70B138,2026-01-19,2026-01-20,1,0.5945213513595502,,0.5702002627382946,1.0,INTRADAY_LONG_OVERLAY
DEC-CEBABA8802C076B7CA32,2026-01-21,2026-01-22,1,0.6389828801611279,,0.5757215494465721,1.0,INTRADAY_LONG_OVERLAY
DEC-E6B31C31941C7C9E7600,2026-01-23,2026-01-26,1,0.7339298446459596,,0.583183983837538,1.0,INTRADAY_LONG_OVERLAY
DEC-A467AB09EC70B2524E7B,2026-02-03,2026-02-04,1,0.7788144237115258,,0.5757215494465721,1.0,INTRADAY_LONG_OVERLAY
DEC-3611488A1986B151EAC7,2026-02-09,2026-02-10,1,0.635497290054199,,0.583183983837538,1.0,INTRADAY_LONG_OVERLAY
DEC-4385E4B3746C17566551,2026-02-25,2026-02-26,1,0.6537299348478612,,0.6009657997029648,1.0,INTRADAY_LONG_OVERLAY
DEC-4996F872A0E0CF2F7FB8,2026-03-24,2026-03-25,1,0.5824567017319306,,0.5800630470963736,1.0,INTRADAY_LONG_OVERLAY
DEC-6EA1835141BD03D2FE25,2026-03-27,2026-03-30,1,0.7149605196000921,,0.5776501171708497,1.0,INTRADAY_LONG_OVERLAY
DEC-A1A4582D0A7805D3E007,2026-04-01,2026-04-02,1,0.6080050444391064,,0.5776501171708497,1.0,INTRADAY_LONG_OVERLAY
DEC-AE13F80F174DC60D080C,2026-04-08,2026-04-09,1,0.8774121226679478,,0.5848696316574546,1.0,INTRADAY_LONG_OVERLAY
DEC-1262277D9E4B8563F04B,2026-04-16,2026-04-17,1,0.597187634392471,,0.5551873513575734,1.0,INTRADAY_LONG_OVERLAY
DEC-3FB5100027BFC9914129,2026-04-29,2026-04-30,1,0.6741676417934332,,0.5250176795497965,1.0,INTRADAY_LONG_OVERLAY
DEC-C47B0697F3AEA0F20DDC,2026-05-06,2026-05-07,1,0.6225477452254774,,0.5414385046196075,1.0,INTRADAY_LONG_OVERLAY
DEC-35D4B130F14664635B4E,2026-05-22,2026-05-25,1,0.5610638936106389,,0.5122192046754596,1.0,INTRADAY_LONG_OVERLAY
DEC-F579CD54CF7F93C9FD40,2026-06-09,2026-06-10,1,0.6574039817212796,,0.4909341253149309,1.0,INTRADAY_LONG_OVERLAY
DEC-72CEB097C5749C942E07,2026-06-12,2026-06-15,1,0.5374123811333206,,0.49690769459461037,1.0,INTRADAY_LONG_OVERLAY
DEC-487382906A9E1C62A524,2026-06-15,2026-06-16,1,0.6518143729938904,,0.5113875546547355,1.0,INTRADAY_LONG_OVERLAY
DEC-34CBE7AA4B395ED88F16,2026-06-22,2026-06-23,1,0.5465917385782996,,0.5257126532089659,1.0,INTRADAY_LONG_OVERLAY
DEC-66C7EE080BECCD4C82BC,2026-06-29,2026-06-30,1,0.5519113662043656,,0.5113875546547355,1.0,INTRADAY_LONG_OVERLAY
DEC-4958E87CEB06C4AEC416,2026-06-30,2026-07-01,1,0.562680612357135,,0.5257126532089659,1.0,INTRADAY_LONG_OVERLAY
DEC-81C682B482B2E65D6ECF,2026-07-03,2026-07-06,1,0.5628406556590093,,0.5257126532089659,1.0,INTRADAY_LONG_OVERLAY
DEC-8FCF30F047C270A6D222,2026-07-09,2026-07-10,1,0.6646755362476242,,0.5257126532089659,1.0,INTRADAY_LONG_OVERLAY
DEC-BA09D520CDE5F37D1272,2026-07-14,2026-07-15,1,0.7144035156524974,,0.5377959274895923,1.0,INTRADAY_LONG_OVERLAY
DEC-EAC6F6E0E9F686D6EF09,2026-07-20,2026-07-21,1,0.6971927473472612,,0.5377959274895923,1.0,INTRADAY_LONG_OVERLAY
DEC-FA5175EF3778F2101AA5,2026-07-21,2026-07-22,1,0.7447370263323699,,0.5407824380474031,1.0,INTRADAY_LONG_OVERLAY
DEC-FC49FCB36B04A7A5ED06,2026-07-27,2026-07-28,1,0.7680191217209549,,0.5476556641035129,1.0,INTRADAY_LONG_OVERLAY
DEC-E94A6BBDD6D8DA2C4544,2026-07-29,2026-07-30,1,0.8360052404716425,,0.5476556641035129,1.0,INTRADAY_LONG_OVERLAY
DEC-E247F9205F5ECE550890,2026-07-31,2026-08-03,1,0.570621355922033,,0.5476556641035129,1.0,INTRADAY_LONG_OVERLAY
DEC-73CB7D986AFA48F3411C,2026-08-04,2026-08-05,1,0.5668296780774654,,0.5537418716856203,1.0,INTRADAY_LONG_OVERLAY
DEC-F3CEED3BB4091540AEC1,2026-08-05,2026-08-06,1,0.5616393147520327,,0.5613872373599381,1.0,INTRADAY_LONG_OVERLAY
DEC-D2D1F50BE5F6373B85A9,2026-08-17,2026-08-18,1,0.6896582760793256,,0.5618475742730531,1.0,INTRADAY_LONG_OVERLAY
DEC-A7A01263312D4EAC6901,2026-08-25,2026-08-26,1,0.5632244996189483,,0.5627126210175099,1.0,INTRADAY_LONG_OVERLAY
DEC-2D8F8C3C7381700DA351,2026-08-27,2026-08-28,1,0.6327242907003491,,0.5629174244509971,1.0,INTRADAY_LONG_OVERLAY
