symbol,configuration,qualifies,full_calmar_10bp,buyhold_calmar_10bp,full_max_drawdown_10bp,buyhold_max_drawdown_10bp,positive_all_internal_periods_10bp,full_annualized_return_30bp,entries,top2_positive_year_concentration
518880.SH,shock_horizon=5;shock_score=1,False,0.21415200400411322,0.3211527369286858,0.1428701034644725,0.22846975088967936,False,0.017127362390395806,38,0.5364455067895095
518800.SH,shock_horizon=5;shock_score=1,False,0.23496658818271965,0.31054492767426894,0.1433068043405169,0.23232682060390586,True,0.021591930511780433,34,0.6000685622134089
518880.SH,shock_horizon=5;shock_score=1.5,False,0.2446841889165581,0.3211527369286858,0.14287010346447215,0.22846975088967936,True,0.027185262168040403,22,0.5342225616825753
518800.SH,shock_horizon=5;shock_score=1.5,False,0.24201113220898018,0.31054492767426894,0.14004051826277608,0.23232682060390586,True,0.025764572631710836,23,0.5902660250218189
518880.SH,shock_horizon=10;shock_score=1,False,0.1534268759327031,0.3211527369286858,0.17028635257186198,0.22846975088967936,False,0.016271061075489923,28,0.5690560614598547
518800.SH,shock_horizon=10;shock_score=1,False,0.16285485757689658,0.31054492767426894,0.16948820135203513,0.23232682060390586,True,0.016654990896660893,31,0.6262653363384121
518880.SH,shock_horizon=10;shock_score=1.5,False,0.16796797761450716,0.3211527369286858,0.17028635257186142,0.22846975088967936,False,0.021408063563300495,20,0.4990518611106395
518800.SH,shock_horizon=10;shock_score=1.5,False,0.15487425710285369,0.31054492767426894,0.16948820135203546,0.23232682060390586,True,0.01941972850662088,19,0.6528971116009632
