ts_code,trade_date,close,pre_close,pct_chg,vol,amount
688001.SH,2024-08-19,21.85,22.08,-1.0417,10372.11,22769.614
688001.SH,2024-08-16,22.08,22.16,-0.361,6249.36,13873.045
688001.SH,2024-08-15,22.16,21.7,2.1198,15819.64,35220.061
688001.SH,2024-08-14,21.7,21.76,-0.2757,5506.51,11973.192
688001.SH,2024-08-13,21.76,21.66,0.4617,5045.46,10908.218
688001.SH,2024-08-12,21.66,21.57,0.4172,5297.93,11414.675
688001.SH,2024-08-09,21.57,21.61,-0.1851,5839.79,12648.003
688001.SH,2024-08-08,21.61,21.69,-0.3688,8856.01,19054.729
688001.SH,2024-08-07,21.69,21.74,-0.23,5604.81,12209.225
688001.SH,2024-08-06,21.74,21.31,2.0178,12445.59,27030.834
688001.SH,2024-08-05,21.31,22.43,-4.9933,20463.86,44394.75
688001.SH,2024-08-02,22.43,23.09,-2.8584,10690.71,24326.525
688001.SH,2024-08-01,23.09,23.12,-0.1298,13219.28,30560.545
688001.SH,2024-07-31,23.12,21.58,7.1362,22696.11,51471.707
688001.SH,2024-07-30,21.58,21.86,-1.2809,9234.9,19968.597
688001.SH,2024-07-29,21.86,22.2,-1.5315,9030.57,19828.926
688001.SH,2024-07-26,22.2,21.63,2.6352,8758.78,19329.492
688001.SH,2024-07-25,21.63,21.59,0.1853,8863.52,19129.511
688001.SH,2024-07-24,21.59,22.1,-2.3077,15871.47,34615.447
688001.SH,2024-07-23,22.1,23.4,-5.5556,15020.85,34094.965
688001.SH,2024-07-22,23.4,23.54,-0.5947,8755.3,20495.395
688001.SH,2024-07-19,23.54,22.8,3.2456,14736.97,34213.725
688001.SH,2024-07-18,22.8,23.29,-2.1039,12112.53,27601.056
688001.SH,2024-07-17,23.29,23.9,-2.5523,9973.23,23398.301
688001.SH,2024-07-16,23.9,23.43,2.006,14277.05,33932.077
688001.SH,2024-07-15,23.43,23.65,-0.9302,10598.22,24817.572
688001.SH,2024-07-12,23.65,24.04,-1.6223,16790.21,39741.979
688001.SH,2024-07-11,24.04,23.35,2.955,26916.04,64793.82
688001.SH,2024-07-10,23.35,22.65,3.0905,24337.85,56453.099
688001.SH,2024-07-09,22.65,21.56,5.0557,16106.98,35797.883
688001.SH,2024-07-08,21.56,21.97,-1.8662,8374.58,18245.015
688001.SH,2024-07-05,21.97,21.8,0.7798,7558.19,16484.092
688001.SH,2024-07-04,21.8,22.3,-2.2422,7481.38,16468.987
688001.SH,2024-07-03,22.3,22.0,1.3636,9989.19,22263.319
688001.SH,2024-07-02,22.0,22.09,-0.4074,10265.99,22585.167
688001.SH,2024-07-01,22.09,22.58,-2.1701,11892.95,26264.614
688001.SH,2024-06-28,22.58,22.6,-0.0885,13742.65,31358.305
688001.SH,2024-06-27,22.6,22.75,-0.6593,13445.76,30594.787
688001.SH,2024-06-26,22.75,21.74,4.6458,14313.57,31683.689
688001.SH,2024-06-25,21.74,22.08,-1.5399,15059.96,33083.067
688001.SH,2024-06-24,22.08,22.65,-2.5166,18372.44,41208.68
688001.SH,2024-06-21,22.65,22.76,-0.4833,12098.37,27217.216
688001.SH,2024-06-20,22.76,22.75,0.044,15449.25,35684.817
688001.SH,2024-06-19,22.92,23.22,-1.292,9494.54,21715.211
688001.SH,2024-06-18,23.22,23.11,0.476,13005.78,30183.625
688001.SH,2024-06-17,23.11,22.61,2.2114,13644.46,31392.125
688001.SH,2024-06-14,22.61,23.22,-2.627,19471.96,43996.585
688001.SH,2024-06-13,23.22,22.62,2.6525,25775.94,59767.81
688001.SH,2024-06-12,22.62,22.69,-0.3085,12685.74,28870.874
688001.SH,2024-06-11,22.69,21.23,6.8771,20911.96,46050.039
688001.SH,2024-06-07,21.23,21.14,0.4257,11814.14,25185.593
688001.SH,2024-06-06,21.14,21.89,-3.4262,20181.94,43260.011
688001.SH,2024-06-05,21.89,21.87,0.0914,11872.28,26276.745
688001.SH,2024-06-04,21.87,22.43,-2.4967,13338.6,29043.006
688001.SH,2024-06-03,22.43,22.8,-1.6228,15554.79,35210.153
688001.SH,2024-05-31,22.8,22.47,1.4686,11299.46,25817.96
688001.SH,2024-05-30,22.47,22.17,1.3532,13608.79,30565.861
688001.SH,2024-05-29,22.17,22.31,-0.6275,7617.25,17044.482
688001.SH,2024-05-28,22.31,22.62,-1.3705,9474.23,21280.017
688001.SH,2024-05-27,22.62,22.18,1.9838,16964.12,37387.463
688001.SH,2024-05-24,22.18,22.41,-1.0263,12592.63,28069.161
688001.SH,2024-05-23,22.41,22.82,-1.7967,20065.3,45406.44
688001.SH,2024-05-22,22.82,22.38,1.966,9831.14,22261.979
688001.SH,2024-05-21,22.38,22.5,-0.5333,9426.43,21122.232
688001.SH,2024-05-20,22.5,22.65,-0.6623,10309.4,23244.479
688001.SH,2024-05-17,22.65,21.84,3.7088,15317.31,34162.786
688001.SH,2024-05-16,21.84,21.78,0.2755,7618.24,16743.784
688001.SH,2024-05-15,21.78,22.0,-1.0,8007.78,17578.525
688001.SH,2024-05-14,22.0,21.79,0.9637,12796.48,28442.645
688001.SH,2024-05-13,21.79,22.41,-2.7666,17492.58,38493.305
688001.SH,2024-05-10,22.41,23.01,-2.6076,12766.13,28679.088
688001.SH,2024-05-09,23.01,22.44,2.5401,10824.96,24807.649
688001.SH,2024-05-08,22.44,23.09,-2.8151,11662.08,26470.861
688001.SH,2024-05-07,23.09,23.05,0.1735,10313.25,23833.234
688001.SH,2024-05-06,23.05,22.96,0.392,15668.31,36305.501
688001.SH,2024-04-30,22.96,23.7,-3.1224,22409.98,51566.269
688001.SH,2024-04-29,23.7,22.87,3.6292,18348.29,43160.19
688001.SH,2024-04-26,22.87,22.19,3.0644,16628.56,37722.183
688001.SH,2024-04-25,22.19,22.11,0.3618,14388.0,31953.523
688001.SH,2024-04-24,22.11,21.52,2.7416,14780.2,32299.533
688001.SH,2024-04-23,21.52,21.49,0.1396,10440.59,22436.831
688001.SH,2024-04-22,21.49,21.5,-0.0465,14512.19,31078.447
688001.SH,2024-04-19,21.5,21.94,-2.0055,15245.61,32931.446
688001.SH,2024-04-18,21.94,21.5,2.0465,26336.63,57389.094
688001.SH,2024-04-17,21.5,20.94,2.6743,22963.29,49436.226
688001.SH,2024-04-16,20.94,21.89,-4.3399,20456.75,43598.951
688001.SH,2024-04-15,21.89,22.51,-2.7543,23028.76,50876.505
688001.SH,2024-04-12,22.51,22.58,-0.31,10976.26,24964.215
688001.SH,2024-04-11,22.58,22.88,-1.3112,12994.7,29698.869
688001.SH,2024-04-10,22.88,23.43,-2.3474,14530.51,33256.131
688001.SH,2024-04-09,23.43,22.89,2.3591,13918.14,32287.214
688001.SH,2024-04-08,22.89,23.93,-4.346,18174.88,42372.08
688001.SH,2024-04-03,23.93,24.26,-1.3603,11003.04,26340.505
688001.SH,2024-04-02,24.26,24.58,-1.3019,13139.15,31798.065
688001.SH,2024-04-01,24.58,23.76,3.4512,17499.37,42750.028
688001.SH,2024-03-29,23.76,23.69,0.2955,16612.18,38951.503
688001.SH,2024-03-28,23.69,23.03,2.8658,22651.12,53725.054
688001.SH,2024-03-27,23.03,24.5,-6.0,29007.26,68542.74
688001.SH,2024-03-26,24.5,25.0,-2.0,19981.62,49425.822
688001.SH,2024-03-25,25.0,26.01,-3.8831,15191.22,38753.772
688001.SH,2024-03-22,26.01,26.46,-1.7007,16084.1,42084.442
688001.SH,2024-03-21,26.46,27.02,-2.0725,19213.25,51245.837
688001.SH,2024-03-20,27.02,27.04,-0.074,13445.43,36201.128
688001.SH,2024-03-19,27.04,27.41,-1.3499,13726.86,37226.047
688001.SH,2024-03-18,27.41,26.54,3.2781,19141.85,51781.224
688001.SH,2024-03-15,26.54,26.09,1.7248,16485.38,43140.707
688001.SH,2024-03-14,26.09,26.79,-2.6129,16746.38,44287.289
688001.SH,2024-03-13,26.79,26.8,-0.0373,14036.29,37725.925
688001.SH,2024-03-12,26.8,26.53,1.0177,12743.29,34127.889
688001.SH,2024-03-11,26.53,26.19,1.2982,11614.67,30429.825
688001.SH,2024-03-08,26.19,25.88,1.1978,11587.44,30128.21
688001.SH,2024-03-07,25.88,26.49,-2.3028,13214.46,34823.1
688001.SH,2024-03-06,26.49,26.33,0.6077,13694.66,36146.038
688001.SH,2024-03-05,26.33,26.94,-2.2643,16008.01,42645.887
688001.SH,2024-03-04,26.94,27.22,-1.0287,14146.35,38104.641
688001.SH,2024-03-01,27.22,26.77,1.681,12709.31,34269.406
688001.SH,2024-02-29,26.77,25.36,5.5599,19100.56,50247.947
688001.SH,2024-02-28,25.36,27.6,-8.1159,27344.08,73070.87
688001.SH,2024-02-27,27.6,26.76,3.139,17042.5,46234.297
688001.SH,2024-02-26,26.76,26.07,2.6467,21623.32,57995.387
688001.SH,2024-02-23,26.07,25.35,2.8402,16418.24,42126.638
688001.SH,2024-02-22,25.35,25.06,1.1572,10518.49,26629.507
688001.SH,2024-02-21,25.06,24.77,1.1708,16196.54,40866.644
688001.SH,2024-02-20,24.77,25.04,-1.0783,11308.06,27885.427
688001.SH,2024-02-19,25.04,25.15,-0.4374,17755.87,44584.645
688001.SH,2024-02-08,25.15,23.67,6.2526,31169.71,77951.41
