dt,observed_members,expected_members,observed_weight,total_weight,member_coverage_ratio,observed_weight_ratio
2025-12-23,999,1000,99.859,99.996,0.999,0.9986299451978079
2025-12-24,999,1000,99.859,99.996,0.999,0.9986299451978079
2025-12-25,1000,1000,99.996,99.996,1.0,1.0
2025-12-26,1000,1000,99.996,99.996,1.0,1.0
2025-12-29,999,1000,99.922,99.996,0.999,0.999259970398816
2025-12-30,998,1000,99.876,99.996,0.998,0.99879995199808
2025-12-31,998,1000,99.876,99.996,0.998,0.99879995199808
2026-01-05,998,1000,99.873,99.995,0.998,0.9987799389969498
2026-01-06,997,1000,99.781,99.995,0.997,0.9978598929946497
2026-01-07,998,1000,99.844,99.995,0.998,0.9984899244962248
2026-01-08,998,1000,99.844,99.995,0.998,0.9984899244962248
2026-01-09,999,1000,99.936,99.995,0.999,0.999409970498525
2026-01-12,998,1000,99.886,99.995,0.998,0.9989099454972747
2026-01-13,998,1000,99.886,99.995,0.998,0.9989099454972747
2026-01-14,998,1000,99.725,99.995,0.998,0.9972998649932495
2026-01-15,998,1000,99.625,99.995,0.998,0.9962998149907495
2026-01-16,998,1000,99.625,99.995,0.998,0.9962998149907495
2026-01-19,999,1000,99.836,99.995,0.999,0.9984099204960247
2026-01-20,1000,1000,99.995,99.995,1.0,1.0
2026-01-21,999,1000,99.94500000000001,99.995,0.999,0.99949997499875
2026-01-22,999,1000,99.94500000000001,99.995,0.999,0.99949997499875
2026-01-23,999,1000,99.94500000000001,99.995,0.999,0.99949997499875
2026-01-26,999,1000,99.94500000000001,99.995,0.999,0.99949997499875
2026-01-27,998,1000,99.871,99.995,0.998,0.9987599379968998
2026-01-28,998,1000,99.871,99.995,0.998,0.9987599379968998
2026-01-29,997,1000,99.786,99.995,0.997,0.9979098954947747
2026-01-30,996,1000,99.554,99.995,0.996,0.9955897794889744
2026-02-02,996,1000,99.518,99.993,0.996,0.9952496674767234
2026-02-03,996,1000,99.518,99.993,0.996,0.9952496674767234
2026-02-04,996,1000,99.518,99.993,0.996,0.9952496674767234
2026-02-05,996,1000,99.518,99.993,0.996,0.9952496674767234
2026-02-06,997,1000,99.782,99.993,0.997,0.9978898522896603
2026-02-09,996,1000,99.6,99.993,0.996,0.9960697248807416
2026-02-10,998,1000,99.748,99.993,0.998,0.9975498284879942
2026-02-11,998,1000,99.748,99.993,0.998,0.9975498284879942
2026-02-12,998,1000,99.748,99.993,0.998,0.9975498284879942
2026-02-13,998,1000,99.748,99.993,0.998,0.9975498284879942
2026-02-24,999,1000,99.92999999999999,99.993,0.999,0.9993699558969128
2026-02-25,999,1000,99.92999999999999,99.993,0.999,0.9993699558969128
2026-02-26,999,1000,99.92999999999999,99.993,0.999,0.9993699558969128
2026-02-27,999,1000,99.92999999999999,99.993,0.999,0.9993699558969128
2026-03-02,1000,1000,99.993,99.993,1.0,1.0
2026-03-03,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-04,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-05,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-06,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-09,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-10,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-11,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-12,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-13,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-16,999,1000,99.896,99.993,0.999,0.9990299320952467
2026-03-17,1000,1000,99.993,99.993,1.0,1.0
2026-03-18,1000,1000,99.993,99.993,1.0,1.0
2026-03-19,1000,1000,99.993,99.993,1.0,1.0
2026-03-20,1000,1000,99.993,99.993,1.0,1.0
2026-03-23,1000,1000,99.993,99.993,1.0,1.0
2026-03-24,1000,1000,99.993,99.993,1.0,1.0
2026-03-25,1000,1000,99.993,99.993,1.0,1.0
2026-03-26,1000,1000,99.993,99.993,1.0,1.0
2026-03-27,999,1000,99.957,99.993,0.999,0.9996399747982359
2026-03-30,999,1000,99.957,99.993,0.999,0.9996399747982359
2026-03-31,999,1000,99.957,99.993,0.999,0.9996399747982359
2026-04-01,999,1000,99.976,100.015,0.999,0.9996100584912263
2026-04-02,999,1000,99.948,100.015,0.999,0.9993301004849272
2026-04-03,998,1000,99.728,100.015,0.998,0.9971304304354346
2026-04-07,998,1000,99.728,100.015,0.998,0.9971304304354346
2026-04-08,998,1000,99.728,100.015,0.998,0.9971304304354346
2026-04-09,998,1000,99.728,100.015,0.998,0.9971304304354346
2026-04-10,998,1000,99.728,100.015,0.998,0.9971304304354346
2026-04-13,999,1000,99.948,100.015,0.999,0.9993301004849272
2026-04-14,999,1000,99.948,100.015,0.999,0.9993301004849272
2026-04-15,999,1000,99.948,100.015,0.999,0.9993301004849272
2026-04-16,999,1000,99.948,100.015,0.999,0.9993301004849272
2026-04-17,1000,1000,100.015,100.015,1.0,1.0
2026-04-20,999,1000,99.713,100.015,0.999,0.9969804529320602
2026-04-21,1000,1000,100.015,100.015,1.0,1.0
2026-04-22,999,1000,99.844,100.015,0.999,0.9982902564615307
2026-04-23,998,1000,99.816,100.015,0.998,0.9980102984552317
2026-04-24,999,1000,99.987,100.015,0.999,0.9997200419937009
2026-04-27,999,1000,99.987,100.015,0.999,0.9997200419937009
2026-04-28,998,1000,99.706,100.015,0.998,0.9969104634304855
2026-04-29,997,1000,99.795,100.015,0.997,0.9978003299505074
2026-04-30,997,1000,99.798,100.015,0.997,0.9978303254511823
2026-05-06,999,1000,99.976,100.001,0.999,0.9997500024999749
2026-05-07,999,1000,99.976,100.001,0.999,0.9997500024999749
2026-05-08,1000,1000,100.001,100.001,1.0,1.0
2026-05-11,1000,1000,100.001,100.001,1.0,1.0
2026-05-12,1000,1000,100.001,100.001,1.0,1.0
2026-05-13,1000,1000,100.001,100.001,1.0,1.0
2026-05-14,1000,1000,100.001,100.001,1.0,1.0
2026-05-15,1000,1000,100.001,100.001,1.0,1.0
2026-05-18,1000,1000,100.001,100.001,1.0,1.0
2026-05-19,1000,1000,100.001,100.001,1.0,1.0
2026-05-20,1000,1000,100.001,100.001,1.0,1.0
2026-05-21,1000,1000,100.001,100.001,1.0,1.0
2026-05-22,1000,1000,100.001,100.001,1.0,1.0
2026-05-25,1000,1000,100.001,100.001,1.0,1.0
2026-05-26,1000,1000,100.001,100.001,1.0,1.0
2026-05-27,1000,1000,100.001,100.001,1.0,1.0
2026-05-28,1000,1000,100.001,100.001,1.0,1.0
2026-05-29,1000,1000,100.001,100.001,1.0,1.0
2026-06-01,999,1000,99.934,100.003,0.999,0.999310020699379
2026-06-02,999,1000,99.934,100.003,0.999,0.999310020699379
2026-06-03,999,1000,99.934,100.003,0.999,0.999310020699379
2026-06-04,999,1000,99.934,100.003,0.999,0.999310020699379
2026-06-05,1000,1000,100.003,100.003,1.0,1.0
2026-06-08,1000,1000,100.003,100.003,1.0,1.0
2026-06-09,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-10,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-11,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-12,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-15,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-16,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-17,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-18,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-22,999,1000,99.93299999999999,100.003,0.999,0.99930002099937
2026-06-23,999,1000,99.704,100.003,0.999,0.997010089697309
2026-06-24,999,1000,99.704,100.003,0.999,0.997010089697309
2026-06-25,999,1000,99.704,100.003,0.999,0.997010089697309
2026-06-26,1000,1000,100.003,100.003,1.0,1.0
2026-06-29,998,1000,99.879,100.003,0.998,0.9987600371988841
2026-06-30,999,1000,99.932,100.003,0.999,0.9992900212993611
2026-07-01,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-02,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-03,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-06,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-07,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-08,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-09,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-10,999,1000,99.922,99.986,0.999,0.9993599103874542
2026-07-13,1000,1000,99.986,99.986,1.0,1.0
2026-07-14,1000,1000,99.986,99.986,1.0,1.0
2026-07-15,1000,1000,99.986,99.986,1.0,1.0
2026-07-16,1000,1000,99.986,99.986,1.0,1.0
2026-07-17,1000,1000,99.986,99.986,1.0,1.0
2026-07-20,1000,1000,99.986,99.986,1.0,1.0
2026-07-21,1000,1000,99.986,99.986,1.0,1.0
2026-07-22,1000,1000,99.986,99.986,1.0,1.0
2026-07-23,999,1000,99.904,99.986,0.999,0.9991798851839256
2026-07-24,999,1000,99.904,99.986,0.999,0.9991798851839256
2026-07-27,999,1000,99.904,99.986,0.999,0.9991798851839256
2026-07-28,999,1000,99.904,99.986,0.999,0.9991798851839256
2026-07-29,999,1000,99.904,99.986,0.999,0.9991798851839256
2026-07-30,1000,1000,99.986,99.986,1.0,1.0
2026-07-31,1000,1000,99.986,99.986,1.0,1.0
2026-08-03,1000,1000,99.984,99.984,1.0,1.0
2026-08-04,1000,1000,99.984,99.984,1.0,1.0
2026-08-05,1000,1000,99.984,99.984,1.0,1.0
2026-08-06,1000,1000,99.984,99.984,1.0,1.0
2026-08-07,1000,1000,99.984,99.984,1.0,1.0
2026-08-10,1000,1000,99.984,99.984,1.0,1.0
2026-08-11,1000,1000,99.984,99.984,1.0,1.0
2026-08-12,1000,1000,99.984,99.984,1.0,1.0
2026-08-13,1000,1000,99.984,99.984,1.0,1.0
2026-08-14,1000,1000,99.984,99.984,1.0,1.0
2026-08-17,1000,1000,99.984,99.984,1.0,1.0
2026-08-18,999,1000,99.899,99.984,0.999,0.9991498639782366
2026-08-19,999,1000,99.899,99.984,0.999,0.9991498639782366
2026-08-20,999,1000,99.899,99.984,0.999,0.9991498639782366
2026-08-21,999,1000,99.899,99.984,0.999,0.9991498639782366
2026-08-24,1000,1000,99.984,99.984,1.0,1.0
2026-08-25,1000,1000,99.984,99.984,1.0,1.0
2026-08-26,1000,1000,99.984,99.984,1.0,1.0
2026-08-27,1000,1000,99.984,99.984,1.0,1.0
2026-08-28,1000,1000,99.984,99.984,1.0,1.0
2026-08-31,998,1000,99.799,99.984,0.998,0.9981497039526326
2026-09-01,998,1000,99.76,100.003,0.998,0.9975700728978131
2026-09-02,998,1000,99.76,100.003,0.998,0.9975700728978131
2026-09-03,998,1000,99.76,100.003,0.998,0.9975700728978131
2026-09-04,998,1000,99.76,100.003,0.998,0.9975700728978131
2026-09-07,998,1000,99.76,100.003,0.998,0.9975700728978131
2026-09-08,998,1000,99.76,100.003,0.998,0.9975700728978131
