path_id,feature,group,family,horizon_sessions,orientation,discovery_observations,confirmation_observations,etf_bridge_observations,discovery_sge_ic,confirmation_sge_ic,confirmation_etf_ic,positive_confirmation_years,annual_etf_ics,etf_top_minus_bottom_return,hac_coefficient,hac_one_sided_pvalue,bootstrap_positive_probability,identifiable,global_bh_qvalue,positive_horizon_count,evidence_label
sse_volatility_20:H252,sse_volatility_20,RECOVERY_OR_RISK,EQUITY_STRESS,252,1,2186,2529,2528,0.08666323082038754,0.2077562300133284,0.2041054344773512,6,"{""2013"": 0.02799087704748082, ""2014"": 0.2252217480354797, ""2015"": 0.5178857456765341, ""2016"": 0.6983584659631034, ""2017"": -0.1816384351728057, ""2018"": 0.39445372753867536, ""2019"": 0.7511930576723707, ""2020"": -0.14222034887708013, ""2021"": -0.09374754332528798, ""2022"": -0.3335036521381297, ""2023"": -0.06936337304844037}",0.0832089598008382,0.029345190688366024,0.013937615862997365,0.882,True,0.05176828749113307,2,FDR_SUPPORTED
