event_id,window,outcome_label,block_label,signal_date,date,offset,normalized_close,ex04_score,source_ex04_score,raw::raw__30m__cxt_bi_status_V230101,mapped::raw__30m__cxt_bi_status_V230101,contribution::raw__30m__cxt_bi_status_V230101,raw::raw__30m__cxt_third_buy_V230228__di_1,mapped::raw__30m__cxt_third_buy_V230228__di_1,contribution::raw__30m__cxt_third_buy_V230228__di_1,raw::raw__daily__cxt_bi_status_V230101,mapped::raw__daily__cxt_bi_status_V230101,contribution::raw__daily__cxt_bi_status_V230101,raw::raw__daily__cxt_five_bi_V230619__di_1,mapped::raw__daily__cxt_five_bi_V230619__di_1,contribution::raw__daily__cxt_five_bi_V230619__di_1,raw::raw__daily__cxt_seven_bi_V230620__di_1,mapped::raw__daily__cxt_seven_bi_V230620__di_1,contribution::raw__daily__cxt_seven_bi_V230620__di_1,raw::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,mapped::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,contribution::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_5,raw::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,mapped::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,contribution::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_10,raw::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,mapped::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,contribution::raw__daily__tas_ma_base_V221101__di_1__ma_type_SMA__timeperiod_20,raw::raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,mapped::raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,contribution::raw__daily__tas_macd_base_V221028__di_1__fastperiod_12__signalperiod_9__slowperiod_26,raw::raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,mapped::raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,contribution::raw__daily__vol_window_V230731__di_1__m_30__n_10__w_5,raw::raw__daily__pressure_support_V240406__di_1__w_20,mapped::raw__daily__pressure_support_V240406__di_1__w_20,contribution::raw__daily__pressure_support_V240406__di_1__w_20,raw::raw__weekly__cxt_bi_status_V230101,mapped::raw__weekly__cxt_bi_status_V230101,contribution::raw__weekly__cxt_bi_status_V230101
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-18,-20,1.0,0.4286375494198501,0.0233364813082976,向下,-1.0,-0.05947026720107206,其他,0.0,0.0,向下,-1.0,-0.04757621376085765,上颈线突破,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,其他,0.0,0.0,向上,1.0,0.04757621376085765
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-19,-19,1.005204460966543,0.4286375494198501,0.0233364813082976,向下,-1.0,-0.05947026720107206,其他,0.0,0.0,向下,-1.0,-0.04757621376085765,上颈线突破,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,其他,0.0,0.0,向上,1.0,0.04757621376085765
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-20,-18,1.0066914498141264,0.5475780838219942,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向下,-1.0,-0.04757621376085765,上颈线突破,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,其他,0.0,0.0,向上,1.0,0.04757621376085765
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-21,-17,0.996282527881041,0.33258187075387224,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向下,-1.0,-0.04757621376085765,上颈线突破,0.0,0.0,其他,0.0,0.0,空头,-1.0,-0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,其他,0.0,0.0,其他,0.0,0.0
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-24,-16,1.008921933085502,0.47621376318070774,0.0233364813082976,向下,-1.0,-0.05947026720107206,其他,0.0,0.0,向上,1.0,0.04757621376085765,其他,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N9,1.0,0.19030485504343062,其他,0.0,0.0,其他,0.0,0.0
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-25,-15,1.0356877323420075,0.40484944253942123,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向上,1.0,0.04757621376085765,其他,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,压力位,-1.0,-0.19030485504343062,其他,0.0,0.0
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-26,-14,1.033457249070632,0.40484944253942123,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向上,1.0,0.04757621376085765,其他,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,压力位,-1.0,-0.19030485504343062,其他,0.0,0.0
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-27,-13,1.0565055762081785,0.5951542975828519,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向上,1.0,0.04757621376085765,其他,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,其他,0.0,0.0,其他,0.0,0.0
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-28,-12,1.0513011152416356,0.40484944253942123,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向上,1.0,0.04757621376085765,其他,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,压力位,-1.0,-0.19030485504343062,其他,0.0,0.0
2021H1:early_ex04_exit:20210616,2021H1,false_exit,joint_margin_block,2021-06-16,2021-05-31,-11,1.092193308550186,0.5951542975828519,0.0233364813082976,向上,1.0,0.05947026720107206,其他,0.0,0.0,向上,1.0,0.04757621376085765,其他,0.0,0.0,其他,0.0,0.0,多头,1.0,0.08370999965363214,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,多头,1.0,0.07136432064128646,高量N10,1.0,0.19030485504343062,其他,0.0,0.0,其他,0.0,0.0
