event_id,signal_date,event_type,factor_score,enter_threshold,full_threshold,exit_threshold,before_position,after_position,reason
EntrySizing:20210112:Entry,2021-01-12,Entry,0.20265053405577624,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.202651 < full 0.250000
EntrySizing:20210128:Exit,2021-01-28,Exit,-0.059921892773203284,0.175,0.25,0.025,0.5,0.0,score -0.059922 <= exit 0.025000
EntrySizing:20210326:Entry,2021-03-26,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20210412:Exit,2021-04-12,Exit,-0.166968373735133,0.175,0.25,0.025,1.0,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20210416:Entry,2021-04-16,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20210616:Exit,2021-06-16,Exit,0.023336481308297602,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20210617:Entry,2021-06-17,Entry,0.40484944253942123,0.175,0.25,0.025,0.0,1.0,score 0.404849 >= full 0.250000
EntrySizing:20210706:Exit,2021-07-06,Exit,0.023336481308297602,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20210707:Entry,2021-07-07,Entry,0.452425656300279,0.175,0.25,0.025,0.0,1.0,score 0.452426 >= full 0.250000
EntrySizing:20210714:Exit,2021-07-14,Exit,-0.08400920943548748,0.175,0.25,0.025,1.0,0.0,score -0.084009 <= exit 0.025000
EntrySizing:20210729:Entry,2021-07-29,Entry,0.3926561793173515,0.175,0.25,0.025,0.0,1.0,score 0.392656 >= full 0.250000
EntrySizing:20210809:Exit,2021-08-09,Exit,-0.15537353007677399,0.175,0.25,0.025,1.0,0.0,score -0.155374 <= exit 0.025000
EntrySizing:20210812:Entry,2021-08-12,Entry,0.2023513242739209,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.202351 < full 0.250000
EntrySizing:20210817:Exit,2021-08-17,Exit,-0.3572732287785636,0.175,0.25,0.025,0.5,0.0,score -0.357273 <= exit 0.025000
EntrySizing:20210824:Entry,2021-08-24,Entry,0.21454458749599065,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.214545 < full 0.250000
EntrySizing:20210827:Exit,2021-08-27,Exit,-0.07181594621341772,0.175,0.25,0.025,0.5,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20211013:Entry,2021-10-13,Entry,0.1898532294712994,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.189853 < full 0.250000
EntrySizing:20211019:Exit,2021-10-19,Exit,-0.04712458818872642,0.175,0.25,0.025,0.5,0.0,score -0.047125 <= exit 0.025000
EntrySizing:20211020:Entry,2021-10-20,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20211027:Exit,2021-10-27,Exit,-0.21454458749599065,0.175,0.25,0.025,1.0,0.0,score -0.214545 <= exit 0.025000
EntrySizing:20211029:Entry,2021-10-29,Entry,0.5475780838219942,0.175,0.25,0.025,0.0,1.0,score 0.547578 >= full 0.250000
EntrySizing:20211202:Exit,2021-12-02,Exit,-0.16696837373513299,0.175,0.25,0.025,1.0,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20211203:Entry,2021-12-03,Entry,0.24947217234037405,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.249472 < full 0.250000
EntrySizing:20211208:Exit,2021-12-08,Exit,-0.04802783933298885,0.175,0.25,0.025,0.5,0.0,score -0.048028 <= exit 0.025000
EntrySizing:20211210:Entry,2021-12-10,Entry,0.40484944253942123,0.175,0.25,0.025,0.0,1.0,score 0.404849 >= full 0.250000
EntrySizing:20211215:Exit,2021-12-15,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20211217:Entry,2021-12-17,Entry,0.23742944323215703,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.237429 < full 0.250000
EntrySizing:20211223:Exit,2021-12-23,Exit,0.02333648130829763,0.175,0.25,0.025,0.5,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20211230:Entry,2021-12-30,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20220105:Exit,2022-01-05,Exit,-0.16696837373513299,0.175,0.25,0.025,1.0,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20220117:Entry,2022-01-17,Entry,0.27431406447891815,0.175,0.25,0.025,0.0,1.0,score 0.274314 >= full 0.250000
EntrySizing:20220120:Exit,2022-01-20,Exit,-0.012046469230490242,0.175,0.25,0.025,1.0,0.0,score -0.012046 <= exit 0.025000
EntrySizing:20220217:Entry,2022-02-17,Entry,0.2145445874959907,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.214545 < full 0.250000
EntrySizing:20220222:Exit,2022-02-22,Exit,-0.07181594621341772,0.175,0.25,0.025,0.5,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20220223:Entry,2022-02-23,Entry,0.5000018700611366,0.175,0.25,0.025,0.0,1.0,score 0.500002 >= full 0.250000
EntrySizing:20220303:Exit,2022-03-03,Exit,-0.02423973245256003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20220321:Entry,2022-03-21,Entry,0.41704270576149105,0.175,0.25,0.025,0.0,1.0,score 0.417043 >= full 0.250000
EntrySizing:20220324:Exit,2022-03-24,Exit,-0.012046469230490242,0.175,0.25,0.025,1.0,0.0,score -0.012046 <= exit 0.025000
EntrySizing:20220505:Entry,2022-05-05,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20220622:Exit,2022-06-22,Exit,-0.1315854231963451,0.175,0.25,0.025,1.0,0.0,score -0.131585 <= exit 0.025000
EntrySizing:20220623:Entry,2022-06-23,Entry,0.18970269535744663,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.189703 < full 0.250000
EntrySizing:20220711:Exit,2022-07-11,Exit,-0.16696837373513299,0.175,0.25,0.025,0.5,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20220721:Entry,2022-07-21,Entry,0.21454458749599065,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.214545 < full 0.250000
EntrySizing:20220819:Exit,2022-08-19,Exit,-0.10719889675220554,0.175,0.25,0.025,0.5,0.0,score -0.107199 <= exit 0.025000
EntrySizing:20221014:Entry,2022-10-14,Entry,0.19075648061556189,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.190756 < full 0.250000
EntrySizing:20221121:Exit,2022-11-21,Exit,-0.02423973245256003,0.175,0.25,0.025,0.5,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20221202:Entry,2022-12-02,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20221207:Exit,2022-12-07,Exit,-0.11939215997427535,0.175,0.25,0.025,1.0,0.0,score -0.119392 <= exit 0.025000
EntrySizing:20221212:Entry,2022-12-12,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20221215:Exit,2022-12-15,Exit,-0.16696837373513299,0.175,0.25,0.025,1.0,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20221227:Entry,2022-12-27,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20230113:Exit,2023-01-13,Exit,-0.01219700334434301,0.175,0.25,0.025,1.0,0.0,score -0.012197 <= exit 0.025000
EntrySizing:20230118:Entry,2023-01-18,Entry,0.32189027823977573,0.175,0.25,0.025,0.0,1.0,score 0.321890 >= full 0.250000
EntrySizing:20230208:Exit,2023-02-08,Exit,0.023336481308297602,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20230209:Entry,2023-02-09,Entry,0.32173974412592304,0.175,0.25,0.025,0.0,1.0,score 0.321740 >= full 0.250000
EntrySizing:20230216:Exit,2023-02-16,Exit,-0.04802783933298885,0.175,0.25,0.025,1.0,0.0,score -0.048028 <= exit 0.025000
EntrySizing:20230301:Entry,2023-03-01,Entry,0.3572732287785636,0.175,0.25,0.025,0.0,1.0,score 0.357273 >= full 0.250000
EntrySizing:20230307:Exit,2023-03-07,Exit,-0.1315854231963451,0.175,0.25,0.025,1.0,0.0,score -0.131585 <= exit 0.025000
EntrySizing:20230309:Entry,2023-03-09,Entry,0.29750375179563615,0.175,0.25,0.025,0.0,1.0,score 0.297504 >= full 0.250000
EntrySizing:20230316:Exit,2023-03-16,Exit,-0.11939215997427535,0.175,0.25,0.025,1.0,0.0,score -0.119392 <= exit 0.025000
EntrySizing:20230317:Entry,2023-03-17,Entry,0.452425656300279,0.175,0.25,0.025,0.0,1.0,score 0.452426 >= full 0.250000
EntrySizing:20230421:Exit,2023-04-21,Exit,-0.2499275380347785,0.175,0.25,0.025,1.0,0.0,score -0.249928 <= exit 0.025000
EntrySizing:20230428:Entry,2023-04-28,Entry,0.23833269437641957,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.238333 < full 0.250000
EntrySizing:20230508:Exit,2023-05-08,Exit,-0.16696837373513299,0.175,0.25,0.025,0.5,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20230515:Entry,2023-05-15,Entry,0.19075648061556194,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.190756 < full 0.250000
EntrySizing:20230523:Exit,2023-05-23,Exit,-0.07181594621341772,0.175,0.25,0.025,0.5,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20230525:Entry,2023-05-25,Entry,0.23742944323215703,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.237429 < full 0.250000
EntrySizing:20230606:Exit,2023-06-06,Exit,-0.02423973245256003,0.175,0.25,0.025,0.5,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20230609:Entry,2023-06-09,Entry,0.27431406447891815,0.175,0.25,0.025,0.0,1.0,score 0.274314 >= full 0.250000
EntrySizing:20230626:Exit,2023-06-26,Exit,0.02333648130829763,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20230703:Entry,2023-07-03,Entry,0.2621208012568484,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20230706:Exit,2023-07-06,Exit,-0.024239732452560003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20230731:Entry,2023-07-31,Entry,0.3572732287785636,0.175,0.25,0.025,0.0,1.0,score 0.357273 >= full 0.250000
EntrySizing:20230808:Exit,2023-08-08,Exit,-0.02423973245256003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20230830:Entry,2023-08-30,Entry,0.452425656300279,0.175,0.25,0.025,0.0,1.0,score 0.452426 >= full 0.250000
EntrySizing:20230907:Exit,2023-09-07,Exit,-0.02423973245256003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20230927:Entry,2023-09-27,Entry,0.41704270576149105,0.175,0.25,0.025,0.0,1.0,score 0.417043 >= full 0.250000
EntrySizing:20231016:Exit,2023-10-16,Exit,-0.21454458749599065,0.175,0.25,0.025,1.0,0.0,score -0.214545 <= exit 0.025000
EntrySizing:20231027:Entry,2023-10-27,Entry,0.27431406447891815,0.175,0.25,0.025,0.0,1.0,score 0.274314 >= full 0.250000
EntrySizing:20231122:Exit,2023-11-22,Exit,-0.16696837373513299,0.175,0.25,0.025,1.0,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20231208:Entry,2023-12-08,Entry,0.3218902782397758,0.175,0.25,0.025,0.0,1.0,score 0.321890 >= full 0.250000
EntrySizing:20231215:Exit,2023-12-15,Exit,-0.10719889675220554,0.175,0.25,0.025,1.0,0.0,score -0.107199 <= exit 0.025000
EntrySizing:20231228:Entry,2023-12-28,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20240103:Exit,2024-01-03,Exit,0.023336481308297602,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20240207:Entry,2024-02-07,Entry,0.452425656300279,0.175,0.25,0.025,0.0,1.0,score 0.452426 >= full 0.250000
EntrySizing:20240314:Exit,2024-03-14,Exit,-0.3572732287785636,0.175,0.25,0.025,1.0,0.0,score -0.357273 <= exit 0.025000
EntrySizing:20240318:Entry,2024-03-18,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20240321:Exit,2024-03-21,Exit,-0.09560405309384655,0.175,0.25,0.025,1.0,0.0,score -0.095604 <= exit 0.025000
EntrySizing:20240418:Entry,2024-04-18,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20240423:Exit,2024-04-23,Exit,-0.00045162557213121457,0.175,0.25,0.025,1.0,0.0,score -0.000452 <= exit 0.025000
EntrySizing:20240424:Entry,2024-04-24,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20240515:Exit,2024-05-15,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20240603:Entry,2024-06-03,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20240625:Exit,2024-06-25,Exit,-0.16696837373513299,0.175,0.25,0.025,1.0,0.0,score -0.166968 <= exit 0.025000
EntrySizing:20240711:Entry,2024-07-11,Entry,0.30969701501770597,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20240724:Exit,2024-07-24,Exit,-0.02423973245256003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20240731:Entry,2024-07-31,Entry,0.32189027823977573,0.175,0.25,0.025,0.0,1.0,score 0.321890 >= full 0.250000
EntrySizing:20240805:Exit,2024-08-05,Exit,-0.059622682991347875,0.175,0.25,0.025,1.0,0.0,score -0.059623 <= exit 0.025000
EntrySizing:20240924:Entry,2024-09-24,Entry,0.33348512189813484,0.175,0.25,0.025,0.0,1.0,score 0.333485 >= full 0.250000
EntrySizing:20241030:Exit,2024-10-30,Exit,-0.02423973245256003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20241105:Entry,2024-11-05,Entry,0.40484944253942123,0.175,0.25,0.025,0.0,1.0,score 0.404849 >= full 0.250000
EntrySizing:20241115:Exit,2024-11-15,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20241202:Entry,2024-12-02,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20241205:Exit,2024-12-05,Exit,-0.0480278393329889,0.175,0.25,0.025,1.0,0.0,score -0.048028 <= exit 0.025000
EntrySizing:20241210:Entry,2024-12-10,Entry,0.452425656300279,0.175,0.25,0.025,0.0,1.0,score 0.452426 >= full 0.250000
EntrySizing:20241213:Exit,2024-12-13,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20241220:Entry,2024-12-20,Entry,0.40484944253942123,0.175,0.25,0.025,0.0,1.0,score 0.404849 >= full 0.250000
EntrySizing:20241231:Exit,2024-12-31,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20250107:Entry,2025-01-07,Entry,0.17916163695720286,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.179162 < full 0.250000
EntrySizing:20250110:Exit,2025-01-10,Exit,0.011741637649938574,0.175,0.25,0.025,0.5,0.0,score 0.011742 <= exit 0.025000
EntrySizing:20250114:Entry,2025-01-14,Entry,0.3218902782397758,0.175,0.25,0.025,0.0,1.0,score 0.321890 >= full 0.250000
EntrySizing:20250311:Exit,2025-03-11,Exit,-0.02423973245256003,0.175,0.25,0.025,1.0,0.0,score -0.024240 <= exit 0.025000
EntrySizing:20250327:Entry,2025-03-27,Entry,0.19075648061556194,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.190756 < full 0.250000
EntrySizing:20250401:Exit,2025-04-01,Exit,-0.23833269437641946,0.175,0.25,0.025,0.5,0.0,score -0.238333 <= exit 0.025000
EntrySizing:20250411:Entry,2025-04-11,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20250418:Exit,2025-04-18,Exit,0.023336481308297546,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20250421:Entry,2025-04-21,Entry,0.2621208012568482,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20250424:Exit,2025-04-24,Exit,-0.40484944253942123,0.175,0.25,0.025,1.0,0.0,score -0.404849 <= exit 0.025000
EntrySizing:20250507:Entry,2025-05-07,Entry,0.23833269437641946,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.238333 < full 0.250000
EntrySizing:20250512:Exit,2025-05-12,Exit,-0.07181594621341772,0.175,0.25,0.025,0.5,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20250514:Entry,2025-05-14,Entry,0.3810613356589925,0.175,0.25,0.025,0.0,1.0,score 0.381061 >= full 0.250000
EntrySizing:20250519:Exit,2025-05-19,Exit,-0.2621208012568482,0.175,0.25,0.025,1.0,0.0,score -0.262121 <= exit 0.025000
EntrySizing:20250529:Entry,2025-05-29,Entry,0.2859089081372772,0.175,0.25,0.025,0.0,1.0,score 0.285909 >= full 0.250000
EntrySizing:20250613:Exit,2025-06-13,Exit,0.02333648130829763,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20250624:Entry,2025-06-24,Entry,0.40484944253942123,0.175,0.25,0.025,0.0,1.0,score 0.404849 >= full 0.250000
EntrySizing:20251014:Exit,2025-10-14,Exit,0.011143218086227785,0.175,0.25,0.025,1.0,0.0,score 0.011143 <= exit 0.025000
EntrySizing:20251024:Entry,2025-10-24,Entry,0.26212080125684833,0.175,0.25,0.025,0.0,1.0,score 0.262121 >= full 0.250000
EntrySizing:20251030:Exit,2025-10-30,Exit,-0.036432995674629896,0.175,0.25,0.025,1.0,0.0,score -0.036433 <= exit 0.025000
EntrySizing:20251205:Entry,2025-12-05,Entry,0.21454458749599065,0.175,0.25,0.025,0.0,0.5,enter 0.175000 <= score 0.214545 < full 0.250000
EntrySizing:20251211:Exit,2025-12-11,Exit,-0.07181594621341772,0.175,0.25,0.025,0.5,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20251212:Entry,2025-12-12,Entry,0.3810613356589925,0.175,0.25,0.025,0.0,1.0,score 0.381061 >= full 0.250000
EntrySizing:20251224:Exit,2025-12-24,Exit,0.012644888794201031,0.175,0.25,0.025,1.0,0.0,score 0.012645 <= exit 0.025000
EntrySizing:20251225:Entry,2025-12-25,Entry,0.32189027823977573,0.175,0.25,0.025,0.0,1.0,score 0.321890 >= full 0.250000
EntrySizing:20260129:Exit,2026-01-29,Exit,-0.15477511051306322,0.175,0.25,0.025,1.0,0.0,score -0.154775 <= exit 0.025000
EntrySizing:20260227:Entry,2026-02-27,Entry,0.3810613356589925,0.175,0.25,0.025,0.0,1.0,score 0.381061 >= full 0.250000
EntrySizing:20260309:Exit,2026-03-09,Exit,0.02333648130829763,0.175,0.25,0.025,1.0,0.0,score 0.023336 <= exit 0.025000
EntrySizing:20260408:Entry,2026-04-08,Entry,0.5475780838219942,0.175,0.25,0.025,0.0,1.0,score 0.547578 >= full 0.250000
EntrySizing:20260601:Exit,2026-06-01,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20260616:Entry,2026-06-16,Entry,0.2743140644789181,0.175,0.25,0.025,0.0,1.0,score 0.274314 >= full 0.250000
EntrySizing:20260713:Exit,2026-07-13,Exit,-0.07181594621341772,0.175,0.25,0.025,1.0,0.0,score -0.071816 <= exit 0.025000
EntrySizing:20260804:Entry,2026-08-04,Entry,0.309697015017706,0.175,0.25,0.025,0.0,1.0,score 0.309697 >= full 0.250000
EntrySizing:20260814:Exit,2026-08-14,Exit,-0.26212080125684833,0.175,0.25,0.025,1.0,0.0,score -0.262121 <= exit 0.025000
InitialEntry:2026Q1:20251231,2025-12-31,InitialEntry,0.43977702738380464,0.175,0.25,0.025,0.0,1.0,period starts in cash and aligns to prior active CZSC factor target
InitialEntry:2026H1:20251231,2025-12-31,InitialEntry,0.43977702738380464,0.175,0.25,0.025,0.0,1.0,period starts in cash and aligns to prior active CZSC factor target
