family,signal_date,year,horizon,forward_return,max_adverse_excursion
trend_damage,2021-03-26,2021,5,0.010116731517509914,-0.018677042801556465
trend_damage,2021-03-26,2021,10,0.0077821011673151474,-0.018677042801556465
trend_damage,2021-03-29,2021,5,0.04323899371069184,-0.008647798742138502
trend_damage,2021-03-29,2021,10,-0.0039308176100629755,-0.008647798742138502
trend_damage,2021-03-30,2021,5,0.04100946372239744,-0.0055205047318612754
trend_damage,2021-03-30,2021,10,0.0023659305993690705,-0.0055205047318612754
trend_damage,2021-03-31,2021,5,0.03770620581304018,0.0
trend_damage,2021-03-31,2021,10,0.003142183817753441,-0.00628436763550666
trend_damage,2021-05-07,2021,5,0.00617760617760621,-0.02239382239382237
trend_damage,2021-05-07,2021,10,0.04787644787644796,-0.02239382239382237
trend_damage,2021-05-10,2021,5,0.040000000000000036,-0.007058823529411673
trend_damage,2021-05-10,2021,10,0.05019607843137264,-0.007058823529411673
trend_damage,2021-05-11,2021,5,0.059374999999999956,-0.0015625000000000222
trend_damage,2021-05-11,2021,10,0.06015624999999991,-0.0015625000000000222
trend_damage,2021-05-12,2021,5,0.044254658385093126,-0.0007763975155280489
trend_damage,2021-05-12,2021,10,0.08385093167701863,-0.0007763975155280489
trend_damage,2021-05-13,2021,5,0.03760552570990039,-0.0038372985418264616
trend_damage,2021-05-13,2021,10,0.06293169608595561,-0.0038372985418264616
trend_damage,2021-10-13,2021,5,0.01669085631349798,-0.0036284470246733536
trend_damage,2021-10-13,2021,10,0.02394775036284491,-0.0036284470246733536
trend_damage,2021-10-14,2021,5,0.013698630136986134,-0.008651766402307137
trend_damage,2021-10-14,2021,10,0.002883922134102379,-0.008651766402307137
trend_damage,2021-10-15,2021,5,-0.0014306151645206988,-0.01645207439198848
trend_damage,2021-10-15,2021,10,-0.0014306151645206988,-0.01645207439198848
trend_damage,2021-10-18,2021,5,0.014440433212996373,-0.0007220216606499408
trend_damage,2021-10-18,2021,10,0.034657039711191384,-0.0007220216606499408
trend_damage,2022-01-17,2022,5,-0.03352769679300294,-0.03571428571428581
trend_damage,2022-01-17,2022,10,-0.06778425655976694,-0.07798833819242001
trend_damage,2022-01-19,2022,5,-0.0338235294117647,-0.04485294117647076
trend_damage,2022-01-19,2022,10,-0.08529411764705885,-0.09779411764705881
trend_damage,2022-02-17,2022,5,0.01860841423948223,-0.027508090614886793
trend_damage,2022-02-17,2022,10,0.027508090614886793,-0.027508090614886793
trend_damage,2022-02-18,2022,5,0.01693548387096766,-0.030645161290322576
