family,signal_date,year,horizon,forward_return,max_adverse_excursion
trend_damage,2022-02-18,2022,10,-0.0008064516129031585,-0.030645161290322576
trend_damage,2022-02-21,2022,5,0.04330065359477109,-0.017973856209150374
trend_damage,2022-02-21,2022,10,0.004901960784313708,-0.020424836601307117
trend_damage,2022-02-24,2022,5,0.00713719270420321,-0.014274385408405865
trend_damage,2022-02-24,2022,10,-0.060269627279936455,-0.1030927835051546
trend_damage,2022-03-21,2022,5,-0.04074702886247883,-0.050933786078098287
trend_damage,2022-03-21,2022,10,-0.050933786078098287,-0.0780984719864175
trend_damage,2022-03-22,2022,5,-0.03924914675767921,-0.05204778156996581
trend_damage,2022-03-22,2022,10,-0.07337883959044356,-0.08959044368600677
trend_damage,2022-03-23,2022,5,-0.043589743589743546,-0.05042735042735036
trend_damage,2022-03-23,2022,10,-0.08290598290598294,-0.10512820512820509
trend_damage,2022-05-05,2022,5,0.06910994764397893,0.0
trend_damage,2022-05-05,2022,10,0.07958115183246073,0.0
trend_damage,2022-05-06,2022,5,0.08385093167701863,-0.006211180124223614
trend_damage,2022-05-06,2022,10,0.10973084886128381,-0.006211180124223614
trend_damage,2022-05-09,2022,5,0.08911917098445588,-0.005181347150259086
trend_damage,2022-05-09,2022,10,0.11398963730569944,-0.005181347150259086
trend_damage,2022-10-14,2022,5,0.023711340206185483,-0.004123711340206171
trend_damage,2022-10-14,2022,10,0.057731958762886615,-0.004123711340206171
trend_damage,2022-10-17,2022,5,0.0010040160642570406,-0.030120481927710885
trend_damage,2022-10-17,2022,10,0.029116465863453733,-0.030120481927710885
trend_damage,2022-10-18,2022,5,0.008130081300812941,-0.018292682926829285
trend_damage,2022-10-18,2022,10,0.05792682926829262,-0.018292682926829285
trend_damage,2022-10-19,2022,5,0.029866117404737436,-0.005149330587023715
trend_damage,2022-10-19,2022,10,0.08444902162718848,-0.005149330587023715
trend_damage,2022-12-27,2022,5,0.020325203252032464,-0.009146341463414642
trend_damage,2022-12-27,2022,10,0.029471544715446996,-0.009146341463414642
trend_damage,2022-12-28,2022,5,0.02254098360655732,-0.0010245901639344135
trend_damage,2022-12-28,2022,10,0.021516393442623016,-0.0010245901639344135
trend_damage,2022-12-29,2022,5,0.018218623481781382,-0.0080971659919028
trend_damage,2022-12-29,2022,10,0.010121457489878471,-0.0080971659919028
trend_damage,2022-12-30,2022,5,0.028368794326240954,-0.007092198581560294
trend_damage,2022-12-30,2022,10,0.012158054711246313,-0.007092198581560294
trend_damage,2023-05-05,2023,5,-0.021375464684014966,-0.03810408921933095
trend_damage,2023-05-05,2023,10,-0.014869888475836479,-0.043680297397769685
trend_damage,2023-05-15,2023,5,0.016221374045801484,-0.003816793893129722
trend_damage,2023-05-15,2023,10,0.01908396946564883,-0.018129770992366567
trend_damage,2023-05-16,2023,5,0.0047755491881567025,-0.00764087870105068
trend_damage,2023-05-16,2023,10,0.0047755491881567025,-0.017191977077363862
trend_damage,2023-05-17,2023,5,-0.016113744075829328,-0.024644549763033208
trend_damage,2023-05-17,2023,10,0.011374407582938506,-0.024644549763033208
trend_damage,2023-05-18,2023,5,-0.02358490566037752,-0.029245283018868085
trend_damage,2023-05-18,2023,10,0.01132075471698113,-0.029245283018868085
trend_damage,2023-05-19,2023,5,-0.018779342723004744,-0.03380281690140852
trend_damage,2023-05-19,2023,10,0.014084507042253724,-0.03380281690140852
trend_damage,2023-05-22,2023,5,0.015209125475285079,-0.021863117870722593
trend_damage,2023-05-22,2023,10,0.03041825095057038,-0.021863117870722593
trend_damage,2023-05-25,2023,5,0.02583732057416288,-0.000956937799042934
trend_damage,2023-05-25,2023,10,-0.003827751196172291,-0.019138755980861233
trend_damage,2023-05-29,2023,5,0.03041825095057038,-0.005703422053231932
trend_damage,2023-05-29,2023,10,0.000950570342205248,-0.025665399239543807
trend_damage,2023-06-09,2023,5,0.005698005698005604,-0.009496676163342821
trend_damage,2023-06-09,2023,10,-0.017094017094017144,-0.021842355175688444
trend_damage,2023-06-12,2023,5,0.022878932316491962,-0.004766444232602418
trend_damage,2023-06-12,2023,10,-0.012392755004766332,-0.028598665395614953
trend_damage,2023-06-21,2023,5,-0.01158301158301156,-0.016409266409266543
trend_damage,2023-06-21,2023,10,-0.01158301158301156,-0.022200772200772323
trend_damage,2023-07-03,2023,5,-0.013579049466537318,-0.01745877788554806
trend_damage,2023-07-03,2023,10,-0.015518913676042745,-0.02521823472356932
trend_damage,2023-07-04,2023,5,-0.018322082931533146,-0.02314368370298936
trend_damage,2023-07-04,2023,10,-0.026036644165862932,-0.0318225650916103
trend_damage,2023-07-05,2023,5,-0.0038872691933916625,-0.02137998056365409
trend_damage,2023-07-05,2023,10,-0.02137998056365409,-0.03206997084548102
trend_damage,2023-07-31,2023,5,0.0050352467270895485,-0.006042296072507614
trend_damage,2023-07-31,2023,10,-0.04128902316213501,-0.05236656596173217
trend_damage,2023-09-27,2023,5,0.01882613510520481,-0.0033222591362126463
trend_damage,2023-09-27,2023,10,-0.017718715393133966,-0.019933554817275767
trend_damage,2023-09-28,2023,5,0.007709251101321701,-0.00770925110132159
trend_damage,2023-09-28,2023,10,-0.022026431718061734,-0.029735682819383324
trend_damage,2023-10-09,2023,5,0.00219780219780219,-0.020879120879120916
trend_damage,2023-10-09,2023,10,-0.03296703296703296,-0.05934065934065935
trend_damage,2023-10-10,2023,5,-0.009944751381215533,-0.015469613259668558
trend_damage,2023-10-10,2023,10,-0.04640883977900556,-0.05414364640883984
trend_damage,2023-10-27,2023,5,0.003409090909090917,-0.001136363636363602
trend_damage,2023-10-27,2023,10,0.03409090909090917,-0.001136363636363602
trend_damage,2023-11-01,2023,5,0.020179372197309364,-0.013452914798206317
trend_damage,2023-11-01,2023,10,0.051569506726457215,-0.013452914798206317
trend_damage,2023-11-02,2023,5,0.040770101925254876,0.0
trend_damage,2023-11-02,2023,10,0.04416761041902606,0.0
negative_persistence,2021-08-16,2021,5,-0.011342155009451793,-0.02961562696912412
negative_persistence,2021-08-16,2021,10,-0.03906742281033404,-0.056080655324511675
negative_persistence,2021-08-26,2021,5,-0.04999999999999993,-0.07012987012987015
negative_persistence,2021-08-26,2021,10,-0.06233766233766236,-0.07792207792207795
negative_persistence,2021-12-06,2021,5,0.02415458937198056,-0.022774327122153326
negative_persistence,2021-12-06,2021,10,-0.007591442374051183,-0.03243616287094553
negative_persistence,2021-12-07,2021,5,0.022948539638386833,-0.0020862308762168436
negative_persistence,2021-12-07,2021,10,-0.021557719054241975,-0.025034770514603677
negative_persistence,2022-05-05,2022,5,0.06910994764397893,0.0
negative_persistence,2022-05-05,2022,10,0.07958115183246073,0.0
negative_persistence,2022-05-06,2022,5,0.08385093167701863,-0.006211180124223614
negative_persistence,2022-05-06,2022,10,0.10973084886128381,-0.006211180124223614
negative_persistence,2022-12-27,2022,5,0.020325203252032464,-0.009146341463414642
negative_persistence,2022-12-27,2022,10,0.029471544715446996,-0.009146341463414642
negative_persistence,2022-12-28,2022,5,0.02254098360655732,-0.0010245901639344135
negative_persistence,2022-12-28,2022,10,0.021516393442623016,-0.0010245901639344135
negative_persistence,2022-12-29,2022,5,0.018218623481781382,-0.0080971659919028
negative_persistence,2022-12-29,2022,10,0.010121457489878471,-0.0080971659919028
negative_persistence,2023-05-04,2023,5,-0.03035878564857397,-0.042318307267709354
negative_persistence,2023-05-04,2023,10,-0.029438822447102164,-0.053357865685372596
negative_persistence,2023-05-05,2023,5,-0.021375464684014966,-0.03810408921933095
negative_persistence,2023-05-05,2023,10,-0.014869888475836479,-0.043680297397769685
negative_persistence,2023-07-31,2023,5,0.0050352467270895485,-0.006042296072507614
negative_persistence,2023-07-31,2023,10,-0.04128902316213501,-0.05236656596173217
intraday_pressure,2021-05-07,2021,5,0.00617760617760621,-0.02239382239382237
intraday_pressure,2021-05-07,2021,10,0.04787644787644796,-0.02239382239382237
intraday_pressure,2021-08-13,2021,5,-0.013190954773869445,-0.03266331658291455
intraday_pressure,2021-08-13,2021,10,-0.03266331658291455,-0.05087939698492472
intraday_pressure,2021-08-26,2021,5,-0.04999999999999993,-0.07012987012987015
intraday_pressure,2021-08-26,2021,10,-0.06233766233766236,-0.07792207792207795
intraday_pressure,2021-12-06,2021,5,0.02415458937198056,-0.022774327122153326
intraday_pressure,2021-12-06,2021,10,-0.007591442374051183,-0.03243616287094553
intraday_pressure,2021-12-17,2021,5,-0.01599443671766332,-0.03198887343532686
intraday_pressure,2021-12-17,2021,10,-0.014603616133518682,-0.034075104311543813
intraday_pressure,2021-12-20,2021,5,-0.006396588486140775,-0.01279317697228144
intraday_pressure,2021-12-20,2021,10,0.01990049751243772,-0.01279317697228144
intraday_pressure,2022-01-04,2022,5,-0.03069236259814412,-0.050678087080656686
intraday_pressure,2022-01-04,2022,10,-0.020699500356887834,-0.051391862955032175
intraday_pressure,2022-02-21,2022,5,0.04330065359477109,-0.017973856209150374
intraday_pressure,2022-02-21,2022,10,0.004901960784313708,-0.020424836601307117
intraday_pressure,2022-03-22,2022,5,-0.03924914675767921,-0.05204778156996581
intraday_pressure,2022-03-22,2022,10,-0.07337883959044356,-0.08959044368600677
intraday_pressure,2022-12-14,2022,5,-0.028798411122144874,-0.045680238331678225
intraday_pressure,2022-12-14,2022,10,-0.022840119165839057,-0.06852035749751728
intraday_pressure,2023-03-02,2023,5,0.0,-0.006876227897839038
intraday_pressure,2023-03-02,2023,10,0.005893909626718985,-0.007858546168958758
intraday_pressure,2023-05-04,2023,5,-0.03035878564857397,-0.042318307267709354
intraday_pressure,2023-05-04,2023,10,-0.029438822447102164,-0.053357865685372596
intraday_pressure,2023-07-05,2023,5,-0.0038872691933916625,-0.02137998056365409
intraday_pressure,2023-07-05,2023,10,-0.02137998056365409,-0.03206997084548102
intraday_pressure,2023-10-10,2023,5,-0.009944751381215533,-0.015469613259668558
intraday_pressure,2023-10-10,2023,10,-0.04640883977900556,-0.05414364640883984
intraday_pressure,2023-11-02,2023,5,0.040770101925254876,0.0
intraday_pressure,2023-11-02,2023,10,0.04416761041902606,0.0
