metric,window_id,candidate_value,incumbent_value,normalized_score,comparable,passed,reason_code
calmar,full,1.243367740061504,0.9539175537892677,3.0343312702701297,True,True,PASS
profit_factor,full,3.3250437564239914,2.559187275003216,1.9950512907001254,True,True,PASS
net_cagr,2021,0.009272568526389247,-0.02006222495348564,146.21904373960385,True,True,PASS
max_drawdown,2021,-0.1455646207109157,-0.16390070095531006,0.916804012219719,True,True,PASS
calmar,2021,0.06370070200508487,-0.12240475383296806,1.5204103599767866,True,True,PASS
net_cagr,2022,0.15648335579333073,0.046605477191796085,23.5761728496745,True,True,PASS
max_drawdown,2022,-0.07931327745150063,-0.1086605991095978,1.8005497177191612,True,True,PASS
calmar,2022,1.972978053882831,0.4289087081582224,35.99995328504754,True,True,PASS
net_cagr,2023,-0.005817761283351652,-0.027223798054621162,78.62986908851204,True,True,PASS
max_drawdown,2023,-0.1684284203488371,-0.1563365538682875,-0.6045933240274807,True,True,PASS
calmar,2023,-0.03454144657595384,-0.17413584591072048,0.8016408029300109,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.27087960173011916,0.24534582816542838,1.0407258095896468,True,True,PASS
max_drawdown,2024,-0.18231095007578058,-0.1823126122341735,8.310791964616375e-05,True,True,PASS
calmar,2024,1.4858109269768138,1.345742486813206,1.0408264696710126,True,True,PASS
net_cagr,2025,0.5843380816087478,0.495062798916444,1.8033122845768808,True,True,PASS
max_drawdown,2025,-0.1124878682170185,-0.13940725597655257,1.3459693879767038,True,True,PASS
calmar,2025,5.194676464855809,3.5511982173991754,4.627954135042011,True,True,PASS
net_cagr,2026_ytd,1.151538939385023,1.133113302903078,0.16261071540452238,True,True,PASS
max_drawdown,2026_ytd,-0.12086074777817968,-0.12085951871133305,-6.779589282586216e-05,True,True,PASS
calmar,2026_ytd,9.527815776040756,9.375457679998402,0.16250736896545845,True,True,PASS
net_cagr,full,0.28483307008427294,0.22827288231482012,2.477744495793787,True,True,PASS
max_drawdown,full,-0.1823132458376544,-0.23930043158137382,2.849359287185968,True,True,PASS
calmar,full,1.5623278976553903,0.9539175537892677,6.378018115394993,True,True,PASS
profit_factor,full,3.4906701191975724,2.559187275003216,2.426506918277238,True,True,PASS
net_cagr,2021,0.027592331454190377,-0.02006222495348564,237.53375569341546,True,True,PASS
max_drawdown,2021,-0.1306148985864375,-0.16390070095531006,1.6642901184436296,True,True,PASS
calmar,2021,0.21124949567625703,-0.12240475383296806,2.725827543957364,True,True,PASS
net_cagr,2022,0.17103600496121318,0.046605477191796085,26.69869192784932,True,True,PASS
max_drawdown,2022,-0.07931327745150063,-0.1086605991095978,1.8005497177191612,True,True,PASS
calmar,2022,2.156461193597758,0.4289087081582224,40.27785989372477,True,True,PASS
net_cagr,2023,-0.007488802066408895,-0.027223798054621162,72.49170725045951,True,True,PASS
max_drawdown,2023,-0.14770310264042052,-0.1563365538682875,0.4316725613933483,True,True,PASS
calmar,2023,-0.05070172482862594,-0.17413584591072048,0.7088380938257781,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.3183600489241134,0.24534582816542838,2.9759715624532252,True,True,PASS
max_drawdown,2024,-0.182313544590895,-0.1823126122341735,-4.661783607473604e-05,True,True,PASS
calmar,2024,1.7462226936484717,1.345742486813206,2.975905202960675,True,True,PASS
net_cagr,2025,0.5587875617217362,0.495062798916444,1.287205642289586,True,True,PASS
max_drawdown,2025,-0.11248749171210426,-0.13940725597655257,1.3459882132224161,True,True,PASS
calmar,2025,4.967552864916514,3.5511982173991754,3.9883852176369,True,True,PASS
net_cagr,2026_ytd,1.0613944858320479,1.133113302903078,-0.6329359728394673,True,True,PASS
max_drawdown,2026_ytd,-0.12086074777817968,-0.12085951871133305,-6.779589282586216e-05,True,True,PASS
calmar,2026_ytd,8.781961930105426,9.375457679998402,-0.6330312291411,True,True,PASS
net_cagr,full,0.26320617427588666,0.22827288231482012,1.5303303487835527,True,True,PASS
max_drawdown,full,-0.20194954536072063,-0.23930043158137382,1.867544311032658,True,True,PASS
calmar,full,1.3033264016799342,0.9539175537892677,3.6628830919685056,True,True,PASS
profit_factor,full,2.997247843466083,2.559187275003216,1.1411450104794605,True,True,PASS
net_cagr,2021,-0.001240647265367656,-0.02006222495348564,93.81600361752446,True,True,PASS
max_drawdown,2021,-0.14959180949786433,-0.16390070095531006,0.7154445728722872,True,True,PASS
calmar,2021,-0.00829355076011276,-0.12240475383296806,0.9322448638601893,True,False,NONINFERIORITY_CALMAR_2021
net_cagr,2022,0.10028427122875172,0.046605477191796085,11.517700766382173,True,True,PASS
max_drawdown,2022,-0.0966340454934469,-0.1086605991095978,0.7378665750480926,True,True,PASS
calmar,2022,1.037773703011868,0.4289087081582224,14.195678084228561,True,True,PASS
net_cagr,2023,-0.01470753681205017,-0.027223798054621162,45.97544111023256,True,True,PASS
max_drawdown,2023,-0.15922656349359732,-0.1563365538682875,-0.14450048126549161,True,True,PASS
calmar,2023,-0.09236861293336635,-0.17413584591072048,0.46956002969817157,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.30824899495159186,0.24534582816542838,2.563857199306035,True,True,PASS
max_drawdown,2024,-0.18231363469773165,-0.1823126122341735,-5.112317790767487e-05,True,True,PASS
calmar,2024,1.6907621608370418,1.345742486813206,2.5637867378391372,True,True,PASS
net_cagr,2025,0.5311296818737516,0.495062798916444,0.7285314718910025,True,True,PASS
max_drawdown,2025,-0.11088453224589478,-0.13940725597655257,1.4261361865328899,True,True,PASS
calmar,2025,4.789934818825151,3.5511982173991754,3.48822151170486,True,True,PASS
net_cagr,2026_ytd,1.1461939288318654,1.133113302903078,0.11543969958939157,True,True,PASS
max_drawdown,2026_ytd,-0.1208663277918196,-0.12085951871133305,-0.000375592012895651,True,True,PASS
calmar,2026_ytd,9.4831534123058,9.375457679998402,0.11486983994088786,True,True,PASS
net_cagr,full,0.24651712741961052,0.22827288231482012,0.7992296290204565,True,True,PASS
max_drawdown,full,-0.23745581730853615,-0.23930043158137382,0.0922307136418831,True,True,PASS
calmar,full,1.038159983670986,0.9539175537892677,0.8831206590871542,True,True,PASS
profit_factor,full,2.8486538069910563,2.559187275003216,0.7540584851948793,True,True,PASS
net_cagr,2021,0.009272568526389247,-0.02006222495348564,146.21904373960385,True,True,PASS
max_drawdown,2021,-0.1455646207109157,-0.16390070095531006,0.916804012219719,True,True,PASS
calmar,2021,0.06370070200508487,-0.12240475383296806,1.5204103599767866,True,True,PASS
net_cagr,2022,0.12234716578243732,0.046605477191796085,16.251671081263815,True,True,PASS
max_drawdown,2022,-0.07588582287314571,-0.1086605991095978,2.0108347462968705,True,True,PASS
calmar,2022,1.6122532661595903,0.4289087081582224,27.58966035179772,True,True,PASS
net_cagr,2023,-0.012956346192137036,-0.027223798054621162,52.4080138776311,True,True,PASS
max_drawdown,2023,-0.16815602968891907,-0.1563365538682875,-0.5909737910315797,True,True,PASS
calmar,2023,-0.07704954866088169,-0.17413584591072048,0.5575319472110009,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.2388463331891788,0.24534582816542838,-0.26491157501431767,True,True,PASS
max_drawdown,2024,-0.18231282027214635,-0.1823126122341735,-1.0401898642431467e-05,True,True,PASS
calmar,2024,1.3100907156866006,1.345742486813206,-0.2649226837671651,True,True,PASS
net_cagr,2025,0.510776047212343,0.495062798916444,0.31739909220185814,True,True,PASS
max_drawdown,2025,-0.11248275497050053,-0.13940725597655257,1.3462250503026025,True,True,PASS
calmar,2025,4.540927605714298,3.5511982173991754,2.7870294129624225,True,True,PASS
net_cagr,2026_ytd,1.0225293056787481,1.133113302903078,-0.9759306235396733,True,True,PASS
max_drawdown,2026_ytd,-0.12086234159314346,-0.12085951871133305,-0.00015571145963594394,True,True,PASS
calmar,2026_ytd,8.460280449644674,9.375457679998402,-0.9761413912690005,True,True,PASS
net_cagr,full,0.26195662821125665,0.22827288231482012,1.4755912114861702,True,True,PASS
max_drawdown,full,-0.19112982559235203,-0.23930043158137382,2.4085302994510873,True,True,PASS
calmar,full,1.370569074708237,0.9539175537892677,4.367793833585465,True,True,PASS
profit_factor,full,2.7998106704543475,2.559187275003216,0.6268224234086952,True,True,PASS
net_cagr,2021,0.04363247146116178,-0.02006222495348564,317.4857054106604,True,True,PASS
max_drawdown,2021,-0.13806253969694404,-0.16390070095531006,1.2919080629183017,True,True,PASS
calmar,2021,0.31603410712955016,-0.12240475383296806,3.5818777231544963,True,True,PASS
net_cagr,2022,0.10673357311860565,0.046605477191796085,12.901508481366626,True,True,PASS
max_drawdown,2022,-0.07999023192994392,-0.1086605991095978,1.7590164490525984,True,True,PASS
calmar,2022,1.3343325871599392,0.4289087081582224,21.10994395263504,True,True,PASS
net_cagr,2023,-0.017312103746738194,-0.027223798054621162,36.40819803319282,True,True,PASS
max_drawdown,2023,-0.14394698062730282,-0.1563365538682875,0.6194786620492335,True,True,PASS
calmar,2023,-0.12026722388544883,-0.17413584591072048,0.30934826625466944,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.28837512560263967,0.24534582816542838,1.753822258114701,True,True,PASS
max_drawdown,2024,-0.1823088104590731,-0.1823126122341735,0.00019008875501991273,True,True,PASS
calmar,2024,1.581794784774692,1.345742486813206,1.7540673663389434,True,True,PASS
net_cagr,2025,0.4966214374665978,0.495062798916444,0.031483653257026026,True,True,PASS
max_drawdown,2025,-0.13940511830085378,-0.13940725597655257,0.00010688378493939338,True,True,PASS
calmar,2025,3.562433313207527,3.5511982173991754,0.03163747873409311,True,True,PASS
net_cagr,2026_ytd,1.0993565763786326,1.133113302903078,-0.2979113071743085,True,True,PASS
max_drawdown,2026_ytd,-0.1208663277918196,-0.12085951871133305,-0.000375592012895651,True,True,PASS
calmar,2026_ytd,9.095639757271078,9.375457679998402,-0.2984578804342395,True,True,PASS
net_cagr,full,0.2490505287943261,0.22827288231482012,0.9102108962224743,True,True,PASS
max_drawdown,full,-0.19485458662534272,-0.23930043158137382,2.222292247801553,True,True,PASS
calmar,full,1.2781353167384701,0.9539175537892677,3.3988027755785097,True,True,PASS
profit_factor,full,2.9626853057767053,2.559187275003216,1.0511098183777434,True,True,PASS
net_cagr,2021,0.009272568526389247,-0.02006222495348564,146.21904373960385,True,True,PASS
max_drawdown,2021,-0.1455646207109157,-0.16390070095531006,0.916804012219719,True,True,PASS
calmar,2021,0.06370070200508487,-0.12240475383296806,1.5204103599767866,True,True,PASS
net_cagr,2022,0.13062202496698383,0.046605477191796085,18.02718324917766,True,True,PASS
max_drawdown,2022,-0.0966340454934469,-0.1086605991095978,0.7378665750480926,True,True,PASS
calmar,2022,1.351718478720233,0.4289087081582224,21.51529574963983,True,True,PASS
net_cagr,2023,-0.0004371979837834994,-0.027223798054621162,98.39405955441515,True,True,PASS
max_drawdown,2023,-0.13723102633030815,-0.1563365538682875,0.9552763768989674,True,True,PASS
calmar,2023,-0.003185853778657794,-0.17413584591072048,0.9817047790361831,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.25934736161396765,0.24534582816542838,0.570685613578011,True,True,PASS
max_drawdown,2024,-0.1823086626322975,-0.1823126122341735,0.000197480093799829,True,True,PASS
calmar,2024,1.4225728929680717,1.345742486813206,0.5709146207964676,True,True,PASS
net_cagr,2025,0.49716875087730084,0.495062798916444,0.04253908727268906,True,True,PASS
max_drawdown,2025,-0.112488178991763,-0.13940725597655257,1.3459538492394791,True,True,PASS
calmar,2025,4.419742192765928,3.5511982173991754,2.4457772340369557,True,True,PASS
net_cagr,2026_ytd,0.9755010667510862,1.133113302903078,-1.390966249784409,True,False,NONINFERIORITY_NET_CAGR_2026_YTD
max_drawdown,2026_ytd,-0.12086234159314346,-0.12085951871133305,-0.00015571145963594394,True,True,PASS
calmar,2026_ytd,8.071174642924728,9.375457679998402,-1.3911673238696722,True,False,NONINFERIORITY_CALMAR_2026_YTD
net_cagr,full,0.26681433542919164,0.22827288231482012,1.6883938522849813,True,True,PASS
max_drawdown,full,-0.23929992541697553,-0.23930043158137382,2.5308219914199602e-05,True,True,PASS
calmar,full,1.114978765514752,0.9539175537892677,1.6884185754386993,True,True,PASS
profit_factor,full,3.2005483074818972,2.559187275003216,1.670741433535445,True,True,PASS
net_cagr,2021,0.009272568526389247,-0.02006222495348564,146.21904373960385,True,True,PASS
max_drawdown,2021,-0.1455646207109157,-0.16390070095531006,0.916804012219719,True,True,PASS
calmar,2021,0.06370070200508487,-0.12240475383296806,1.5204103599767866,True,True,PASS
net_cagr,2022,0.1781869834092329,0.046605477191796085,28.233056315663912,True,True,PASS
max_drawdown,2022,-0.07588537786872329,-0.1086605991095978,2.0108620487061506,True,True,PASS
calmar,2022,2.3481069530612952,0.4289087081582224,44.746077857554035,True,True,PASS
net_cagr,2023,-0.005817761283351652,-0.027223798054621162,78.62986908851204,True,True,PASS
max_drawdown,2023,-0.1684284203488371,-0.1563365538682875,-0.6045933240274807,True,True,PASS
calmar,2023,-0.03454144657595384,-0.17413584591072048,0.8016408029300109,True,False,NONINFERIORITY_CALMAR_2023
net_cagr,2024,0.2512761197207507,0.24534582816542838,0.24171153019662217,True,True,PASS
max_drawdown,2024,-0.18231114853665686,-0.1823126122341735,7.318487583174442e-05,True,True,PASS
calmar,2024,1.378281699927019,1.345742486813206,0.24179375647764395,True,True,PASS
net_cagr,2025,0.558854947151856,0.495062798916444,1.288566791425965,True,True,PASS
max_drawdown,2025,-0.11248790232574568,-0.13940725597655257,1.345967682540345,True,True,PASS
calmar,2025,4.968133777919584,3.5511982173991754,3.990021040160756,True,True,PASS
net_cagr,2026_ytd,1.00608926785599,1.133113302903078,-1.1210179487051097,True,False,NONINFERIORITY_NET_CAGR_2026_YTD
max_drawdown,2026_ytd,-0.12086234159314346,-0.12085951871133305,-0.00015571145963594394,True,True,PASS
calmar,2026_ytd,8.32425761899243,9.375457679998402,-1.1212253277497075,True,False,NONINFERIORITY_CALMAR_2026_YTD
